trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Start.started,welcome.started,Start.stopped,vedio_withaudio_B1.started,movie.started,sound_1.started,sound_1.stopped,vedio_withaudio_B1.stopped,movie.stopped,Block2.started,text.started,key_resp.started,Block2.stopped,key_resp.keys,key_resp.rt,key_resp.duration,start_again.started,text_3.started,text_3.stopped,start_again.stopped,Vedio_audio_B2.started,movie_2.started,sound_2.started,sound_2.stopped,Vedio_audio_B2.stopped,movie_2.stopped,thank_you.started,text_2.started,text_2.stopped,thank_you.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
186,0,186,0,,,,,239.80857919994742,,,,,239.7822518995963,239.80857919994742,240.11341737979092,,241.06394039979205,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
187,0,187,0,,,,,241.08826679969206,,,,,241.06558759976178,241.08826679969206,241.36351957987063,241.92635519988835,242.347242299933,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
188,0,188,0,,,,,242.36832619970664,,,,,242.34894409961998,242.36832619970664,242.64679077989422,243.22685500001535,243.6305660996586,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
189,0,189,0,,,,,243.64904479961842,,,,,243.63224700000137,243.64904479961842,243.93066467973404,244.52669519977644,244.9146289997734,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
190,0,190,0,,,,,244.9306395999156,,,,,244.91643380001187,244.9306395999156,245.26368327974342,245.82750849984586,246.34372689994052,246.39020229969174,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
191,0,191,0,,,,,246.39020229969174,,,,,246.34543899958953,246.39020229969174,246.74695247993805,247.33603579970077,247.63067879993469,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
192,0,192,0,,,,,247.66869309963658,,,,,247.63242079969496,247.66869309963658,248.01365697965957,248.55679179960862,248.91397310001776,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
193,0,193,0,,,,,248.95435119979084,,,,,248.9156559999101,248.95435119979084,249.21348807984032,249.75693009980023,250.19735859986395,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
194,0,194,0,,,,,250.22890099976212,,,,,250.1990597997792,250.22890099976212,250.54692728002556,251.0768682998605,251.4807451996021,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
195,0,195,0,,,,,251.50964730000123,,,,,251.48247729986906,251.50964730000123,251.84693227964453,252.37601629970595,252.76399069977924,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
196,0,196,0,,,,,252.78944549988955,,,,,252.765726799611,252.78944549988955,253.09689867985435,253.70592519966885,254.04737539961934,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
197,0,197,0,,,,,254.07070079958066,,,,,254.04911539983004,254.07070079958066,254.39676807983778,254.93594129988924,255.33063159976155,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
198,0,198,0,,,,,255.34882769966498,,,,,255.33231089962646,255.34882769966498,255.68012187979184,256.28662139968947,256.6139821000397,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
199,0,199,0,,,,,256.62965519959107,,,,,256.6156274997629,256.62965519959107,256.9303291796241,257.5268941000104,257.89726859983057,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
200,0,200,0,,,,,257.9140832000412,,,,,257.8989791995846,257.9140832000412,258.2471841799561,258.785609500017,259.18049529986456,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
201,0,201,0,,,,,259.19749519973993,,,,,259.1822841996327,259.19749519973993,259.5802414796781,260.1268330998719,260.46390799991786,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
202,0,202,0,,,,,260.5102792000398,,,,,260.46565419994295,260.5102792000398,260.79745677975006,261.38531529996544,261.74779239995405,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
203,0,203,0,,,,,261.78987939981744,,,,,261.74947049980983,261.78987939981744,262.147264679661,262.68624089984223,263.0307207000442,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
204,0,204,0,,,,,263.0686910999939,,,,,263.03242990002036,263.0686910999939,263.3803154795896,263.9360868996009,264.3140793000348,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
205,0,205,0,,,,,264.34946239972487,,,,,264.31584079982713,264.34946239972487,264.7136826796923,265.3270925995894,265.5974296997301,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
206,0,206,0,,,,,265.629884599708,,,,,265.5991552998312,265.629884599708,265.98032077983953,266.5855556996539,266.88068729965016,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
207,0,207,0,,,,,266.9093196997419,,,,,266.8823857996613,266.9093196997419,267.24748847982846,267.8147668996826,268.1640796000138,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
208,0,208,0,,,,,268.18887579999864,,,,,268.1658092997968,268.18887579999864,268.5303965799976,269.1360097997822,269.44742019986734,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
209,0,209,0,,,,,269.4694776996039,,,,,269.4490884998813,269.4694776996039,269.8303351800423,270.38560549961403,270.73065219959244,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
210,0,210,0,,,,,270.749492299743,,,,,270.7323866998777,270.749492299743,271.04698307975195,271.65612009959295,272.0140701998025,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
211,0,211,0,,,,,272.0298582999967,,,,,272.01579670002684,272.0298582999967,272.36420617974363,272.90617579966784,273.29743899963796,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
212,0,212,0,,,,,273.3141956999898,,,,,273.2991102999076,273.3141956999898,273.6470594799612,274.22617939999327,274.5807121996768,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
213,0,213,0,,,,,274.5975952995941,,,,,274.5824535000138,274.5975952995941,274.947010679869,275.5566093996167,275.8639467996545,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
214,0,214,0,,,,,275.90980959963053,,,,,275.8656603000127,275.90980959963053,276.2471441796515,276.78573989961296,277.1480425996706,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
215,0,215,0,,,,,277.1900831996463,,,,,277.14979999978095,277.1900831996463,277.5304101796355,278.07686739973724,278.4308279999532,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
216,0,216,0,,,,,278.4697385998443,,,,,278.4325771997683,278.4697385998443,278.8302932798397,279.3761795000173,279.7141983998008,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
217,0,217,0,,,,,279.7490353998728,,,,,279.7159706996754,279.7490353998728,280.1139767796267,280.6770325996913,280.99748729960993,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
218,0,218,0,,,,,281.02975359978154,,,,,280.99922899995,281.02975359978154,281.3137212798465,281.92701819958165,282.28085369989276,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
219,0,219,0,,,,,282.30915270000696,,,,,282.2825802997686,282.30915270000696,282.59699227963574,283.1648804997094,283.56413289997727,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
220,0,220,0,,,,,283.58898919960484,,,,,283.5658246995881,283.58898919960484,283.94702937989496,284.4862714000046,284.84782319981605,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
221,0,221,0,,,,,284.8702956996858,,,,,284.8495787996799,284.8702956996858,285.19707937981,285.8062744997442,286.1307697999291,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
222,0,222,0,,,,,286.1488847997971,,,,,286.1325228996575,286.1488847997971,286.5304198798258,287.136258599814,287.4142056000419,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
223,0,223,0,,,,,287.430010299664,,,,,287.4158954997547,287.430010299664,287.7970722799655,288.33630429999903,288.69752909988165,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
224,0,224,0,,,,,288.7143215998076,,,,,288.69916099961847,288.7143215998076,289.06377007975243,289.62607999984175,289.9807597999461,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
225,0,225,0,,,,,289.9973140996881,,,,,289.9825190999545,289.9973140996881,290.33043747977354,290.90612439997494,291.26411519991234,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
226,0,226,0,,,,,291.30945979990065,,,,,291.2658491996117,291.30945979990065,291.64714817958884,292.18555990001187,292.5476230997592,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
227,0,227,0,,,,,292.5893551995978,,,,,292.54938300000504,292.5893551995978,292.94719177973457,293.47707399958745,293.83100969996303,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
228,0,228,0,,,,,293.87079369975254,,,,,293.83269129972905,293.87079369975254,294.2147057799157,294.75680839968845,295.1142825996503,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
229,0,229,0,,,,,295.15006519993767,,,,,295.116014899686,295.15006519993767,295.46378087974153,296.0564062995836,296.3974879998714,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
230,0,230,0,,,,,296.42927500000224,,,,,296.39925719983876,296.42927500000224,296.71385037968867,297.32728690002114,297.68088339967653,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
231,0,231,0,,,,,297.7095518996939,,,,,297.6826479998417,297.7095518996939,298.0304093796294,,298.96420759987086,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
232,0,232,0,,,,,298.9907576995902,,,,,298.96588189993054,298.9907576995902,299.36389597994275,299.8774771997705,300.24797189980745,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
233,0,233,0,,,,,300.2698319996707,,,,,300.24970179982483,300.2698319996707,300.5804037798662,301.08617739984766,301.53086059959605,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
234,0,234,0,,,,,301.5489718997851,,,,,301.53260939987376,301.5489718997851,301.89728077990003,302.5063880998641,302.8142349999398,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
235,0,235,0,,,,,302.8309936998412,,,,,302.81595199974254,302.8309936998412,303.1971138797235,303.75713099958375,304.0976053997874,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
236,0,236,0,,,,,304.1143693998456,,,,,304.099374699872,304.1143693998456,304.4804863797035,305.0562994997017,305.38079319987446,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
237,0,237,0,,,,,305.3974456000142,,,,,305.38258529966697,305.3974456000142,305.78057677973993,306.3063900000416,306.6642517000437,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
238,0,238,0,,,,,306.70971009973437,,,,,306.6660430999473,306.70971009973437,306.99711077963,,307.94763539964333,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
239,0,239,0,,,,,307.9898512996733,,,,,307.94934859964997,307.9898512996733,308.2806151800323,308.8564426996745,309.2309681996703,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
240,0,240,0,,,,,309.27042709989473,,,,,309.2326411996037,309.27042709989473,309.54723587981425,310.07717039994895,310.51435839990154,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
241,0,241,0,,,,,310.5492564998567,,,,,310.5161089999601,310.5492564998567,310.9139320796821,311.4779313998297,311.7978152995929,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
242,0,242,0,,,,,311.83002409990877,,,,,311.7995849996805,311.83002409990877,312.0971911798697,312.7063467996195,313.08099709963426,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
243,0,243,0,,,,,313.10943349963054,,,,,313.08270989963785,313.10943349963054,313.4805181797128,314.07722539966926,314.364371499978,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
244,0,244,0,,,,,314.3896091999486,,,,,314.3660085997544,314.3896091999486,314.6972923798021,,315.64762929966673,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
245,0,245,0,,,,,315.66895490000024,,,,,315.64938999991864,315.66895490000024,316.03056748001836,316.58570059994236,316.9310475997627,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
246,0,246,0,,,,,316.9495055996813,,,,,316.93274929979816,316.9495055996813,317.2639123799745,317.826331499964,318.2142767999321,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
247,0,247,0,,,,,318.23040069965646,,,,,318.21602419996634,318.23040069965646,318.5806259799283,319.17659759987146,319.4977018996142,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
248,0,248,0,,,,,319.51454589981586,,,,,319.4994322997518,319.51454589981586,319.8472472799476,320.45650349976495,320.78113040002063,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
249,0,249,0,,,,,320.79738859971985,,,,,320.78286689985543,320.79738859971985,321.1139431798365,321.65651659993455,322.0642029000446,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
250,0,250,0,,,,,322.1101000998169,,,,,322.06591679994017,322.1101000998169,322.44723687996157,322.9858348998241,323.34788789972663,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
251,0,251,0,,,,,323.38964889990166,,,,,323.3496483997442,323.38964889990166,323.7139167797286,324.2565045999363,324.6311251996085,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
252,0,252,0,,,,,324.6697620996274,,,,,324.63285669963807,324.6697620996274,324.94723417959176,325.51734769996256,325.91439579986036,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
253,0,253,0,,,,,325.94947530003265,,,,,325.91615979978815,325.94947530003265,326.29727057996206,326.887119199615,327.19777379976586,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
254,0,254,0,,,,,327.23039899999276,,,,,327.19947759993374,327.23039899999276,327.4973682796117,328.0266539999284,328.4811467998661,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
255,0,255,0,,,,,328.50932479975745,,,,,328.4828331996687,328.50932479975745,328.8805991800036,329.43749959999695,329.76437229989097,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
256,0,256,0,,,,,329.7884500999935,,,,,329.7661439999938,329.7884500999935,330.11447217990644,330.62718179961666,331.0479990998283,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
257,0,257,0,,,,,331.0688712997362,,,,,331.0497138998471,331.0688712997362,331.364081579959,331.9366696998477,332.33144789980724,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
258,0,258,0,,,,,332.3510630996898,,,,,332.33315829979256,332.3510630996898,332.6809338799212,333.2374320998788,333.6145931999199,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
259,0,259,0,,,,,333.63082670001313,,,,,333.61630109976977,333.63082670001313,333.9641835798975,,334.8977934997529,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
260,0,260,0,,,,,334.9141832999885,,,,,334.89953229995444,334.9141832999885,335.2474985800218,335.75770600000396,336.1809775996953,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
261,0,261,0,,,,,336.19787759985775,,,,,336.18265810003504,336.19787759985775,336.497810479952,337.07731429999694,337.46433079987764,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
262,0,262,0,,,,,337.5106183998287,,,,,337.46607919968665,337.5106183998287,337.7974068799522,338.33645339962095,338.7478868998587,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
263,0,263,0,,,,,338.78990009985864,,,,,338.7495931996964,338.78990009985864,339.11397667997517,339.6269258996472,340.0313228997402,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
264,0,264,0,,,,,340.0702212997712,,,,,340.03304549958557,340.0702212997712,340.43072757986374,,341.31442809989676,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
265,0,265,0,,,,,341.34978949977085,,,,,341.3161929999478,341.34978949977085,341.64750917977653,342.1859356998466,342.5978886997327,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
266,0,266,0,,,,,342.6297247996554,,,,,342.5995636996813,342.6297247996554,342.98066847980954,343.5765085997991,343.88121959986165,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
267,0,267,0,,,,,343.90981529979035,,,,,343.8829755997285,343.90981529979035,344.2641339797992,344.8773384997621,345.16453820001334,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
268,0,268,0,,,,,345.1890936996788,,,,,345.1661422997713,345.1890936996788,345.5140427800361,346.0772066996433,346.44780329987407,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
