trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Start.started,welcome.started,Start.stopped,vedio_withaudio_B1.started,movie.started,sound_1.started,sound_1.stopped,vedio_withaudio_B1.stopped,movie.stopped,Block2.started,text.started,key_resp.started,Block2.stopped,key_resp.keys,key_resp.rt,key_resp.duration,start_again.started,text_3.started,text_3.stopped,start_again.stopped,Vedio_audio_B2.started,movie_2.started,sound_2.started,sound_2.stopped,Vedio_audio_B2.stopped,movie_2.stopped,thank_you.started,text_2.started,text_2.stopped,thank_you.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,,,,,1.0507503999397159,,0.003231300041079521,0.018212399911135435,1.0123468996025622,1.0198162999004126,1.0507503999397159,1.412195579847321,1.935517099685967,2.2961045997217298,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
1,0,1,0,,,,,2.328185699880123,,,,,2.297804099973291,2.328185699880123,2.662528879707679,3.185276299715042,3.5794417997822165,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
2,0,2,0,,,,,3.6082078996114433,,,,,3.5811629998497665,3.6082078996114433,3.878987279953435,4.484158199746162,4.862615299876779,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
3,0,3,0,,,,,4.88813509978354,,,,,4.864381599705666,4.88813509978354,5.24562377971597,5.8151795999147,6.14642439968884,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
4,0,4,0,,,,,6.168133900035173,,,,,6.1481677000410855,6.168133900035173,6.52939747995697,7.1249492997303605,7.429588099941611,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
5,0,5,0,,,,,7.449314599856734,,,,,7.431873799767345,7.449314599856734,7.7956301800441,8.324908099602908,8.712676799856126,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
6,0,6,0,,,,,8.728385499678552,,,,,8.714348800014704,8.728385499678552,9.012357979780063,9.604874399956316,9.996561300009489,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
7,0,7,0,,,,,10.012933999765664,,,,,9.998329499736428,10.012933999765664,10.329017780022696,10.904768199659884,11.27941960003227,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
8,0,8,0,,,,,11.295755199622363,,,,,11.281169899739325,11.295755199622363,11.62898007989861,12.15483529958874,12.56286279996857,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
9,0,9,0,,,,,12.608765099663287,,,,,12.564528599847108,12.608765099663287,12.945692779729143,,13.846196299884468,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
10,0,10,0,,,,,13.888840099796653,,,,,13.847957599908113,13.888840099796653,14.178925479995087,14.735479699913412,15.12951899971813,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
11,0,11,0,,,,,15.168018899857998,,,,,15.131274099927396,15.168018899857998,15.462828679708764,16.055586899630725,16.412821699865162,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
12,0,12,0,,,,,16.447991899680346,,,,,16.414613199885935,16.447991899680346,16.812278379919007,17.40541289979592,17.696181299630553,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
13,0,13,0,,,,,17.72866789996624,,,,,17.697860999964178,17.72866789996624,18.013537779683247,,18.979544200003147,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
14,0,14,0,,,,,19.00875509995967,,,,,18.98126469971612,19.00875509995967,19.278957879869267,19.834902899805456,20.262699599843472,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
15,0,15,0,,,,,20.288278199732304,,,,,20.264453699812293,20.288278199732304,20.662770979804918,21.256352999713272,21.546160699799657,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
16,0,16,0,,,,,21.56722169974819,,,,,21.547912699636072,21.56722169974819,21.91248687985353,22.474785999860615,22.829443200025707,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
17,0,17,0,,,,,22.847779899835587,,,,,22.831164099741727,22.847779899835587,23.162428779760376,23.754746099933982,24.112732199952006,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
18,0,18,0,,,,,24.129115999676287,,,,,24.114401099737734,24.129115999676287,24.512286479817703,25.104673499707133,25.39606269961223,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
19,0,19,0,,,,,25.412502999883145,,,,,25.397723000030965,25.412502999883145,25.728908479912207,26.295139599591494,26.679374099709094,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
20,0,20,0,,,,,26.695899999700487,,,,,26.681108699645847,26.695899999700487,26.995755980024114,27.535827099811286,27.96252669999376,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
21,0,21,0,,,,,28.00879709981382,,,,,27.964230199810117,28.00879709981382,28.345859579974785,28.855860699899495,29.24634790001437,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
22,0,22,0,,,,,29.287683199625462,,,,,29.248100099619478,29.287683199625462,29.64610247989185,30.18478349968791,30.529530699830502,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
23,0,23,0,,,,,30.56866699969396,,,,,30.5312138996087,30.56866699969396,30.912416680017486,31.434920199681073,31.812823900021613,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
24,0,24,0,,,,,31.847551099956036,,,,,31.814510399941355,31.847551099956036,32.16237537958659,32.75487259961665,33.09628579998389,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
25,0,25,0,,,,,33.127747799735516,,,,,33.09795819967985,33.127747799735516,33.445719479816034,34.025733899790794,34.37951059965417,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
26,0,26,0,,,,,34.4073999999091,,,,,34.3812057999894,34.4073999999091,34.78986937995069,35.30516119999811,35.66280039958656,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
27,0,27,0,,,,,35.68876779964194,,,,,35.66452609980479,35.68876779964194,36.01242178003304,36.60485989972949,36.94610249996185,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
28,0,28,0,,,,,36.96856779977679,,,,,36.947811499703676,36.96856779977679,37.29563947976567,37.83495959965512,38.22944639995694,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
29,0,29,0,,,,,38.24797499971464,,,,,38.231186899822205,38.24797499971464,38.528978179907426,39.12494599958882,39.5128750000149,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
30,0,30,0,,,,,39.528421599883586,,,,,39.51454699970782,39.528421599883586,39.86246947967447,40.43361679976806,40.79618349997327,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
31,0,31,0,,,,,40.81259229965508,,,,,40.79787819972262,40.81259229965508,41.1790832800325,41.77563409972936,42.07936509978026,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
32,0,32,0,,,,,42.09587319986895,,,,,42.0811226000078,42.09587319986895,42.428972279885784,43.03480909997597,43.36271969974041,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
33,0,33,0,,,,,43.409564699977636,,,,,43.364476199727505,43.409564699977636,43.695705379592255,,44.64630779996514,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
34,0,34,0,,,,,44.688491499982774,,,,,44.64805309986696,44.688491499982774,44.99576877965592,45.58502209978178,45.92957209981978,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
35,0,35,0,,,,,45.96910509979352,,,,,45.931262999773026,45.96910509979352,46.279101179679856,46.884366599842906,47.21326439967379,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
36,0,36,0,,,,,47.24927469994873,,,,,47.215026299934834,47.24927469994873,47.595696579897776,48.15492979995906,48.49622849980369,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
37,0,37,0,,,,,48.528475399594754,,,,,48.497906900011,48.528475399594754,48.845771179767326,49.45642919978127,49.77958570001647,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
38,0,38,0,,,,,49.80768929980695,,,,,49.781328399665654,49.80768929980695,50.09568767971359,50.684172600042075,51.06288579991087,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
39,0,39,0,,,,,51.08882679976523,,,,,51.06462779967114,51.08882679976523,51.42916287970729,51.96415159991011,52.346272399649024,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
40,0,40,0,,,,,52.36764919990674,,,,,52.34801069973037,52.36764919990674,52.69574828003533,53.25573039986193,53.62950919987634,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
41,0,41,0,,,,,53.6478480999358,,,,,53.631231299601495,53.6478480999358,53.97909667971544,54.54595940001309,54.912763099651784,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
42,0,42,0,,,,,54.928637499921024,,,,,54.91437149979174,54.928637499921024,55.24569447967224,55.785075899679214,56.196227099746466,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
43,0,43,0,,,,,56.21264259982854,,,,,56.197893999982625,56.21264259982854,56.54584537982009,57.155034399591386,57.47943659964949,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
44,0,44,0,,,,,57.49599079973996,,,,,57.48118179989979,57.49599079973996,57.829186379676685,58.404977299738675,58.76280779996887,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
45,0,45,0,,,,,58.8091887999326,,,,,58.764481499791145,58.8091887999326,59.09575047972612,59.67503929976374,60.04656940000132,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
46,0,46,0,,,,,60.0888224998489,,,,,60.048318199813366,60.0888224998489,60.429126180009916,60.98518979968503,61.32959849992767,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
47,0,47,0,,,,,61.36843949975446,,,,,61.33134419983253,61.36843949975446,61.645863079698756,62.25570859992877,62.61288119992241,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
48,0,48,0,,,,,62.64801619993523,,,,,62.61465139966458,62.64801619993523,62.9625563796144,63.484553899616,63.896299900021404,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
49,0,49,0,,,,,63.928928799927235,,,,,63.898107699584216,63.928928799927235,64.2459155798424,,65.17954479996115,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
50,0,50,0,,,,,65.20801629964262,,,,,65.18129349965602,65.20801629964262,65.54584267991595,66.15496549988165,66.46289790002629,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
51,0,51,0,,,,,66.48781579965726,,,,,66.46463810000569,66.48781579965726,66.86306257988326,67.45601089997217,67.74636380001903,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
52,0,52,0,,,,,67.76819109963253,,,,,67.74807359976694,67.76819109963253,68.12914837966673,68.67512959986925,69.02963489992544,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
53,0,53,0,,,,,69.04912630002946,,,,,69.03139239968732,69.04912630002946,69.34592057974078,69.85591579973698,70.31294559966773,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
54,0,54,0,,,,,70.32934829965234,,,,,70.31461279978976,70.32934829965234,70.62922787969,71.22604919970036,71.59636989980936,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
55,0,55,0,,,,,71.6130584999919,,,,,71.59812229964882,71.6130584999919,71.97919227997772,72.55496530001983,72.87954019987956,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
56,0,56,0,,,,,72.89611559966579,,,,,72.88126729987562,72.89611559966579,73.2791748798918,,74.1628650999628,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
57,0,57,0,,,,,74.20785649958998,,,,,74.16459549963474,74.20785649958998,74.51269177976064,75.03512289980426,75.44677769998088,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
58,0,58,0,,,,,75.48812629980966,,,,,75.44854799984023,75.48812629980966,75.79592697997577,76.38516199961305,76.72970649972558,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
59,0,59,0,,,,,76.76823039958254,,,,,76.73144889995456,76.76823039958254,77.06253478000872,77.67496739979833,78.01302159996703,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
60,0,60,0,,,,,78.04826699988917,,,,,78.01477209990844,78.04826699988917,78.3959154796321,78.95520649990067,79.29631259990856,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
61,0,61,0,,,,,79.32764629973099,,,,,79.29801779985428,79.32764629973099,79.69621887966059,80.2650727997534,80.57976989960298,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
62,0,62,0,,,,,80.6080233999528,,,,,80.58145679999143,80.6080233999528,80.9626480799634,81.48443179996684,81.86299029970542,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
63,0,63,0,,,,,81.8888522000052,,,,,81.86473019979894,81.8888522000052,82.1625278799329,82.77587339980528,83.14634269988164,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
64,0,64,0,,,,,83.16807079967111,,,,,83.14799889968708,83.16807079967111,83.46268668002449,83.97609089966863,84.42968269996345,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
65,0,65,0,,,,,84.44838019972667,,,,,84.43141409987584,84.44838019972667,84.72923527960666,85.27504780003801,85.71299569960684,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
66,0,66,0,,,,,85.7287178998813,,,,,85.7147292997688,85.7287178998813,86.01297347969376,86.53159619960934,86.99673149967566,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
67,0,67,0,,,,,87.01311259996146,,,,,86.9986009998247,87.01311259996146,87.39602207974531,87.90506869973615,88.27964719990268,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
68,0,68,0,,,,,88.29620249988511,,,,,88.28137760004029,88.29620249988511,88.63054177979939,89.22684159968048,89.56304019968957,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
69,0,69,0,,,,,89.60767329996452,,,,,89.56477399962023,89.60767329996452,89.91271417983808,90.45597269991413,90.8467440996319,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
70,0,70,0,,,,,90.88774429960176,,,,,90.8484804998152,90.88774429960176,91.24599277996458,91.7551034996286,92.12974989973009,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
71,0,71,0,,,,,92.16860739979893,,,,,92.13150399969891,92.16860739979893,92.46281947963871,93.03513420000672,93.41310549993068,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
72,0,72,0,,,,,93.44835509965196,,,,,93.41488319961354,93.44835509965196,93.79607267980464,94.33612749958411,94.69651909964159,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
73,0,73,0,,,,,94.72914039995521,,,,,94.69827289972454,94.72914039995521,95.09594627958722,95.60513499984518,95.9797892998904,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
74,0,74,0,,,,,96.00730319973081,,,,,95.98150749970227,96.00730319973081,96.36259877984412,96.88452559988946,97.26303939986974,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
75,0,75,0,,,,,97.28740239981562,,,,,97.26476739998907,97.28740239981562,97.5793144798372,98.08460749965161,98.54638029960915,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
76,0,76,0,,,,,98.56822619959712,,,,,98.5480857999064,98.56822619959712,98.92940167966299,99.52504209987819,99.82972020003945,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
77,0,77,0,,,,,99.84801629977301,,,,,99.83141999971122,99.84801629977301,100.1625880796928,100.67617939971387,101.1130792000331,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
78,0,78,0,,,,,101.12956829974428,,,,,101.11482279980555,101.12956829974428,101.44593257992528,,102.39689959958196,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
79,0,79,0,,,,,102.41334760002792,,,,,102.3992909998633,102.41334760002792,102.77928647981025,103.37603389983997,103.6801287997514,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
80,0,80,0,,,,,103.69675579993054,,,,,103.68222789978608,103.69675579993054,104.01260487991385,104.60456819972023,104.96297319978476,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
81,0,81,0,,,,,105.00749269966036,,,,,104.96468349965289,105.00749269966036,105.29602747992612,105.85585880000144,106.24694760004058,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
82,0,82,0,,,,,106.28801849996671,,,,,106.24865609966218,106.28801849996671,106.57927617966197,107.18532199971378,107.52983809961006,,,,,,,,,,,,,,,,,,,,,,,sub002_saurabh,001,2024-05-14_12h40.04.723,final_exp_1.2_v1_18012024,2023.2.3,60.01893001684973,2024-05-14 12h40.26.212928 +0530,
