erp,kind,subject,iteration,PL,PA,TWMA,FAL_0.25,FAL_0.5,FAL_0.75
n1,bn,sd018,0,0.228515625,-1.367579364057151,-0.6825264114921414,0.21484375,0.224609375,0.234375
n1,bn,sd018,1,0.2265625,-1.575740503001336,-0.7452012294593628,0.212890625,0.22265625,0.232421875
n1,bn,sd018,2,0.2265625,-0.8700992037427867,-0.6437499925894746,0.212890625,0.22265625,0.232421875
n1,bn,sd018,3,0.220703125,-1.5366625583652804,-0.801686495326607,0.2109375,0.220703125,0.23046875
n1,bn,sd018,4,0.22265625,-1.106100275795485,-0.5205085262865725,0.2109375,0.22265625,0.232421875
n1,bn,sd018,5,0.2265625,-1.4251377052874907,-0.7837075619208748,0.2109375,0.22265625,0.23046875
n1,bn,sd018,6,0.22265625,-1.6375776510805817,-0.6893983625514042,0.2109375,0.220703125,0.228515625
n1,bn,sd018,7,0.228515625,-1.370139082696401,-0.5794999048942542,0.21484375,0.224609375,0.232421875
n1,bn,sd018,8,0.2265625,-1.790170459003329,-0.8368492786620776,0.212890625,0.22265625,0.232421875
n1,bn,sd018,9,0.224609375,-1.3681830521073657,-0.5881443115571696,0.212890625,0.22265625,0.23046875
n1,bn,sd018,10,0.2265625,-1.3148084768708188,-0.752818698117123,0.212890625,0.224609375,0.234375
n1,bn,sd018,11,0.22265625,-1.2445737388099738,-0.7014680809801292,0.2109375,0.220703125,0.23046875
n1,bn,sd018,12,0.22265625,-1.6576899573214214,-0.6280597241089493,0.2109375,0.21875,0.2265625
n1,bn,sd018,13,0.224609375,-1.2923376672121931,-0.5125937618408659,0.21484375,0.22265625,0.23046875
n1,bn,sd018,14,0.2265625,-1.071736792136809,-0.6322786438089246,0.212890625,0.224609375,0.232421875
n1,bn,sd018,15,0.2265625,-1.6832657744313746,-0.6955413213555672,0.212890625,0.22265625,0.232421875
n1,bn,sd018,16,0.220703125,-1.6357152012061824,-0.7361901830951734,0.2109375,0.220703125,0.23046875
n1,bn,sd018,17,0.21875,-1.5361255930098998,-0.7143213144783475,0.2109375,0.220703125,0.232421875
n1,bn,sd018,18,0.224609375,-1.2751835387535193,-0.6880147939967117,0.21484375,0.224609375,0.232421875
n1,bn,sd018,19,0.21875,-1.504822626425357,-0.7188201770075751,0.2109375,0.220703125,0.23046875
n1,bn,sd018,20,0.22265625,-1.5349083573088547,-0.8499341910346163,0.212890625,0.220703125,0.23046875
n1,bn,sd018,21,0.22265625,-1.6678155549888616,-0.7610439679245627,0.212890625,0.22265625,0.232421875
n1,bn,sd018,22,0.22265625,-1.4599005440189403,-0.8067757670269606,0.2109375,0.22265625,0.232421875
n1,bn,sd018,23,0.228515625,-1.8340172925361333,-0.9163899453671563,0.2109375,0.224609375,0.234375
n1,bn,sd018,24,0.2109375,-1.4336113591691024,-0.6846608877871768,0.208984375,0.21875,0.23046875
n1,bn,sd018,25,0.220703125,-1.6024309770888836,-0.6652240277533452,0.208984375,0.21875,0.228515625
n1,bn,sd018,26,0.22265625,-1.2610001745227029,-0.5633829871186927,0.21484375,0.224609375,0.232421875
n1,bn,sd018,27,0.2265625,-1.414468458070914,-0.6728544002289496,0.212890625,0.22265625,0.232421875
n1,bn,sd018,28,0.22265625,-1.3318854059811467,-0.7071656624765953,0.212890625,0.22265625,0.232421875
n1,bn,sd018,29,0.2265625,-1.6092489229156526,-0.766101035118941,0.212890625,0.224609375,0.232421875
n1,bn,sd018,30,0.22265625,-1.544592505823339,-0.7557224823263682,0.2109375,0.22265625,0.23046875
n1,bn,sd018,31,0.220703125,-1.5371186403384933,-0.6957056532049076,0.2109375,0.220703125,0.228515625
n1,bn,sd018,32,0.22265625,-1.309562410098865,-0.6061842732515746,0.2109375,0.220703125,0.23046875
n1,bn,sd018,33,0.205078125,-1.4438348015649742,-0.6728068917155026,0.2109375,0.224609375,0.234375
n1,bn,sd018,34,0.224609375,-1.2636754337353333,-0.5847435422099535,0.2109375,0.22265625,0.232421875
n1,bn,sd018,35,0.22265625,-1.913970867180704,-0.7344231227217649,0.212890625,0.22265625,0.232421875
n1,bn,sd018,36,0.2109375,-1.2658005318605285,-0.6156656018667152,0.2109375,0.22265625,0.232421875
n1,bn,sd018,37,0.22265625,-1.2752070665276507,-0.6889133377155493,0.2109375,0.220703125,0.23046875
n1,bn,sd018,38,0.2265625,-1.1067659824015743,-0.656106240265911,0.212890625,0.224609375,0.232421875
n1,bn,sd018,39,0.224609375,-1.3861525358014783,-0.6814248411634275,0.212890625,0.224609375,0.232421875
n1,bn,sd018,40,0.2265625,-1.5194833259979887,-0.6784821431170762,0.2109375,0.22265625,0.23046875
n1,bn,sd018,41,0.220703125,-1.3228221606243395,-0.6624893389988574,0.2109375,0.220703125,0.23046875
n1,bn,sd018,42,0.22265625,-1.4468579143022118,-0.8825090240642108,0.212890625,0.224609375,0.234375
n1,bn,sd018,43,0.2265625,-1.412496229612164,-0.7239847716356738,0.216796875,0.2265625,0.236328125
n1,bn,sd018,44,0.220703125,-1.654057529159278,-0.835465783249888,0.212890625,0.220703125,0.23046875
n1,bn,sd018,45,0.224609375,-1.5056762437362738,-0.503508368476793,0.21484375,0.22265625,0.23046875
n1,bn,sd018,46,0.224609375,-1.5470663813067367,-0.7811556069692396,0.2109375,0.22265625,0.23046875
n1,bn,sd018,47,0.220703125,-1.1341719690679184,-0.620094387192687,0.212890625,0.22265625,0.23046875
n1,bn,sd018,48,0.224609375,-1.5607714882525359,-0.8728013842286606,0.21484375,0.224609375,0.234375
n1,bn,sd018,49,0.21875,-1.1633413130334176,-0.7119736139914755,0.212890625,0.22265625,0.234375
n1,bn,sd019,0,0.212890625,-3.2434909111107038,-0.7879081235804183,0.205078125,0.212890625,0.220703125
n1,bn,sd019,1,0.208984375,-3.937789784441828,-1.1237087656954252,0.205078125,0.212890625,0.224609375
n1,bn,sd019,2,0.21875,-3.0649821303078375,-0.9357147263807339,0.205078125,0.21484375,0.224609375
n1,bn,sd019,3,0.212890625,-3.161105116036837,-0.7135719815403688,0.203125,0.212890625,0.220703125
n1,bn,sd019,4,0.205078125,-3.3439886930986913,-0.6741238739170479,0.203125,0.2109375,0.21875
n1,bn,sd019,5,0.2109375,-2.777616101417469,-0.9339565908542622,0.203125,0.2109375,0.220703125
n1,bn,sd019,6,0.212890625,-4.104107727511706,-0.6751033213077485,0.203125,0.208984375,0.21484375
n1,bn,sd019,7,0.212890625,-3.4267128761058943,-1.0724540383551764,0.205078125,0.212890625,0.22265625
n1,bn,sd019,8,0.208984375,-4.178339604081532,-0.960083876601289,0.203125,0.212890625,0.220703125
n1,bn,sd019,9,0.212890625,-3.9595896646073423,-0.9139693020542273,0.205078125,0.212890625,0.220703125
n1,bn,sd019,10,0.208984375,-3.1874640967672767,-1.0488472670070013,0.205078125,0.212890625,0.22265625
n1,bn,sd019,11,0.216796875,-2.9020727253720007,-0.510008781753332,0.203125,0.2109375,0.21875
n1,bn,sd019,12,0.208984375,-4.416518875059192,-0.8335566579289911,0.203125,0.212890625,0.220703125
n1,bn,sd019,13,0.21484375,-3.198860608560624,-0.9723758570101096,0.205078125,0.212890625,0.220703125
n1,bn,sd019,14,0.2109375,-4.138349040020143,-1.169027421985501,0.205078125,0.212890625,0.22265625
n1,bn,sd019,15,0.216796875,-3.536815537618458,-0.9890433388992861,0.205078125,0.21484375,0.22265625
n1,bn,sd019,16,0.216796875,-3.202443289300076,-1.0520230577928231,0.20703125,0.21484375,0.22265625
n1,bn,sd019,17,0.21484375,-4.03231690551707,-0.8183561855765908,0.205078125,0.212890625,0.220703125
n1,bn,sd019,18,0.212890625,-4.138105397917588,-0.9362730473679098,0.205078125,0.212890625,0.220703125
n1,bn,sd019,19,0.212890625,-3.969649598319349,-0.9076337783463018,0.205078125,0.212890625,0.22265625
n1,bn,sd019,20,0.21484375,-3.7497299365570727,-0.9835115867857583,0.205078125,0.21484375,0.224609375
n1,bn,sd019,21,0.212890625,-4.379527978675765,-0.9047766466373943,0.205078125,0.212890625,0.220703125
n1,bn,sd019,22,0.216796875,-3.9947041933476566,-1.038670301902811,0.20703125,0.21484375,0.22265625
n1,bn,sd019,23,0.21484375,-3.298514070266102,-1.219019973815157,0.205078125,0.21484375,0.22265625
n1,bn,sd019,24,0.216796875,-3.387697800306951,-0.6132371277929275,0.203125,0.2109375,0.216796875
n1,bn,sd019,25,0.21484375,-4.219347251135897,-1.0025762114869365,0.20703125,0.21484375,0.220703125
n1,bn,sd019,26,0.212890625,-3.578807876389623,-0.9420470251927533,0.205078125,0.212890625,0.220703125
n1,bn,sd019,27,0.216796875,-3.454678511745635,-0.6361053014229361,0.203125,0.208984375,0.216796875
n1,bn,sd019,28,0.216796875,-2.793905380714419,-1.0121302806421961,0.20703125,0.216796875,0.2265625
n1,bn,sd019,29,0.208984375,-3.868082080180474,-0.9583503423635283,0.203125,0.212890625,0.220703125
n1,bn,sd019,30,0.212890625,-3.649281600565485,-0.9827109178397342,0.205078125,0.212890625,0.22265625
n1,bn,sd019,31,0.21484375,-3.4316013547171034,-0.7049292281500746,0.203125,0.2109375,0.216796875
n1,bn,sd019,32,0.212890625,-4.439608987367812,-1.06709257330356,0.205078125,0.212890625,0.22265625
n1,bn,sd019,33,0.212890625,-3.7763770338668925,-1.0834003746799892,0.205078125,0.212890625,0.22265625
n1,bn,sd019,34,0.212890625,-4.0198271608352805,-0.9581697955723238,0.205078125,0.21484375,0.22265625
n1,bn,sd019,35,0.212890625,-4.245398280140395,-1.0926350790895176,0.205078125,0.21484375,0.22265625
n1,bn,sd019,36,0.2109375,-3.9414770692033887,-1.0656750475956567,0.205078125,0.212890625,0.22265625
n1,bn,sd019,37,0.2109375,-4.346683871012156,-1.0620242958415989,0.203125,0.212890625,0.220703125
n1,bn,sd019,38,0.212890625,-3.588989428018469,-1.087432429764822,0.205078125,0.212890625,0.22265625
n1,bn,sd019,39,0.212890625,-4.140291287781225,-1.0640627474359405,0.205078125,0.212890625,0.220703125
n1,bn,sd019,40,0.21875,-2.82189146232929,-0.8813283006712832,0.20703125,0.21484375,0.22265625
n1,bn,sd019,41,0.2109375,-2.9783504494257422,-0.8271645639754688,0.205078125,0.21484375,0.22265625
n1,bn,sd019,42,0.216796875,-3.3081835577714402,-1.0344544845714085,0.20703125,0.21484375,0.224609375
n1,bn,sd019,43,0.212890625,-4.0575252764334815,-0.9061834842254015,0.205078125,0.212890625,0.22265625
n1,bn,sd019,44,0.216796875,-4.191765501394462,-1.1071926342724847,0.20703125,0.21484375,0.224609375
n1,bn,sd019,45,0.21484375,-3.3774049693729267,-1.0526207903625766,0.205078125,0.212890625,0.22265625
n1,bn,sd019,46,0.208984375,-2.9974606303157443,-0.7744197860277928,0.203125,0.2109375,0.21875
n1,bn,sd019,47,0.2109375,-4.0894540880178925,-1.0056168054282852,0.203125,0.212890625,0.22265625
n1,bn,sd019,48,0.21484375,-4.340734971703464,-1.0707711553132482,0.205078125,0.212890625,0.22265625
n1,bn,sd019,49,0.205078125,-3.1163087125554694,-0.7869251411373742,0.203125,0.2109375,0.21875
n1,bn,sd020,0,0.216796875,-1.9108488612009866,-0.9444508262624581,0.2109375,0.22265625,0.236328125
n1,bn,sd020,1,0.244140625,-1.2668303987298812,-0.5283114632177365,0.2109375,0.228515625,0.2421875
n1,bn,sd020,2,0.2421875,-0.8203239665521965,-0.4071808696183783,0.2265625,0.236328125,0.244140625
n1,bn,sd020,3,0.248046875,-0.7511116834071849,-0.29756275916154507,0.21875,0.234375,0.24609375
n1,bn,sd020,4,0.21875,-1.4121040232697182,-0.8312367532481658,0.2109375,0.22265625,0.236328125
n1,bn,sd020,5,0.248046875,-1.8950014799229487,-0.5059038937361842,0.22265625,0.236328125,0.24609375
n1,bn,sd020,6,0.2421875,-1.0586704150315234,-0.7342186576461,0.212890625,0.2265625,0.23828125
n1,bn,sd020,7,0.244140625,-0.9385874711188343,-0.6190440268105138,0.21484375,0.23046875,0.2421875
n1,bn,sd020,8,0.248046875,-1.3550496277721595,-0.2209819001957277,0.21875,0.23828125,0.24609375
n1,bn,sd020,9,0.244140625,-1.9758085969686763,-0.7776716664763962,0.220703125,0.232421875,0.2421875
n1,bn,sd020,10,0.2421875,-1.5581992126106108,-0.6394125210646853,0.216796875,0.23046875,0.240234375
n1,bn,sd020,11,0.22265625,-0.7077073361894919,-0.7647786291341714,0.212890625,0.2265625,0.23828125
n1,bn,sd020,12,0.244140625,-0.9611246875093009,-0.5517530788582328,0.216796875,0.228515625,0.240234375
n1,bn,sd020,13,0.24609375,-0.8628525039137436,-0.5586928344399753,0.216796875,0.23046875,0.2421875
n1,bn,sd020,14,0.22265625,-1.2651946372317953,-0.7323049860156772,0.208984375,0.220703125,0.23046875
n1,bn,sd020,15,0.2421875,-1.6375079247219002,-0.5430655546219355,0.23046875,0.23828125,0.244140625
n1,bn,sd020,16,0.248046875,-1.097141876782934,-0.4293571367606834,0.21484375,0.228515625,0.2421875
n1,bn,sd020,17,0.22265625,-0.7348434563992771,-0.41647300087117495,0.220703125,0.228515625,0.2421875
n1,bn,sd020,18,0.22265625,-0.9146164298488701,-0.6371317323905851,0.212890625,0.224609375,0.236328125
n1,bn,sd020,19,0.23828125,-1.0938915044315787,-0.5037251977099506,0.22265625,0.232421875,0.240234375
n1,bn,sd020,20,0.2109375,-0.524169324789229,-0.5396365294978631,0.208984375,0.224609375,0.240234375
n1,bn,sd020,21,0.24609375,-1.5023367058791375,-0.6354144105719544,0.216796875,0.2265625,0.240234375
n1,bn,sd020,22,0.234375,-0.8702680111576729,-0.23413876733102873,0.2265625,0.232421875,0.240234375
n1,bn,sd020,23,0.23828125,-1.7172097841030798,-0.394306264214073,0.21875,0.23046875,0.240234375
n1,bn,sd020,24,0.220703125,-1.515893692270331,-0.6939194002578352,0.216796875,0.2265625,0.240234375
n1,bn,sd020,25,0.2421875,-1.4210766839053146,-0.6585520662885693,0.21484375,0.228515625,0.240234375
n1,bn,sd020,26,0.21875,-0.8064812808218529,-0.3111265405060035,0.208984375,0.216796875,0.2265625
n1,bn,sd020,27,0.21875,-1.7017339396592572,-0.705384146854508,0.212890625,0.22265625,0.23828125
n1,bn,sd020,28,0.21875,-1.2012079848758335,-0.23742367384374186,0.216796875,0.23046875,0.244140625
n1,bn,sd020,29,0.21484375,-0.9912764947644029,-0.8100867403667293,0.2109375,0.224609375,0.23828125
n1,bn,sd020,30,0.244140625,-1.6579188174946948,-0.6128105806914549,0.2109375,0.23046875,0.2421875
n1,bn,sd020,31,0.22265625,-0.794194195653782,-0.5556553135064335,0.21484375,0.228515625,0.240234375
n1,bn,sd020,32,0.228515625,-1.7559693563223049,-0.5952503067766293,0.216796875,0.2265625,0.23828125
n1,bn,sd020,33,0.24609375,-0.5803361896872986,-0.2917474918272522,0.22265625,0.236328125,0.244140625
n1,bn,sd020,34,0.22265625,-1.5300655216316332,-0.5869519307962073,0.216796875,0.2265625,0.240234375
n1,bn,sd020,35,0.244140625,-0.6644321628517358,-0.7196060894138266,0.21484375,0.232421875,0.2421875
n1,bn,sd020,36,0.224609375,-1.7698010994890871,-0.3950233060940059,0.21875,0.228515625,0.240234375
n1,bn,sd020,37,0.224609375,-1.4944392325059845,-0.2046700080932125,0.220703125,0.224609375,0.234375
n1,bn,sd020,38,0.244140625,-1.2231251049310758,-0.7042359964762929,0.212890625,0.2265625,0.240234375
n1,bn,sd020,39,0.22265625,-0.584001179269634,-0.5206200587019008,0.21484375,0.224609375,0.236328125
n1,bn,sd020,40,0.248046875,-1.379766651895283,-0.3669307077622749,0.224609375,0.236328125,0.24609375
n1,bn,sd020,41,0.236328125,-1.7707904918046464,-0.5277403254376933,0.220703125,0.23046875,0.240234375
n1,bn,sd020,42,0.248046875,-1.5491101215918668,-0.435003610680533,0.224609375,0.236328125,0.24609375
n1,bn,sd020,43,0.2421875,-0.6991952988380448,-0.8584017669762495,0.212890625,0.228515625,0.240234375
n1,bn,sd020,44,0.25390625,-1.1742605667409034,-0.3941395115370588,0.216796875,0.2265625,0.23828125
n1,bn,sd020,45,0.2265625,-1.6352500671255334,-0.45128775123690684,0.220703125,0.228515625,0.23828125
n1,bn,sd020,46,0.244140625,-0.30802833422990833,-0.5085206137398076,0.216796875,0.23046875,0.2421875
n1,bn,sd020,47,0.244140625,-1.2392340942483608,-0.5123924150101901,0.224609375,0.234375,0.244140625
n1,bn,sd020,48,0.22265625,-1.3089212550436757,-0.6926046985752863,0.2109375,0.220703125,0.23046875
n1,bn,sd020,49,0.244140625,-0.6564221379439783,-0.44199764608235914,0.22265625,0.234375,0.244140625
n1,bn,sd021,0,0.234375,-3.418400812456113,-1.6577967088038228,0.212890625,0.2265625,0.236328125
n1,bn,sd021,1,0.23046875,-3.5296929002180355,-1.5386101243821095,0.21484375,0.224609375,0.236328125
n1,bn,sd021,2,0.232421875,-3.5019910815013477,-1.462610443588655,0.21484375,0.2265625,0.236328125
n1,bn,sd021,3,0.234375,-3.484797612356128,-1.6318636319080464,0.21484375,0.2265625,0.23828125
n1,bn,sd021,4,0.23046875,-3.306524458573266,-1.6757863285237637,0.212890625,0.224609375,0.236328125
n1,bn,sd021,5,0.234375,-3.63670805980392,-1.569996868322901,0.21484375,0.2265625,0.236328125
n1,bn,sd021,6,0.23046875,-3.0871987530642775,-1.498839359990563,0.21484375,0.224609375,0.236328125
n1,bn,sd021,7,0.232421875,-3.3543614501403165,-1.5938298123059171,0.21484375,0.2265625,0.236328125
n1,bn,sd021,8,0.23046875,-2.741908245308215,-1.5655117582644071,0.212890625,0.224609375,0.236328125
n1,bn,sd021,9,0.234375,-3.0576749671720136,-1.491531368172787,0.21484375,0.2265625,0.236328125
n1,bn,sd021,10,0.232421875,-3.176729255949137,-1.3401724479511392,0.212890625,0.2265625,0.236328125
n1,bn,sd021,11,0.23046875,-3.7332835001288167,-1.5933552362354262,0.21484375,0.224609375,0.236328125
n1,bn,sd021,12,0.23046875,-2.9861766007590824,-1.3286645379243494,0.212890625,0.224609375,0.236328125
n1,bn,sd021,13,0.23828125,-3.2156992379992317,-1.4335973944303146,0.212890625,0.2265625,0.23828125
n1,bn,sd021,14,0.234375,-2.867721091446173,-1.3696780033116291,0.21484375,0.2265625,0.23828125
n1,bn,sd021,15,0.23046875,-3.1813040750029056,-1.3926826022717504,0.212890625,0.224609375,0.236328125
n1,bn,sd021,16,0.232421875,-3.1997425438089753,-1.3525756984940704,0.21484375,0.2265625,0.236328125
n1,bn,sd021,17,0.228515625,-3.147243302445488,-1.6606012275332125,0.2109375,0.22265625,0.234375
n1,bn,sd021,18,0.228515625,-3.618501693310778,-1.4756604448409887,0.212890625,0.224609375,0.236328125
n1,bn,sd021,19,0.23046875,-3.2425088103672026,-1.4480911638338692,0.21484375,0.224609375,0.236328125
n1,bn,sd021,20,0.234375,-3.587292351343377,-1.622924835439318,0.212890625,0.2265625,0.236328125
n1,bn,sd021,21,0.23046875,-3.673319170332867,-1.5606362142397638,0.21484375,0.224609375,0.236328125
n1,bn,sd021,22,0.232421875,-3.347370738733401,-1.6357081943410288,0.212890625,0.224609375,0.236328125
n1,bn,sd021,23,0.234375,-3.6509984313518746,-1.7234783027359883,0.21484375,0.2265625,0.236328125
n1,bn,sd021,24,0.234375,-2.8837530421322035,-1.5973016974253798,0.212890625,0.224609375,0.236328125
n1,bn,sd021,25,0.234375,-3.039320043710064,-1.4169705389544887,0.212890625,0.2265625,0.23828125
n1,bn,sd021,26,0.23046875,-3.30397708088536,-1.379650906462629,0.21484375,0.2265625,0.236328125
n1,bn,sd021,27,0.232421875,-3.5941279185080646,-1.6017577450933842,0.212890625,0.224609375,0.236328125
n1,bn,sd021,28,0.234375,-3.2463725632664646,-1.7180322549492815,0.212890625,0.224609375,0.236328125
n1,bn,sd021,29,0.2265625,-3.4251120374390047,-1.4709549055852973,0.212890625,0.224609375,0.234375
n1,bn,sd021,30,0.232421875,-4.018140410543114,-1.6027728415502753,0.212890625,0.224609375,0.236328125
n1,bn,sd021,31,0.23046875,-3.168877003547421,-1.5554296741363896,0.21484375,0.2265625,0.236328125
n1,bn,sd021,32,0.23046875,-3.5556115490883147,-1.70022033729898,0.212890625,0.224609375,0.236328125
n1,bn,sd021,33,0.232421875,-3.7296211621555284,-1.705826100924688,0.21484375,0.2265625,0.236328125
n1,bn,sd021,34,0.232421875,-3.699235593815065,-1.5927363765364404,0.21484375,0.2265625,0.236328125
n1,bn,sd021,35,0.234375,-3.6662699749828147,-1.5145618151905795,0.216796875,0.228515625,0.23828125
n1,bn,sd021,36,0.236328125,-2.607468630148308,-1.4967391308346696,0.21484375,0.2265625,0.23828125
n1,bn,sd021,37,0.232421875,-3.622515756774818,-1.5421930804229795,0.21484375,0.2265625,0.236328125
n1,bn,sd021,38,0.232421875,-2.8022260594022077,-1.5993963005005158,0.2109375,0.224609375,0.236328125
n1,bn,sd021,39,0.232421875,-2.8098057195221404,-1.6323208396662434,0.212890625,0.224609375,0.236328125
n1,bn,sd021,40,0.23046875,-3.49034654594215,-1.6243269811591086,0.21484375,0.2265625,0.236328125
n1,bn,sd021,41,0.234375,-3.5590837576602445,-1.6803389007474983,0.212890625,0.224609375,0.236328125
n1,bn,sd021,42,0.232421875,-3.2951320154960255,-1.6194473330621326,0.212890625,0.224609375,0.236328125
n1,bn,sd021,43,0.228515625,-3.096621217049576,-1.550267311421395,0.21484375,0.224609375,0.236328125
n1,bn,sd021,44,0.232421875,-3.482399086115555,-1.6687560886270305,0.212890625,0.224609375,0.236328125
n1,bn,sd021,45,0.23046875,-3.2608176215609626,-1.6079232379337132,0.212890625,0.224609375,0.236328125
n1,bn,sd021,46,0.23046875,-3.5758941636138433,-1.4799521838570537,0.212890625,0.224609375,0.236328125
n1,bn,sd021,47,0.234375,-3.153439672204254,-1.5040324014763136,0.21484375,0.2265625,0.23828125
n1,bn,sd021,48,0.234375,-3.1118725912370375,-1.6159378574648315,0.212890625,0.224609375,0.236328125
n1,bn,sd021,49,0.228515625,-2.971868996595702,-1.466000178916576,0.212890625,0.224609375,0.236328125
n1,bn,sd022,0,0.2265625,-1.9909374784977079,-0.8396248670422048,0.216796875,0.224609375,0.234375
n1,bn,sd022,1,0.232421875,-1.3409840647766964,-0.7514405568973903,0.22265625,0.23046875,0.23828125
n1,bn,sd022,2,0.2265625,-2.277122710386135,-0.7353644173276671,0.216796875,0.224609375,0.232421875
n1,bn,sd022,3,0.228515625,-1.9228029925767929,-0.6331408403268293,0.220703125,0.228515625,0.236328125
n1,bn,sd022,4,0.23046875,-1.266967072661588,-0.7303263557755768,0.220703125,0.228515625,0.236328125
n1,bn,sd022,5,0.2265625,-1.6501235683671978,-0.6828705898044272,0.220703125,0.228515625,0.236328125
n1,bn,sd022,6,0.23046875,-1.6673544736882149,-0.7660377768004621,0.22265625,0.23046875,0.23828125
n1,bn,sd022,7,0.228515625,-1.446223140301483,-0.8255392867438381,0.21875,0.2265625,0.236328125
n1,bn,sd022,8,0.2265625,-1.6164245902414638,-0.7611874131243779,0.21875,0.2265625,0.234375
n1,bn,sd022,9,0.23046875,-2.0301634701818347,-0.7780269333573983,0.220703125,0.23046875,0.23828125
n1,bn,sd022,10,0.2265625,-1.6742847192796237,-0.8819268383013381,0.216796875,0.2265625,0.236328125
n1,bn,sd022,11,0.228515625,-1.5246306069503361,-0.7270106231306175,0.220703125,0.228515625,0.236328125
n1,bn,sd022,12,0.2265625,-1.8394317104638045,-0.837296642489622,0.21875,0.2265625,0.234375
n1,bn,sd022,13,0.228515625,-2.334753185835058,-0.6526895468443932,0.21875,0.2265625,0.234375
n1,bn,sd022,14,0.228515625,-1.6100782398234021,-0.6616172773155101,0.220703125,0.228515625,0.234375
n1,bn,sd022,15,0.228515625,-2.226428360182511,-0.7839218488979777,0.22265625,0.228515625,0.236328125
n1,bn,sd022,16,0.23046875,-1.4830407556471659,-0.8476795571033539,0.21875,0.2265625,0.236328125
n1,bn,sd022,17,0.23046875,-1.9820052212093224,-0.8286871471685052,0.216796875,0.2265625,0.236328125
n1,bn,sd022,18,0.23046875,-2.545252251060276,-0.907524738471313,0.21875,0.228515625,0.236328125
n1,bn,sd022,19,0.228515625,-1.8203580808252122,-0.7828403860538938,0.220703125,0.228515625,0.236328125
n1,bn,sd022,20,0.224609375,-1.423841548328647,-0.7666394471011164,0.216796875,0.224609375,0.234375
n1,bn,sd022,21,0.23046875,-1.3779244422513195,-0.7029484700625944,0.220703125,0.228515625,0.236328125
n1,bn,sd022,22,0.224609375,-1.2868887378107956,-0.8244450564571753,0.21484375,0.22265625,0.23046875
n1,bn,sd022,23,0.232421875,-1.2326502852919907,-0.6589451299028578,0.22265625,0.228515625,0.236328125
n1,bn,sd022,24,0.23046875,-1.5054949949246372,-0.8278304550033693,0.21875,0.228515625,0.236328125
n1,bn,sd022,25,0.23046875,-2.063340608165707,-0.7638362621053276,0.220703125,0.228515625,0.236328125
n1,bn,sd022,26,0.232421875,-1.2139699260269745,-0.70386487555098,0.22265625,0.23046875,0.23828125
n1,bn,sd022,27,0.228515625,-1.9003379993752492,-0.7286504859209882,0.220703125,0.228515625,0.236328125
n1,bn,sd022,28,0.23046875,-1.916437957005353,-0.8312425901945841,0.21875,0.2265625,0.236328125
n1,bn,sd022,29,0.228515625,-1.8769624798205413,-0.9724157497157895,0.21875,0.2265625,0.236328125
n1,bn,sd022,30,0.2265625,-1.7032189655848637,-0.783112430207693,0.21875,0.2265625,0.236328125
n1,bn,sd022,31,0.234375,-0.5601222505512163,-0.6506307255229892,0.220703125,0.23046875,0.23828125
n1,bn,sd022,32,0.23046875,-1.3726183133313496,-0.694432520500671,0.216796875,0.2265625,0.236328125
n1,bn,sd022,33,0.228515625,-1.8836772778993585,-0.8481732790747636,0.220703125,0.228515625,0.23828125
n1,bn,sd022,34,0.2265625,-1.4936756808975222,-0.8207528324016129,0.216796875,0.2265625,0.236328125
n1,bn,sd022,35,0.2265625,-2.02845655934199,-0.7273698006870091,0.220703125,0.228515625,0.236328125
n1,bn,sd022,36,0.232421875,-2.3440259867648305,-0.9624495754897,0.21875,0.228515625,0.236328125
n1,bn,sd022,37,0.23046875,-2.220634430240712,-0.9517975846024975,0.21875,0.228515625,0.236328125
n1,bn,sd022,38,0.2265625,-1.3370735812020704,-0.7170189905963773,0.21875,0.2265625,0.236328125
n1,bn,sd022,39,0.228515625,-0.7549949827445905,-0.6095210764455152,0.220703125,0.228515625,0.236328125
n1,bn,sd022,40,0.2265625,-1.039691188972049,-0.8752456791360818,0.21875,0.2265625,0.234375
n1,bn,sd022,41,0.2265625,-2.4460049124275276,-0.8899302332012362,0.21875,0.2265625,0.236328125
n1,bn,sd022,42,0.228515625,-1.6137370150832901,-0.6663350531477498,0.220703125,0.228515625,0.236328125
n1,bn,sd022,43,0.228515625,-1.682060794035221,-0.9144630375687576,0.21875,0.228515625,0.23828125
n1,bn,sd022,44,0.2265625,-1.723590140087964,-0.5199766331809661,0.220703125,0.228515625,0.23828125
n1,bn,sd022,45,0.23046875,-1.619954853767693,-0.7714790119638688,0.220703125,0.23046875,0.23828125
n1,bn,sd022,46,0.232421875,-1.379045257590223,-0.6240405883451952,0.220703125,0.228515625,0.236328125
n1,bn,sd022,47,0.23046875,-1.8503452982825368,-0.8739412629598793,0.21875,0.2265625,0.236328125
n1,bn,sd022,48,0.23046875,-1.6629773336332803,-0.5020798712678411,0.22265625,0.228515625,0.236328125
n1,bn,sd022,49,0.228515625,-1.5206732199843902,-0.3965135004878508,0.220703125,0.2265625,0.234375
n1,bn,sd023,0,0.248046875,-1.3212151598615385,-0.2693729056793611,0.23828125,0.2421875,0.248046875
n1,bn,sd023,1,0.24609375,-2.4846742639961166,-0.34557621146223433,0.234375,0.240234375,0.24609375
