LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AK
1715671441.495216,2778198.000,61573,2,AK,1,100,RD
1715671444.152611,2780733.000,62399,2,AK,1,100,62397
1715671446.810005,2783268.000,62399,2,AK,1,100,RD
1715671449.479979,2785815.000,63243,2,AK,1,100,62397
1715671452.149953,2788362.000,63243,2,AK,1,100,RD
1715671452.164104,2788375.500,63246,2,AK,1,100,63244
1715671452.178256,2788389.000,63246,2,AK,1,100,RD
1715671454.853996,2790941.500,64092,2,AK,1,100,63244
1715671457.529735,2793494.000,64092,2,AK,1,100,RD
1715671457.545983,2793509.500,64095,2,AK,1,100,64093
1715671457.562232,2793525.000,64095,2,AK,1,100,RD
1715671460.227488,2796067.500,64926,2,AK,1,100,64093
1715671462.892745,2798610.000,64926,2,AK,1,100,RD
1715671462.906897,2798623.500,64929,2,AK,1,100,64927
1715671462.921048,2798637.000,64929,2,AK,1,100,RD
1715671465.594167,2801187.000,236,2,AK,1,100,234
1715671468.267286,2803737.000,236,2,AK,1,100,RD
1715671470.933591,2806280.500,1099,2,AK,1,100,234
1715671473.599895,2808824.000,1099,2,AK,1,100,RD
1715671473.615096,2808838.500,1102,2,AK,1,100,1100
1715671473.630296,2808853.000,1102,2,AK,1,100,RD
1715671476.292932,2811393.000,1940,2,AK,1,100,1100
1715671478.955567,2813933.000,1940,2,AK,1,100,RD
1715671478.970243,2813947.000,1943,2,AK,1,100,1941
1715671478.984919,2813961.000,1943,2,AK,1,100,RD
1715671481.657514,2816510.500,2806,2,AK,1,100,1941
1715671484.330108,2819060.000,2806,2,AK,1,100,RD
1715671484.351598,2819080.500,2809,2,AK,1,100,2807
1715671484.373088,2819101.000,2809,2,AK,1,100,RD
1715671487.044634,2821649.500,3673,2,AK,1,100,2807
1715671489.716180,2824198.000,3673,2,AK,1,100,RD
1715671489.756539,2824236.500,3676,2,AK,1,100,3674
1715671489.796898,2824275.000,3676,2,AK,1,100,RD
1715671492.433851,2826790.500,4523,2,AK,1,100,3674
1715671495.070804,2829306.000,4523,2,AK,1,100,RD
1715671495.094390,2829328.500,4526,2,AK,1,100,4524
1715671495.117976,2829351.000,4526,2,AK,1,100,RD
1715671497.776943,2831887.500,5385,2,AK,1,100,4524
1715671500.435910,2834424.000,5385,2,AK,1,100,RD
1715671500.450062,2834437.500,5388,2,AK,1,100,5386
1715671500.464214,2834451.000,5388,2,AK,1,100,RD
1715671503.123181,2836987.500,6251,2,AK,1,100,5386
1715671505.782147,2839524.000,6251,2,AK,1,100,RD
1715671505.797348,2839538.500,6254,2,AK,1,100,6252
1715671505.812548,2839553.000,6254,2,AK,1,100,RD
1715671508.491432,2842108.500,7097,2,AK,1,100,6252
1715671511.170316,2844664.000,7097,2,AK,1,100,RD
1715671511.184468,2844677.500,7100,2,AK,1,100,7098
1715671511.198620,2844691.000,7100,2,AK,1,100,RD
1715671513.864400,2847234.000,7960,2,AK,1,100,7098
1715671516.530181,2849777.000,7960,2,AK,1,100,RD
1715671516.546429,2849792.500,7963,2,AK,1,100,7961
1715671516.562678,2849808.000,7963,2,AK,1,100,RD
1715671519.229507,2852352.000,8827,2,AK,1,100,7961
1715671521.896336,2854896.000,8827,2,AK,1,100,RD
1715671521.923067,2854921.500,8830,2,AK,1,100,8828
1715671521.949798,2854947.000,8830,2,AK,1,100,RD
1715671524.608765,2857483.500,9687,2,AK,1,100,8828
1715671527.267732,2860020.000,9687,2,AK,1,100,RD
1715671527.280311,2860032.000,9690,2,AK,1,100,9688
1715671527.292891,2860044.000,9690,2,AK,1,100,RD
1715671529.966533,2862594.500,10544,2,AK,1,100,9688
1715671532.640176,2865145.000,10544,2,AK,1,100,RD
1715671532.654328,2865158.500,10547,2,AK,1,100,10545
1715671532.668480,2865172.000,10547,2,AK,1,100,RD
1715671535.332688,2867713.500,11403,2,AK,1,100,10545
1715671537.996896,2870255.000,11403,2,AK,1,100,RD
1715671538.012096,2870269.500,11406,2,AK,1,100,11404
1715671538.027297,2870284.000,11406,2,AK,1,100,RD
1715671540.689408,2872823.500,12251,2,AK,1,100,11404
1715671543.351520,2875363.000,12251,2,AK,1,100,RD
1715671543.364623,2875375.500,12254,2,AK,1,100,12252
1715671543.377727,2875388.000,12254,2,AK,1,100,RD
1715671546.054515,2877941.500,13113,2,AK,1,100,12252
1715671548.731302,2880495.000,13113,2,AK,1,100,RD
1715671548.751744,2880514.500,13116,2,AK,1,100,13114
1715671548.772185,2880534.000,13116,2,AK,1,100,RD
1715671551.424862,2883064.500,13963,2,AK,1,100,13114
1715671554.077539,2885595.000,13963,2,AK,1,100,RD
1715671554.091691,2885608.500,13966,2,AK,1,100,13964
1715671554.105843,2885622.000,13966,2,AK,1,100,RD
1715671556.809886,2888201.500,14838,2,AK,1,100,13964
1715671559.513929,2890781.000,14838,2,AK,1,100,RD
1715671559.525984,2890792.500,14841,2,AK,1,100,14839
1715671559.538039,2890804.000,14841,2,AK,1,100,RD
1715671562.222165,2893364.500,15705,2,AK,1,100,14839
1715671564.906291,2895925.000,15705,2,AK,1,100,RD
1715671564.920967,2895939.000,15708,2,AK,1,100,15706
1715671564.935643,2895953.000,15708,2,AK,1,100,RD
1715671567.607713,2898502.000,16552,2,AK,1,100,15706
1715671570.279783,2901051.000,16552,2,AK,1,100,RD
1715671570.293411,2901064.000,16555,2,AK,1,100,16553
1715671570.307039,2901077.000,16555,2,AK,1,100,RD
1715671572.975440,2903622.500,17415,2,AK,1,100,16553
1715671575.643842,2906168.000,17415,2,AK,1,100,RD
1715671575.657469,2906181.000,17418,2,AK,1,100,17416
1715671575.671097,2906194.000,17418,2,AK,1,100,RD
1715671578.366754,2908765.500,18292,2,AK,1,100,17416
1715671581.062410,2911337.000,18292,2,AK,1,100,RD
1715671581.101721,2911374.500,18295,2,AK,1,100,18293
1715671581.141032,2911412.000,18295,2,AK,1,100,RD
1715671583.781653,2913931.000,19138,2,AK,1,100,18293
1715671586.422275,2916450.000,19138,2,AK,1,100,RD
1715671586.441669,2916468.500,19141,2,AK,1,100,19139
1715671586.461062,2916487.000,19141,2,AK,1,100,RD
1715671589.151477,2919053.500,19999,2,AK,1,100,19139
1715671591.841892,2921620.000,19999,2,AK,1,100,RD
1715671591.868623,2921645.500,20002,2,AK,1,100,20000
1715671591.895355,2921671.000,20002,2,AK,1,100,RD
1715671594.550128,2924203.500,20855,2,AK,1,100,20000
1715671597.204902,2926736.000,20855,2,AK,1,100,RD
1715671597.218006,2926748.500,20858,2,AK,1,100,20856
1715671597.231109,2926761.000,20858,2,AK,1,100,RD
1715671599.949304,2929354.000,21720,2,AK,1,100,20856
1715671602.667499,2931947.000,21720,2,AK,1,100,RD
1715671602.709430,2931987.000,21723,2,AK,1,100,21721
1715671602.751361,2932027.000,21723,2,AK,1,100,RD
1715671605.387266,2934541.500,22567,2,AK,1,100,21721
1715671608.023170,2937056.000,22567,2,AK,1,100,RD
1715671608.052522,2937084.000,22570,2,AK,1,100,22568
1715671608.081874,2937112.000,22570,2,AK,1,100,RD
1715671610.731407,2939639.500,23417,2,AK,1,100,22568
1715671613.380939,2942167.000,23417,2,AK,1,100,RD
1715671613.395615,2942181.000,23420,2,AK,1,100,23418
1715671613.410291,2942195.000,23420,2,AK,1,100,RD
1715671616.092844,2944754.000,24284,2,AK,1,100,23418
1715671618.775397,2947313.000,24284,2,AK,1,100,RD
1715671618.790073,2947327.000,24287,2,AK,1,100,24285
1715671618.804749,2947341.000,24287,2,AK,1,100,RD
1715671621.467385,2949881.000,25142,2,AK,1,100,24285
1715671624.130021,2952421.000,25142,2,AK,1,100,RD
1715671624.143648,2952434.000,25145,2,AK,1,100,25143
1715671624.157276,2952447.000,25145,2,AK,1,100,RD
1715671626.828298,2954995.000,26000,2,AK,1,100,25143
1715671629.499320,2957543.000,26000,2,AK,1,100,RD
1715671629.542824,2957584.500,26003,2,AK,1,100,26001
1715671629.586328,2957626.000,26003,2,AK,1,100,RD
1715671632.229046,2960147.000,26833,2,AK,1,100,26001
1715671634.871765,2962668.000,26833,2,AK,1,100,RD
1715671634.891158,2962686.500,26836,2,AK,1,100,26834
1715671634.910551,2962705.000,26836,2,AK,1,100,RD
1715671637.576332,2965248.000,27695,2,AK,1,100,26834
1715671640.242112,2967791.000,27695,2,AK,1,100,RD
1715671640.258361,2967806.500,27698,2,AK,1,100,27696
1715671640.274609,2967822.000,27698,2,AK,1,100,RD
1715671642.955590,2970379.500,28562,2,AK,1,100,27696
1715671645.636571,2972937.000,28562,2,AK,1,100,RD
1715671648.324889,2975501.500,29407,2,AK,1,100,29405
1715671651.013208,2978066.000,29407,2,AK,1,100,RD
1715671653.681610,2980611.500,30267,2,AK,1,100,29405
1715671656.350011,2983157.000,30267,2,AK,1,100,RD
1715671656.362590,2983169.000,30270,2,AK,1,100,30268
1715671656.375170,2983181.000,30270,2,AK,1,100,RD
1715671659.039902,2985723.000,31134,2,AK,1,100,30268
1715671661.704635,2988265.000,31134,2,AK,1,100,RD
1715671661.719835,2988279.500,31137,2,AK,1,100,31135
1715671661.735035,2988294.000,31137,2,AK,1,100,RD
1715671664.410774,2990846.500,31981,2,AK,1,100,31135
1715671667.086514,2993399.000,31981,2,AK,1,100,RD
1715671667.100141,2993412.000,31984,2,AK,1,100,31982
1715671667.113769,2993425.000,31984,2,AK,1,100,RD
1715671669.783218,2995971.500,32843,2,AK,1,100,31982
1715671672.452668,2998518.000,32843,2,AK,1,100,RD
1715671672.465772,2998530.500,32846,2,AK,1,100,32844
1715671672.478875,2998543.000,32846,2,AK,1,100,RD
1715671675.163001,3001103.500,33694,2,AK,1,100,32844
1715671677.847126,3003664.000,33694,2,AK,1,100,RD
1715671677.864947,3003681.000,33697,2,AK,1,100,33695
1715671677.882768,3003698.000,33697,2,AK,1,100,RD
1715671680.567418,3006259.000,34556,2,AK,1,100,33695
1715671683.252068,3008820.000,34556,2,AK,1,100,RD
1715671683.301337,3008867.000,34559,2,AK,1,100,34557
1715671683.350606,3008914.000,34559,2,AK,1,100,RD
1715671686.008000,3011449.000,35405,2,AK,1,100,34557
1715671688.665395,3013984.000,35405,2,AK,1,100,RD
1715671691.407700,3016600.000,36236,2,AK,1,100,35406
1715671694.150005,3019216.000,36236,2,AK,1,100,RD
1715671694.161012,3019226.500,36238,2,AK,1,100,35406
1715671694.172019,3019237.000,36238,2,AK,1,100,RD
1715671694.192985,3019257.000,36241,2,AK,1,100,36239
1715671694.213951,3019277.000,36241,2,AK,1,100,RD
1715671696.872393,3021813.000,37077,2,AK,1,100,37075
1715671699.530836,3024349.000,37077,2,AK,1,100,RD
1715671704.925294,3029495.000,38797,2,AK,1,100,37939
1715671710.319752,3034641.000,38797,2,AK,1,100,RD
1715671710.353297,3034673.000,38800,2,AK,1,100,38798
1715671710.386842,3034705.000,38800,2,AK,1,100,RD
1715671713.066251,3037261.000,39645,2,AK,1,100,38798
1715671715.745659,3039817.000,39645,2,AK,1,100,RD
1715671718.428737,3042376.500,40490,2,AK,1,100,39646
1715671721.111814,3044936.000,40490,2,AK,1,100,RD
1715671721.117579,3044941.500,40492,2,AK,1,100,39646
1715671721.123345,3044947.000,40492,2,AK,1,100,RD
1715671721.138545,3044961.500,40495,2,AK,1,100,40493
1715671721.153745,3044976.000,40495,2,AK,1,100,RD
1715671723.817429,3047517.000,41309,2,AK,1,100,40493
1715671726.481113,3050058.000,41309,2,AK,1,100,RD
1715671726.518852,3050094.000,41312,2,AK,1,100,41310
1715671726.556590,3050130.000,41312,2,AK,1,100,RD
1715671729.196687,3052648.500,42110,2,AK,1,100,41310
1715671731.836785,3055167.000,42110,2,AK,1,100,RD
1715671731.856703,3055186.000,42113,2,AK,1,100,42111
1715671731.876620,3055205.000,42113,2,AK,1,100,RD
1715671734.590097,3057793.500,42943,2,AK,1,100,42111
1715671737.303575,3060382.000,42943,2,AK,1,100,RD
1715671737.317203,3060395.000,42946,2,AK,1,100,42944
1715671737.330830,3060408.000,42946,2,AK,1,100,RD
1715671740.008142,3062962.000,43665,2,AK,1,100,42944
1715671742.685454,3065516.000,43665,2,AK,1,100,RD
1715671742.698033,3065528.000,43668,2,AK,1,100,43666
1715671742.710613,3065540.000,43668,2,AK,1,100,RD
1715671745.444008,3068147.500,44525,2,AK,1,100,43666
1715671748.177402,3070755.000,44525,2,AK,1,100,RD
1715671748.218285,3070794.000,44528,2,AK,1,100,44526
1715671748.259168,3070833.000,44528,2,AK,1,100,RD
1715671750.921804,3073373.000,45374,2,AK,1,100,44526
1715671753.584440,3075913.000,45374,2,AK,1,100,RD
1715671753.597544,3075925.500,45377,2,AK,1,100,45375
1715671753.610647,3075938.000,45377,2,AK,1,100,RD
1715671759.009299,3081088.000,47020,2,AK,1,100,46206
1715671764.407950,3086238.000,47020,2,AK,1,100,RD
1715671764.428391,3086257.500,47023,2,AK,1,100,47021
1715671764.448833,3086277.000,47023,2,AK,1,100,RD
1715671767.106227,3088812.000,47831,2,AK,1,100,47021
1715671769.763622,3091347.000,47831,2,AK,1,100,RD
1715671769.777774,3091360.500,47834,2,AK,1,100,47832
1715671769.791925,3091374.000,47834,2,AK,1,100,RD
1715671775.191101,3096524.500,49416,2,AK,1,100,48557
1715671780.590276,3101675.000,49416,2,AK,1,100,RD
1715671780.613339,3101697.000,49419,2,AK,1,100,49417
1715671780.636401,3101719.000,49419,2,AK,1,100,RD
1715671783.291699,3104252.000,50254,2,AK,1,100,49417
1715671785.946997,3106785.000,50254,2,AK,1,100,RD
1715671785.960100,3106797.500,50257,2,AK,1,100,50255
1715671785.973204,3106810.000,50257,2,AK,1,100,RD
1715671788.657329,3109370.500,51075,2,AK,1,100,51073
1715671791.341455,3111931.000,51075,2,AK,1,100,RD
1715671794.036063,3114501.500,51912,2,AK,1,100,51073
1715671796.730672,3117072.000,51912,2,AK,1,100,RD
1715671796.744299,3117085.000,51915,2,AK,1,100,51913
1715671796.757927,3117098.000,51915,2,AK,1,100,RD
1715671799.443625,3119660.000,52735,2,AK,1,100,52733
1715671802.129323,3122222.000,52735,2,AK,1,100,RD
1715671804.815545,3124784.500,53565,2,AK,1,100,52733
1715671807.501768,3127347.000,53565,2,AK,1,100,RD
1715671807.532168,3127376.000,53568,2,AK,1,100,53566
1715671807.562568,3127405.000,53568,2,AK,1,100,RD
1715671810.205811,3129926.500,54383,2,AK,1,100,53566
1715671812.849053,3132448.000,54383,2,AK,1,100,RD
1715671812.863205,3132461.500,54386,2,AK,1,100,54384
1715671812.877357,3132475.000,54386,2,AK,1,100,RD
1715671815.539993,3135015.000,55203,2,AK,1,100,54384
1715671818.202628,3137555.000,55203,2,AK,1,100,RD
1715671818.215732,3137567.500,55206,2,AK,1,100,55204
1715671818.228835,3137580.000,55206,2,AK,1,100,RD
1715671820.898285,3140126.500,56023,2,AK,1,100,55204
1715671823.567735,3142673.000,56023,2,AK,1,100,RD
1715671823.604949,3142708.500,56026,2,AK,1,100,56024
1715671823.642163,3142744.000,56026,2,AK,1,100,RD
1715671826.306371,3145285.500,56846,2,AK,1,100,56024
1715671828.970579,3147827.000,56846,2,AK,1,100,RD
1715671829.012511,3147867.000,56849,2,AK,1,100,56847
1715671829.054442,3147907.000,56849,2,AK,1,100,RD
1715671831.685105,3150416.500,57663,2,AK,1,100,56847
1715671834.315768,3152926.000,57663,2,AK,1,100,RD
1715671834.334637,3152944.000,57666,2,AK,1,100,57664
1715671834.353507,3152962.000,57666,2,AK,1,100,RD
1715671837.037632,3155522.500,58502,2,AK,1,100,57664
1715671839.721758,3158083.000,58502,2,AK,1,100,RD
1715671839.735385,3158096.000,58505,2,AK,1,100,58503
1715671839.749013,3158109.000,58505,2,AK,1,100,RD
1715671847.830742,3165818.500,61006,2,AK,1,100,60171
1715671855.912471,3173528.000,61006,2,AK,1,100,RD
1715671855.926622,3173541.500,61009,2,AK,1,100,61007
1715671855.940774,3173555.000,61009,2,AK,1,100,RD
1715671858.608651,3176100.000,61815,2,AK,1,100,61007
1715671861.276529,3178645.000,61815,2,AK,1,100,RD
1715671861.301163,3178668.500,61818,2,AK,1,100,61816
1715671861.325798,3178692.000,61818,2,AK,1,100,RD
1715671863.974282,3181218.500,62639,2,AK,1,100,61816
1715671866.622766,3183745.000,62639,2,AK,1,100,RD
1715671869.297981,3186297.000,63455,2,AK,1,100,62640
1715671871.973197,3188849.000,63455,2,AK,1,100,RD
1715671871.982631,3188858.000,63457,2,AK,1,100,62640
1715671871.992065,3188867.000,63457,2,AK,1,100,RD
1715671872.028231,3188901.500,63460,2,AK,1,100,63458
1715671872.064397,3188936.000,63460,2,AK,1,100,RD
1715671874.702922,3191453.000,64282,2,AK,1,100,63458
1715671877.341448,3193970.000,64282,2,AK,1,100,RD
1715671877.383379,3194010.000,64285,2,AK,1,100,64283
1715671877.425310,3194050.000,64285,2,AK,1,100,RD
1715671880.056498,3196560.000,65106,2,AK,1,100,64283
1715671882.687685,3199070.000,65106,2,AK,1,100,RD
1715671885.363424,3201622.500,393,2,AK,1,100,65107
1715671888.039164,3204175.000,393,2,AK,1,100,RD
1715671888.052791,3204188.000,396,2,AK,1,100,394
1715671888.066419,3204201.000,396,2,AK,1,100,RD
1715671890.731676,3206743.500,1236,2,AK,1,100,394
1715671893.396932,3209286.000,1236,2,AK,1,100,RD
1715671893.428905,3209316.500,1239,2,AK,1,100,1237
1715671893.460877,3209347.000,1239,2,AK,1,100,RD
1715671896.133996,3211897.000,2095,2,AK,1,100,1237
1715671898.807115,3214447.000,2095,2,AK,1,100,RD
1715671898.851142,3214489.000,2098,2,AK,1,100,2096
1715671898.895170,3214531.000,2098,2,AK,1,100,RD
1715671901.527930,3217042.500,2938,2,AK,1,100,2096
1715671904.160690,3219554.000,2938,2,AK,1,100,RD
1715671904.185324,3219577.500,2941,2,AK,1,100,2939
1715671904.209959,3219601.000,2941,2,AK,1,100,RD
1715671906.858443,3222127.500,3788,2,AK,1,100,2939
1715671909.506927,3224654.000,3788,2,AK,1,100,RD
1715671909.521603,3224668.000,3791,2,AK,1,100,3789
1715671909.536279,3224682.000,3791,2,AK,1,100,RD
1715671912.198915,3227222.000,4651,2,AK,1,100,3789
1715671914.861551,3229762.000,4651,2,AK,1,100,RD
1715671914.874654,3229774.500,4654,2,AK,1,100,4652
1715671914.887758,3229787.000,4654,2,AK,1,100,RD
1715671917.560876,3232337.000,5513,2,AK,1,100,4652
1715671920.233995,3234887.000,5513,2,AK,1,100,RD
1715671920.247623,3234900.000,5516,2,AK,1,100,5514
1715671920.261250,3234913.000,5516,2,AK,1,100,RD
1715671922.928604,3237457.500,6357,2,AK,1,100,5514
1715671925.595957,3240002.000,6357,2,AK,1,100,RD
1715671925.611157,3240016.500,6360,2,AK,1,100,6358
1715671925.626357,3240031.000,6360,2,AK,1,100,RD
1715671928.288993,3242571.000,7214,2,AK,1,100,6358
1715671930.951628,3245111.000,7214,2,AK,1,100,RD
1715671930.990939,3245148.500,7217,2,AK,1,100,7215
1715671931.030250,3245186.000,7217,2,AK,1,100,RD
1715671933.674016,3247708.000,8058,2,AK,1,100,7215
1715671936.317783,3250230.000,8058,2,AK,1,100,RD
1715671936.342418,3250253.500,8061,2,AK,1,100,8059
1715671936.367052,3250277.000,8061,2,AK,1,100,RD
1715671939.027592,3252815.000,8907,2,AK,1,100,8059
1715671941.688131,3255353.000,8907,2,AK,1,100,RD
1715671941.701235,3255365.500,8910,2,AK,1,100,8908
1715671941.714338,3255378.000,8910,2,AK,1,100,RD
1715671944.383264,3257924.000,9771,2,AK,1,100,8908
1715671947.052189,3260470.000,9771,2,AK,1,100,RD
1715671947.085734,3260502.000,9774,2,AK,1,100,9772
1715671947.119279,3260534.000,9774,2,AK,1,100,RD
1715671949.760425,3263053.500,10618,2,AK,1,100,9772
1715671952.401571,3265573.000,10618,2,AK,1,100,RD
1715671952.415199,3265586.000,10621,2,AK,1,100,10619
1715671952.428827,3265599.000,10621,2,AK,1,100,RD
1715671955.140732,3268186.000,11478,2,AK,1,100,10619
1715671957.852637,3270773.000,11478,2,AK,1,100,RD
1715671957.868361,3270788.000,11481,2,AK,1,100,11479
1715671957.884085,3270803.000,11481,2,AK,1,100,RD
1715671960.559300,3273355.000,12335,2,AK,1,100,11479
1715671963.234516,3275907.000,12335,2,AK,1,100,RD
1715671963.248143,3275920.000,12338,2,AK,1,100,12336
1715671963.261771,3275933.000,12338,2,AK,1,100,RD
1715671965.929124,3278477.500,13195,2,AK,1,100,12336
1715671968.596477,3281022.000,13195,2,AK,1,100,RD
1715671968.615346,3281040.000,13198,2,AK,1,100,13196
1715671968.634215,3281058.000,13198,2,AK,1,100,RD
1715671971.288465,3283590.000,14052,2,AK,1,100,13196
1715671973.942714,3286122.000,14052,2,AK,1,100,RD
1715671973.956342,3286135.000,14055,2,AK,1,100,14053
1715671973.969970,3286148.000,14055,2,AK,1,100,RD
1715671976.638371,3288693.500,14916,2,AK,1,100,14053
1715671979.306772,3291239.000,14916,2,AK,1,100,RD
1715671979.349752,3291280.000,14919,2,AK,1,100,14917
1715671979.392732,3291321.000,14919,2,AK,1,100,RD
1715671982.027064,3293834.000,15767,2,AK,1,100,14917
1715671984.661396,3296347.000,15767,2,AK,1,100,RD
1715671984.690748,3296375.000,15770,2,AK,1,100,15768
1715671984.720100,3296403.000,15770,2,AK,1,100,RD
1715671987.363343,3298924.500,16598,2,AK,1,100,15768
1715671990.006585,3301446.000,16598,2,AK,1,100,RD
1715671990.019689,3301458.500,16601,2,AK,1,100,16599
1715671990.032792,3301471.000,16601,2,AK,1,100,RD
1715671992.699097,3304014.500,17454,2,AK,1,100,16599
1715671995.365402,3306558.000,17454,2,AK,1,100,RD
1715671995.413623,3306604.000,17457,2,AK,1,100,17455
1715671995.461844,3306650.000,17457,2,AK,1,100,RD
1715671998.094079,3309161.000,18298,2,AK,1,100,17455
1715672000.726315,3311672.000,18298,2,AK,1,100,RD
1715672000.761433,3311705.500,18301,2,AK,1,100,18299
1715672000.796550,3311739.000,18301,2,AK,1,100,RD
1715672006.111339,3316809.000,19989,2,AK,1,100,19148
1715672011.426128,3321879.000,19989,2,AK,1,100,RD
1715672011.444473,3321896.500,19992,2,AK,1,100,19990
1715672011.462818,3321914.000,19992,2,AK,1,100,RD
1715672014.121784,3324450.500,20836,2,AK,1,100,19990
1715672016.780751,3326987.000,20836,2,AK,1,100,RD
1715672016.797524,3327003.000,20839,2,AK,1,100,20837
1715672016.814296,3327019.000,20839,2,AK,1,100,RD
1715672019.486891,3329568.500,21684,2,AK,1,100,20837
1715672022.159485,3332118.000,21684,2,AK,1,100,RD
1715672022.181499,3332139.000,21687,2,AK,1,100,21685
1715672022.203513,3332160.000,21687,2,AK,1,100,RD
1715672024.856190,3334690.500,22543,2,AK,1,100,21685
1715672027.508868,3337221.000,22543,2,AK,1,100,RD
1715672027.523019,3337234.500,22546,2,AK,1,100,22544
1715672027.537171,3337248.000,22546,2,AK,1,100,RD
1715672030.206621,3339794.500,23405,2,AK,1,100,22544
1715672032.876070,3342341.000,23405,2,AK,1,100,RD
1715672032.889698,3342354.000,23408,2,AK,1,100,23406
1715672032.903326,3342367.000,23408,2,AK,1,100,RD
1715672035.563865,3344905.000,24261,2,AK,1,100,23406
1715672038.224404,3347443.000,24261,2,AK,1,100,RD
1715672038.237508,3347455.500,24264,2,AK,1,100,24262
1715672038.250611,3347468.000,24264,2,AK,1,100,RD
1715672040.919537,3350014.000,25124,2,AK,1,100,24262
1715672043.588462,3352560.000,25124,2,AK,1,100,RD
1715672046.283071,3355130.500,25967,2,AK,1,100,25125
1715672048.977679,3357701.000,25967,2,AK,1,100,RD
1715672048.991831,3357714.500,25970,2,AK,1,100,25968
1715672049.005983,3357728.000,25970,2,AK,1,100,RD
1715672051.696398,3360294.500,26812,2,AK,1,100,25968
1715672054.386813,3362861.000,26812,2,AK,1,100,RD
1715672054.428745,3362901.000,26815,2,AK,1,100,26813
1715672054.470676,3362941.000,26815,2,AK,1,100,RD
1715672057.105532,3365454.500,27660,2,AK,1,100,26813
1715672059.740389,3367968.000,27660,2,AK,1,100,RD
1715672059.767644,3367994.000,27663,2,AK,1,100,27661
1715672059.794899,3368020.000,27663,2,AK,1,100,RD
1715672062.463825,3370566.000,28524,2,AK,1,100,27661
1715672065.132751,3373112.000,28524,2,AK,1,100,RD
1715672065.146378,3373125.000,28527,2,AK,1,100,28525
1715672065.160006,3373138.000,28527,2,AK,1,100,RD
1715672067.828407,3375683.500,29383,2,AK,1,100,28525
1715672070.496809,3378229.000,29383,2,AK,1,100,RD
1715672070.526160,3378257.000,29386,2,AK,1,100,29384
1715672070.555512,3378285.000,29386,2,AK,1,100,RD
1715672073.205045,3380812.500,30245,2,AK,1,100,29384
1715672075.854577,3383340.000,30245,2,AK,1,100,RD
1715672075.870825,3383355.500,30248,2,AK,1,100,30246
1715672075.887074,3383371.000,30248,2,AK,1,100,RD
1715672078.547613,3385909.000,31091,2,AK,1,100,30246
1715672081.208152,3388447.000,31091,2,AK,1,100,RD
1715672081.222304,3388460.500,31094,2,AK,1,100,31092
1715672081.236456,3388474.000,31094,2,AK,1,100,RD
1715672083.899092,3391014.000,31956,2,AK,1,100,31092
1715672086.561728,3393554.000,31956,2,AK,1,100,RD
1715672086.578500,3393570.000,31959,2,AK,1,100,31957
1715672086.595273,3393586.000,31959,2,AK,1,100,RD
1715672089.260529,3396128.500,32818,2,AK,1,100,31957
1715672091.925786,3398671.000,32818,2,AK,1,100,RD
1715672094.619346,3401240.500,33657,2,AK,1,100,32819
1715672097.312906,3403810.000,33657,2,AK,1,100,RD
1715672097.327058,3403823.500,33660,2,AK,1,100,33658
1715672097.341210,3403837.000,33660,2,AK,1,100,RD
1715672100.041059,3406412.500,34519,2,AK,1,100,33658
1715672102.740909,3408988.000,34519,2,AK,1,100,RD
1715672102.757158,3409003.500,34522,2,AK,1,100,34520
1715672102.773406,3409019.000,34522,2,AK,1,100,RD
1715672105.437090,3411560.000,35365,2,AK,1,100,34520
1715672108.100774,3414101.000,35365,2,AK,1,100,RD
1715672108.115974,3414115.500,35368,2,AK,1,100,35366
1715672108.131175,3414130.000,35368,2,AK,1,100,RD
1715672110.801672,3416677.500,36193,2,AK,1,100,35366
1715672113.472170,3419225.000,36193,2,AK,1,100,RD
1715672113.515674,3419266.500,36196,2,AK,1,100,36194
1715672113.559178,3419308.000,36196,2,AK,1,100,RD
1715672116.218145,3421844.500,37002,2,AK,1,100,36194
1715672118.877111,3424381.000,37002,2,AK,1,100,RD
1715672118.890215,3424393.500,37005,2,AK,1,100,37003
1715672118.903318,3424406.000,37005,2,AK,1,100,RD
1715672121.560189,3426940.500,37808,2,AK,1,100,37003
1715672124.217059,3429475.000,37808,2,AK,1,100,RD
1715672124.232783,3429490.000,37811,2,AK,1,100,37809
1715672124.248507,3429505.000,37811,2,AK,1,100,RD
1715672126.919530,3432053.000,38528,2,AK,1,100,38526
1715672129.590552,3434601.000,38528,2,AK,1,100,RD
1715672132.264719,3437152.000,39373,2,AK,1,100,38526
1715672134.938886,3439703.000,39373,2,AK,1,100,RD
1715672137.616197,3442257.000,40216,2,AK,1,100,39374
1715672140.293509,3444811.000,40216,2,AK,1,100,RD
1715672140.305564,3444822.500,40219,2,AK,1,100,40217
1715672140.317620,3444834.000,40219,2,AK,1,100,RD
1715672143.022711,3447414.500,41044,2,AK,1,100,40217
1715672145.727802,3449995.000,41044,2,AK,1,100,RD
1715672145.743002,3450009.500,41047,2,AK,1,100,41045
1715672145.758202,3450024.000,41047,2,AK,1,100,RD
1715672148.426604,3452569.500,41844,2,AK,1,100,41045
1715672151.095005,3455115.000,41844,2,AK,1,100,RD
1715672151.109157,3455128.500,41847,2,AK,1,100,41845
1715672151.123309,3455142.000,41847,2,AK,1,100,RD
