LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,LC,LM,
1715670796.159297,2162585,26013,4,TX,1,100,486230.4175464,2231554.7312791,
1715670796.886804,2163279,26133,4,TX,1,100,486231.0843120,2231555.3980177,
1715670797.424573,2163792,26217,4,TX,1,100,486231.6842775,2231555.9979832,
1715670798.054590,2164393,26320,4,TX,1,100,486232.3341906,2231556.6478963,
1715670798.696138,2165005,26423,4,TX,1,100,486232.9342303,2231557.2479360,
1715670799.448805,2165723,26544,4,TX,1,100,486233.6510502,2231557.9647279,
1715670799.885938,2166140,26613,4,TX,1,100,486234.1677590,2231558.4814367,
1715670800.653281,2166872,26734,4,TX,1,100,486234.8843548,2231559.1980325,
1715670801.194194,2167388,26810,4,TX,1,100,486235.4678303,2231559.7814545,
1715670801.918557,2168079,26929,4,TX,1,100,486236.1844503,2231560.4980745,
1715670802.584216,2168714,27033,4,TX,1,100,486236.7849674,2231561.0985916,
1715670803.207943,2169309,27134,4,TX,1,100,486237.4175288,2231561.7312189,
1715670804.567565,2170606,27357,4,TX,1,100,486238.7510198,2231563.0647099,
1715670805.104285,2171118,27441,4,TX,1,100,486239.3344189,2231563.6480599,
1715670805.885255,2171863,27562,4,TX,1,100,486240.0175509,2231564.3311920,
1715670806.365368,2172321,27635,4,TX,1,100,486240.6010714,2231564.9147125,
1715670807.020545,2172946,27739,4,TX,1,100,486241.3013285,2231565.6149572,
1715670807.615968,2173514,27824,4,TX,1,100,486241.8344833,2231566.1481120,
1715670808.390649,2174253,27943,4,TX,1,100,486242.6179404,2231566.9315691,
1715670808.945190,2174782,28032,4,TX,1,100,486243.1678463,2231567.4814741,
1715670809.665359,2175469,28151,4,TX,1,100,486243.9344008,2231568.2480286,
1715670810.322632,2176096,28255,4,TX,1,100,486244.4678445,2231568.7814724,
1715670811.218913,2176951,28391,4,TX,1,100,486245.1677365,2231569.4814267,
1715670812.213733,2177900,28550,4,TX,1,100,486246.4343580,2231570.7480482,
1715670812.738922,2178401,28635,4,TX,1,100,486246.9683861,2231571.2820059,
1715670813.591175,2179214,28773,4,TX,1,100,486247.7845070,2231572.0981267,
1715670814.059757,2179661,28842,4,TX,1,100,486248.3178673,2231572.6314871,
1715670815.113280,2180666,29013,4,TX,1,100,486249.0175551,2231573.3312104,
1715670815.550414,2181083,29083,4,TX,1,100,486249.5677384,2231573.8813937,
1715670815.999078,2181511,29151,4,TX,1,100,486250.2510104,2231574.5646657,
1715670816.510640,2181999,29238,4,TX,1,100,486250.7683445,2231575.0819998,
1715670817.360796,2182810,29377,4,TX,1,100,486251.6010830,2231575.9147056,
1715670817.915338,2183339,29466,4,TX,1,100,486252.1845169,2231576.4981395,
1715670818.552693,2183947,29570,4,TX,1,100,486252.8175852,2231577.1312078,
1715670820.340013,2185652,29854,4,TX,1,100,486254.1678414,2231578.4814149,
1715670820.470000,2185776,29875,4,TX,1,100,486254.6678736,2231578.9814471,
1715670821.215329,2186487,29995,4,TX,1,100,486255.4844662,2231579.7980416,
