LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,RD
1715671785.946997,3106785.000,50255,2,RD,1,100,TU
1715671788.631646,3109346.000,51073,2,RD,1,100,TL
1715671791.316296,3111907.000,51073,2,RD,1,100,TU
1715671794.023484,3114489.500,51913,2,RD,1,100,TL
1715671796.730672,3117072.000,51913,2,RD,1,100,TU
1715671799.401694,3119620.000,52733,2,RD,1,100,TL
1715671802.072716,3122168.000,52733,2,RD,1,100,TU
1715671804.788290,3124758.500,53566,2,RD,1,100,TL
1715671807.503864,3127349.000,53566,2,RD,1,100,TU
1715671810.176459,3129898.500,54384,2,RD,1,100,TL
1715671812.849053,3132448.000,54384,2,RD,1,100,TU
1715671815.525841,3135001.500,55204,2,RD,1,100,TL
1715671818.202628,3137555.000,55204,2,RD,1,100,TU
1715671820.885706,3140114.500,56024,2,RD,1,100,TL
1715671823.568783,3142674.000,56024,2,RD,1,100,TU
1715671826.270205,3145251.000,56847,2,RD,1,100,TL
1715671828.971628,3147828.000,56847,2,RD,1,100,TU
1715671831.643698,3150377.000,57664,2,RD,1,100,TL
1715671834.315768,3152926.000,57664,2,RD,1,100,TU
1715671837.018763,3155504.500,58503,2,RD,1,100,TL
1715671839.721758,3158083.000,58503,2,RD,1,100,TU
1715671842.417414,3160654.500,59337,2,RD,1,100,TL
1715671845.113071,3163226.000,59337,2,RD,1,100,TU
1715671847.798769,3165788.000,60171,2,RD,1,100,TL
1715671850.484467,3168350.000,60171,2,RD,1,100,TU
1715671853.198469,3170939.000,61007,2,RD,1,100,TL
1715671855.912471,3173528.000,61007,2,RD,1,100,TU
1715671858.594500,3176086.500,61816,2,RD,1,100,TL
1715671861.276529,3178645.000,61816,2,RD,1,100,TU
1715671863.949647,3181195.000,62640,2,RD,1,100,TL
1715671866.622766,3183745.000,62640,2,RD,1,100,TU
1715671869.307940,3186306.500,63458,2,RD,1,100,TL
1715671871.993114,3188868.000,63458,2,RD,1,100,TU
1715671874.667281,3191419.000,64283,2,RD,1,100,TL
1715671877.341448,3193970.000,64283,2,RD,1,100,TU
1715671880.014566,3196520.000,65107,2,RD,1,100,TL
1715671882.687685,3199070.000,65107,2,RD,1,100,TU
1715671885.363424,3201622.500,394,2,RD,1,100,TL
1715671888.039164,3204175.000,394,2,RD,1,100,TU
1715671890.718048,3206730.500,1237,2,RD,1,100,TL
1715671893.396932,3209286.000,1237,2,RD,1,100,TU
1715671896.102023,3211866.500,2096,2,RD,1,100,TL
1715671898.807115,3214447.000,2096,2,RD,1,100,TU
1715671901.483902,3217000.500,2939,2,RD,1,100,TL
1715671904.160690,3219554.000,2939,2,RD,1,100,TU
1715671906.833808,3222104.000,3789,2,RD,1,100,TL
1715671909.506927,3224654.000,3789,2,RD,1,100,TU
1715671912.184239,3227208.000,4652,2,RD,1,100,TL
1715671914.861551,3229762.000,4652,2,RD,1,100,TU
1715671917.547773,3232324.500,5514,2,RD,1,100,TL
1715671920.233995,3234887.000,5514,2,RD,1,100,TU
1715671922.914976,3237444.500,6358,2,RD,1,100,TL
1715671925.595957,3240002.000,6358,2,RD,1,100,TU
1715671928.273793,3242556.500,7215,2,RD,1,100,TL
1715671930.951628,3245111.000,7215,2,RD,1,100,TU
1715671933.634706,3247670.500,8059,2,RD,1,100,TL
1715671936.317783,3250230.000,8059,2,RD,1,100,TU
1715671939.002957,3252791.500,8908,2,RD,1,100,TL
1715671941.688131,3255353.000,8908,2,RD,1,100,TU
1715671944.370160,3257911.500,9772,2,RD,1,100,TL
1715671947.052189,3260470.000,9772,2,RD,1,100,TU
1715671949.727404,3263022.000,10619,2,RD,1,100,TL
1715671952.402620,3265574.000,10619,2,RD,1,100,TU
1715671955.127628,3268173.500,11479,2,RD,1,100,TL
1715671957.852637,3270773.000,11479,2,RD,1,100,TU
1715671960.543576,3273340.000,12336,2,RD,1,100,TL
1715671963.234516,3275907.000,12336,2,RD,1,100,TU
1715671965.915496,3278464.500,13196,2,RD,1,100,TL
1715671968.596477,3281022.000,13196,2,RD,1,100,TU
1715671971.269596,3283572.000,14053,2,RD,1,100,TL
1715671973.942714,3286122.000,14053,2,RD,1,100,TU
1715671976.624743,3288680.500,14917,2,RD,1,100,TL
1715671979.306772,3291239.000,14917,2,RD,1,100,TU
1715671981.984608,3293793.500,15768,2,RD,1,100,TL
1715671984.662444,3296348.000,15768,2,RD,1,100,TU
1715671987.334515,3298897.000,16599,2,RD,1,100,TL
1715671990.006585,3301446.000,16599,2,RD,1,100,TU
1715671992.686518,3304002.500,17455,2,RD,1,100,TL
