LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,RD
1715671995.366450,3306559.000,17455,2,RD,1,100,TU
1715671998.046383,3309115.500,18299,2,RD,1,100,TL
1715672000.726315,3311672.000,18299,2,RD,1,100,TU
1715672003.393144,3314216.000,19148,2,RD,1,100,TL
1715672006.059973,3316760.000,19148,2,RD,1,100,TU
1715672008.743050,3319319.500,19990,2,RD,1,100,TL
1715672011.426128,3321879.000,19990,2,RD,1,100,TU
1715672014.103440,3324433.000,20837,2,RD,1,100,TL
1715672016.780751,3326987.000,20837,2,RD,1,100,TU
1715672019.470118,3329552.500,21685,2,RD,1,100,TL
1715672022.159485,3332118.000,21685,2,RD,1,100,TU
1715672024.834176,3334669.500,22544,2,RD,1,100,TL
1715672027.508868,3337221.000,22544,2,RD,1,100,TU
1715672030.192469,3339781.000,23406,2,RD,1,100,TL
1715672032.876070,3342341.000,23406,2,RD,1,100,TU
1715672035.550237,3344892.000,24262,2,RD,1,100,TL
1715672038.224404,3347443.000,24262,2,RD,1,100,TU
1715672040.906433,3350001.500,25125,2,RD,1,100,TL
1715672043.588462,3352560.000,25125,2,RD,1,100,TU
1715672046.283071,3355130.500,25968,2,RD,1,100,TL
1715672048.977679,3357701.000,25968,2,RD,1,100,TU
1715672051.682246,3360281.000,26813,2,RD,1,100,TL
1715672054.386813,3362861.000,26813,2,RD,1,100,TU
1715672057.063601,3365414.500,27661,2,RD,1,100,TL
1715672059.740389,3367968.000,27661,2,RD,1,100,TU
1715672062.436570,3370540.000,28525,2,RD,1,100,TL
1715672065.132751,3373112.000,28525,2,RD,1,100,TU
1715672067.814780,3375670.500,29384,2,RD,1,100,TL
1715672070.496809,3378229.000,29384,2,RD,1,100,TU
1715672073.176217,3380785.000,30246,2,RD,1,100,TL
1715672075.855625,3383341.000,30246,2,RD,1,100,TU
1715672078.531889,3385894.000,31092,2,RD,1,100,TL
1715672081.208152,3388447.000,31092,2,RD,1,100,TU
1715672083.884940,3391000.500,31957,2,RD,1,100,TL
1715672086.561728,3393554.000,31957,2,RD,1,100,TU
1715672089.244281,3396113.000,32819,2,RD,1,100,TL
1715672091.926834,3398672.000,32819,2,RD,1,100,TU
1715672094.619870,3401241.000,33658,2,RD,1,100,TL
1715672097.312906,3403810.000,33658,2,RD,1,100,TU
1715672100.026908,3406399.000,34520,2,RD,1,100,TL
1715672102.740909,3408988.000,34520,2,RD,1,100,TU
1715672105.420842,3411544.500,35366,2,RD,1,100,TL
1715672108.100774,3414101.000,35366,2,RD,1,100,TU
1715672110.786472,3416663.000,36194,2,RD,1,100,TL
1715672113.472170,3419225.000,36194,2,RD,1,100,TU
1715672116.175165,3421803.500,37003,2,RD,1,100,TL
1715672118.878160,3424382.000,37003,2,RD,1,100,TU
1715672121.547609,3426928.500,37809,2,RD,1,100,TL
1715672124.217059,3429475.000,37809,2,RD,1,100,TU
1715672126.890702,3432025.500,38526,2,RD,1,100,TL
1715672129.564345,3434576.000,38526,2,RD,1,100,TU
1715672132.251615,3437139.500,39374,2,RD,1,100,TL
1715672134.938886,3439703.000,39374,2,RD,1,100,TU
1715672137.616722,3442257.500,40217,2,RD,1,100,TL
1715672140.294557,3444812.000,40217,2,RD,1,100,TU
1715672143.011180,3447403.500,41045,2,RD,1,100,TL
1715672145.727802,3449995.000,41045,2,RD,1,100,TU
1715672148.411404,3452555.000,41845,2,RD,1,100,TL
1715672151.095005,3455115.000,41845,2,RD,1,100,TU
1715672153.777034,3457673.500,42659,2,RD,1,100,TL
1715672156.459063,3460232.000,42659,2,RD,1,100,TU
1715672159.139520,3462789.000,43380,2,RD,1,100,TL
1715672161.819977,3465346.000,43380,2,RD,1,100,TU
1715672164.497288,3467900.000,44230,2,RD,1,100,TL
1715672167.174600,3470454.000,44230,2,RD,1,100,TU
1715672169.857677,3473013.500,45075,2,RD,1,100,TL
1715672172.540755,3475573.000,45075,2,RD,1,100,TU
1715672175.264191,3478171.000,45917,2,RD,1,100,TL
1715672177.987627,3480769.000,45917,2,RD,1,100,TU
1715672180.671753,3483329.500,46763,2,RD,1,100,TL
1715672183.355878,3485890.000,46763,2,RD,1,100,TU
1715672186.064639,3488474.000,47627,2,RD,1,100,TL
1715672188.773399,3491058.000,47627,2,RD,1,100,TU
1715672191.440752,3493602.500,48468,2,RD,1,100,TL
1715672194.108105,3496147.000,48468,2,RD,1,100,TU
1715672196.793279,3498708.500,49316,2,RD,1,100,TL
1715672199.478453,3501270.000,49316,2,RD,1,100,TU
1715672202.158909,3503827.000,50163,2,RD,1,100,TL
1715672204.839366,3506384.000,50163,2,RD,1,100,TU
1715672207.538692,3508959.000,50997,2,RD,1,100,TL
1715672210.238017,3511534.000,50997,2,RD,1,100,TU
1715672212.925288,3514097.500,51843,2,RD,1,100,TL
1715672215.612558,3516661.000,51843,2,RD,1,100,TU
1715672218.296684,3519221.500,52688,2,RD,1,100,TL
1715672220.980810,3521782.000,52688,2,RD,1,100,TU
1715672223.673846,3524351.000,53539,2,RD,1,100,TL
1715672226.366882,3526920.000,53539,2,RD,1,100,TU
1715672229.039476,3529469.500,54387,2,RD,1,100,TL
1715672231.712071,3532019.000,54387,2,RD,1,100,TU
1715672234.429741,3534611.500,55246,2,RD,1,100,TL
1715672237.147412,3537204.000,55246,2,RD,1,100,TU
1715672239.843593,3539776.000,56089,2,RD,1,100,TL
1715672242.539774,3542348.000,56089,2,RD,1,100,TU
1715672245.238575,3544922.500,56945,2,RD,1,100,TL
1715672247.937377,3547497.000,56945,2,RD,1,100,TU
1715672250.622026,3550058.000,57792,2,RD,1,100,TL
1715672253.306676,3552619.000,57792,2,RD,1,100,TU
1715672255.977698,3555167.000,58637,2,RD,1,100,TL
1715672258.648721,3557715.000,58637,2,RD,1,100,TU
1715672261.337563,3560280.000,59478,2,RD,1,100,TL
1715672264.026406,3562845.000,59478,2,RD,1,100,TU
1715672266.705290,3565400.500,60306,2,RD,1,100,TL
1715672269.384175,3567956.000,60306,2,RD,1,100,TU
1715672272.058866,3570507.500,61134,2,RD,1,100,TL
1715672274.733557,3573059.000,61134,2,RD,1,100,TU
1715672277.409820,3575612.000,61973,2,RD,1,100,TL
1715672280.086084,3578165.000,61973,2,RD,1,100,TU
1715672282.774403,3580729.500,62824,2,RD,1,100,TL
1715672285.462721,3583294.000,62824,2,RD,1,100,TU
1715672288.132695,3585841.000,63666,2,RD,1,100,TL
1715672290.802669,3588388.000,63666,2,RD,1,100,TU
1715672293.485746,3590947.500,64512,2,RD,1,100,TL
1715672296.168823,3593507.000,64512,2,RD,1,100,TU
1715672298.847708,3596062.500,65360,2,RD,1,100,TL
1715672301.526592,3598618.000,65360,2,RD,1,100,TU
1715672304.219628,3601187.000,670,2,RD,1,100,TL
1715672306.912664,3603756.000,670,2,RD,1,100,TU
1715672309.592072,3606312.000,1529,2,RD,1,100,TL
1715672312.271481,3608868.000,1529,2,RD,1,100,TU
1715672314.953510,3611426.500,2390,2,RD,1,100,TL
1715672317.635539,3613985.000,2390,2,RD,1,100,TU
1715672320.302892,3616529.500,3233,2,RD,1,100,TL
1715672322.970245,3619074.000,3233,2,RD,1,100,TU
1715672325.653322,3621633.500,4095,2,RD,1,100,TL
1715672328.336400,3624193.000,4095,2,RD,1,100,TU
1715672331.028387,3626761.000,4953,2,RD,1,100,TL
1715672333.720375,3629329.000,4953,2,RD,1,100,TU
1715672336.403977,3631889.000,5801,2,RD,1,100,TL
1715672339.087578,3634449.000,5801,2,RD,1,100,TU
1715672341.768035,3637006.000,6660,2,RD,1,100,TL
1715672344.448491,3639563.000,6660,2,RD,1,100,TU
1715672347.152010,3642142.000,7533,2,RD,1,100,TL
1715672349.855529,3644721.000,7533,2,RD,1,100,TU
1715672352.531268,3647273.500,8398,2,RD,1,100,TL
1715672355.207008,3649826.000,8398,2,RD,1,100,TU
1715672357.883795,3652379.500,9254,2,RD,1,100,TL
1715672360.560583,3654933.000,9254,2,RD,1,100,TU
1715672363.243136,3657492.000,10111,2,RD,1,100,TL
1715672365.925689,3660051.000,10111,2,RD,1,100,TU
1715672368.630781,3662631.500,10931,2,RD,1,100,TL
1715672371.335872,3665212.000,10931,2,RD,1,100,TU
1715672374.031004,3667783.000,11790,2,RD,1,100,TL
1715672376.726137,3670354.000,11790,2,RD,1,100,TU
1715672379.402925,3672907.500,12643,2,RD,1,100,TL
1715672382.079712,3675461.000,12643,2,RD,1,100,TU
1715672384.763314,3678021.000,13506,2,RD,1,100,TL
1715672387.446915,3680581.000,13506,2,RD,1,100,TU
1715672390.117937,3683129.000,14369,2,RD,1,100,TL
1715672392.788960,3685677.000,14369,2,RD,1,100,TU
1715672395.474658,3688239.000,15230,2,RD,1,100,TL
1715672398.160356,3690801.000,15230,2,RD,1,100,TU
1715672400.842909,3693360.000,16076,2,RD,1,100,TL
1715672403.525462,3695919.000,16076,2,RD,1,100,TU
1715672406.198056,3698468.500,16932,2,RD,1,100,TL
1715672408.870651,3701018.000,16932,2,RD,1,100,TU
1715672411.556873,3703580.500,17791,2,RD,1,100,TL
1715672414.243095,3706143.000,17791,2,RD,1,100,TU
1715672416.952380,3708727.500,18652,2,RD,1,100,TL
1715672419.661664,3711312.000,18652,2,RD,1,100,TU
1715672422.369900,3713895.500,19508,2,RD,1,100,TL
1715672425.078136,3716479.000,19508,2,RD,1,100,TU
1715672427.756496,3719034.000,20376,2,RD,1,100,TL
1715672430.434856,3721589.000,20376,2,RD,1,100,TU
1715672433.145189,3724174.500,21227,2,RD,1,100,TL
1715672435.855522,3726760.000,21227,2,RD,1,100,TU
1715672438.538599,3729319.500,22083,2,RD,1,100,TL
1715672441.221676,3731879.000,22083,2,RD,1,100,TU
1715672443.897940,3734432.000,22939,2,RD,1,100,TL
1715672446.574203,3736985.000,22939,2,RD,1,100,TU
1715672449.269860,3739556.500,23798,2,RD,1,100,TL
1715672451.965517,3742128.000,23798,2,RD,1,100,TU
1715672454.653311,3744692.000,24658,2,RD,1,100,TL
1715672457.341106,3747256.000,24658,2,RD,1,100,TU
1715672460.035714,3749826.500,25527,2,RD,1,100,TL
1715672462.730323,3752397.000,25527,2,RD,1,100,TU
1715672465.418642,3754961.500,26370,2,RD,1,100,TL
1715672468.106960,3757526.000,26370,2,RD,1,100,TU
1715672470.774313,3760070.500,27210,2,RD,1,100,TL
1715672473.441667,3762615.000,27210,2,RD,1,100,TU
1715672476.124744,3765174.500,28049,2,RD,1,100,TL
1715672478.807821,3767734.000,28049,2,RD,1,100,TU
1715672481.494568,3770297.000,28912,2,RD,1,100,TL
1715672484.181314,3772860.000,28912,2,RD,1,100,TU
1715672486.867536,3775422.500,29777,2,RD,1,100,TL
1715672489.553758,3777985.000,29777,2,RD,1,100,TU
1715672492.234215,3780542.000,30617,2,RD,1,100,TL
1715672494.914671,3783099.000,30617,2,RD,1,100,TU
1715672497.642825,3785701.500,31451,2,RD,1,100,TL
1715672500.370978,3788304.000,31451,2,RD,1,100,TU
1715672503.051435,3790861.000,32299,2,RD,1,100,TL
1715672505.731892,3793418.000,32299,2,RD,1,100,TU
1715672508.409728,3795972.500,33031,2,RD,1,100,TL
1715672511.087564,3798527.000,33031,2,RD,1,100,TU
1715672513.771165,3801087.000,33871,2,RD,1,100,TL
1715672516.454767,3803647.000,33871,2,RD,1,100,TU
1715672519.138892,3806207.500,34713,2,RD,1,100,TL
1715672521.823018,3808768.000,34713,2,RD,1,100,TU
1715672524.510288,3811331.500,35539,2,RD,1,100,TL
1715672527.197559,3813895.000,35539,2,RD,1,100,TU
1715672529.880636,3816454.500,36351,2,RD,1,100,TL
1715672532.563713,3819014.000,36351,2,RD,1,100,TU
1715672535.251508,3821578.000,37167,2,RD,1,100,TL
1715672537.939302,3824142.000,37167,2,RD,1,100,TU
1715672540.616090,3826695.500,37886,2,RD,1,100,TL
1715672543.292878,3829249.000,37886,2,RD,1,100,TU
1715672545.977528,3831810.000,38735,2,RD,1,100,TL
1715672548.662177,3834371.000,38735,2,RD,1,100,TU
1715672551.339489,3836925.000,39577,2,RD,1,100,TL
1715672554.016801,3839479.000,39577,2,RD,1,100,TU
1715672556.696733,3842035.500,40412,2,RD,1,100,TL
1715672559.376666,3844592.000,40412,2,RD,1,100,TU
1715672562.050833,3847143.000,41246,2,RD,1,100,TL
1715672564.725000,3849694.000,41246,2,RD,1,100,TU
1715672567.425898,3852270.500,42104,2,RD,1,100,TL
1715672570.126796,3854847.000,42104,2,RD,1,100,TU
1715672572.821404,3857417.500,42954,2,RD,1,100,TL
1715672575.516013,3859988.000,42954,2,RD,1,100,TU
1715672578.187559,3862536.500,43798,2,RD,1,100,TL
1715672580.859105,3865085.000,43798,2,RD,1,100,TU
1715672583.547424,3867649.500,44642,2,RD,1,100,TL
1715672586.235743,3870214.000,44642,2,RD,1,100,TU
1715672588.907813,3872763.000,45478,2,RD,1,100,TL
1715672591.579884,3875312.000,45478,2,RD,1,100,TU
1715672594.291265,3877898.500,46318,2,RD,1,100,TL
1715672597.002645,3880485.000,46318,2,RD,1,100,TU
1715672599.674192,3883033.500,47158,2,RD,1,100,TL
1715672602.345738,3885582.000,47158,2,RD,1,100,TU
1715672605.029339,3888142.000,48000,2,RD,1,100,TL
1715672607.712941,3890702.000,48000,2,RD,1,100,TU
