LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,HR
1715670709.507272,2079924,12370,1,HR,1,100,59
1715670710.612161,2080978,12537,1,HR,1,100,58
1715670711.706568,2082022,12702,1,HR,1,100,57
1715670712.709774,2082979,12868,1,HR,1,100,58
1715670713.760152,2083981,13019,1,HR,1,100,58
1715670714.889151,2085058,13203,1,HR,1,100,57
1715670715.890260,2086013,13369,1,HR,1,100,58
1715670717.050709,2087120,13535,1,HR,1,100,56
1715670718.113666,2088134,13701,1,HR,1,100,56
1715670719.182914,2089154,13886,1,HR,1,100,56
1715670720.322396,2090241,14052,1,HR,1,100,56
1715670721.488086,2091353,14235,1,HR,1,100,55
1715670722.695706,2092505,14416,1,HR,1,100,54
1715670723.844623,2093601,14601,1,HR,1,100,53
1715670724.909677,2094617,14768,1,HR,1,100,54
1715670726.056498,2095711,14950,1,HR,1,100,54
1715670727.153000,2096757,15116,1,HR,1,100,54
1715670728.263131,2097816,15300,1,HR,1,100,54
1715670729.413096,2098913,15482,1,HR,1,100,54
1715670730.465571,2099917,15648,1,HR,1,100,55
1715670731.572556,2100973,15815,1,HR,1,100,55
1715670732.701556,2102050,15998,1,HR,1,100,54
1715670733.710003,2103012,16149,1,HR,1,100,56
1715670734.859968,2104109,16333,1,HR,1,100,55
1715670735.970099,2105168,16499,1,HR,1,100,55
1715670737.045636,2106194,16665,1,HR,1,100,55
1715670738.158911,2107256,16847,1,HR,1,100,55
1715670739.303635,2108348,17033,1,HR,1,100,54
1715670740.333048,2109330,17182,1,HR,1,100,55
1715670741.416971,2110364,17365,1,HR,1,100,55
1715670742.567985,2111462,17546,1,HR,1,100,55
1715670743.611025,2112457,17714,1,HR,1,100,55
1715670744.697045,2113493,17866,1,HR,1,100,55
1715670745.892086,2114633,18050,1,HR,1,100,54
1715670746.944561,2115637,18216,1,HR,1,100,55
1715670748.084044,2116724,18398,1,HR,1,100,54
1715670749.257071,2117843,18582,1,HR,1,100,54
1715670750.265518,2118805,18733,1,HR,1,100,55
1715670751.427014,2119913,18914,1,HR,1,100,54
1715670752.514083,2120950,19080,1,HR,1,100,55
1715670753.605344,2121991,19253,1,HR,1,100,55
1715670754.727005,2123061,19426,1,HR,1,100,55
1715670755.841329,2124124,19600,1,HR,1,100,55
1715670756.915818,2125149,19772,1,HR,1,100,55
1715670758.047962,2126229,19963,1,HR,1,100,54
1715670759.092051,2127225,20117,1,HR,1,100,55
1715670760.157105,2128241,20292,1,HR,1,100,55
1715670761.271429,2129304,20479,1,HR,1,100,55
1715670762.379463,2130361,20651,1,HR,1,100,55
1715670763.468628,2131400,20830,1,HR,1,100,55
1715670764.641655,2132519,21019,1,HR,1,100,54
1715670765.731868,2133559,21188,1,HR,1,100,55
