LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,HR
1715671156.582699,2506408,17092,1,HR,1,100,58
1715671157.707505,2507481,17250,1,HR,1,100,57
1715671158.693938,2508422,17407,1,HR,1,100,58
1715671159.653116,2509337,17562,1,HR,1,100,59
1715671160.759053,2510392,17734,1,HR,1,100,58
1715671161.694121,2511284,17894,1,HR,1,100,60
1715671162.683699,2512228,18046,1,HR,1,100,60
1715671163.742464,2513238,18220,1,HR,1,100,59
1715671164.713173,2514164,18373,1,HR,1,100,60
1715671165.732103,2515136,18527,1,HR,1,100,60
1715671166.802398,2516157,18699,1,HR,1,100,59
1715671167.817135,2517125,18860,1,HR,1,100,59
1715671168.935652,2518192,19051,1,HR,1,100,58
1715671170.041589,2519247,19220,1,HR,1,100,57
1715671171.061567,2520220,19377,1,HR,1,100,58
1715671172.170650,2521278,19562,1,HR,1,100,57
1715671173.236752,2522295,19727,1,HR,1,100,57
1715671174.230523,2523243,19899,1,HR,1,100,58
1715671175.412985,2524371,20084,1,HR,1,100,56
1715671176.518923,2525426,20257,1,HR,1,100,56
1715671177.537853,2526398,20429,1,HR,1,100,57
1715671178.556782,2527370,20590,1,HR,1,100,57
1715671179.544264,2528312,20742,1,HR,1,100,58
1715671180.501345,2529225,20898,1,HR,1,100,59
1715671181.600993,2530274,21067,1,HR,1,100,58
1715671182.749910,2531370,21257,1,HR,1,100,57
1715671183.723763,2532299,21397,1,HR,1,100,58
1715671184.862198,2533385,21567,1,HR,1,100,57
1715671185.855969,2534333,21739,1,HR,1,100,58
1715671186.906347,2535335,21911,1,HR,1,100,58
1715671188.067843,2536443,22099,1,HR,1,100,56
1715671189.078387,2537407,22227,1,HR,1,100,57
1715671190.141345,2538421,22397,1,HR,1,100,57
1715671191.247282,2539476,22566,1,HR,1,100,57
1715671192.231619,2540415,22724,1,HR,1,100,58
1715671193.413033,2541542,22913,1,HR,1,100,56
1715671194.595494,2542670,23108,1,HR,1,100,55
1715671195.606038,2543634,23280,1,HR,1,100,56
1715671196.735038,2544711,23452,1,HR,1,100,55
1715671197.808478,2545735,23624,1,HR,1,100,56
1715671198.755077,2546638,23778,1,HR,1,100,57
1715671199.879883,2547711,23956,1,HR,1,100,57
1715671202.555098,2550263,24383,1,HR,1,100,49
1715671203.834002,2551483,24589,1,HR,1,100,49
1715671204.540544,2552157,24698,1,HR,1,100,57
1715671205.402232,2552979,24835,1,HR,1,100,60
1715671206.250292,2553788,24972,1,HR,1,100,62
1715671207.248256,2554740,25128,1,HR,1,100,62
1715671208.123571,2555575,25286,1,HR,1,100,63
1715671208.364676,2555805,25321,1,HR,1,100,105
1715671208.996790,2556408,25425,1,HR,1,100,103
1715671209.504158,2556892,25493,1,HR,1,100,106
1715671211.506377,2558802,25825,1,HR,1,100,89
1715671212.999130,2560226,26064,1,HR,1,100,78
1715671215.900774,2562994,26531,1,HR,1,100,66
1715671216.764558,2563818,26667,1,HR,1,100,67
1715671217.558108,2564575,26787,1,HR,1,100,69
1715671218.376816,2565356,26924,1,HR,1,100,70
1715671219.362201,2566296,27082,1,HR,1,100,68
1715671220.489104,2567371,27255,1,HR,1,100,65
1715671221.498599,2568334,27432,1,HR,1,100,63
1715671222.584619,2569370,27601,1,HR,1,100,62
1715671223.675880,2570411,27775,1,HR,1,100,60
1715671224.713680,2571401,27945,1,HR,1,100,60
1715671225.775589,2572414,28117,1,HR,1,100,59
1715671226.800809,2573392,28279,1,HR,1,100,59
1715671227.959160,2574497,28450,1,HR,1,100,58
1715671229.083966,2575570,28640,1,HR,1,100,57
1715671230.175228,2576611,28809,1,HR,1,100,56
1715671231.236089,2577623,28981,1,HR,1,100,56
1715671232.313723,2578651,29161,1,HR,1,100,56
1715671233.389260,2579677,29335,1,HR,1,100,56
1715671234.497294,2580734,29504,1,HR,1,100,56
1715671235.636776,2581821,29673,1,HR,1,100,55
1715671236.669334,2582806,29845,1,HR,1,100,56
1715671237.841313,2583924,30041,1,HR,1,100,55
1715671238.866532,2584902,30210,1,HR,1,100,56
1715671239.985049,2585969,30382,1,HR,1,100,55
1715671241.065828,2587000,30555,1,HR,1,100,56
1715671242.088951,2587976,30727,1,HR,1,100,56
1715671243.173923,2589011,30887,1,HR,1,100,56
1715671244.288246,2590074,31073,1,HR,1,100,56
1715671245.287259,2591027,31228,1,HR,1,100,57
1715671246.386906,2592076,31401,1,HR,1,100,56
1715671247.489699,2593128,31590,1,HR,1,100,56
1715671248.500242,2594092,31715,1,HR,1,100,57
1715671249.618759,2595159,31901,1,HR,1,100,56
1715671250.675427,2596167,32074,1,HR,1,100,56
1715671251.715323,2597159,32212,1,HR,1,100,57
1715671252.800294,2598194,32386,1,HR,1,100,57
1715671253.798259,2599146,32528,1,HR,1,100,57
1715671254.765823,2600069,32681,1,HR,1,100,59
1715671255.866519,2601119,32866,1,HR,1,100,58
1715671256.959877,2602162,33035,1,HR,1,100,57
1715671257.951551,2603108,33194,1,HR,1,100,58
1715671259.107806,2604211,33360,1,HR,1,100,57
1715671260.204309,2605257,33532,1,HR,1,100,56
1715671261.172921,2606181,33685,1,HR,1,100,58
1715671262.308211,2607264,33872,1,HR,1,100,57
1715671263.328189,2608237,34047,1,HR,1,100,57
1715671264.388002,2609248,34190,1,HR,1,100,57
1715671265.466684,2610277,34362,1,HR,1,100,57
1715671266.486662,2611250,34516,1,HR,1,100,57
1715671267.585261,2612298,34688,1,HR,1,100,57
1715671268.664992,2613328,34880,1,HR,1,100,57
1715671269.639894,2614258,35004,1,HR,1,100,58
1715671270.782521,2615348,35194,1,HR,1,100,57
1715671271.793065,2616312,35366,1,HR,1,100,57
1715671272.861264,2617331,35540,1,HR,1,100,57
1715671273.976636,2618395,35710,1,HR,1,100,56
1715671274.979841,2619352,35857,1,HR,1,100,57
1715671276.019737,2620344,36023,1,HR,1,100,57
1715671277.052294,2621329,36179,1,HR,1,100,58
1715671278.040824,2622272,36350,1,HR,1,100,58
1715671279.136279,2623317,36522,1,HR,1,100,58
1715671280.205526,2624337,36684,1,HR,1,100,57
1715671281.185670,2625272,36836,1,HR,1,100,58
1715671282.294752,2626330,37026,1,HR,1,100,57
1715671283.299006,2627288,37166,1,HR,1,100,58
1715671284.331563,2628273,37319,1,HR,1,100,58
1715671285.454273,2629344,37496,1,HR,1,100,57
1715671286.424982,2630270,37633,1,HR,1,100,58
1715671287.481650,2631278,37806,1,HR,1,100,58
1715671288.519449,2632268,37980,1,HR,1,100,58
1715671289.515317,2633218,38133,1,HR,1,100,59
1715671290.557309,2634212,38305,1,HR,1,100,59
1715671291.637039,2635242,38466,1,HR,1,100,58
1715671292.622424,2636182,38620,1,HR,1,100,59
1715671293.687479,2637198,38792,1,HR,1,100,58
1715671294.756726,2638218,38961,1,HR,1,100,58
1715671295.746304,2639162,39130,1,HR,1,100,58
1715671296.763138,2640132,39255,1,HR,1,100,59
1715671297.886896,2641204,39446,1,HR,1,100,58
1715671298.905826,2642176,39601,1,HR,1,100,58
1715671299.953059,2643175,39774,1,HR,1,100,58
1715671301.072624,2644243,39943,1,HR,1,100,57
1715671302.032851,2645159,40089,1,HR,1,100,58
1715671303.093712,2646171,40260,1,HR,1,100,58
1715671304.179732,2647207,40432,1,HR,1,100,57
1715671305.129475,2648113,40586,1,HR,1,100,59
1715671306.168322,2649104,40739,1,HR,1,100,59
1715671307.258535,2650144,40902,1,HR,1,100,58
1715671308.234486,2651075,41074,1,HR,1,100,59
1715671309.319457,2652110,41246,1,HR,1,100,58
1715671310.385560,2653127,41418,1,HR,1,100,58
1715671311.334255,2654032,41554,1,HR,1,100,59
1715671312.350040,2655001,41713,1,HR,1,100,59
1715671313.379453,2655983,41871,1,HR,1,100,59
1715671314.316617,2656877,41996,1,HR,1,100,60
1715671315.339740,2657853,42168,1,HR,1,100,60
1715671316.366008,2658832,42321,1,HR,1,100,60
1715671317.295834,2659719,42475,1,HR,1,100,61
1715671318.345164,2660720,42638,1,HR,1,100,60
1715671319.389253,2661716,42794,1,HR,1,100,60
1715671320.398748,2662679,42966,1,HR,1,100,60
1715671321.488961,2663719,43135,1,HR,1,100,59
1715671322.519422,2664702,43309,1,HR,1,100,59
1715671323.497469,2665635,43436,1,HR,1,100,59
1715671324.544703,2666634,43608,1,HR,1,100,59
1715671325.627578,2667667,43794,1,HR,1,100,58
1715671326.602480,2668597,43933,1,HR,1,100,59
1715671327.580527,2669530,44107,1,HR,1,100,60
1715671328.645581,2670546,44250,1,HR,1,100,59
1715671329.646690,2671501,44422,1,HR,1,100,59
1715671330.596434,2672407,44577,1,HR,1,100,60
1715671331.662536,2673424,44749,1,HR,1,100,59
1715671332.620666,2674338,44903,1,HR,1,100,60
1715671333.578795,2675252,45064,1,HR,1,100,61
1715671334.655381,2676279,45219,1,HR,1,100,60
1715671335.662780,2677240,45374,1,HR,1,100,60
1715671336.640827,2678173,45526,1,HR,1,100,60
1715671337.728943,2679211,45700,1,HR,1,100,59
1715671338.712231,2680149,45856,1,HR,1,100,59
1715671339.651492,2681045,45999,1,HR,1,100,61
1715671340.616960,2681966,46156,1,HR,1,100,61
1715671341.629600,2682932,46324,1,HR,1,100,61
1715671342.576198,2683835,46483,1,HR,1,100,61
1715671343.671653,2684880,46652,1,HR,1,100,60
1715671344.614058,2685779,46779,1,HR,1,100,61
1715671345.571140,2686692,46901,1,HR,1,100,61
1715671346.652966,2687724,47073,1,HR,1,100,60
1715671347.654075,2688679,47230,1,HR,1,100,60
1715671348.633171,2689613,47382,1,HR,1,100,60
1715671349.701370,2690632,47543,1,HR,1,100,59
1715671350.708769,2691593,47680,1,HR,1,100,60
1715671351.691009,2692530,47838,1,HR,1,100,60
1715671352.746629,2693537,48012,1,HR,1,100,59
1715671353.672261,2694420,48150,1,HR,1,100,61
1715671354.629343,2695333,48305,1,HR,1,100,61
1715671355.722701,2696376,48432,1,HR,1,100,60
1715671356.709134,2697317,48590,1,HR,1,100,60
1715671357.776285,2698335,48749,1,HR,1,100,59
1715671358.862305,2699371,48919,1,HR,1,100,59
1715671359.820434,2700285,48994,1,HR,1,100,59
1715671360.900165,2701315,49108,1,HR,1,100,59
1715671361.924336,2702292,49265,1,HR,1,100,59
1715671362.831100,2703157,49420,1,HR,1,100,60
1715671363.944375,2704219,49592,1,HR,1,100,59
1715671364.970643,2705198,49761,1,HR,1,100,59
1715671365.910952,2706095,49919,1,HR,1,100,60
1715671367.033662,2707166,50074,1,HR,1,100,59
1715671368.080895,2708165,50231,1,HR,1,100,59
1715671369.017011,2709058,50386,1,HR,1,100,60
1715671370.101983,2710093,50558,1,HR,1,100,59
1715671371.136637,2711080,50728,1,HR,1,100,59
1715671372.013000,2711916,50854,1,HR,1,100,61
1715671372.960647,2712820,51009,1,HR,1,100,62
1715671373.819190,2713639,51129,1,HR,1,100,63
1715671374.713374,2714492,51285,1,HR,1,100,64
1715671375.488055,2715231,51404,1,HR,1,100,67
1715671376.253300,2715961,51525,1,HR,1,100,70
1715671377.388589,2717044,51704,1,HR,1,100,66
1715671378.551134,2718153,51860,1,HR,1,100,63
1715671379.490395,2719049,52019,1,HR,1,100,63
1715671380.620442,2720127,52173,1,HR,1,100,61
1715671381.727428,2721183,52362,1,HR,1,100,60
1715671382.765227,2722173,52510,1,HR,1,100,59
1715671383.923578,2723278,52682,1,HR,1,100,58
1715671385.015888,2724320,52854,1,HR,1,100,57
1715671385.969825,2725230,52992,1,HR,1,100,58
1715671387.043265,2726254,53161,1,HR,1,100,58
1715671388.119850,2727281,53323,1,HR,1,100,57
1715671389.127249,2728242,53475,1,HR,1,100,58
1715671390.236331,2729300,53649,1,HR,1,100,57
1715671391.344365,2730357,53821,1,HR,1,100,57
1715671392.384261,2731349,53949,1,HR,1,100,57
1715671393.486005,2732400,54029,1,HR,1,100,56
1715671394.605570,2733468,54201,1,HR,1,100,56
1715671395.642321,2734457,54355,1,HR,1,100,56
1715671396.747210,2735511,54542,1,HR,1,100,56
1715671397.786057,2736502,54701,1,HR,1,100,56
1715671398.835387,2737503,54864,1,HR,1,100,57
1715671399.943421,2738560,55050,1,HR,1,100,56
1715671401.018958,2739586,55222,1,HR,1,100,56
1715671402.041033,2740561,55374,1,HR,1,100,57
1715671403.173177,2741641,55563,1,HR,1,100,56
1715671404.170094,2742592,55693,1,HR,1,100,57
1715671405.236196,2743609,55862,1,HR,1,100,57
1715671406.330602,2744653,56034,1,HR,1,100,57
1715671407.413477,2745686,56225,1,HR,1,100,56
1715671408.500546,2746723,56394,1,HR,1,100,56
1715671409.571890,2747745,56539,1,HR,1,100,56
1715671410.617027,2748742,56697,1,HR,1,100,56
1715671411.657971,2749735,56871,1,HR,1,100,57
1715671412.701011,2750730,57043,1,HR,1,100,57
1715671413.667527,2751652,57194,1,HR,1,100,58
1715671414.725243,2752661,57353,1,HR,1,100,58
1715671415.867870,2753751,57525,1,HR,1,100,57
1715671416.892042,2754728,57697,1,HR,1,100,57
1715671417.948710,2755736,57851,1,HR,1,100,57
1715671419.028440,2756766,58024,1,HR,1,100,57
1715671419.924721,2757621,58183,1,HR,1,100,59
1715671420.982437,2758630,58340,1,HR,1,100,59
1715671422.035961,2759635,58510,1,HR,1,100,58
1715671423.046504,2760599,58668,1,HR,1,100,59
1715671424.006731,2761515,58822,1,HR,1,100,60
1715671425.199675,2762653,59009,1,HR,1,100,58
1715671426.269971,2763674,59169,1,HR,1,100,57
1715671427.385343,2764738,59343,1,HR,1,100,57
1715671428.436769,2765741,59516,1,HR,1,100,57
1715671429.356113,2766618,59667,1,HR,1,100,59
1715671430.463098,2767674,59841,1,HR,1,100,58
1715671431.558553,2768719,60000,1,HR,1,100,57
1715671432.475799,2769594,60158,1,HR,1,100,59
1715671433.598509,2770665,60330,1,HR,1,100,58
1715671434.695012,2771711,60516,1,HR,1,100,57
1715671435.744342,2772712,60672,1,HR,1,100,57
1715671436.826169,2773744,60834,1,HR,1,100,57
1715671437.975086,2774840,61020,1,HR,1,100,56
1715671438.985630,2775804,61190,1,HR,1,100,57
1715671440.095760,2776863,61362,1,HR,1,100,56
1715671441.202746,2777919,61531,1,HR,1,100,56
1715671442.197565,2778868,61679,1,HR,1,100,57
1715671443.242702,2779865,61836,1,HR,1,100,57
1715671444.253246,2780829,62005,1,HR,1,100,58
1715671445.166299,2781700,62144,1,HR,1,100,59
1715671446.208291,2782694,62313,1,HR,1,100,59
1715671447.231414,2783670,62470,1,HR,1,100,59
1715671448.232523,2784625,62625,1,HR,1,100,59
1715671449.295481,2785639,62797,1,HR,1,100,59
1715671450.343763,2786639,62970,1,HR,1,100,59
1715671451.375273,2787623,63124,1,HR,1,100,59
1715671452.434037,2788633,63287,1,HR,1,100,58
1715671453.516912,2789666,63456,1,HR,1,100,58
1715671454.486573,2790591,63612,1,HR,1,100,59
1715671455.605090,2791658,63784,1,HR,1,100,58
1715671456.734089,2792735,63973,1,HR,1,100,57
1715671457.753019,2793707,64118,1,HR,1,100,57
1715671458.905081,2794806,64290,1,HR,1,100,56
1715671460.000535,2795851,64477,1,HR,1,100,56
1715671460.935603,2796743,64615,1,HR,1,100,58
1715671461.984933,2797744,64790,1,HR,1,100,58
1715671463.109739,2798817,64949,1,HR,1,100,57
1715671464.258656,2799913,65138,1,HR,1,100,56
1715671465.431684,2801032,65326,1,HR,1,100,55
1715671466.273454,2801835,65462,1,HR,1,100,59
1715671467.488412,2802994,115,1,HR,1,100,57
1715671467.882566,2803370,185,1,HR,1,100,78
1715671469.011566,2804447,361,1,HR,1,100,73
1715671469.298795,2804721,410,1,HR,1,100,104
1715671470.580844,2805944,616,1,HR,1,100,91
1715671471.597677,2806914,789,1,HR,1,100,84
1715671472.886015,2808143,996,1,HR,1,100,76
1715671477.363227,2812414,1701,1,HR,1,100,62
1715671478.140004,2813155,1819,1,HR,1,100,66
1715671478.934602,2813913,1945,1,HR,1,100,68
1715671479.861283,2814797,2100,1,HR,1,100,67
1715671480.784819,2815678,2253,1,HR,1,100,67
1715671481.581513,2816438,2373,1,HR,1,100,69
1715671482.470456,2817286,2516,1,HR,1,100,69
1715671483.309082,2818086,2652,1,HR,1,100,69
1715671484.200121,2818936,2789,1,HR,1,100,69
1715671485.075437,2819771,2933,1,HR,1,100,69
1715671486.018890,2820671,3087,1,HR,1,100,68
1715671486.944523,2821554,3223,1,HR,1,100,67
1715671487.914184,2822479,3398,1,HR,1,100,66
1715671488.862879,2823384,3536,1,HR,1,100,66
1715671489.816815,2824294,3695,1,HR,1,100,65
1715671490.763414,2825197,3833,1,HR,1,100,65
1715671491.827420,2826212,4005,1,HR,1,100,63
1715671492.841108,2827179,4179,1,HR,1,100,62
1715671493.789804,2828084,4332,1,HR,1,100,62
1715671494.741643,2828992,4487,1,HR,1,100,63
1715671495.783635,2829986,4647,1,HR,1,100,62
1715671496.826676,2830981,4819,1,HR,1,100,61
1715671497.344527,2831475,4892,1,HR,1,100,73
1715671498.515458,2832592,5080,1,HR,1,100,68
1715671499.169586,2833216,5184,1,HR,1,100,74
1715671500.949568,2834914,5474,1,HR,1,100,65
1715671502.328059,2836229,5700,1,HR,1,100,60
1715671503.230629,2837090,5835,1,HR,1,100,62
1715671504.123766,2837942,5990,1,HR,1,100,63
1715671504.851273,2838636,6112,1,HR,1,100,67
1715671505.680464,2839427,6233,1,HR,1,100,69
1715671506.561021,2840267,6374,1,HR,1,100,68
1715671507.341991,2841012,6495,1,HR,1,100,71
1715671508.211016,2841841,6634,1,HR,1,100,70
1715671509.047545,2842639,6755,1,HR,1,100,70
1715671509.835853,2843391,6890,1,HR,1,100,72
1715671510.652465,2844170,7031,1,HR,1,100,72
1715671511.512056,2844990,7156,1,HR,1,100,72
1715671512.277302,2845720,7278,1,HR,1,100,73
1715671514.451438,2847794,7630,1,HR,1,100,63
1715671515.336188,2848638,7773,1,HR,1,100,64
1715671515.856136,2849134,7862,1,HR,1,100,76
1715671516.683230,2849923,7985,1,HR,1,100,75
1715671517.974713,2851155,8210,1,HR,1,100,69
1715671518.708511,2851855,8328,1,HR,1,100,72
1715671519.421342,2852535,8432,1,HR,1,100,75
1715671519.793482,2852890,8502,1,HR,1,100,94
1715671522.082930,2855074,8866,1,HR,1,100,79
1715671523.562056,2856485,9109,1,HR,1,100,71
1715671524.552682,2857430,9261,1,HR,1,100,68
1715671527.726879,2860458,9761,1,HR,1,100,57
1715671534.512408,2866931,10856,1,HR,1,100,47
1715671535.575365,2867945,11022,1,HR,1,100,49
1715671536.545026,2868870,11177,1,HR,1,100,52
1715671537.344865,2869633,11300,1,HR,1,100,57
1715671538.382664,2870623,11460,1,HR,1,100,57
1715671539.394256,2871588,11613,1,HR,1,100,58
1715671540.227640,2872383,11754,1,HR,1,100,61
1715671541.346157,2873450,11923,1,HR,1,100,60
1715671542.357749,2874415,12097,1,HR,1,100,60
1715671543.197423,2875216,12233,1,HR,1,100,62
1715671544.091607,2876069,12378,1,HR,1,100,63
1715671544.985791,2876922,12514,1,HR,1,100,64
1715671545.818127,2877716,12652,1,HR,1,100,66
1715671547.047762,2878889,12857,1,HR,1,100,62
1715671548.013229,2879810,13012,1,HR,1,100,62
1715671548.843468,2880602,13139,1,HR,1,100,65
1715671549.864495,2881576,13290,1,HR,1,100,63
1715671550.688444,2882362,13428,1,HR,1,100,66
1715671551.563760,2883197,13565,1,HR,1,100,66
1715671552.512455,2884102,13724,1,HR,1,100,66
1715671553.422363,2884970,13859,1,HR,1,100,66
1715671554.296630,2885804,14005,1,HR,1,100,66
1715671555.449740,2886904,14190,1,HR,1,100,63
1715671557.725560,2889075,14566,1,HR,1,100,55
1715671560.249823,2891483,14965,1,HR,1,100,48
1715671561.123042,2892316,15103,1,HR,1,100,53
1715671561.911350,2893068,15238,1,HR,1,100,58
1715671562.841176,2893955,15379,1,HR,1,100,60
1715671563.812933,2894882,15533,1,HR,1,100,60
1715671565.102319,2896112,15741,1,HR,1,100,57
1715671565.967152,2896937,15882,1,HR,1,100,60
1715671566.869723,2897798,16035,1,HR,1,100,61
1715671567.835190,2898719,16192,1,HR,1,100,62
1715671568.814286,2899653,16347,1,HR,1,100,62
1715671569.960057,2900746,16502,1,HR,1,100,60
1715671570.729496,2901480,16627,1,HR,1,100,64
1715671571.932924,2902628,16832,1,HR,1,100,61
1715671573.715003,2904328,17108,1,HR,1,100,55
1715671574.427835,2905008,17229,1,HR,1,100,61
1715671575.741332,2906261,17437,1,HR,1,100,58
1715671576.910166,2907376,17627,1,HR,1,100,57
1715671577.913372,2908333,17798,1,HR,1,100,57
1715671578.646121,2909032,17921,1,HR,1,100,63
1715671581.152563,2911423,18318,1,HR,1,100,54
1715671581.685090,2911931,18385,1,HR,1,100,68
1715671583.200905,2913377,18628,1,HR,1,100,62
1715671583.990261,2914130,18765,1,HR,1,100,65
1715671587.990505,2917946,19400,1,HR,1,100,54
1715671588.619474,2918546,19503,1,HR,1,100,63
1715671591.679409,2921465,19980,1,HR,1,100,53
1715671595.657638,2925260,20616,1,HR,1,100,45
1715671597.310779,2926837,20877,1,HR,1,100,43
1715671598.385267,2927862,21049,1,HR,1,100,46
1715671599.036251,2928483,21171,1,HR,1,100,56
1715671600.895902,2930257,21459,1,HR,1,100,51
1715671602.097233,2931403,21634,1,HR,1,100,51
1715671602.736685,2932013,21726,1,HR,1,100,61
1715671603.574262,2932812,21864,1,HR,1,100,63
1715671604.363619,2933565,21985,1,HR,1,100,66
1715671605.495763,2934645,22172,1,HR,1,100,63
1715671606.389947,2935498,22311,1,HR,1,100,64
1715671607.242201,2936311,22447,1,HR,1,100,66
1715671608.381683,2937398,22626,1,HR,1,100,63
1715671609.121770,2938104,22745,1,HR,1,100,67
1715671609.975071,2938918,22882,1,HR,1,100,68
1715671611.053753,2939947,23055,1,HR,1,100,65
1715671611.776020,2940636,23174,1,HR,1,100,69
1715671612.599969,2941422,23296,1,HR,1,100,70
1715671613.637768,2942412,23474,1,HR,1,100,67
1715671614.479538,2943215,23592,1,HR,1,100,69
1715671615.231156,2943932,23715,1,HR,1,100,71
1715671616.518446,2945160,23919,1,HR,1,100,66
1715671617.275306,2945882,24045,1,HR,1,100,69
1715671618.010152,2946583,24165,1,HR,1,100,72
1715671619.869803,2948357,24476,1,HR,1,100,63
1715671620.646580,2949098,24597,1,HR,1,100,67
1715671622.714840,2951071,24919,1,HR,1,100,58
1715671624.001082,2952298,25124,1,HR,1,100,56
1715671625.030495,2953280,25302,1,HR,1,100,56
1715671626.124901,2954324,25471,1,HR,1,100,56
1715671628.121878,2956229,25779,1,HR,1,100,50
1715671628.682709,2956764,25883,1,HR,1,100,63
1715671629.810660,2957840,26043,1,HR,1,100,61
1715671630.709038,2958697,26200,1,HR,1,100,62
1715671631.548711,2959498,26319,1,HR,1,100,65
1715671632.677711,2960575,26491,1,HR,1,100,62
1715671633.570847,2961427,26628,1,HR,1,100,63
1715671634.490190,2962304,26780,1,HR,1,100,64
1715671635.597176,2963360,26957,1,HR,1,100,62
1715671636.574174,2964292,27115,1,HR,1,100,62
1715671637.352000,2965034,27236,1,HR,1,100,65
1715671638.512448,2966141,27425,1,HR,1,100,62
1715671640.481121,2968019,27736,1,HR,1,100,55
1715671641.406754,2968902,27889,1,HR,1,100,57
1715671642.222317,2969680,28027,1,HR,1,100,61
1715671643.168915,2970583,28166,1,HR,1,100,62
1715671644.250742,2971615,28340,1,HR,1,100,60
1715671644.997119,2972327,28476,1,HR,1,100,65
1715671646.054835,2973336,28615,1,HR,1,100,63
1715671647.225766,2974453,28806,1,HR,1,100,61
1715671647.972143,2975165,28926,1,HR,1,100,65
1715671649.079128,2976221,29116,1,HR,1,100,63
1715671650.331825,2977416,29302,1,HR,1,100,59
1715671651.002725,2978056,29427,1,HR,1,100,66
1715671651.918924,2978930,29565,1,HR,1,100,66
1715671653.043730,2980003,29756,1,HR,1,100,63
1715671654.227240,2981132,29927,1,HR,1,100,61
1715671655.151825,2982014,30083,1,HR,1,100,62
1715671656.261955,2983073,30272,1,HR,1,100,60
1715671657.477962,2984233,30463,1,HR,1,100,58
1715671658.445526,2985156,30620,1,HR,1,100,59
1715671659.529450,2986190,30792,1,HR,1,100,58
1715671660.712960,2987319,30977,1,HR,1,100,57
1715671661.676331,2988238,31139,1,HR,1,100,58
1715671662.760254,2989272,31311,1,HR,1,100,57
1715671664.017144,2990471,31481,1,HR,1,100,55
1715671664.772955,2991192,31619,1,HR,1,100,61
1715671665.862120,2992231,31788,1,HR,1,100,59
1715671666.986927,2993304,31962,1,HR,1,100,58
1715671668.276313,2994534,32173,1,HR,1,100,56
1715671668.890606,2995120,32277,1,HR,1,100,65
1715671669.994447,2996173,32449,1,HR,1,100,63
1715671671.324717,2997442,32667,1,HR,1,100,59
1715671671.847810,2997941,32751,1,HR,1,100,71
1715671672.971568,2999013,32920,1,HR,1,100,67
1715671674.341672,3000320,33143,1,HR,1,100,62
1715671675.167718,3001108,33261,1,HR,1,100,65
1715671676.175117,3002069,33436,1,HR,1,100,64
1715671677.235978,3003081,33590,1,HR,1,100,62
1715671678.316757,3004112,33769,1,HR,1,100,61
1715671679.084099,3004844,33890,1,HR,1,100,65
1715671680.299058,3006003,34091,1,HR,1,100,61
1715671681.562237,3007208,34279,1,HR,1,100,58
1715671682.171289,3007789,34385,1,HR,1,100,67
1715671682.917666,3008501,34504,1,HR,1,100,70
1715671684.442916,3009956,34735,1,HR,1,100,63
1715671684.852794,3010347,34805,1,HR,1,100,82
1715671685.905269,3011351,34978,1,HR,1,100,76
1715671687.255456,3012639,35185,1,HR,1,100,69
1715671687.988205,3013338,35305,1,HR,1,100,72
1715671689.139218,3014436,35465,1,HR,1,100,68
1715671690.398205,3015637,35668,1,HR,1,100,64
1715671690.986291,3016198,35770,1,HR,1,100,72
1715671693.731741,3018817,36201,1,HR,1,100,61
1715671694.270558,3019331,36264,1,HR,1,100,72
1715671695.506482,3020510,36436,1,HR,1,100,67
1715671695.696221,3020691,36456,1,HR,1,100,122
1715671696.454129,3021414,36576,1,HR,1,100,113
1715671697.325251,3022245,36731,1,HR,1,100,103
1715671698.708983,3023565,36951,1,HR,1,100,90
1715671698.879853,3023728,36973,1,HR,1,100,148
1715671699.552850,3024370,37080,1,HR,1,100,135
1715671700.495255,3025269,37234,1,HR,1,100,119
1715671701.869553,3026580,37461,1,HR,1,100,103
1715671702.050905,3026753,37479,1,HR,1,100,158
1715671702.632702,3027308,37583,1,HR,1,100,146
1715671703.589783,3028221,37736,1,HR,1,100,127
1715671705.020688,3029586,37958,1,HR,1,100,108
1715671705.673768,3030209,38046,1,HR,1,100,105
1715671706.737774,3031224,38234,1,HR,1,100,94
1715671707.909753,3032342,38425,1,HR,1,100,85
1715671708.951745,3033336,38578,1,HR,1,100,79
1715671709.854316,3034197,38730,1,HR,1,100,76
1715671711.504311,3035771,38973,1,HR,1,100,67
1715671712.119653,3036358,39064,1,HR,1,100,74
1715671713.173176,3037363,39236,1,HR,1,100,70
1715671714.517073,3038645,39458,1,HR,1,100,65
1715671715.378761,3039467,39594,1,HR,1,100,66
1715671716.310683,3040356,39736,1,HR,1,100,66
1715671717.495242,3041486,39924,1,HR,1,100,62
1715671718.410392,3042359,40062,1,HR,1,100,63
1715671719.395777,3043299,40234,1,HR,1,100,63
1715671720.649522,3044495,40421,1,HR,1,100,59
1715671721.808921,3045601,40585,1,HR,1,100,58
1715671722.535381,3046294,40710,1,HR,1,100,63
1715671723.716794,3047421,40895,1,HR,1,100,61
1715671724.977877,3048624,41088,1,HR,1,100,58
1715671725.905607,3049509,41226,1,HR,1,100,59
1715671727.078634,3050628,41388,1,HR,1,100,58
1715671728.494863,3051979,41611,1,HR,1,100,54
1715671729.297847,3052745,41716,1,HR,1,100,59
1715671730.304197,3053705,41888,1,HR,1,100,59
