LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EM
1715671231.561056,2577933.000,29023,4,EM,1,100,PS
1715671231.613733,2577983.250,29057,4,EM,1,100,RS
1715671231.666409,2578033.500,29057,4,EM,1,100,RB
1715671231.719085,2578083.750,29057,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671231.771761,2578134.000,29057,4,EM,1,100,PS
1715671231.824437,2578184.250,29091,4,EM,1,100,RS
1715671231.877113,2578234.500,29091,4,EM,1,100,RB
1715671231.929790,2578284.750,29091,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671231.982466,2578335.000,29091,4,EM,1,100,PS
1715671232.035142,2578385.250,29125,4,EM,1,100,RS
1715671232.087818,2578435.500,29125,4,EM,1,100,RB
1715671232.140494,2578485.750,29125,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671232.193170,2578536.000,29125,4,EM,1,100,PS
1715671232.245847,2578586.250,29159,4,EM,1,100,RS
1715671232.298523,2578636.500,29159,4,EM,1,100,RB
1715671232.351199,2578686.750,29159,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671232.403875,2578737.000,29159,4,EM,1,100,PS
1715671232.456551,2578787.250,29192,4,EM,1,100,RS
1715671232.509227,2578837.500,29192,4,EM,1,100,RB
1715671232.561903,2578887.750,29192,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671232.614580,2578938.000,29192,4,EM,1,100,PS
1715671232.667256,2578988.250,29231,4,EM,1,100,RS
1715671232.719932,2579038.500,29231,4,EM,1,100,RB
1715671232.772608,2579088.750,29231,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671232.825284,2579139.000,29231,4,EM,1,100,PS
1715671232.877960,2579189.250,29262,4,EM,1,100,RS
1715671232.930637,2579239.500,29262,4,EM,1,100,RB
1715671232.983313,2579289.750,29262,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671233.035989,2579340.000,29262,4,EM,1,100,PS
1715671233.088665,2579390.250,29299,4,EM,1,100,RS
1715671233.141341,2579440.500,29299,4,EM,1,100,RB
1715671233.194017,2579490.750,29299,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671233.246694,2579541.000,29299,4,EM,1,100,PS
1715671233.299370,2579591.250,29333,4,EM,1,100,RS
1715671233.352046,2579641.500,29333,4,EM,1,100,RB
1715671233.404722,2579691.750,29333,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671233.457398,2579742.000,29333,4,EM,1,100,PS
1715671233.515316,2579797.250,29366,4,EM,1,100,RS
1715671233.573233,2579852.500,29366,4,EM,1,100,RB
1715671233.631151,2579907.750,29366,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671233.689069,2579963.000,29366,4,EM,1,100,PS
1715671233.744889,2580016.250,29403,4,EM,1,100,RS
1715671233.800710,2580069.500,29403,4,EM,1,100,RB
1715671233.856531,2580122.750,29403,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671233.912353,2580176.000,29403,4,EM,1,100,PS
1715671233.965029,2580226.250,29435,4,EM,1,100,RS
1715671234.017705,2580276.500,29435,4,EM,1,100,RB
1715671234.070381,2580326.750,29435,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671234.123057,2580377.000,29435,4,EM,1,100,PS
1715671234.175995,2580427.500,29468,4,EM,1,100,RS
1715671234.228934,2580478.000,29468,4,EM,1,100,RB
1715671234.281872,2580528.500,29468,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671234.334810,2580579.000,29468,4,EM,1,100,PS
1715671234.387486,2580629.250,29502,4,EM,1,100,RS
1715671234.440162,2580679.500,29502,4,EM,1,100,RB
1715671234.492839,2580729.750,29502,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671234.545515,2580780.000,29502,4,EM,1,100,PS
1715671234.598191,2580830.250,29536,4,EM,1,100,RS
1715671234.650867,2580880.500,29536,4,EM,1,100,RB
1715671234.703543,2580930.750,29536,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671234.756219,2580981.000,29536,4,EM,1,100,PS
1715671234.808896,2581031.250,29569,4,EM,1,100,RS
1715671234.861572,2581081.500,29569,4,EM,1,100,RB
1715671234.914248,2581131.750,29569,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671234.966924,2581182.000,29569,4,EM,1,100,PS
1715671235.019600,2581232.250,29604,4,EM,1,100,RS
1715671235.072276,2581282.500,29604,4,EM,1,100,RB
1715671235.124953,2581332.750,29604,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671235.177629,2581383.000,29604,4,EM,1,100,PS
1715671235.231353,2581434.250,29638,4,EM,1,100,RS
1715671235.285078,2581485.500,29638,4,EM,1,100,RB
1715671235.338802,2581536.750,29638,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671235.392526,2581588.000,29638,4,EM,1,100,PS
1715671235.445203,2581638.250,29671,4,EM,1,100,RS
1715671235.497879,2581688.500,29671,4,EM,1,100,RB
1715671235.550555,2581738.750,29671,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671235.603231,2581789.000,29671,4,EM,1,100,PS
1715671235.658266,2581841.500,29708,4,EM,1,100,RS
1715671235.713301,2581894.000,29708,4,EM,1,100,RB
1715671235.768335,2581946.500,29708,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671235.823370,2581999.000,29708,4,EM,1,100,PS
1715671235.876046,2582049.250,29741,4,EM,1,100,RS
1715671235.928723,2582099.500,29741,4,EM,1,100,RB
1715671235.981399,2582149.750,29741,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671236.034075,2582200.000,29741,4,EM,1,100,PS
1715671236.086751,2582250.250,29775,4,EM,1,100,RS
1715671236.139427,2582300.500,29775,4,EM,1,100,RB
1715671236.192103,2582350.750,29775,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671236.244780,2582401.000,29775,4,EM,1,100,PS
1715671236.297718,2582451.500,29810,4,EM,1,100,RS
1715671236.350656,2582502.000,29810,4,EM,1,100,RB
1715671236.403594,2582552.500,29810,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671236.456532,2582603.000,29810,4,EM,1,100,PS
1715671236.509995,2582654.000,29843,4,EM,1,100,RS
1715671236.563457,2582705.000,29843,4,EM,1,100,RB
1715671236.616920,2582756.000,29843,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671236.670382,2582807.000,29843,4,EM,1,100,PS
1715671236.729610,2582863.500,29882,4,EM,1,100,RS
1715671236.788838,2582920.000,29882,4,EM,1,100,RB
1715671236.848066,2582976.500,29882,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671236.907294,2583033.000,29882,4,EM,1,100,PS
1715671236.959970,2583083.250,29919,4,EM,1,100,RS
1715671237.012646,2583133.500,29919,4,EM,1,100,RB
1715671237.065322,2583183.750,29919,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671237.117998,2583234.000,29919,4,EM,1,100,PS
1715671237.170675,2583284.250,29952,4,EM,1,100,RS
1715671237.223351,2583334.500,29952,4,EM,1,100,RB
1715671237.276027,2583384.750,29952,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671237.328703,2583435.000,29952,4,EM,1,100,PS
1715671237.381379,2583485.250,29984,4,EM,1,100,RS
1715671237.434055,2583535.500,29984,4,EM,1,100,RB
1715671237.486732,2583585.750,29984,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671237.539407,2583636.000,29984,4,EM,1,100,PS
1715671237.594442,2583688.500,30023,4,EM,1,100,RS
1715671237.649477,2583741.000,30023,4,EM,1,100,RB
1715671237.704512,2583793.500,30023,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671237.759547,2583846.000,30023,4,EM,1,100,PS
1715671237.812223,2583896.250,30056,4,EM,1,100,RS
1715671237.864899,2583946.500,30056,4,EM,1,100,RB
1715671237.917575,2583996.750,30056,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671237.970251,2584047.000,30056,4,EM,1,100,PS
1715671238.022928,2584097.250,30090,4,EM,1,100,RS
1715671238.075604,2584147.500,30090,4,EM,1,100,RB
1715671238.128280,2584197.750,30090,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671238.180956,2584248.000,30090,4,EM,1,100,PS
1715671238.241494,2584305.750,30127,4,EM,1,100,RS
1715671238.302033,2584363.500,30127,4,EM,1,100,RB
1715671238.362571,2584421.250,30127,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671238.423109,2584479.000,30127,4,EM,1,100,PS
1715671238.475785,2584529.250,30158,4,EM,1,100,RS
1715671238.528461,2584579.500,30158,4,EM,1,100,RB
1715671238.581138,2584629.750,30158,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671238.633814,2584680.000,30158,4,EM,1,100,PS
1715671238.686490,2584730.250,30192,4,EM,1,100,RS
1715671238.739166,2584780.500,30192,4,EM,1,100,RB
1715671238.791842,2584830.750,30192,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671238.844518,2584881.000,30192,4,EM,1,100,PS
1715671238.897195,2584931.250,30229,4,EM,1,100,RS
1715671238.949871,2584981.500,30229,4,EM,1,100,RB
1715671239.002547,2585031.750,30229,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671239.055223,2585082.000,30229,4,EM,1,100,PS
1715671239.107899,2585132.250,30262,4,EM,1,100,RS
1715671239.160575,2585182.500,30262,4,EM,1,100,RB
1715671239.213252,2585232.750,30262,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671239.265928,2585283.000,30262,4,EM,1,100,PS
1715671239.318604,2585333.250,30296,4,EM,1,100,RS
1715671239.371280,2585383.500,30296,4,EM,1,100,RB
1715671239.423956,2585433.750,30296,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671239.476632,2585484.000,30296,4,EM,1,100,PS
1715671239.531667,2585536.500,30330,4,EM,1,100,RS
1715671239.586702,2585589.000,30330,4,EM,1,100,RB
1715671239.641737,2585641.500,30330,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671239.696772,2585694.000,30330,4,EM,1,100,PS
1715671239.749448,2585744.250,30364,4,EM,1,100,RS
1715671239.802124,2585794.500,30364,4,EM,1,100,RB
1715671239.854800,2585844.750,30364,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671239.907476,2585895.000,30364,4,EM,1,100,PS
1715671239.960152,2585945.250,30398,4,EM,1,100,RS
1715671240.012829,2585995.500,30398,4,EM,1,100,RB
1715671240.065505,2586045.750,30398,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671240.118181,2586096.000,30398,4,EM,1,100,PS
1715671240.170857,2586146.250,30431,4,EM,1,100,RS
1715671240.223533,2586196.500,30431,4,EM,1,100,RB
1715671240.276209,2586246.750,30431,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671240.328886,2586297.000,30431,4,EM,1,100,PS
1715671240.381562,2586347.250,30468,4,EM,1,100,RS
1715671240.434238,2586397.500,30468,4,EM,1,100,RB
1715671240.486914,2586447.750,30468,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671240.539590,2586498.000,30468,4,EM,1,100,PS
1715671240.592791,2586548.750,30500,4,EM,1,100,RS
1715671240.645991,2586599.500,30500,4,EM,1,100,RB
1715671240.699191,2586650.250,30500,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671240.752391,2586701.000,30500,4,EM,1,100,PS
1715671240.805068,2586751.250,30536,4,EM,1,100,RS
1715671240.857744,2586801.500,30536,4,EM,1,100,RB
1715671240.910420,2586851.750,30536,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671240.963096,2586902.000,30536,4,EM,1,100,PS
1715671241.015772,2586952.250,30570,4,EM,1,100,RS
1715671241.068448,2587002.500,30570,4,EM,1,100,RB
1715671241.121125,2587052.750,30570,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671241.173801,2587103.000,30570,4,EM,1,100,PS
1715671241.226477,2587153.250,30603,4,EM,1,100,RS
1715671241.279153,2587203.500,30603,4,EM,1,100,RB
1715671241.331829,2587253.750,30603,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671241.384505,2587304.000,30603,4,EM,1,100,PS
1715671241.438230,2587355.250,30640,4,EM,1,100,RS
1715671241.491954,2587406.500,30640,4,EM,1,100,RB
1715671241.545679,2587457.750,30640,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671241.599403,2587509.000,30640,4,EM,1,100,PS
1715671241.652079,2587559.250,30672,4,EM,1,100,RS
1715671241.704756,2587609.500,30672,4,EM,1,100,RB
1715671241.757432,2587659.750,30672,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671241.810108,2587710.000,30672,4,EM,1,100,PS
1715671241.862784,2587760.250,30705,4,EM,1,100,RS
1715671241.915460,2587810.500,30705,4,EM,1,100,RB
1715671241.968136,2587860.750,30705,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671242.020813,2587911.000,30705,4,EM,1,100,PS
1715671242.093930,2587980.750,30747,4,EM,1,100,RS
1715671242.167048,2588050.500,30747,4,EM,1,100,RB
1715671242.240165,2588120.250,30747,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671242.313283,2588190.000,30747,4,EM,1,100,PS
1715671242.367532,2588241.750,30781,4,EM,1,100,RS
1715671242.421780,2588293.500,30781,4,EM,1,100,RB
1715671242.476029,2588345.250,30781,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671242.530277,2588397.000,30781,4,EM,1,100,PS
1715671242.584002,2588448.250,30815,4,EM,1,100,RS
1715671242.637726,2588499.500,30815,4,EM,1,100,RB
1715671242.691451,2588550.750,30815,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671242.745175,2588602.000,30815,4,EM,1,100,PS
1715671242.800472,2588654.750,30851,4,EM,1,100,RS
1715671242.855769,2588707.500,30851,4,EM,1,100,RB
1715671242.911066,2588760.250,30851,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671242.966363,2588813.000,30851,4,EM,1,100,PS
1715671243.019039,2588863.250,30885,4,EM,1,100,RS
1715671243.071715,2588913.500,30885,4,EM,1,100,RB
1715671243.124391,2588963.750,30885,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671243.177067,2589014.000,30885,4,EM,1,100,PS
1715671243.235771,2589070.000,30922,4,EM,1,100,RS
1715671243.294475,2589126.000,30922,4,EM,1,100,RB
1715671243.353179,2589182.000,30922,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671243.411882,2589238.000,30922,4,EM,1,100,PS
1715671243.468228,2589291.750,30955,4,EM,1,100,RS
1715671243.524573,2589345.500,30955,4,EM,1,100,RB
1715671243.580918,2589399.250,30955,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671243.637263,2589453.000,30955,4,EM,1,100,PS
1715671243.689939,2589503.250,30987,4,EM,1,100,RS
1715671243.742615,2589553.500,30987,4,EM,1,100,RB
1715671243.795291,2589603.750,30987,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671243.847968,2589654.000,30987,4,EM,1,100,PS
1715671243.900644,2589704.250,31021,4,EM,1,100,RS
1715671243.953320,2589754.500,31021,4,EM,1,100,RB
1715671244.005996,2589804.750,31021,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671244.058672,2589855.000,31021,4,EM,1,100,PS
1715671244.111348,2589905.250,31057,4,EM,1,100,RS
1715671244.164025,2589955.500,31057,4,EM,1,100,RB
1715671244.216701,2590005.750,31057,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671244.269377,2590056.000,31057,4,EM,1,100,PS
1715671244.322053,2590106.250,31091,4,EM,1,100,RS
1715671244.374729,2590156.500,31091,4,EM,1,100,RB
1715671244.427405,2590206.750,31091,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671244.480082,2590257.000,31091,4,EM,1,100,PS
1715671244.535640,2590310.000,31127,4,EM,1,100,RS
1715671244.591199,2590363.000,31127,4,EM,1,100,RB
1715671244.646758,2590416.000,31127,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671244.702317,2590469.000,31127,4,EM,1,100,PS
1715671244.754731,2590519.000,31159,4,EM,1,100,RS
1715671244.807146,2590569.000,31159,4,EM,1,100,RB
1715671244.859560,2590619.000,31159,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671244.911974,2590669.000,31159,4,EM,1,100,PS
1715671244.964650,2590719.250,31193,4,EM,1,100,RS
1715671245.017326,2590769.500,31193,4,EM,1,100,RB
1715671245.070002,2590819.750,31193,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671245.122678,2590870.000,31193,4,EM,1,100,PS
1715671245.175354,2590920.250,31226,4,EM,1,100,RS
1715671245.228031,2590970.500,31226,4,EM,1,100,RB
1715671245.280707,2591020.750,31226,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671245.333383,2591071.000,31226,4,EM,1,100,PS
1715671245.386059,2591121.250,31260,4,EM,1,100,RS
1715671245.438735,2591171.500,31260,4,EM,1,100,RB
1715671245.491411,2591221.750,31260,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671245.544088,2591272.000,31260,4,EM,1,100,PS
1715671245.596764,2591322.250,31297,4,EM,1,100,RS
1715671245.649440,2591372.500,31297,4,EM,1,100,RB
1715671245.702116,2591422.750,31297,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671245.754792,2591473.000,31297,4,EM,1,100,PS
1715671245.807468,2591523.250,31328,4,EM,1,100,RS
1715671245.860145,2591573.500,31328,4,EM,1,100,RB
1715671245.912821,2591623.750,31328,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671245.965497,2591674.000,31328,4,EM,1,100,PS
1715671246.018173,2591724.250,31365,4,EM,1,100,RS
1715671246.070849,2591774.500,31365,4,EM,1,100,RB
1715671246.123525,2591824.750,31365,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671246.176202,2591875.000,31365,4,EM,1,100,PS
1715671246.228878,2591925.250,31399,4,EM,1,100,RS
1715671246.281554,2591975.500,31399,4,EM,1,100,RB
1715671246.334230,2592025.750,31399,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671246.386906,2592076.000,31399,4,EM,1,100,PS
1715671246.441941,2592128.500,31432,4,EM,1,100,RS
1715671246.496976,2592181.000,31432,4,EM,1,100,RB
1715671246.552011,2592233.500,31432,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671246.607045,2592286.000,31432,4,EM,1,100,PS
1715671246.659722,2592336.250,31469,4,EM,1,100,RS
1715671246.712398,2592386.500,31469,4,EM,1,100,RB
1715671246.765074,2592436.750,31469,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671246.817750,2592487.000,31469,4,EM,1,100,PS
1715671246.870426,2592537.250,31502,4,EM,1,100,RS
1715671246.923102,2592587.500,31502,4,EM,1,100,RB
1715671246.975779,2592637.750,31502,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671247.028455,2592688.000,31502,4,EM,1,100,PS
1715671247.081131,2592738.250,31534,4,EM,1,100,RS
1715671247.133807,2592788.500,31534,4,EM,1,100,RB
1715671247.186483,2592838.750,31534,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671247.239159,2592889.000,31534,4,EM,1,100,PS
1715671247.291836,2592939.250,31568,4,EM,1,100,RS
1715671247.344512,2592989.500,31568,4,EM,1,100,RB
1715671247.397188,2593039.750,31568,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671247.449864,2593090.000,31568,4,EM,1,100,PS
1715671247.514858,2593152.000,31588,4,EM,1,100,RS
1715671247.579851,2593214.000,31588,4,EM,1,100,RB
1715671247.644844,2593276.000,31588,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671247.709838,2593338.000,31588,4,EM,1,100,PS
1715671247.776666,2593401.750,31631,4,EM,1,100,RS
1715671247.843494,2593465.500,31631,4,EM,1,100,RB
1715671247.910322,2593529.250,31631,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671247.977150,2593593.000,31631,4,EM,1,100,PS
1715671248.029826,2593643.250,31665,4,EM,1,100,RS
1715671248.082502,2593693.500,31665,4,EM,1,100,RB
1715671248.135178,2593743.750,31665,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671248.187854,2593794.000,31665,4,EM,1,100,PS
1715671248.240530,2593844.250,31699,4,EM,1,100,RS
1715671248.293207,2593894.500,31699,4,EM,1,100,RB
1715671248.345883,2593944.750,31699,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671248.398559,2593995.000,31699,4,EM,1,100,PS
1715671248.451235,2594045.250,31732,4,EM,1,100,RS
1715671248.503911,2594095.500,31732,4,EM,1,100,RB
1715671248.556587,2594145.750,31732,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671248.609264,2594196.000,31732,4,EM,1,100,PS
1715671248.661940,2594246.250,31766,4,EM,1,100,RS
1715671248.714616,2594296.500,31766,4,EM,1,100,RB
1715671248.767292,2594346.750,31766,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671248.819968,2594397.000,31766,4,EM,1,100,PS
1715671248.872644,2594447.250,31797,4,EM,1,100,RS
1715671248.925321,2594497.500,31797,4,EM,1,100,RB
1715671248.977997,2594547.750,31797,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671249.030673,2594598.000,31797,4,EM,1,100,PS
1715671249.083349,2594648.250,31834,4,EM,1,100,RS
1715671249.136025,2594698.500,31834,4,EM,1,100,RB
1715671249.188701,2594748.750,31834,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671249.241378,2594799.000,31834,4,EM,1,100,PS
1715671249.294840,2594850.000,31868,4,EM,1,100,RS
1715671249.348302,2594901.000,31868,4,EM,1,100,RB
1715671249.401765,2594952.000,31868,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671249.455227,2595003.000,31868,4,EM,1,100,PS
1715671249.508165,2595053.500,31899,4,EM,1,100,RS
1715671249.561104,2595104.000,31899,4,EM,1,100,RB
1715671249.614042,2595154.500,31899,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671249.666980,2595205.000,31899,4,EM,1,100,PS
1715671249.719656,2595255.250,31935,4,EM,1,100,RS
1715671249.772332,2595305.500,31935,4,EM,1,100,RB
1715671249.825009,2595355.750,31935,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671249.877685,2595406.000,31935,4,EM,1,100,PS
1715671249.930361,2595456.250,31969,4,EM,1,100,RS
1715671249.983037,2595506.500,31969,4,EM,1,100,RB
1715671250.035713,2595556.750,31969,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671250.088389,2595607.000,31969,4,EM,1,100,PS
1715671250.141328,2595657.500,32000,4,EM,1,100,RS
1715671250.194266,2595708.000,32000,4,EM,1,100,RB
1715671250.247204,2595758.500,32000,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671250.300142,2595809.000,32000,4,EM,1,100,PS
1715671250.352556,2595859.000,32034,4,EM,1,100,RS
1715671250.404970,2595909.000,32034,4,EM,1,100,RB
1715671250.457385,2595959.000,32034,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671250.509799,2596009.000,32034,4,EM,1,100,PS
1715671250.572433,2596068.750,32072,4,EM,1,100,RS
1715671250.635068,2596128.500,32072,4,EM,1,100,RB
1715671250.697703,2596188.250,32072,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671250.760338,2596248.000,32072,4,EM,1,100,PS
1715671250.813014,2596298.250,32107,4,EM,1,100,RS
1715671250.865690,2596348.500,32107,4,EM,1,100,RB
1715671250.918366,2596398.750,32107,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671250.971043,2596449.000,32107,4,EM,1,100,PS
1715671251.023719,2596499.250,32141,4,EM,1,100,RS
1715671251.076395,2596549.500,32141,4,EM,1,100,RB
1715671251.129071,2596599.750,32141,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671251.181747,2596650.000,32141,4,EM,1,100,PS
1715671251.264037,2596728.500,32176,4,EM,1,100,RS
1715671251.346328,2596807.000,32176,4,EM,1,100,RB
1715671251.428618,2596885.500,32176,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671251.510908,2596964.000,32176,4,EM,1,100,PS
1715671251.566205,2597016.750,32210,4,EM,1,100,RS
1715671251.621501,2597069.500,32210,4,EM,1,100,RB
1715671251.676798,2597122.250,32210,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671251.732095,2597175.000,32210,4,EM,1,100,PS
1715671251.785295,2597225.750,32246,4,EM,1,100,RS
1715671251.838496,2597276.500,32246,4,EM,1,100,RB
1715671251.891696,2597327.250,32246,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671251.944896,2597378.000,32246,4,EM,1,100,PS
1715671251.997573,2597428.250,32280,4,EM,1,100,RS
1715671252.050249,2597478.500,32280,4,EM,1,100,RB
1715671252.102925,2597528.750,32280,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671252.155601,2597579.000,32280,4,EM,1,100,PS
1715671252.208277,2597629.250,32313,4,EM,1,100,RS
1715671252.260953,2597679.500,32313,4,EM,1,100,RB
1715671252.313630,2597729.750,32313,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671252.366306,2597780.000,32313,4,EM,1,100,PS
1715671252.418982,2597830.250,32348,4,EM,1,100,RS
1715671252.471658,2597880.500,32348,4,EM,1,100,RB
1715671252.524334,2597930.750,32348,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671252.577010,2597981.000,32348,4,EM,1,100,PS
1715671252.629687,2598031.250,32384,4,EM,1,100,RS
1715671252.682363,2598081.500,32384,4,EM,1,100,RB
1715671252.735039,2598131.750,32384,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671252.787715,2598182.000,32384,4,EM,1,100,PS
1715671252.867384,2598258.000,32420,4,EM,1,100,RS
1715671252.947054,2598334.000,32420,4,EM,1,100,RB
1715671253.026723,2598410.000,32420,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671253.106393,2598486.000,32420,4,EM,1,100,PS
1715671253.177676,2598554.000,32458,4,EM,1,100,RS
1715671253.248959,2598622.000,32458,4,EM,1,100,RB
1715671253.320242,2598690.000,32458,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671253.391525,2598758.000,32458,4,EM,1,100,PS
1715671253.444726,2598808.750,32491,4,EM,1,100,RS
1715671253.497926,2598859.500,32491,4,EM,1,100,RB
1715671253.551126,2598910.250,32491,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671253.604326,2598961.000,32491,4,EM,1,100,PS
1715671253.657003,2599011.250,32526,4,EM,1,100,RS
1715671253.709679,2599061.500,32526,4,EM,1,100,RB
1715671253.762355,2599111.750,32526,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671253.815031,2599162.000,32526,4,EM,1,100,PS
1715671253.867707,2599212.250,32561,4,EM,1,100,RS
1715671253.920383,2599262.500,32561,4,EM,1,100,RB
1715671253.973060,2599312.750,32561,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671254.025736,2599363.000,32561,4,EM,1,100,PS
1715671254.078412,2599413.250,32594,4,EM,1,100,RS
1715671254.131088,2599463.500,32594,4,EM,1,100,RB
1715671254.183764,2599513.750,32594,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671254.236440,2599564.000,32594,4,EM,1,100,PS
1715671254.289117,2599614.250,32630,4,EM,1,100,RS
1715671254.341793,2599664.500,32630,4,EM,1,100,RB
1715671254.394469,2599714.750,32630,4,EM,1,100,2024-05-14_12-39-56-615095.csv
1715671254.447145,2599765.000,32630,4,EM,1,100,PS
1715671254.499821,2599815.250,32663,4,EM,1,100,RS
