LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,BI
1715671124.480116,2475784,11967,1,BI,1,100,810
1715671125.396314,2476658,12122,1,BI,1,100,910
1715671126.248568,2477471,12243,1,BI,1,100,850
1715671127.302091,2478476,12416,1,BI,1,100,1050
1715671128.377628,2479502,12587,1,BI,1,100,1070
1715671129.307454,2480389,12744,1,BI,1,100,930
1715671130.395571,2481427,12899,1,BI,1,100,1080
1715671131.419742,2482404,13068,1,BI,1,100,1020
1715671132.413513,2483352,13223,1,BI,1,100,980
1715671133.511064,2484399,13394,1,BI,1,100,1090
1715671134.586601,2485425,13567,1,BI,1,100,1070
1715671135.630690,2486421,13742,1,BI,1,100,1040
1715671136.784848,2487522,13928,1,BI,1,100,1150
1715671137.804826,2488495,14083,1,BI,1,100,1010
1715671138.843674,2489486,14257,1,BI,1,100,1030
1715671139.918163,2490511,14427,1,BI,1,100,1070
1715671140.934996,2491481,14573,1,BI,1,100,1010
1715671141.946588,2492446,14745,1,BI,1,100,1010
1715671143.073491,2493521,14933,1,BI,1,100,1120
1715671144.043152,2494446,15088,1,BI,1,100,970
1715671145.097723,2495452,15257,1,BI,1,100,1050
1715671146.212047,2496515,15435,1,BI,1,100,1100
1715671147.210011,2497467,15593,1,BI,1,100,990
1715671148.233134,2498443,15764,1,BI,1,100,1020
1715671149.338023,2499497,15936,1,BI,1,100,1100
1715671150.335987,2500449,16107,1,BI,1,100,1000
1715671151.413621,2501477,16265,1,BI,1,100,1060
1715671152.512220,2502525,16455,1,BI,1,100,1100
1715671153.481881,2503450,16608,1,BI,1,100,960
1715671154.502908,2504424,16761,1,BI,1,100,1010
1715671155.561672,2505434,16934,1,BI,1,100,1060
1715671156.582699,2506408,17091,1,BI,1,100,1010
1715671157.707505,2507481,17249,1,BI,1,100,1120
1715671158.693938,2508422,17406,1,BI,1,100,980
1715671159.653116,2509337,17561,1,BI,1,100,960
1715671160.759053,2510392,17733,1,BI,1,100,1100
1715671161.694121,2511284,17893,1,BI,1,100,930
1715671162.683699,2512228,18045,1,BI,1,100,980
1715671163.742464,2513238,18219,1,BI,1,100,1060
1715671164.713173,2514164,18372,1,BI,1,100,960
1715671165.732103,2515136,18526,1,BI,1,100,1010
1715671166.802398,2516157,18698,1,BI,1,100,1070
1715671167.817135,2517125,18859,1,BI,1,100,1000
1715671168.935652,2518192,19050,1,BI,1,100,1120
1715671170.041589,2519247,19219,1,BI,1,100,1100
1715671171.061567,2520220,19376,1,BI,1,100,1010
1715671172.170650,2521278,19561,1,BI,1,100,1110
1715671173.236752,2522295,19726,1,BI,1,100,1050
1715671174.230523,2523243,19898,1,BI,1,100,1000
1715671175.412985,2524371,20083,1,BI,1,100,1170
1715671176.518923,2525426,20256,1,BI,1,100,1100
1715671177.537853,2526398,20428,1,BI,1,100,1020
1715671178.556782,2527370,20589,1,BI,1,100,1010
1715671179.544264,2528312,20741,1,BI,1,100,980
1715671180.501345,2529225,20897,1,BI,1,100,960
1715671181.600993,2530274,21066,1,BI,1,100,1090
1715671182.749910,2531370,21256,1,BI,1,100,1140
1715671183.723763,2532299,21396,1,BI,1,100,970
1715671184.862198,2533385,21566,1,BI,1,100,1130
1715671185.855969,2534333,21738,1,BI,1,100,990
1715671186.906347,2535335,21910,1,BI,1,100,1050
1715671188.067843,2536443,22098,1,BI,1,100,1150
1715671189.078387,2537407,22226,1,BI,1,100,1010
1715671190.141345,2538421,22396,1,BI,1,100,1050
1715671191.247282,2539476,22565,1,BI,1,100,1100
1715671192.231619,2540415,22723,1,BI,1,100,980
1715671193.413033,2541542,22912,1,BI,1,100,1180
1715671194.595494,2542670,23107,1,BI,1,100,1170
1715671195.606038,2543634,23279,1,BI,1,100,1010
1715671196.735038,2544711,23451,1,BI,1,100,1120
1715671197.808478,2545735,23623,1,BI,1,100,1070
1715671198.755077,2546638,23777,1,BI,1,100,940
1715671199.879883,2547711,23955,1,BI,1,100,1120
1715671202.555098,2550263,24382,1,BI,1,100,2660
1715671203.834002,2551483,24588,1,BI,1,100,1280
1715671204.540544,2552157,24697,1,BI,1,100,700
1715671205.402232,2552979,24834,1,BI,1,100,850
1715671206.250292,2553788,24971,1,BI,1,100,850
1715671207.248256,2554740,25127,1,BI,1,100,990
1715671208.123571,2555575,25285,1,BI,1,100,880
1715671208.364676,2555805,25320,1,BI,1,100,240
1715671208.996790,2556408,25424,1,BI,1,100,620
1715671209.504158,2556892,25492,1,BI,1,100,510
1715671211.506377,2558802,25824,1,BI,1,100,1990
1715671212.999130,2560226,26063,1,BI,1,100,1490
1715671215.900774,2562994,26530,1,BI,1,100,2880
1715671216.764558,2563818,26666,1,BI,1,100,860
1715671217.558108,2564575,26786,1,BI,1,100,790
1715671218.376816,2565356,26923,1,BI,1,100,820
1715671219.362201,2566296,27081,1,BI,1,100,980
1715671220.489104,2567371,27254,1,BI,1,100,1120
1715671221.498599,2568334,27431,1,BI,1,100,1010
1715671222.584619,2569370,27600,1,BI,1,100,1080
1715671223.675880,2570411,27774,1,BI,1,100,1080
1715671224.713680,2571401,27944,1,BI,1,100,1030
1715671225.775589,2572414,28116,1,BI,1,100,1060
1715671226.800809,2573392,28278,1,BI,1,100,1020
1715671227.959160,2574497,28449,1,BI,1,100,1150
1715671229.083966,2575570,28639,1,BI,1,100,1120
1715671230.175228,2576611,28808,1,BI,1,100,1090
1715671231.236089,2577623,28980,1,BI,1,100,1050
1715671232.313723,2578651,29160,1,BI,1,100,1080
1715671233.389260,2579677,29334,1,BI,1,100,1070
1715671234.497294,2580734,29503,1,BI,1,100,1100
1715671235.636776,2581821,29672,1,BI,1,100,1130
1715671236.669334,2582806,29844,1,BI,1,100,1030
1715671237.841313,2583924,30040,1,BI,1,100,1160
1715671238.866532,2584902,30209,1,BI,1,100,1030
1715671239.985049,2585969,30381,1,BI,1,100,1110
1715671241.065828,2587000,30554,1,BI,1,100,1070
1715671242.088951,2587976,30726,1,BI,1,100,1020
1715671243.173923,2589011,30886,1,BI,1,100,1080
1715671244.288246,2590074,31072,1,BI,1,100,1110
1715671245.287259,2591027,31227,1,BI,1,100,990
1715671246.386906,2592076,31400,1,BI,1,100,1090
1715671247.489699,2593128,31589,1,BI,1,100,1110
1715671248.500242,2594092,31714,1,BI,1,100,990
1715671249.618759,2595159,31900,1,BI,1,100,1120
1715671250.675427,2596167,32073,1,BI,1,100,1050
1715671251.715323,2597159,32211,1,BI,1,100,1030
1715671252.800294,2598194,32385,1,BI,1,100,1080
1715671253.798259,2599146,32527,1,BI,1,100,990
1715671254.765823,2600069,32680,1,BI,1,100,960
1715671255.866519,2601119,32865,1,BI,1,100,1100
1715671256.959877,2602162,33034,1,BI,1,100,1090
1715671257.951551,2603108,33193,1,BI,1,100,980
1715671259.107806,2604211,33359,1,BI,1,100,1160
1715671260.204309,2605257,33531,1,BI,1,100,1080
1715671261.172921,2606181,33684,1,BI,1,100,970
1715671262.308211,2607264,33871,1,BI,1,100,1130
1715671263.328189,2608237,34046,1,BI,1,100,1010
1715671264.388002,2609248,34189,1,BI,1,100,1060
1715671265.466684,2610277,34361,1,BI,1,100,1070
1715671266.486662,2611250,34515,1,BI,1,100,1010
1715671267.585261,2612298,34687,1,BI,1,100,1090
1715671268.664992,2613328,34879,1,BI,1,100,1080
1715671269.639894,2614258,35003,1,BI,1,100,960
1715671270.782521,2615348,35193,1,BI,1,100,1140
1715671271.793065,2616312,35365,1,BI,1,100,1010
1715671272.861264,2617331,35539,1,BI,1,100,1060
1715671273.976636,2618395,35709,1,BI,1,100,1110
1715671274.979841,2619352,35856,1,BI,1,100,1000
1715671276.019737,2620344,36022,1,BI,1,100,1030
1715671277.052294,2621329,36178,1,BI,1,100,1030
1715671278.040824,2622272,36349,1,BI,1,100,980
1715671279.136279,2623317,36521,1,BI,1,100,1090
1715671280.205526,2624337,36683,1,BI,1,100,1070
1715671281.185670,2625272,36835,1,BI,1,100,970
1715671282.294752,2626330,37025,1,BI,1,100,1100
1715671283.299006,2627288,37165,1,BI,1,100,1000
1715671284.331563,2628273,37318,1,BI,1,100,1020
1715671285.454273,2629344,37495,1,BI,1,100,1120
1715671286.424982,2630270,37632,1,BI,1,100,960
1715671287.481650,2631278,37805,1,BI,1,100,1050
1715671288.519449,2632268,37979,1,BI,1,100,1040
1715671289.515317,2633218,38132,1,BI,1,100,990
1715671290.557309,2634212,38304,1,BI,1,100,1030
1715671291.637039,2635242,38465,1,BI,1,100,1080
1715671292.622424,2636182,38619,1,BI,1,100,980
1715671293.687479,2637198,38791,1,BI,1,100,1060
1715671294.756726,2638218,38960,1,BI,1,100,1060
1715671295.746304,2639162,39129,1,BI,1,100,990
1715671296.763138,2640132,39254,1,BI,1,100,1000
1715671297.886896,2641204,39445,1,BI,1,100,1120
1715671298.905826,2642176,39600,1,BI,1,100,1010
1715671299.953059,2643175,39773,1,BI,1,100,1040
1715671301.072624,2644243,39942,1,BI,1,100,1120
1715671302.032851,2645159,40088,1,BI,1,100,960
1715671303.093712,2646171,40259,1,BI,1,100,1050
1715671304.179732,2647207,40431,1,BI,1,100,1080
1715671305.129475,2648113,40585,1,BI,1,100,950
1715671306.168322,2649104,40738,1,BI,1,100,1030
1715671307.258535,2650144,40901,1,BI,1,100,1090
1715671308.234486,2651075,41073,1,BI,1,100,970
1715671309.319457,2652110,41245,1,BI,1,100,1080
1715671310.385560,2653127,41417,1,BI,1,100,1060
1715671311.334255,2654032,41553,1,BI,1,100,930
1715671312.350040,2655001,41712,1,BI,1,100,1020
1715671313.379453,2655983,41870,1,BI,1,100,1020
1715671314.316617,2656877,41995,1,BI,1,100,930
1715671315.339740,2657853,42167,1,BI,1,100,1020
1715671316.366008,2658832,42320,1,BI,1,100,1020
1715671317.295834,2659719,42474,1,BI,1,100,930
1715671318.345164,2660720,42637,1,BI,1,100,1040
1715671319.389253,2661716,42793,1,BI,1,100,1040
1715671320.398748,2662679,42965,1,BI,1,100,1000
1715671321.488961,2663719,43134,1,BI,1,100,1080
1715671322.519422,2664702,43308,1,BI,1,100,1030
1715671323.497469,2665635,43435,1,BI,1,100,970
1715671324.544703,2666634,43607,1,BI,1,100,1050
1715671325.627578,2667667,43793,1,BI,1,100,1080
1715671326.602480,2668597,43932,1,BI,1,100,960
1715671327.580527,2669530,44106,1,BI,1,100,980
1715671328.645581,2670546,44249,1,BI,1,100,1060
1715671329.646690,2671501,44421,1,BI,1,100,1000
1715671330.596434,2672407,44576,1,BI,1,100,940
1715671331.662536,2673424,44748,1,BI,1,100,1060
1715671332.620666,2674338,44902,1,BI,1,100,950
1715671333.578795,2675252,45063,1,BI,1,100,960
1715671334.655381,2676279,45218,1,BI,1,100,1070
1715671335.662780,2677240,45373,1,BI,1,100,1000
1715671336.640827,2678173,45525,1,BI,1,100,990
1715671337.728943,2679211,45699,1,BI,1,100,1080
1715671338.712231,2680149,45855,1,BI,1,100,980
1715671339.651492,2681045,45998,1,BI,1,100,930
1715671340.616960,2681966,46155,1,BI,1,100,960
1715671341.629600,2682932,46323,1,BI,1,100,1010
1715671342.576198,2683835,46482,1,BI,1,100,940
1715671343.671653,2684880,46651,1,BI,1,100,1090
1715671344.614058,2685779,46778,1,BI,1,100,940
1715671345.571140,2686692,46900,1,BI,1,100,950
1715671346.652966,2687724,47072,1,BI,1,100,1080
1715671347.654075,2688679,47229,1,BI,1,100,990
1715671348.633171,2689613,47381,1,BI,1,100,980
1715671349.701370,2690632,47542,1,BI,1,100,1070
1715671350.708769,2691593,47679,1,BI,1,100,1000
1715671351.691009,2692530,47837,1,BI,1,100,980
1715671352.746629,2693537,48011,1,BI,1,100,1040
1715671353.672261,2694420,48149,1,BI,1,100,920
1715671354.629343,2695333,48304,1,BI,1,100,960
1715671355.722701,2696376,48431,1,BI,1,100,1080
1715671356.709134,2697317,48589,1,BI,1,100,990
1715671357.776285,2698335,48748,1,BI,1,100,1060
1715671358.862305,2699371,48918,1,BI,1,100,1070
1715671359.820434,2700285,48993,1,BI,1,100,960
1715671360.900165,2701315,49107,1,BI,1,100,1070
1715671361.924336,2702292,49264,1,BI,1,100,1020
1715671362.831100,2703157,49419,1,BI,1,100,900
1715671363.944375,2704219,49591,1,BI,1,100,1110
1715671364.970643,2705198,49760,1,BI,1,100,1020
1715671365.910952,2706095,49918,1,BI,1,100,940
1715671367.033662,2707166,50073,1,BI,1,100,1110
1715671368.080895,2708165,50230,1,BI,1,100,1040
1715671369.017011,2709058,50385,1,BI,1,100,940
1715671370.101983,2710093,50557,1,BI,1,100,1070
1715671371.136637,2711080,50727,1,BI,1,100,1030
1715671372.013000,2711916,50853,1,BI,1,100,870
1715671372.960647,2712820,51008,1,BI,1,100,940
1715671373.819190,2713639,51128,1,BI,1,100,860
1715671374.713374,2714492,51284,1,BI,1,100,890
1715671375.488055,2715231,51403,1,BI,1,100,770
1715671376.253300,2715961,51524,1,BI,1,100,760
1715671377.388589,2717044,51703,1,BI,1,100,1130
1715671378.551134,2718153,51859,1,BI,1,100,1150
1715671379.490395,2719049,52018,1,BI,1,100,940
1715671380.620442,2720127,52172,1,BI,1,100,1120
1715671381.727428,2721183,52361,1,BI,1,100,1110
1715671382.765227,2722173,52509,1,BI,1,100,1030
1715671383.923578,2723278,52681,1,BI,1,100,1150
1715671385.015888,2724320,52853,1,BI,1,100,1090
1715671385.969825,2725230,52991,1,BI,1,100,950
1715671387.043265,2726254,53160,1,BI,1,100,1060
1715671388.119850,2727281,53322,1,BI,1,100,1080
1715671389.127249,2728242,53474,1,BI,1,100,1000
1715671390.236331,2729300,53648,1,BI,1,100,1100
1715671391.344365,2730357,53820,1,BI,1,100,1100
1715671392.384261,2731349,53948,1,BI,1,100,1050
1715671393.486005,2732400,54028,1,BI,1,100,1090
1715671394.605570,2733468,54200,1,BI,1,100,1110
1715671395.642321,2734457,54354,1,BI,1,100,1030
1715671396.747210,2735511,54541,1,BI,1,100,1100
1715671397.786057,2736502,54700,1,BI,1,100,1030
1715671398.835387,2737503,54863,1,BI,1,100,1040
1715671399.943421,2738560,55049,1,BI,1,100,1110
1715671401.018958,2739586,55221,1,BI,1,100,1070
1715671402.041033,2740561,55373,1,BI,1,100,1010
1715671403.173177,2741641,55562,1,BI,1,100,1130
1715671404.170094,2742592,55692,1,BI,1,100,990
1715671405.236196,2743609,55861,1,BI,1,100,1060
1715671406.330602,2744653,56033,1,BI,1,100,1090
1715671407.413477,2745686,56224,1,BI,1,100,1080
1715671408.500546,2746723,56393,1,BI,1,100,1080
1715671409.571890,2747745,56538,1,BI,1,100,1070
1715671410.617027,2748742,56696,1,BI,1,100,1040
1715671411.657971,2749735,56870,1,BI,1,100,1030
1715671412.701011,2750730,57042,1,BI,1,100,1040
1715671413.667527,2751652,57193,1,BI,1,100,970
1715671414.725243,2752661,57352,1,BI,1,100,1050
1715671415.867870,2753751,57524,1,BI,1,100,1130
1715671416.892042,2754728,57696,1,BI,1,100,1020
1715671417.948710,2755736,57850,1,BI,1,100,1050
1715671419.028440,2756766,58023,1,BI,1,100,1070
1715671419.924721,2757621,58182,1,BI,1,100,900
1715671420.982437,2758630,58339,1,BI,1,100,1050
1715671422.035961,2759635,58509,1,BI,1,100,1050
1715671423.046504,2760599,58667,1,BI,1,100,1000
1715671424.006731,2761515,58821,1,BI,1,100,960
1715671425.199675,2762653,59008,1,BI,1,100,1180
1715671426.269971,2763674,59168,1,BI,1,100,1060
1715671427.385343,2764738,59342,1,BI,1,100,1110
1715671428.436769,2765741,59515,1,BI,1,100,1050
1715671429.356113,2766618,59666,1,BI,1,100,910
1715671430.463098,2767674,59840,1,BI,1,100,1100
1715671431.558553,2768719,59999,1,BI,1,100,1100
1715671432.475799,2769594,60157,1,BI,1,100,910
1715671433.598509,2770665,60329,1,BI,1,100,1110
1715671434.695012,2771711,60515,1,BI,1,100,1090
1715671435.744342,2772712,60671,1,BI,1,100,1040
1715671436.826169,2773744,60833,1,BI,1,100,1080
1715671437.975086,2774840,61019,1,BI,1,100,1140
1715671438.985630,2775804,61189,1,BI,1,100,1010
1715671440.095760,2776863,61361,1,BI,1,100,1110
1715671441.202746,2777919,61530,1,BI,1,100,1100
1715671442.197565,2778868,61678,1,BI,1,100,990
1715671443.242702,2779865,61835,1,BI,1,100,1040
1715671444.253246,2780829,62004,1,BI,1,100,1010
1715671445.166299,2781700,62143,1,BI,1,100,910
1715671446.208291,2782694,62312,1,BI,1,100,1040
1715671447.231414,2783670,62469,1,BI,1,100,1020
1715671448.232523,2784625,62624,1,BI,1,100,990
1715671449.295481,2785639,62796,1,BI,1,100,1060
1715671450.343763,2786639,62969,1,BI,1,100,1040
1715671451.375273,2787623,63123,1,BI,1,100,1020
1715671452.434037,2788633,63286,1,BI,1,100,1060
1715671453.516912,2789666,63455,1,BI,1,100,1080
1715671454.486573,2790591,63611,1,BI,1,100,960
1715671455.605090,2791658,63783,1,BI,1,100,1110
1715671456.734089,2792735,63972,1,BI,1,100,1130
1715671457.753019,2793707,64117,1,BI,1,100,1010
1715671458.905081,2794806,64289,1,BI,1,100,1150
1715671460.000535,2795851,64476,1,BI,1,100,1090
1715671460.935603,2796743,64614,1,BI,1,100,930
1715671461.984933,2797744,64789,1,BI,1,100,1040
1715671463.109739,2798817,64948,1,BI,1,100,1120
1715671464.258656,2799913,65137,1,BI,1,100,1150
1715671465.431684,2801032,65325,1,BI,1,100,1160
1715671466.273454,2801835,65461,1,BI,1,100,840
1715671467.488412,2802994,114,1,BI,1,100,1210
1715671467.882566,2803370,184,1,BI,1,100,390
1715671469.011566,2804447,360,1,BI,1,100,1130
1715671469.298795,2804721,409,1,BI,1,100,280
1715671470.580844,2805944,615,1,BI,1,100,1280
1715671471.597677,2806914,788,1,BI,1,100,1020
1715671472.886015,2808143,995,1,BI,1,100,1280
1715671477.363227,2812414,1700,1,BI,1,100,4450
1715671478.140004,2813155,1818,1,BI,1,100,770
1715671478.934602,2813913,1944,1,BI,1,100,790
1715671479.861283,2814797,2099,1,BI,1,100,920
1715671480.784819,2815678,2252,1,BI,1,100,930
1715671481.581513,2816438,2372,1,BI,1,100,790
1715671482.470456,2817286,2515,1,BI,1,100,880
1715671483.309082,2818086,2651,1,BI,1,100,840
1715671484.200121,2818936,2788,1,BI,1,100,880
1715671485.075437,2819771,2932,1,BI,1,100,870
1715671486.018890,2820671,3086,1,BI,1,100,940
1715671486.944523,2821554,3222,1,BI,1,100,920
1715671487.914184,2822479,3397,1,BI,1,100,970
1715671488.862879,2823384,3535,1,BI,1,100,940
1715671489.816815,2824294,3694,1,BI,1,100,950
1715671490.763414,2825197,3832,1,BI,1,100,940
1715671491.827420,2826212,4004,1,BI,1,100,1060
1715671492.841108,2827179,4178,1,BI,1,100,1020
1715671493.789804,2828084,4331,1,BI,1,100,940
1715671494.741643,2828992,4486,1,BI,1,100,950
1715671495.783635,2829986,4646,1,BI,1,100,1030
1715671496.826676,2830981,4818,1,BI,1,100,1040
1715671497.344527,2831475,4891,1,BI,1,100,510
1715671498.515458,2832592,5079,1,BI,1,100,1170
1715671499.169586,2833216,5183,1,BI,1,100,650
1715671500.949568,2834914,5473,1,BI,1,100,1770
1715671502.328059,2836229,5699,1,BI,1,100,1370
1715671503.230629,2837090,5834,1,BI,1,100,900
1715671504.123766,2837942,5989,1,BI,1,100,890
1715671504.851273,2838636,6111,1,BI,1,100,730
1715671505.680464,2839427,6232,1,BI,1,100,820
1715671506.561021,2840267,6373,1,BI,1,100,880
1715671507.341991,2841012,6494,1,BI,1,100,770
1715671508.211016,2841841,6633,1,BI,1,100,870
1715671509.047545,2842639,6754,1,BI,1,100,840
1715671509.835853,2843391,6889,1,BI,1,100,780
1715671510.652465,2844170,7030,1,BI,1,100,820
1715671511.512056,2844990,7155,1,BI,1,100,850
1715671512.277302,2845720,7277,1,BI,1,100,760
1715671514.451438,2847794,7629,1,BI,1,100,2160
1715671515.336188,2848638,7772,1,BI,1,100,880
1715671515.856136,2849134,7861,1,BI,1,100,520
1715671516.683230,2849923,7984,1,BI,1,100,820
1715671517.974713,2851155,8209,1,BI,1,100,1290
1715671518.708511,2851855,8327,1,BI,1,100,730
1715671519.421342,2852535,8431,1,BI,1,100,710
1715671519.793482,2852890,8501,1,BI,1,100,370
1715671522.082930,2855074,8865,1,BI,1,100,2280
1715671523.562056,2856485,9108,1,BI,1,100,1470
1715671524.552682,2857430,9260,1,BI,1,100,980
1715671527.726879,2860458,9760,1,BI,1,100,3160
1715671534.512408,2866931,10855,1,BI,1,100,6750
1715671535.575365,2867945,11021,1,BI,1,100,1060
1715671536.545026,2868870,11176,1,BI,1,100,960
1715671537.344865,2869633,11299,1,BI,1,100,800
1715671538.382664,2870623,11459,1,BI,1,100,1030
1715671539.394256,2871588,11612,1,BI,1,100,1000
1715671540.227640,2872383,11753,1,BI,1,100,830
1715671541.346157,2873450,11922,1,BI,1,100,1110
1715671542.357749,2874415,12096,1,BI,1,100,1010
1715671543.197423,2875216,12232,1,BI,1,100,840
1715671544.091607,2876069,12377,1,BI,1,100,890
1715671544.985791,2876922,12513,1,BI,1,100,890
1715671545.818127,2877716,12651,1,BI,1,100,820
1715671547.047762,2878889,12856,1,BI,1,100,1230
1715671548.013229,2879810,13011,1,BI,1,100,960
1715671548.843468,2880602,13138,1,BI,1,100,820
1715671549.864495,2881576,13289,1,BI,1,100,1020
1715671550.688444,2882362,13427,1,BI,1,100,820
1715671551.563760,2883197,13564,1,BI,1,100,870
1715671552.512455,2884102,13723,1,BI,1,100,940
1715671553.422363,2884970,13858,1,BI,1,100,910
1715671554.296630,2885804,14004,1,BI,1,100,880
1715671555.449740,2886904,14189,1,BI,1,100,1140
1715671557.725560,2889075,14565,1,BI,1,100,2270
1715671560.249823,2891483,14964,1,BI,1,100,2510
1715671561.123042,2892316,15102,1,BI,1,100,870
1715671561.911350,2893068,15237,1,BI,1,100,790
1715671562.841176,2893955,15378,1,BI,1,100,910
1715671563.812933,2894882,15532,1,BI,1,100,970
1715671565.102319,2896112,15740,1,BI,1,100,1280
1715671565.967152,2896937,15881,1,BI,1,100,860
1715671566.869723,2897798,16034,1,BI,1,100,900
1715671567.835190,2898719,16191,1,BI,1,100,960
1715671568.814286,2899653,16346,1,BI,1,100,980
1715671569.960057,2900746,16501,1,BI,1,100,1140
1715671570.729496,2901480,16626,1,BI,1,100,760
1715671571.932924,2902628,16831,1,BI,1,100,1200
1715671573.715003,2904328,17107,1,BI,1,100,1770
1715671574.427835,2905008,17228,1,BI,1,100,710
1715671575.741332,2906261,17436,1,BI,1,100,1300
1715671576.910166,2907376,17626,1,BI,1,100,1160
1715671577.913372,2908333,17797,1,BI,1,100,1000
1715671578.646121,2909032,17920,1,BI,1,100,730
1715671581.152563,2911423,18317,1,BI,1,100,2500
1715671581.685090,2911931,18384,1,BI,1,100,520
1715671583.200905,2913377,18627,1,BI,1,100,1510
1715671583.990261,2914130,18764,1,BI,1,100,780
1715671587.990505,2917946,19399,1,BI,1,100,3980
1715671588.619474,2918546,19502,1,BI,1,100,630
1715671591.679409,2921465,19979,1,BI,1,100,3040
1715671595.657638,2925260,20615,1,BI,1,100,3960
1715671597.310779,2926837,20876,1,BI,1,100,1640
1715671598.385267,2927862,21048,1,BI,1,100,1070
1715671599.036251,2928483,21170,1,BI,1,100,650
1715671600.895902,2930257,21458,1,BI,1,100,1850
1715671602.097233,2931403,21633,1,BI,1,100,1190
1715671602.736685,2932013,21725,1,BI,1,100,630
1715671603.574262,2932812,21863,1,BI,1,100,840
1715671604.363619,2933565,21984,1,BI,1,100,790
1715671605.495763,2934645,22171,1,BI,1,100,1120
1715671606.389947,2935498,22310,1,BI,1,100,890
1715671607.242201,2936311,22446,1,BI,1,100,850
1715671608.381683,2937398,22625,1,BI,1,100,1130
1715671609.121770,2938104,22744,1,BI,1,100,740
1715671609.975071,2938918,22881,1,BI,1,100,850
1715671611.053753,2939947,23054,1,BI,1,100,1070
1715671611.776020,2940636,23173,1,BI,1,100,720
1715671612.599969,2941422,23295,1,BI,1,100,810
1715671613.637768,2942412,23473,1,BI,1,100,1040
1715671614.479538,2943215,23591,1,BI,1,100,830
1715671615.231156,2943932,23714,1,BI,1,100,750
1715671616.518446,2945160,23918,1,BI,1,100,1280
1715671617.275306,2945882,24044,1,BI,1,100,750
1715671618.010152,2946583,24164,1,BI,1,100,730
1715671619.869803,2948357,24475,1,BI,1,100,1860
1715671620.646580,2949098,24596,1,BI,1,100,760
1715671622.714840,2951071,24918,1,BI,1,100,2060
1715671624.001082,2952298,25123,1,BI,1,100,1280
1715671625.030495,2953280,25301,1,BI,1,100,1030
1715671626.124901,2954324,25470,1,BI,1,100,1080
1715671628.121878,2956229,25778,1,BI,1,100,1990
1715671628.682709,2956764,25882,1,BI,1,100,560
1715671629.810660,2957840,26042,1,BI,1,100,1120
1715671630.709038,2958697,26199,1,BI,1,100,890
1715671631.548711,2959498,26318,1,BI,1,100,830
1715671632.677711,2960575,26490,1,BI,1,100,1130
1715671633.570847,2961427,26627,1,BI,1,100,890
1715671634.490190,2962304,26779,1,BI,1,100,910
1715671635.597176,2963360,26956,1,BI,1,100,1100
1715671636.574174,2964292,27114,1,BI,1,100,970
1715671637.352000,2965034,27235,1,BI,1,100,780
1715671638.512448,2966141,27424,1,BI,1,100,1150
1715671640.481121,2968019,27735,1,BI,1,100,1960
1715671641.406754,2968902,27888,1,BI,1,100,920
1715671642.222317,2969680,28026,1,BI,1,100,810
1715671643.168915,2970583,28165,1,BI,1,100,940
1715671644.250742,2971615,28339,1,BI,1,100,1070
1715671644.997119,2972327,28475,1,BI,1,100,750
1715671646.054835,2973336,28614,1,BI,1,100,1050
1715671647.225766,2974453,28805,1,BI,1,100,1160
1715671647.972143,2975165,28925,1,BI,1,100,740
1715671649.079128,2976221,29115,1,BI,1,100,1110
1715671650.331825,2977416,29301,1,BI,1,100,1240
1715671651.002725,2978056,29426,1,BI,1,100,670
1715671651.918924,2978930,29564,1,BI,1,100,910
1715671653.043730,2980003,29755,1,BI,1,100,1120
1715671654.227240,2981132,29926,1,BI,1,100,1170
1715671655.151825,2982014,30082,1,BI,1,100,920
1715671656.261955,2983073,30271,1,BI,1,100,1110
1715671657.477962,2984233,30462,1,BI,1,100,1210
1715671658.445526,2985156,30619,1,BI,1,100,960
1715671659.529450,2986190,30791,1,BI,1,100,1080
1715671660.712960,2987319,30976,1,BI,1,100,1170
1715671661.676331,2988238,31138,1,BI,1,100,960
1715671662.760254,2989272,31310,1,BI,1,100,1090
1715671664.017144,2990471,31480,1,BI,1,100,1240
1715671664.772955,2991192,31618,1,BI,1,100,760
1715671665.862120,2992231,31787,1,BI,1,100,1080
1715671666.986927,2993304,31961,1,BI,1,100,1120
1715671668.276313,2994534,32172,1,BI,1,100,1280
1715671668.890606,2995120,32276,1,BI,1,100,610
1715671669.994447,2996173,32448,1,BI,1,100,1100
1715671671.324717,2997442,32666,1,BI,1,100,1320
1715671671.847810,2997941,32750,1,BI,1,100,520
1715671672.971568,2999013,32919,1,BI,1,100,1120
1715671674.341672,3000320,33142,1,BI,1,100,1360
1715671675.167718,3001108,33260,1,BI,1,100,820
1715671676.175117,3002069,33435,1,BI,1,100,1010
1715671677.235978,3003081,33589,1,BI,1,100,1050
1715671678.316757,3004112,33768,1,BI,1,100,1080
1715671679.084099,3004844,33889,1,BI,1,100,760
1715671680.299058,3006003,34090,1,BI,1,100,1210
1715671681.562237,3007208,34278,1,BI,1,100,1250
1715671682.171289,3007789,34384,1,BI,1,100,610
1715671682.917666,3008501,34503,1,BI,1,100,740
1715671684.442916,3009956,34734,1,BI,1,100,1520
1715671684.852794,3010347,34804,1,BI,1,100,410
1715671685.905269,3011351,34977,1,BI,1,100,1050
1715671687.255456,3012639,35184,1,BI,1,100,1340
