LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,BV
1715670773.371746,2140847.000,22427,1,BV,1,100,3.86
1715670778.368906,2145614.000,23208,1,BV,1,100,3.85
1715670783.359775,2150375.000,24005,1,BV,1,100,3.85
1715670788.354838,2155140.000,24796,1,BV,1,100,3.85
1715670793.346756,2159902.000,25578,1,BV,1,100,3.85
1715670798.341819,2164667.000,26389,1,BV,1,100,3.85
1715670803.330592,2169426.000,27171,1,BV,1,100,3.85
1715670808.323559,2174189.000,27962,1,BV,1,100,3.85
1715670813.310236,2178946.000,28754,1,BV,1,100,3.85
1715670818.302154,2183708.000,29550,1,BV,1,100,3.85
1715670823.288830,2188465.000,30343,1,BV,1,100,3.84
1715670828.277603,2193224.000,31158,1,BV,1,100,3.85
1715670833.268473,2197985.000,31953,1,BV,1,100,3.86
1715670838.258295,2202745.000,32741,1,BV,1,100,3.85
1715670843.250213,2207507.000,33509,1,BV,1,100,3.85
1715670848.240034,2212267.000,34286,1,BV,1,100,3.86
1715670853.229856,2217027.000,35064,1,BV,1,100,3.85
1715670858.219677,2221787.000,35860,1,BV,1,100,3.86
1715670863.210547,2226548.000,36643,1,BV,1,100,3.86
1715670868.199320,2231307.000,37420,1,BV,1,100,3.86
1715670873.194383,2236072.000,38187,1,BV,1,100,3.85
1715670878.182108,2240830.000,38970,1,BV,1,100,3.85
1715670883.181364,2245599.000,39766,1,BV,1,100,3.84
1715670888.171185,2250359.000,40549,1,BV,1,100,3.85
1715670893.167297,2255125.000,41327,1,BV,1,100,3.84
1715670898.156070,2259884.000,42125,1,BV,1,100,3.85
1715670903.151133,2264649.000,42916,1,BV,1,100,3.85
1715670908.144099,2269412.000,43713,1,BV,1,100,3.84
1715670913.138114,2274176.000,44494,1,BV,1,100,3.85
1715670918.130032,2278938.000,45287,1,BV,1,100,3.85
1715670923.126143,2283704.000,46051,1,BV,1,100,3.84
1715670928.118061,2288466.000,46825,1,BV,1,100,3.85
1715670933.115221,2293233.000,47595,1,BV,1,100,3.84
1715670938.103994,2297992.000,48388,1,BV,1,100,3.84
