LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,LR,LM,LC,LD,
1715671085.503950,2438603,5720,8,LM,1,100,486519.7705502,2231844.0829651,486519.7747604,16,
1715671086.636094,2439683,5890,8,LM,1,100,486520.5037918,2231844.8162067,486520.5079527,14,
1715671086.859378,2439896,5927,8,LM,1,100,486521.1039466,2231845.4163331,486521.1082653,16,
1715671087.483106,2440491,6031,8,LM,1,100,486521.7039431,2231846.0163296,486521.7082245,14,
1715671088.010391,2440994,6119,8,LM,1,100,486522.2707260,2231846.5831125,486522.2748075,16,
1715671088.859500,2441804,6254,8,LM,1,100,486523.0705994,2231847.3829930,486523.0745574,15,
1715671089.415089,2442334,6341,8,LM,1,100,486523.6206108,2231847.9330045,486523.6415269,18,
1715671090.160417,2443045,6462,8,LM,1,100,486524.3206793,2231848.6330729,486524.3414124,14,
1715671090.592309,2443457,6530,8,LM,1,100,486524.8374161,2231849.1498097,486524.8415082,16,
1715671091.336590,2444167,6652,8,LM,1,100,486525.5874187,2231849.8997995,486525.6083850,14,
1715671091.985476,2444786,6760,8,LM,1,100,486526.1876819,2231850.5000627,486526.2082329,16,
1715671092.668956,2445438,6864,8,LM,1,100,486526.9373258,2231851.2497066,486526.9419514,14,
1715671093.322035,2446061,6970,8,LM,1,100,486527.4873953,2231851.7997707,486527.5083367,16,
1715671094.031722,2446738,7069,8,LM,1,100,486528.1206672,2231852.4330425,486528.1416152,14,
1715671094.458373,2447145,7140,8,LM,1,100,486528.6713549,2231852.9837303,486528.6750098,16,
1715671095.209991,2447862,7259,8,LM,1,100,486529.4205896,2231853.7329594,486529.4414849,14,
1715671095.767677,2448394,7347,8,LM,1,100,486530.0205697,2231854.3329395,486530.0415672,16,
1715671096.515102,2449107,7467,8,LM,1,100,486530.7540566,2231855.0664264,486530.7746535,14,
1715671097.155602,2449718,7572,8,LM,1,100,486531.3374166,2231855.6498006,486531.3414813,16,
1715671097.814971,2450347,7676,8,LM,1,100,486532.0708078,2231856.3831918,486532.0750849,15,
1715671098.334919,2450843,7763,8,LM,1,100,486532.6044426,2231856.9168266,486532.6082436,18,
1715671099.069765,2451544,7884,8,LM,1,100,486533.3208352,2231857.6331807,486533.3415877,14,
1715671099.717603,2452162,7988,8,LM,1,100,486533.8541062,2231858.1664517,486533.8752431,16,
1715671100.350765,2452766,8089,8,LM,1,100,486534.5874896,2231858.8998351,486534.6083486,14,
1715671100.902161,2453292,8175,8,LM,1,100,486535.1707560,2231859.4831031,486535.1748463,16,
1715671101.739738,2454091,8312,8,LM,1,100,486535.9040588,2231860.2164059,486535.9083152,14,
1715671102.269121,2454596,8397,8,LM,1,100,486536.4374575,2231860.7498047,486536.4415532,16,
1715671102.932683,2455229,8508,8,LM,1,100,486537.1541794,2231861.4665083,486537.1750369,14,
1715671103.440052,2455713,8593,8,LM,1,100,486537.7041820,2231862.0165109,486537.7079942,16,
1715671104.299643,2456533,8729,8,LM,1,100,486538.4873659,2231862.7996948,486538.5084032,14,
1715671104.735728,2456949,8799,8,LM,1,100,486538.9877474,2231863.3000763,486539.0084583,16,
1715671105.469525,2457649,8918,8,LM,1,100,486539.7375467,2231864.0498624,486539.7416717,15,
1715671106.032453,2458186,9006,8,LM,1,100,486540.2875469,2231864.5998627,486540.3084785,18,
1715671106.762057,2458882,9124,8,LM,1,100,486540.9876558,2231865.2999715,486541.0083039,14,
1715671107.298777,2459394,9211,8,LM,1,100,486541.5040972,2231865.8164068,486541.5082710,16,
1715671108.048299,2460109,9337,8,LM,1,100,486542.2541083,2231866.5664179,486542.2747588,14,
1715671108.512687,2460552,9407,8,LM,1,100,486542.7708223,2231867.0831319,486542.7748497,16,
1715671109.353409,2461354,9543,8,LM,1,100,486543.6046371,2231867.9169507,486543.6082968,14,
1715671109.901661,2461877,9630,8,LM,1,100,486544.1708513,2231868.4831649,486544.1752020,16,
1715671110.634410,2462576,9749,8,LM,1,100,486544.9041287,2231869.2164423,486544.9082544,14,
1715671111.264427,2463177,9851,8,LM,1,100,486545.5041414,2231869.8164363,486545.5083014,16,
1715671112.011852,2463890,9971,8,LM,1,100,486546.1877742,2231870.5000691,486546.2081254,14,
1715671112.555910,2464409,10056,8,LM,1,100,486546.7543174,2231871.0666123,486546.7751403,16,
1715671113.323253,2465141,10184,8,LM,1,100,486547.4876099,2231871.7998912,486547.5085208,14,
1715671113.848442,2465642,10269,8,LM,1,100,486548.0208961,2231872.3331774,486548.0421202,16,
1715671114.492087,2466256,10373,8,LM,1,100,486548.6875983,2231872.9998796,486548.7087181,14,
1715671115.567624,2467282,10542,8,LM,1,100,486549.2708813,2231873.5831672,486549.2749869,16,
1715671115.766798,2467472,10577,8,LM,1,100,486549.9543519,2231874.2666377,486549.9754831,15,
1715671116.966032,2468616,10764,8,LM,1,100,486551.2377313,2231875.5500020,486551.2419092,14,
1715671117.908437,2469515,10917,8,LM,1,100,486551.8043919,2231876.1166626,486551.8083406,16,
1715671118.366536,2469952,10988,8,LM,1,100,486552.6208575,2231876.9331282,486552.6417625,14,
1715671118.906402,2470467,11080,8,LM,1,100,486553.1710608,2231877.4833200,486553.1751528,16,
1715671119.637054,2471164,11199,8,LM,1,100,486553.8543401,2231878.1665993,486553.8753207,14,
1715671120.199981,2471701,11284,8,LM,1,100,486554.4544864,2231878.7667456,486554.4752860,16,
1715671120.865640,2472336,11388,8,LM,1,100,486555.1042108,2231879.4164649,486555.1084143,14,
1715671121.484127,2472926,11491,8,LM,1,100,486555.6876302,2231879.9998843,486555.7091242,16,
1715671122.229455,2473637,11610,8,LM,1,100,486556.4209631,2231880.7332173,486556.4427442,14,
1715671122.700134,2474086,11681,8,LM,1,100,486556.9544077,2231881.2666618,486556.9755263,16,
1715671123.538759,2474886,11820,8,LM,1,100,486557.7210641,2231882.0332922,486557.7427341,15,
1715671124.055562,2475379,11896,8,LM,1,100,486558.2542905,2231882.5665186,486558.2760645,18,
1715671124.795649,2476085,12017,8,LM,1,100,486559.0377386,2231883.3499667,486559.0419450,14,
1715671125.422521,2476683,12119,8,LM,1,100,486559.6381035,2231883.9503342,486559.6429187,16,
1715671126.140594,2477368,12223,8,LM,1,100,486560.3375489,2231884.6497796,486560.3424618,14,
1715671126.661591,2477865,12310,8,LM,1,100,486560.8377565,2231885.1499872,486560.8425291,16,
1715671127.303139,2478477,12412,8,LM,1,100,486561.5709602,2231885.8831834,486561.5757151,14,
1715671127.933156,2479078,12518,8,LM,1,100,486562.1710775,2231886.4833007,486562.1757911,16,
1715671128.675340,2479786,12637,8,LM,1,100,486562.8877041,2231887.1999273,486562.9087814,14,
1715671129.433248,2480509,12740,8,LM,1,100,486563.4048010,2231887.7170125,486563.4085207,16,
1715671129.884009,2480939,12810,8,LM,1,100,486564.1376200,2231888.4498315,486564.1419562,14,
1715671130.401860,2481433,12896,8,LM,1,100,486564.6544958,2231888.9667073,486564.6757549,16,
1715671131.267741,2482259,13034,8,LM,1,100,486565.4543560,2231889.7665870,486565.4757506,14,
1715671131.820185,2482786,13121,8,LM,1,100,486566.0209995,2231890.3332304,486566.0429792,16,
1715671132.556079,2483488,13239,8,LM,1,100,486566.7545215,2231891.0667525,486566.7760346,15,
1715671133.735396,2484613,13427,8,LM,1,100,486567.9882142,2231892.3003909,486568.0095176,14,
1715671134.375896,2485224,13529,8,LM,1,100,486568.5881057,2231892.9002825,486568.6095516,16,
1715671134.997528,2485817,13636,8,LM,1,100,486569.2377812,2231893.5499741,486569.2420259,14,
1715671135.541586,2486336,13721,8,LM,1,100,486569.7880629,2231894.1002558,486569.8086362,16,
1715671136.392791,2487148,13857,8,LM,1,100,486570.5378134,2231894.8500063,486570.5420979,15,
1715671136.843552,2487578,13925,8,LM,1,100,486571.0878992,2231895.4000589,486571.1091769,18,
1715671137.575253,2488276,14046,8,LM,1,100,486571.8049867,2231896.1171464,486571.8091020,14,
1715671138.209463,2488881,14151,8,LM,1,100,486572.3881884,2231896.7003480,486572.4090644,16,
1715671138.877219,2489518,14254,8,LM,1,100,486573.1378508,2231897.4500137,486573.1425342,14,
1715671139.494657,2490107,14357,8,LM,1,100,486573.7045224,2231898.0166853,486573.7093752,16,
1715671140.129915,2490713,14450,8,LM,1,100,486574.3545629,2231898.6667258,486574.3755329,14,
1715671140.607932,2491169,14522,8,LM,1,100,486574.8714587,2231899.1836216,486574.8754371,16,
1715671141.443413,2491966,14657,8,LM,1,100,486575.7044781,2231900.0166424,486575.7085909,14,
1715671141.975940,2492474,14742,8,LM,1,100,486576.2211742,2231900.5333386,486576.2425952,16,
1715671142.716027,2493180,14862,8,LM,1,100,486576.9711800,2231901.2833443,486576.9754426,14,
1715671143.253795,2493693,14952,8,LM,1,100,486577.4715474,2231901.7837113,486577.4757885,16,
1715671144.000172,2494405,15068,8,LM,1,100,486578.2379088,2231902.5500727,486578.2420498,15,
1715671144.545279,2494925,15155,8,LM,1,100,486578.7881342,2231903.1002981,486578.8094527,18,
1715671145.383904,2495725,15293,8,LM,1,100,486579.5044476,2231903.8165770,486579.5086730,14,
1715671145.843051,2496163,15366,8,LM,1,100,486580.0379446,2231904.3500740,486580.0427945,16,
1715671146.593621,2496879,15487,8,LM,1,100,486580.8046466,2231905.1167761,486580.8093629,14,
1715671147.225735,2497482,15589,8,LM,1,100,486581.4045910,2231905.7167144,486581.4088204,16,
1715671147.964774,2498187,15710,8,LM,1,100,486582.1546999,2231906.4668233,486582.1753623,15,
1715671148.407149,2498609,15780,8,LM,1,100,486582.6713204,2231906.9834438,486582.6754653,18,
1715671149.136753,2499305,15898,8,LM,1,100,486583.3712922,2231907.6834140,486583.3755472,14,
1715671149.679763,2499823,15986,8,LM,1,100,486583.8713718,2231908.1834936,486583.8760664,16,
1715671150.442912,2500551,16104,8,LM,1,100,486584.7045836,2231909.0167054,486584.7090952,14,
1715671151.076074,2501155,16213,8,LM,1,100,486585.3045813,2231909.6167200,486585.3094137,16,
1715671151.741733,2501790,16316,8,LM,1,100,486586.0046627,2231910.3168014,486586.0093687,14,
1715671152.361268,2502381,16417,8,LM,1,100,486586.5379440,2231910.8500827,486586.5423364,16,
1715671152.991285,2502982,16523,8,LM,1,100,486587.2046808,2231911.5168014,486587.2091437,15,
1715671154.272286,2504204,16725,8,LM,1,100,486588.4713094,2231912.7834301,486588.4760059,14,
1715671154.926414,2504828,16828,8,LM,1,100,486589.0380774,2231913.3501980,486589.0426108,16,
1715671155.572155,2505444,16930,8,LM,1,100,486589.8047881,2231914.1168629,486589.8091867,14,
1715671156.097344,2505945,17017,8,LM,1,100,486590.3379881,2231914.6500629,486590.3423154,16,
1715671156.946453,2506755,17143,8,LM,1,100,486591.1380078,2231915.4501026,486591.1419812,14,
1715671157.596387,2507375,17228,8,LM,1,100,486591.6880040,2231916.0000988,486591.7099421,16,
1715671158.143590,2507897,17320,8,LM,1,100,486592.4046471,2231916.7167419,486592.4088350,14,
1715671158.896257,2508615,17439,8,LM,1,100,486593.0046903,2231917.3167851,486593.0092011,16,
1715671159.445556,2509139,17524,8,LM,1,100,486593.7046693,2231918.0167582,486593.7091601,14,
1715671159.982277,2509651,17612,8,LM,1,100,486594.2381102,2231918.5501990,486594.2429861,16,
1715671160.655274,2510293,17714,8,LM,1,100,486594.8880662,2231919.2001551,486594.9093467,14,
1715671161.226587,2510838,17800,8,LM,1,100,486595.4547545,2231919.7668079,486595.4761650,16,
1715671161.962481,2511540,17926,8,LM,1,100,486596.1713772,2231920.4834306,486596.1763901,15,
1715671163.266544,2512784,18132,8,LM,1,100,486597.4881476,2231921.8001928,486597.5098643,14,
1715671163.811650,2513304,18216,8,LM,1,100,486598.0715197,2231922.3835649,486598.0765244,16,
1715671164.635600,2514090,18352,8,LM,1,100,486598.8213993,2231923.1334445,486598.8427501,14,
1715671165.212155,2514640,18438,8,LM,1,100,486599.4048411,2231923.7168922,486599.4093545,16,
1715671165.879910,2515277,18544,8,LM,1,100,486600.1213613,2231924.4334124,486600.1428857,14,
1715671166.499445,2515868,18645,8,LM,1,100,486600.6881347,2231925.0001858,486600.7089023,16,
1715671167.150428,2516489,18753,8,LM,1,100,486601.4047300,2231925.7167566,486601.4092832,14,
1715671167.802459,2517111,18855,8,LM,1,100,486602.0048972,2231926.3169238,486602.0095000,16,
1715671168.491180,2517768,18962,8,LM,1,100,486602.6547455,2231926.9667721,486602.6756378,14,
1715671169.016370,2518269,19047,8,LM,1,100,486603.2548984,2231927.5669603,486603.2757658,16,
1715671169.851850,2519066,19185,8,LM,1,100,486603.9548951,2231928.2669570,486603.9761980,14,
1715671170.287935,2519482,19255,8,LM,1,100,486604.5214126,2231928.8334744,486604.5424369,16,
1715671170.951498,2520115,19357,8,LM,1,100,486605.1883022,2231929.5003208,486605.2093756,15,
1715671171.481928,2520621,19444,8,LM,1,100,486605.7215336,2231930.0335522,486605.7423719,18,
1715671172.375064,2521473,19584,8,LM,1,100,486606.4382064,2231930.7502250,486606.4424570,14,
1715671172.715756,2521798,19638,8,LM,1,100,486606.9715465,2231931.2835651,486606.9765861,16,
1715671173.548092,2522592,19776,8,LM,1,100,486607.7888089,2231932.1008254,486607.8087865,14,
1715671174.112067,2523130,19861,8,LM,1,100,486608.3381900,2231932.6502066,486608.3425063,16,
1715671174.847961,2523832,19982,8,LM,1,100,486609.0881419,2231933.4001725,486609.1092216,14,
1715671175.594338,2524544,20102,8,LM,1,100,486609.6882367,2231934.0002672,486609.7096110,16,
1715671176.203390,2525125,20202,8,LM,1,100,486610.3215567,2231934.6335873,486610.3424495,14,
1715671176.634233,2525536,20274,8,LM,1,100,486610.8214871,2231935.1335176,486610.8425803,16,
1715671177.388996,2526256,20391,8,LM,1,100,486611.6215368,2231935.9335179,486611.6425168,14,
1715671178.005386,2526844,20483,8,LM,1,100,486612.1885102,2231936.5004912,486612.2097897,16,
1715671178.655321,2527464,20585,8,LM,1,100,486612.9048730,2231937.2168540,486612.9096340,14,
1715671179.279048,2528059,20687,8,LM,1,100,486613.4384128,2231937.7504157,486613.4431063,16,
1715671180.019135,2528765,20808,8,LM,1,100,486614.2215592,2231938.5335621,486614.2424845,14,
1715671180.477235,2529202,20876,8,LM,1,100,486614.7216551,2231939.0336580,486614.7432555,16,
1715671181.190066,2529882,20997,8,LM,1,100,486615.4383872,2231939.7503461,486615.4432058,15,
1715671181.749849,2530416,21084,8,LM,1,100,486615.9887617,2231940.3007206,486616.0105076,18,
1715671182.587426,2531215,21218,8,LM,1,100,486616.7882217,2231941.1001806,486616.8105066,14,
1715671183.217443,2531816,21307,8,LM,1,100,486617.3216935,2231941.6336597,486617.3425910,16,
1715671183.781419,2532354,21393,8,LM,1,100,486618.0382464,2231942.3502126,486618.0427981,14,
1715671184.422967,2532966,21497,8,LM,1,100,486618.6383261,2231942.9502923,486618.6424479,16,
1715671185.080240,2533593,21601,8,LM,1,100,486619.3383074,2231943.6502706,486619.3427731,14,
1715671185.705016,2534189,21703,8,LM,1,100,486619.9049085,2231944.2168716,486619.9093668,16,
1715671186.436717,2534887,21821,8,LM,1,100,486620.6549666,2231944.9669297,486620.6756842,14,
1715671186.979727,2535405,21907,8,LM,1,100,486621.1716661,2231945.4836161,486621.1761633,16,
1715671187.618130,2536014,22011,8,LM,1,100,486621.8720111,2231946.1839611,486621.8759291,14,
1715671188.241858,2536609,22117,8,LM,1,100,486622.4384485,2231946.7503985,486622.4435496,16,
1715671189.030166,2537361,22206,8,LM,1,100,486623.1716700,2231947.4836028,486623.1758665,15,
1715671190.195855,2538473,22393,8,LM,1,100,486624.4050788,2231948.7170115,486624.4096943,14,
1715671190.832163,2539080,22497,8,LM,1,100,486625.0050883,2231949.3170211,486625.0095560,16,
1715671191.485242,2539703,22600,8,LM,1,100,486625.7216988,2231950.0336320,486625.7431850,14,
1715671192.045025,2540237,22686,8,LM,1,100,486626.3050510,2231950.6169842,486626.3093292,16,
1715671192.777774,2540936,22808,8,LM,1,100,486627.0216276,2231951.3335608,486627.0429788,14,
1715671193.409888,2541539,22909,8,LM,1,100,486627.5717751,2231951.8836900,486627.5757191,16,
1715671194.110140,2542207,23021,8,LM,1,100,486628.3551425,2231952.6670574,486628.3760219,14,
1715671194.732819,2542801,23124,8,LM,1,100,486628.9384268,2231953.2503417,486628.9433859,16,
1715671195.379609,2543418,23225,8,LM,1,100,486629.6385368,2231953.9504739,486629.6430852,14,
1715671195.903750,2543918,23312,8,LM,1,100,486630.1384615,2231954.4503985,486630.1423909,16,
1715671196.646982,2544627,23431,8,LM,1,100,486630.8717390,2231955.1836761,486630.8766843,14,
1715671197.295868,2545246,23535,8,LM,1,100,486631.4217570,2231955.7336678,486631.4425202,16,
1715671198.034907,2545951,23655,8,LM,1,100,486632.2055069,2231956.5174177,486632.2098783,15,
1715671198.566386,2546458,23741,8,LM,1,100,486632.7552280,2231957.0671388,486632.7759380,18,
1715671199.230997,2547092,23850,8,LM,1,100,486633.4551092,2231957.7670038,486633.4758008,14,
1715671199.777151,2547613,23934,8,LM,1,100,486634.0385791,2231958.3504737,486634.0429844,16,
1715671200.541349,2548342,24056,8,LM,1,100,486634.7555706,2231959.0674652,486634.7763649,14,
1715671201.389409,2549151,24189,8,LM,1,100,486635.3051114,2231959.6170114,486635.3096755,16,
1715671202.156751,2549883,24308,8,LM,1,100,486636.0051969,2231960.3170970,486636.0095306,14,
1715671202.290931,2550011,24328,8,LM,1,100,486636.5217882,2231960.8336882,486636.5426236,16,
1715671203.130605,2550812,24468,8,LM,1,100,486637.3384878,2231961.6503920,486637.3426523,14,
1715671203.590801,2551251,24536,8,LM,1,100,486637.8385509,2231962.1504551,486637.8427108,16,
1715671204.407412,2552030,24671,8,LM,1,100,486638.6217070,2231962.9336112,486638.6425625,14,
1715671204.873898,2552475,24749,8,LM,1,100,486639.1219853,2231963.4338490,486639.1432112,16,
1715671205.666399,2553231,24868,8,LM,1,100,486639.8223833,2231964.1342470,486639.8432912,14,
1715671206.299561,2553835,24969,8,LM,1,100,486640.4218114,2231964.7336751,486640.4430253,16,
1715671206.927482,2554434,25073,8,LM,1,100,486641.1385221,2231965.4503736,486641.1435439,14,
1715671207.477830,2554959,25161,8,LM,1,100,486641.7219590,2231966.0338105,486641.7428512,16,
1715671208.208482,2555656,25281,8,LM,1,100,486642.4718801,2231966.7837316,486642.4762906,15,
1715671208.739961,2556163,25372,8,LM,1,100,486642.9892237,2231967.3010752,486643.0098655,18,
1715671209.599552,2556983,25510,8,LM,1,100,486643.7383947,2231968.0502800,486643.7426957,14,
1715671210.087003,2557448,25585,8,LM,1,100,486644.3051990,2231968.6170844,486644.3099654,16,
1715671210.797738,2558126,25702,8,LM,1,100,486644.9888643,2231969.3007496,486645.0098463,14,
1715671211.336555,2558640,25787,8,LM,1,100,486645.5385578,2231969.8504095,486645.5428458,16,
1715671212.003262,2559276,25891,8,LM,1,100,486646.2719253,2231970.5837770,486646.2764415,14,
1715671212.635376,2559879,25993,8,LM,1,100,486646.8218805,2231971.1337322,486646.8431008,16,
1715671213.375463,2560585,26115,8,LM,1,100,486647.6052735,2231971.9171034,486647.6098696,14,
1715671213.893314,2561079,26201,8,LM,1,100,486648.1386537,2231972.4504837,486648.1434019,16,
1715671215.076825,2562208,26382,8,LM,1,100,486648.8218979,2231973.1337278,486648.8435405,15,
1715671215.104080,2562234,26385,8,LM,1,100,486649.3722562,2231973.6841041,486649.3769966,18,
1715671215.938512,2563030,26526,8,LM,1,100,486650.1552330,2231974.4670809,486650.1765087,14,
1715671216.404998,2563475,26596,8,LM,1,100,486650.6554107,2231974.9672586,486650.6761098,16,
1715671217.137747,2564174,26718,8,LM,1,100,486651.4052971,2231975.7171083,486651.4099662,14,
1715671217.770909,2564778,26824,8,LM,1,100,486651.9553686,2231976.2671798,486651.9770348,16,
1715671218.620017,2565588,26959,8,LM,1,100,486652.7220419,2231977.0338531,486652.7429807,14,
1715671219.068682,2566016,27027,8,LM,1,100,486653.3054284,2231977.6172471,486653.3099339,16,
1715671219.795141,2566709,27148,8,LM,1,100,486653.9896470,2231978.3014657,486654.0096982,15,
1715671220.409434,2567295,27233,8,LM,1,100,486654.5053596,2231978.8171782,486654.5092960,18,
1715671221.148473,2568000,27359,8,LM,1,100,486655.3053261,2231979.6171275,486655.3092702,14,
1715671221.602379,2568433,27428,8,LM,1,100,486655.8720596,2231980.1838610,486655.8762973,16,
1715671222.345611,2569142,27548,8,LM,1,100,486656.5554511,2231980.8672525,486656.5766155,14,
1715671222.868703,2569641,27637,8,LM,1,100,486657.1386759,2231981.4504603,486657.1436205,16,
1715671223.602501,2570341,27755,8,LM,1,100,486657.8721348,2231982.1839192,486657.8768663,14,
1715671224.243001,2570952,27858,8,LM,1,100,486658.4554799,2231982.7672643,486658.4766698,16,
1715671224.993571,2571668,27978,8,LM,1,100,486659.1888428,2231983.5006495,486659.2096903,14,
1715671225.533436,2572183,28064,8,LM,1,100,486659.7891435,2231984.1009502,486659.8096395,16,
1715671226.252557,2572869,28173,8,LM,1,100,486660.4219978,2231984.7338046,486660.4426838,14,
1715671226.773553,2573366,28258,8,LM,1,100,486661.0220792,2231985.3338859,486661.0435728,16,
1715671227.501061,2574060,28379,8,LM,1,100,486661.7053534,2231986.0171155,486661.7095693,14,
1715671228.075519,2574608,28468,8,LM,1,100,486662.2721237,2231986.5838858,486662.2763459,16,
1715671228.700295,2575204,28569,8,LM,1,100,486662.9728963,2231987.2846584,486662.9768000,14,
1715671229.441431,2575911,28689,8,LM,1,100,486663.5725911,2231987.8843611,486663.5769295,16,
1715671230.636472,2577051,28874,8,LM,1,100,486664.3053650,2231988.6171350,486664.3098347,15,
1715671230.652196,2577066,28877,8,LM,1,100,486664.8221426,2231989.1339126,486664.8434601,18,
1715671231.378655,2577759,28998,8,LM,1,100,486665.5555180,2231989.8672759,486665.5762074,14,
1715671231.861913,2578220,29074,8,LM,1,100,486666.1222404,2231990.4339984,486666.1434851,16,
1715671232.629256,2578952,29193,8,LM,1,100,486666.8890500,2231991.2008079,486666.9093663,14,
1715671233.146059,2579445,29280,8,LM,1,100,486667.4067046,2231991.7184417,486667.4104077,16,
1715671233.896628,2580161,29400,8,LM,1,100,486668.1222304,2231992.4339675,486668.1437294,15,
1715671235.159808,2581366,29601,8,LM,1,100,486669.3889453,2231993.7006722,486669.4101244,14,
1715671235.738459,2581918,29691,8,LM,1,100,486669.9555569,2231994.2672838,486669.9770494,16,
1715671236.364284,2582515,29790,8,LM,1,100,486670.6389010,2231994.9506279,486670.6434080,14,
1715671237.004784,2583126,29899,8,LM,1,100,486671.1890769,2231995.5008202,486671.2096410,16,
1715671237.743823,2583831,30020,8,LM,1,100,486671.9556517,2231996.2673950,486671.9763846,14,
1715671238.255384,2584319,30107,8,LM,1,100,486672.4888894,2231996.8006327,486672.5095820,16,
1715671239.026920,2585055,30226,8,LM,1,100,486673.3054890,2231997.6172012,486673.3095075,14,
1715671239.681047,2585679,30327,8,LM,1,100,486673.8555556,2231998.1672678,486673.8770440,16,
1715671240.415893,2586380,30449,8,LM,1,100,486674.5388077,2231998.8505199,486674.5432053,14,
1715671240.825771,2586771,30517,8,LM,1,100,486675.0558857,2231999.3675979,486675.0770024,16,
1715671241.577389,2587488,30637,8,LM,1,100,486675.8060495,2232000.1177931,486675.8103822,14,
1715671242.127737,2588013,30723,8,LM,1,100,486676.4060670,2232000.7178106,486676.4109784,16,
1715671242.949590,2588797,30848,8,LM,1,100,486677.1559688,2232001.4676946,486677.1766547,14,
1715671243.394062,2589221,30919,8,LM,1,100,486677.6556455,2232001.9673713,486677.6763266,16,
1715671244.141487,2589934,31038,8,LM,1,100,486678.3555797,2232002.6673055,486678.3771306,15,
1715671244.679255,2590447,31124,8,LM,1,100,486678.8889319,2232003.2006577,486678.9097801,18,
1715671245.635288,2591359,31277,8,LM,1,100,486679.7222566,2232004.0339596,486679.7434008,14,
1715671245.984366,2591692,31329,8,LM,1,100,486680.2390615,2232004.5507645,486680.2436643,16,
1715671246.727598,2592401,31450,8,LM,1,100,486681.0056668,2232005.3173698,486681.0096230,14,
1715671247.706693,2593335,31587,8,LM,1,100,486681.5055741,2232005.8172601,486681.5097208,16,
1715671247.961426,2593578,31628,8,LM,1,100,486682.1891429,2232006.5008289,486682.2096283,15,
1715671249.221460,2594780,31831,8,LM,1,100,486683.4723103,2232007.7840013,486683.4764583,14,
1715671250.621965,2596116,32050,8,LM,1,100,486684.0556261,2232008.3673171,486684.0763529,16,
1715671250.645027,2596138,32053,8,LM,1,100,486684.8389971,2232009.1506881,486684.8433349,14,
1715671251.262465,2596727,32156,8,LM,1,100,486685.3891611,2232009.7008309,486685.4097293,16,
1715671251.922883,2597357,32243,8,LM,1,100,486686.1395187,2232010.4511885,486686.1433670,14,
1715671252.561286,2597966,32345,8,LM,1,100,486686.6890879,2232011.0007577,486686.7096862,16,
1715671253.256297,2598629,32438,8,LM,1,100,486687.4056808,2232011.7173457,486687.4096273,14,
1715671253.685044,2599038,32507,8,LM,1,100,486687.9389900,2232012.2506550,486687.9431284,16,
1715671254.427228,2599746,32627,8,LM,1,100,486688.6222066,2232012.9338716,486688.6431846,15,
1715671255.713470,2600973,32830,8,LM,1,100,486689.9222837,2232014.2339396,486689.9428260,14,
1715671256.352921,2601583,32932,8,LM,1,100,486690.5223528,2232014.8340088,486690.5427674,16,
1715671257.306858,2602493,33086,8,LM,1,100,486691.2222610,2232015.5339196,486691.2429945,14,
1715671257.628680,2602800,33137,8,LM,1,100,486691.8223159,2232016.1339745,486691.8431821,16,
1715671258.282808,2603424,33243,8,LM,1,100,486692.5223832,2232016.8340418,486692.5432519,14,
1715671258.842591,2603958,33305,8,LM,1,100,486693.0225365,2232017.3341950,486693.0429545,16,
1715671259.571147,2604653,33426,8,LM,1,100,486693.7900882,2232018.1017254,486693.8098269,14,
1715671260.111012,2605168,33511,8,LM,1,100,486694.3724489,2232018.6840861,486694.3765661,16,
1715671260.949637,2605968,33646,8,LM,1,100,486695.1564630,2232019.4681168,486695.1772334,14,
1715671261.479020,2606473,33734,8,LM,1,100,486695.6890109,2232020.0006647,486695.7104980,16,
1715671262.131051,2607095,33836,8,LM,1,100,486696.4057333,2232020.7173871,486696.4104609,14,
1715671262.773648,2607708,33942,8,LM,1,100,486697.0058666,2232021.3175204,486697.0098949,16,
1715671263.429872,2608334,34043,8,LM,1,100,486697.7057116,2232022.0173461,486697.7102310,14,
1715671264.000138,2608878,34119,8,LM,1,100,486698.2057432,2232022.5173777,486698.2096609,16,
1715671264.662652,2609510,34224,8,LM,1,100,486698.9227783,2232023.2344128,486698.9431490,15,
1715671265.396449,2610210,34342,8,LM,1,100,486699.4940663,2232023.8056911,486699.5099770,18,
1715671265.966714,2610754,34429,8,LM,1,100,486700.2224296,2232024.5340544,486700.2433869,14,
1715671266.721477,2611474,34549,8,LM,1,100,486700.8224856,2232025.1341104,486700.8437028,16,
1715671267.365122,2612088,34651,8,LM,1,100,486701.5057355,2232025.8173452,486701.5098822,14,
1715671268.634591,2613299,34855,8,LM,1,100,486702.0892342,2232026.4008439,486702.1099662,16,
1715671268.660799,2613324,34858,8,LM,1,100,486702.8224903,2232027.1341000,486702.8430701,14,
1715671269.277188,2613912,34950,8,LM,1,100,486703.3725403,2232027.6841284,486703.3765693,16,
1715671269.840116,2614449,35039,8,LM,1,100,486704.1058019,2232028.4173900,486704.1097080,14,
1715671270.399898,2614983,35125,8,LM,1,100,486704.6558615,2232028.9674496,486704.6766386,16,
1715671271.110633,2615661,35244,8,LM,1,100,486705.3724897,2232029.6840854,486705.3769858,14,
1715671271.668319,2616193,35330,8,LM,1,100,486705.9225792,2232030.2341748,486705.9444906,16,
1715671272.432517,2616922,35449,8,LM,1,100,486706.7058215,2232031.0174172,486706.7097651,14,
