LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TH
1715670746.451869,2115167.000,18154,1,TH,1,100,35.883
1715670746.582904,2115292.000,18170,1,TH,1,100,35.968
1715670746.714988,2115418.000,18187,1,TH,1,100,35.968
1715670746.847071,2115544.000,18204,1,TH,1,100,36.014
1715670746.982299,2115673.000,18223,1,TH,1,100,36.014
1715670747.116480,2115801.000,18255,1,TH,1,100,35.954
1715670747.250660,2115929.000,18271,1,TH,1,100,35.954
1715670747.384840,2116057.000,18288,1,TH,1,100,35.991
1715670747.519020,2116185.000,18320,1,TH,1,100,35.991
1715670747.649007,2116309.000,18336,1,TH,1,100,35.945
1715670747.782139,2116436.000,18354,1,TH,1,100,35.945
1715670747.913174,2116561.000,18370,1,TH,1,100,35.957
1715670748.048402,2116690.000,18387,1,TH,1,100,35.957
1715670748.180485,2116816.000,18421,1,TH,1,100,35.987
1715670748.314666,2116944.000,18437,1,TH,1,100,35.987
1715670748.450942,2117074.000,18455,1,TH,1,100,35.892
1715670748.583026,2117200.000,18488,1,TH,1,100,35.892
1715670748.714061,2117325.000,18505,1,TH,1,100,35.927
1715670748.845096,2117450.000,18522,1,TH,1,100,35.927
1715670748.977180,2117576.000,18538,1,TH,1,100,35.964
1715670749.112408,2117705.000,18556,1,TH,1,100,35.964
1715670749.246588,2117833.000,18589,1,TH,1,100,35.931
1715670749.378672,2117959.000,18605,1,TH,1,100,35.931
1715670749.514948,2118089.000,18623,1,TH,1,100,35.791
1715670749.647032,2118215.000,18639,1,TH,1,100,35.791
1715670749.778067,2118340.000,18671,1,TH,1,100,35.936
1715670749.909102,2118465.000,18688,1,TH,1,100,35.936
1715670750.041186,2118591.000,18704,1,TH,1,100,35.927
1715670750.174318,2118718.000,18722,1,TH,1,100,35.927
1715670750.309546,2118847.000,18755,1,TH,1,100,35.897
1715670750.443726,2118975.000,18772,1,TH,1,100,35.897
1715670750.577906,2119103.000,18789,1,TH,1,100,35.920
1715670750.709990,2119229.000,18805,1,TH,1,100,35.920
1715670750.844170,2119357.000,18837,1,TH,1,100,35.906
1715670750.974157,2119481.000,18854,1,TH,1,100,35.899
1715670751.107288,2119608.000,18871,1,TH,1,100,35.866
1715670751.240420,2119735.000,18888,1,TH,1,100,35.866
1715670751.375648,2119864.000,18922,1,TH,1,100,35.899
1715670751.507732,2119990.000,18938,1,TH,1,100,35.899
1715670751.641912,2120118.000,18955,1,TH,1,100,35.906
1715670751.778189,2120248.000,18972,1,TH,1,100,35.906
1715670751.910272,2120374.000,19003,1,TH,1,100,35.993
1715670752.041307,2120499.000,19020,1,TH,1,100,35.993
1715670752.174439,2120626.000,19037,1,TH,1,100,35.926
1715670752.306523,2120752.000,19054,1,TH,1,100,35.926
1715670752.441751,2120881.000,19088,1,TH,1,100,35.910
1715670752.574883,2121008.000,19106,2,TH,1,100,35.910
1715670752.708015,2121135.000,19106,2,TH,1,100,35.933
1715670752.844291,2121265.000,19123,1,TH,1,100,35.933
1715670752.976375,2121391.000,19154,1,TH,1,100,35.912
1715670753.107410,2121516.000,19175,1,TH,1,100,35.912
1715670753.238445,2121641.000,19191,1,TH,1,100,35.876
1715670753.370529,2121767.000,19208,1,TH,1,100,35.876
1715670753.503661,2121894.000,19242,1,TH,1,100,35.949
1715670753.638889,2122023.000,19260,1,TH,1,100,35.949
1715670753.773069,2122151.000,19278,1,TH,1,100,35.908
1715670753.907249,2122279.000,19294,1,TH,1,100,35.908
1715670754.039333,2122405.000,19311,1,TH,1,100,35.848
1715670754.172464,2122532.000,19346,1,TH,1,100,35.848
1715670754.302451,2122656.000,19365,1,TH,1,100,35.936
1715670754.435583,2122783.000,19383,1,TH,1,100,35.936
1715670754.568715,2122910.000,19399,1,TH,1,100,35.919
1715670754.702895,2123038.000,19433,1,TH,1,100,35.919
1715670754.836027,2123165.000,19450,1,TH,1,100,35.928
1715670754.970207,2123293.000,19469,1,TH,1,100,35.928
1715670755.105435,2123422.000,19487,1,TH,1,100,35.889
1715670755.237519,2123548.000,19518,1,TH,1,100,35.889
1715670755.368554,2123673.000,19535,1,TH,1,100,35.896
1715670755.502734,2123801.000,19552,1,TH,1,100,35.896
1715670755.634818,2123927.000,19568,1,TH,1,100,35.843
1715670755.770046,2124056.000,19589,1,TH,1,100,35.843
1715670755.904226,2124184.000,19622,1,TH,1,100,35.853
1715670756.036309,2124310.000,19639,1,TH,1,100,35.853
1715670756.172586,2124440.000,19656,1,TH,1,100,35.936
1715670756.304670,2124566.000,19675,1,TH,1,100,35.936
1715670756.435705,2124691.000,19707,1,TH,1,100,35.905
1715670756.566740,2124816.000,19724,1,TH,1,100,35.905
1715670756.698824,2124942.000,19740,1,TH,1,100,35.926
1715670756.831955,2125069.000,19758,1,TH,1,100,35.926
1715670756.967184,2125198.000,19794,1,TH,1,100,35.845
1715670757.101364,2125326.000,19811,1,TH,1,100,35.846
1715670757.235544,2125454.000,19828,1,TH,1,100,35.947
1715670757.368676,2125581.000,19844,1,TH,1,100,35.947
1715670757.501807,2125708.000,19879,1,TH,1,100,35.892
1715670757.631794,2125832.000,19896,1,TH,1,100,35.892
1715670757.764926,2125959.000,19913,1,TH,1,100,35.825
1715670757.898058,2126086.000,19930,1,TH,1,100,35.825
1715670758.032238,2126214.000,19951,1,TH,1,100,35.901
1715670758.165370,2126341.000,19985,1,TH,1,100,35.901
1715670758.299550,2126469.000,20005,1,TH,1,100,35.912
1715670758.433730,2126597.000,20022,1,TH,1,100,35.912
1715670758.565814,2126723.000,20041,1,TH,1,100,35.928
1715670758.696849,2126848.000,20073,1,TH,1,100,35.928
1715670758.831029,2126976.000,20089,1,TH,1,100,35.894
1715670758.963112,2127102.000,20106,1,TH,1,100,35.894
1715670759.098341,2127231.000,20125,1,TH,1,100,35.945
1715670759.232521,2127359.000,20159,1,TH,1,100,35.945
1715670759.364604,2127485.000,20176,1,TH,1,100,35.901
1715670759.500881,2127615.000,20193,1,TH,1,100,35.894
1715670759.632965,2127741.000,20213,1,TH,1,100,35.951
1715670759.764000,2127866.000,20245,1,TH,1,100,35.959
1715670759.896083,2127992.000,20261,1,TH,1,100,35.947
1715670760.028167,2128118.000,20278,1,TH,1,100,35.947
1715670760.161299,2128245.000,20300,1,TH,1,100,35.887
1715670760.296527,2128374.000,20317,1,TH,1,100,35.887
1715670760.430707,2128502.000,20349,1,TH,1,100,35.873
1715670760.564887,2128630.000,20365,1,TH,1,100,35.873
1715670760.696970,2128756.000,20382,1,TH,1,100,35.820
1715670760.829054,2128882.000,20399,1,TH,1,100,35.820
1715670760.959041,2129006.000,20430,1,TH,1,100,35.940
1715670761.092173,2129133.000,20448,1,TH,1,100,35.940
1715670761.225305,2129260.000,20467,1,TH,1,100,35.968
1715670761.359485,2129388.000,20486,1,TH,1,100,35.968
1715670761.493665,2129516.000,20521,1,TH,1,100,35.901
1715670761.627845,2129644.000,20537,1,TH,1,100,35.901
1715670761.762025,2129772.000,20555,1,TH,1,100,35.924
1715670761.894109,2129898.000,20571,1,TH,1,100,35.917
1715670762.025144,2130023.000,20606,1,TH,1,100,35.924
1715670762.159324,2130151.000,20623,1,TH,1,100,35.931
1715670762.292455,2130278.000,20639,1,TH,1,100,35.829
1715670762.427684,2130407.000,20659,1,TH,1,100,35.829
1715670762.561864,2130535.000,20693,1,TH,1,100,35.956
1715670762.693948,2130661.000,20709,1,TH,1,100,35.956
1715670762.830224,2130791.000,20727,1,TH,1,100,35.988
1715670762.962308,2130917.000,20758,1,TH,1,100,35.981
1715670763.093343,2131042.000,20775,1,TH,1,100,35.903
1715670763.225426,2131168.000,20792,1,TH,1,100,35.903
1715670763.357510,2131294.000,20816,1,TH,1,100,35.944
1715670763.490642,2131421.000,20838,1,TH,1,100,35.951
1715670763.625870,2131550.000,20854,1,TH,1,100,35.940
1715670763.760050,2131678.000,20886,1,TH,1,100,35.933
1715670763.894230,2131806.000,20906,1,TH,1,100,35.889
1715670764.026314,2131932.000,20922,1,TH,1,100,35.896
1715670764.158397,2132058.000,20954,1,TH,1,100,35.843
1715670764.288384,2132182.000,20971,1,TH,1,100,35.843
1715670764.421516,2132309.000,20988,1,TH,1,100,35.926
1715670764.554648,2132436.000,21005,1,TH,1,100,35.926
1715670764.688828,2132564.000,21026,1,TH,1,100,35.880
1715670764.823008,2132692.000,21058,1,TH,1,100,35.873
1715670764.957188,2132820.000,21075,1,TH,1,100,35.863
1715670765.091368,2132948.000,21092,1,TH,1,100,35.863
1715670765.223452,2133074.000,21112,1,TH,1,100,35.896
1715670765.354487,2133199.000,21144,1,TH,1,100,35.903
1715670765.488667,2133327.000,21160,1,TH,1,100,35.878
1715670765.621799,2133454.000,21177,1,TH,1,100,35.870
1715670765.757027,2133583.000,21196,1,TH,1,100,35.907
1715670765.891207,2133711.000,21230,1,TH,1,100,35.915
1715670766.023291,2133837.000,21247,1,TH,1,100,35.928
1715670766.159567,2133967.000,21264,1,TH,1,100,35.928
1715670766.291651,2134093.000,21281,1,TH,1,100,35.898
1715670766.422686,2134218.000,21316,1,TH,1,100,35.898
1715670766.554770,2134344.000,21332,1,TH,1,100,35.963
1715670766.686853,2134470.000,21349,1,TH,1,100,35.955
1715670766.819985,2134597.000,21366,1,TH,1,100,35.797
1715670766.955213,2134726.000,21385,1,TH,1,100,35.804
1715670767.089393,2134854.000,21417,1,TH,1,100,35.896
1715670767.223573,2134982.000,21436,1,TH,1,100,35.889
1715670767.355657,2135108.000,21453,1,TH,1,100,35.907
1715670767.487740,2135234.000,21470,1,TH,1,100,35.907
1715670767.617727,2135358.000,21501,1,TH,1,100,35.905
1715670767.750859,2135485.000,21519,1,TH,1,100,35.905
1715670767.883991,2135612.000,21538,1,TH,1,100,35.875
1715670768.018171,2135740.000,21555,1,TH,1,100,35.875
1715670768.152351,2135868.000,21589,1,TH,1,100,35.910
1715670768.286531,2135996.000,21605,1,TH,1,100,35.910
1715670768.420711,2136124.000,21623,1,TH,1,100,35.905
1715670768.552795,2136250.000,21641,1,TH,1,100,35.905
1715670768.685402,2136376.500,21682,2,TH,1,100,35.891
1715670768.818010,2136503.000,21682,2,TH,1,100,35.891
1715670768.951142,2136630.000,21713,1,TH,1,100,35.898
1715670769.086370,2136759.000,21733,1,TH,1,100,35.898
1715670769.220550,2136887.000,21752,1,TH,1,100,35.886
1715670769.352634,2137013.000,21769,1,TH,1,100,35.886
1715670769.488910,2137143.000,21801,1,TH,1,100,35.974
1715670769.620994,2137269.000,21817,1,TH,1,100,35.974
1715670769.752029,2137394.000,21835,1,TH,1,100,35.932
1715670769.884113,2137520.000,21854,1,TH,1,100,35.932
1715670770.016196,2137646.000,21886,1,TH,1,100,35.896
1715670770.149328,2137773.000,21905,1,TH,1,100,35.896
1715670770.284556,2137902.000,21921,1,TH,1,100,35.889
1715670770.418736,2138030.000,21942,1,TH,1,100,35.889
1715670770.552916,2138158.000,21973,1,TH,1,100,35.928
1715670770.685000,2138284.000,21990,1,TH,1,100,35.928
1715670770.817083,2138410.000,22007,1,TH,1,100,35.882
1715670770.947070,2138534.000,22023,1,TH,1,100,35.882
1715670771.080202,2138661.000,22058,1,TH,1,100,35.923
1715670771.213334,2138788.000,22075,1,TH,1,100,35.923
1715670771.347514,2138916.000,22093,1,TH,1,100,35.889
1715670771.481694,2139044.000,22111,1,TH,1,100,35.889
1715670771.615874,2139172.000,22142,1,TH,1,100,35.917
1715670771.749006,2139299.000,22162,1,TH,1,100,35.917
1715670771.881089,2139425.000,22179,1,TH,1,100,35.870
1715670772.012125,2139550.000,22195,1,TH,1,100,35.870
1715670772.146305,2139678.000,22227,1,TH,1,100,35.891
1715670772.279437,2139805.000,22247,1,TH,1,100,35.891
1715670772.414665,2139934.000,22266,1,TH,1,100,35.907
1715670772.548845,2140062.000,22283,1,TH,1,100,35.907
1715670772.680928,2140188.000,22315,1,TH,1,100,35.932
1715670772.817205,2140318.000,22334,1,TH,1,100,35.932
1715670772.949289,2140444.000,22351,1,TH,1,100,35.886
1715670773.080324,2140569.000,22368,1,TH,1,100,35.886
1715670773.213456,2140696.000,22399,1,TH,1,100,35.873
1715670773.345539,2140822.000,22417,1,TH,1,100,35.873
1715670773.478671,2140949.000,22437,1,TH,1,100,35.900
1715670773.613899,2141078.000,22454,1,TH,1,100,35.900
1715670773.748079,2141206.000,22489,1,TH,1,100,35.877
1715670773.882259,2141334.000,22505,1,TH,1,100,35.877
1715670774.015391,2141461.000,22522,1,TH,1,100,35.907
1715670774.147475,2141587.000,22544,1,TH,1,100,35.907
1715670774.277462,2141711.000,22564,1,TH,1,100,35.928
1715670774.410594,2141838.000,22581,1,TH,1,100,35.928
1715670774.543725,2141965.000,22598,1,TH,1,100,35.882
1715670774.677905,2142093.000,22616,1,TH,1,100,35.882
1715670774.812085,2142221.000,22648,1,TH,1,100,35.864
1715670774.946265,2142349.000,22665,1,TH,1,100,35.864
1715670775.079397,2142476.000,22682,1,TH,1,100,35.923
1715670775.211481,2142602.000,22699,1,TH,1,100,35.923
1715670775.342516,2142727.000,22718,1,TH,1,100,35.923
1715670775.476696,2142855.000,22750,1,TH,1,100,35.923
1715670775.609828,2142982.000,22767,1,TH,1,100,35.865
1715670775.745056,2143111.000,22786,1,TH,1,100,35.865
1715670775.879236,2143239.000,22806,1,TH,1,100,35.854
1715670776.011320,2143365.000,22823,1,TH,1,100,35.854
1715670776.147596,2143495.000,22840,1,TH,1,100,35.912
1715670776.279680,2143621.000,22859,1,TH,1,100,35.912
1715670776.410715,2143746.000,22891,1,TH,1,100,35.886
1715670776.543847,2143873.000,22908,1,TH,1,100,35.886
1715670776.675931,2143999.000,22924,1,TH,1,100,35.880
1715670776.809062,2144126.000,22942,1,TH,1,100,35.880
1715670776.944291,2144255.000,22975,1,TH,1,100,35.905
1715670777.078471,2144383.000,22992,1,TH,1,100,35.905
1715670777.212651,2144511.000,23009,1,TH,1,100,35.894
1715670777.344734,2144637.000,23025,1,TH,1,100,35.894
1715670777.476818,2144763.000,23057,1,TH,1,100,35.912
1715670777.607853,2144888.000,23077,1,TH,1,100,35.912
1715670777.740985,2145015.000,23094,1,TH,1,100,35.914
1715670777.874117,2145142.000,23113,1,TH,1,100,35.914
1715670778.008297,2145270.000,23148,1,TH,1,100,35.988
1715670778.142477,2145398.000,23164,1,TH,1,100,35.988
1715670778.276657,2145526.000,23181,1,TH,1,100,35.856
1715670778.408740,2145652.000,23198,1,TH,1,100,35.856
1715670778.540824,2145778.000,23231,1,TH,1,100,35.854
1715670778.671859,2145903.000,23252,1,TH,1,100,35.854
1715670778.806039,2146031.000,23268,1,TH,1,100,35.905
1715670778.939171,2146158.000,23285,1,TH,1,100,35.905
1715670779.074399,2146287.000,23319,1,TH,1,100,35.969
1715670779.208579,2146415.000,23335,1,TH,1,100,35.969
1715670779.340663,2146541.000,23355,1,TH,1,100,35.882
1715670779.475891,2146670.000,23377,1,TH,1,100,35.882
1715670779.607975,2146796.000,23394,1,TH,1,100,35.873
1715670779.739010,2146921.000,23411,1,TH,1,100,35.873
1715670779.873190,2147049.000,23428,1,TH,1,100,35.914
1715670780.005274,2147175.000,23463,1,TH,1,100,35.914
1715670780.138405,2147302.000,23481,1,TH,1,100,35.935
1715670780.273634,2147431.000,23498,1,TH,1,100,35.935
1715670780.407814,2147559.000,23515,1,TH,1,100,35.907
1715670780.541994,2147687.000,23546,1,TH,1,100,35.907
1715670780.674077,2147813.000,23563,1,TH,1,100,35.946
1715670780.806161,2147939.000,23583,1,TH,1,100,35.946
1715670780.937196,2148064.000,23600,1,TH,1,100,35.942
1715670781.070328,2148191.000,23632,1,TH,1,100,35.942
1715670781.203460,2148318.000,23650,1,TH,1,100,35.935
1715670781.337640,2148446.000,23667,1,TH,1,100,35.935
1715670781.471820,2148574.000,23687,1,TH,1,100,35.900
1715670781.606000,2148702.000,23718,1,TH,1,100,35.900
1715670781.738083,2148828.000,23736,1,TH,1,100,35.850
1715670781.869119,2148953.000,23752,1,TH,1,100,35.850
1715670782.000154,2149078.000,23772,1,TH,1,100,35.944
1715670782.134334,2149206.000,23804,1,TH,1,100,35.944
1715670782.267466,2149333.000,23822,1,TH,1,100,35.914
1715670782.402694,2149462.000,23840,1,TH,1,100,35.914
1715670782.536874,2149590.000,23856,1,TH,1,100,35.923
1715670782.668958,2149716.000,23891,1,TH,1,100,35.923
1715670782.803138,2149844.000,23908,1,TH,1,100,35.905
1715670782.935221,2149970.000,23924,1,TH,1,100,35.905
1715670783.066257,2150095.000,23942,1,TH,1,100,35.900
1715670783.200437,2150223.000,23976,1,TH,1,100,35.900
1715670783.333568,2150350.000,23995,1,TH,1,100,35.859
1715670783.466700,2150477.000,24014,1,TH,1,100,35.859
1715670783.601928,2150606.000,24030,1,TH,1,100,35.909
1715670783.735060,2150733.000,24062,1,TH,1,100,35.909
1715670783.869240,2150861.000,24082,1,TH,1,100,35.886
1715670784.001324,2150987.000,24099,1,TH,1,100,35.886
1715670784.133407,2151113.000,24116,1,TH,1,100,35.946
1715670784.265491,2151239.000,24132,1,TH,1,100,35.946
1715670784.398623,2151366.000,24169,1,TH,1,100,35.891
1715670784.531754,2151493.000,24186,1,TH,1,100,35.891
1715670784.665935,2151621.000,24202,1,TH,1,100,35.859
1715670784.800115,2151749.000,24220,1,TH,1,100,35.859
1715670784.934295,2151877.000,24241,1,TH,1,100,35.896
1715670785.066378,2152003.000,24259,1,TH,1,100,35.896
1715670785.197413,2152128.000,24278,1,TH,1,100,36.004
1715670785.328449,2152253.000,24310,1,TH,1,100,36.004
1715670785.462629,2152381.000,24329,1,TH,1,100,35.900
1715670785.595761,2152508.000,24345,1,TH,1,100,35.900
1715670785.730989,2152637.000,24363,1,TH,1,100,35.990
1715670785.865169,2152765.000,24397,1,TH,1,100,35.990
1715670785.997252,2152891.000,24413,1,TH,1,100,35.880
1715670786.130384,2153018.000,24431,1,TH,1,100,35.880
1715670786.262468,2153144.000,24447,1,TH,1,100,35.859
1715670786.393503,2153269.000,24479,1,TH,1,100,35.859
1715670786.527683,2153397.000,24499,1,TH,1,100,35.923
1715670786.660815,2153524.000,24517,1,TH,1,100,35.923
1715670786.793947,2153651.000,24535,1,TH,1,100,35.946
1715670786.929175,2153780.000,24566,1,TH,1,100,35.946
1715670787.062307,2153907.000,24583,1,TH,1,100,35.877
1715670787.196487,2154035.000,24600,1,TH,1,100,35.877
1715670787.329619,2154162.000,24616,1,TH,1,100,35.923
1715670787.461702,2154288.000,24648,1,TH,1,100,35.923
1715670787.593786,2154414.000,24667,1,TH,1,100,35.928
1715670787.726918,2154541.000,24684,1,TH,1,100,35.928
1715670787.860049,2154668.000,24704,1,TH,1,100,35.921
1715670787.994229,2154796.000,24736,1,TH,1,100,35.921
1715670788.128409,2154924.000,24752,1,TH,1,100,35.900
1715670788.262589,2155052.000,24769,1,TH,1,100,35.900
1715670788.394673,2155178.000,24786,1,TH,1,100,35.937
1715670788.525708,2155303.000,24819,1,TH,1,100,35.937
1715670788.656744,2155428.000,24839,1,TH,1,100,35.923
1715670788.790924,2155556.000,24855,1,TH,1,100,35.923
1715670788.924055,2155683.000,24872,1,TH,1,100,35.865
1715670789.059284,2155812.000,24904,1,TH,1,100,35.865
1715670789.193464,2155940.000,24920,1,TH,1,100,35.868
1715670789.325547,2156066.000,24943,1,TH,1,100,35.868
1715670789.459727,2156194.000,24960,1,TH,1,100,35.916
1715670789.591811,2156320.000,24980,1,TH,1,100,35.916
1715670789.722846,2156445.000,25014,1,TH,1,100,35.790
1715670789.857026,2156573.000,25030,1,TH,1,100,35.790
1715670789.990158,2156700.000,25047,1,TH,1,100,35.886
1715670790.123290,2156827.000,25064,1,TH,1,100,35.886
1715670790.258518,2156956.000,25086,1,TH,1,100,35.916
1715670790.392698,2157084.000,25106,1,TH,1,100,35.916
1715670790.526878,2157212.000,25123,1,TH,1,100,35.960
1715670790.660010,2157339.000,25139,1,TH,1,100,35.960
1715670790.792094,2157465.000,25173,1,TH,1,100,35.893
1715670790.924177,2157591.000,25193,1,TH,1,100,35.893
1715670791.057309,2157718.000,25210,1,TH,1,100,35.928
1715670791.190441,2157845.000,25227,1,TH,1,100,35.928
1715670791.324621,2157973.000,25259,1,TH,1,100,35.898
1715670791.458801,2158101.000,25275,1,TH,1,100,35.898
1715670791.592981,2158229.000,25295,1,TH,1,100,35.831
1715670791.725064,2158355.000,25312,1,TH,1,100,35.831
1715670791.856100,2158480.000,25345,1,TH,1,100,35.868
1715670791.987135,2158605.000,25363,1,TH,1,100,35.868
1715670792.121315,2158733.000,25379,1,TH,1,100,35.891
1715670792.254447,2158860.000,25399,1,TH,1,100,35.891
1715670792.389675,2158989.000,25431,1,TH,1,100,35.866
1715670792.523855,2159117.000,25447,1,TH,1,100,35.866
1715670792.655939,2159243.000,25464,1,TH,1,100,35.882
1715670792.790119,2159371.000,25481,1,TH,1,100,35.882
1715670792.922202,2159497.000,25503,1,TH,1,100,35.877
1715670793.053237,2159622.000,25535,1,TH,1,100,35.877
1715670793.187418,2159750.000,25551,1,TH,1,100,35.914
1715670793.320549,2159877.000,25568,1,TH,1,100,35.907
1715670793.453681,2160004.000,25587,1,TH,1,100,35.875
1715670793.588909,2160133.000,25618,1,TH,1,100,35.875
1715670793.722041,2160260.000,25636,1,TH,1,100,35.870
1715670793.856221,2160388.000,25654,1,TH,1,100,35.870
1715670793.989353,2160515.000,25671,1,TH,1,100,35.962
1715670794.121437,2160641.000,25703,1,TH,1,100,35.962
1715670794.253520,2160767.000,25722,1,TH,1,100,35.863
1715670794.386652,2160894.000,25740,1,TH,1,100,35.863
1715670794.519784,2161021.000,25756,1,TH,1,100,35.888
1715670794.653964,2161149.000,25788,1,TH,1,100,35.888
1715670794.788144,2161277.000,25805,1,TH,1,100,35.861
1715670794.922324,2161405.000,25824,1,TH,1,100,35.868
1715670795.054407,2161531.000,25844,1,TH,1,100,35.909
1715670795.185443,2161656.000,25875,1,TH,1,100,35.909
1715670795.316478,2161781.000,25892,1,TH,1,100,35.900
1715670795.450658,2161909.000,25909,1,TH,1,100,35.900
1715670795.583790,2162036.000,25933,1,TH,1,100,35.914
1715670795.719018,2162165.000,25951,1,TH,1,100,35.914
1715670795.853198,2162293.000,25984,1,TH,1,100,35.969
1715670795.985282,2162419.000,26001,1,TH,1,100,35.969
1715670796.118413,2162546.000,26021,1,TH,1,100,35.866
1715670796.250497,2162672.000,26037,1,TH,1,100,35.859
1715670796.381532,2162797.000,26069,1,TH,1,100,35.886
1715670796.515712,2162925.000,26086,1,TH,1,100,35.886
1715670796.648844,2163052.000,26104,1,TH,1,100,35.879
1715670796.781976,2163179.000,26122,1,TH,1,100,35.879
1715670796.917204,2163308.000,26156,1,TH,1,100,35.849
1715670797.050336,2163435.000,26173,1,TH,1,100,35.849
1715670797.184516,2163563.000,26190,1,TH,1,100,35.902
1715670797.316600,2163689.000,26206,1,TH,1,100,35.909
1715670797.448683,2163815.000,26243,1,TH,1,100,35.937
1715670797.580767,2163941.000,26260,1,TH,1,100,35.930
1715670797.713898,2164068.000,26277,1,TH,1,100,35.955
1715670797.847030,2164195.000,26294,1,TH,1,100,35.955
1715670797.981210,2164323.000,26329,1,TH,1,100,35.784
1715670798.115390,2164451.000,26345,1,TH,1,100,35.784
1715670798.249570,2164579.000,26362,1,TH,1,100,35.851
1715670798.381654,2164705.000,26379,1,TH,1,100,35.851
1715670798.512689,2164830.000,26412,1,TH,1,100,35.913
1715670798.643724,2164955.000,26435,1,TH,1,100,35.913
1715670798.776856,2165082.000,26451,1,TH,1,100,35.937
1715670798.911036,2165210.000,26468,1,TH,1,100,35.936
1715670799.046265,2165339.000,26500,1,TH,1,100,35.944
1715670799.180445,2165467.000,26516,1,TH,1,100,35.944
1715670799.312528,2165593.000,26533,1,TH,1,100,35.925
1715670799.445660,2165720.000,26553,1,TH,1,100,35.925
1715670799.577744,2165846.000,26584,1,TH,1,100,35.927
1715670799.708779,2165971.000,26602,1,TH,1,100,35.927
1715670799.842959,2166099.000,26621,1,TH,1,100,35.844
1715670799.976091,2166226.000,26638,1,TH,1,100,35.844
1715670800.109222,2166353.000,26672,1,TH,1,100,35.907
1715670800.244451,2166482.000,26688,1,TH,1,100,35.907
1715670800.377583,2166609.000,26706,1,TH,1,100,35.856
1715670800.511763,2166737.000,26722,1,TH,1,100,35.856
1715670800.644894,2166864.000,26742,1,TH,1,100,35.842
1715670800.776978,2166990.000,26776,1,TH,1,100,35.842
1715670800.909585,2167116.500,26799,2,TH,1,100,35.851
1715670801.042193,2167243.000,26799,2,TH,1,100,35.851
1715670801.175325,2167370.000,26818,1,TH,1,100,35.836
1715670801.309505,2167498.000,26835,1,TH,1,100,35.836
1715670801.443685,2167626.000,26869,1,TH,1,100,35.875
1715670801.577865,2167754.000,26885,1,TH,1,100,35.875
1715670801.709949,2167880.000,26903,1,TH,1,100,35.911
1715670801.840984,2168005.000,26937,1,TH,1,100,35.911
1715670801.972019,2168130.000,26954,1,TH,1,100,35.904
1715670802.105151,2168257.000,26973,1,TH,1,100,35.904
1715670802.239331,2168385.000,26989,1,TH,1,100,35.856
1715670802.374559,2168514.000,27007,1,TH,1,100,35.856
1715670802.508739,2168642.000,27041,1,TH,1,100,35.884
1715670802.640823,2168768.000,27057,1,TH,1,100,35.884
1715670802.773955,2168895.000,27075,1,TH,1,100,35.916
1715670802.906038,2169021.000,27091,1,TH,1,100,35.916
1715670803.037074,2169146.000,27123,1,TH,1,100,35.877
1715670803.171254,2169274.000,27145,1,TH,1,100,35.877
1715670803.304385,2169401.000,27161,1,TH,1,100,35.907
1715670803.437517,2169528.000,27181,1,TH,1,100,35.907
1715670803.572746,2169657.000,27212,1,TH,1,100,35.877
1715670803.705877,2169784.000,27229,1,TH,1,100,35.877
1715670803.840057,2169912.000,27246,1,TH,1,100,35.888
1715670803.972141,2170038.000,27278,1,TH,1,100,35.888
1715670804.104224,2170164.000,27294,1,TH,1,100,35.988
1715670804.236308,2170290.000,27313,1,TH,1,100,35.988
1715670804.369440,2170417.000,27330,1,TH,1,100,35.898
1715670804.502572,2170544.000,27364,1,TH,1,100,35.898
1715670804.636752,2170672.000,27382,1,TH,1,100,35.900
1715670804.770932,2170800.000,27398,1,TH,1,100,35.900
1715670804.905112,2170928.000,27415,1,TH,1,100,35.872
1715670805.037195,2171054.000,27450,1,TH,1,100,35.872
1715670805.168231,2171179.000,27466,1,TH,1,100,35.872
1715670805.299266,2171304.000,27483,1,TH,1,100,35.872
1715670805.432398,2171431.000,27502,1,TH,1,100,35.960
1715670805.565529,2171558.000,27533,1,TH,1,100,35.960
1715670805.700758,2171687.000,27551,1,TH,1,100,35.932
1715670805.834938,2171815.000,27570,1,TH,1,100,35.932
1715670805.967021,2171941.000,27587,1,TH,1,100,35.875
1715670806.100153,2172068.000,27604,1,TH,1,100,35.875
1715670806.231712,2172193.500,27644,2,TH,1,100,35.858
1715670806.363272,2172319.000,27644,2,TH,1,100,35.858
1715670806.497452,2172447.000,27663,1,TH,1,100,35.800
1715670806.630584,2172574.000,27695,1,TH,1,100,35.800
1715670806.763716,2172701.000,27711,1,TH,1,100,35.909
1715670806.898944,2172830.000,27728,1,TH,1,100,35.909
1715670807.032076,2172957.000,27748,1,TH,1,100,35.886
1715670807.164683,2173083.500,27779,2,TH,1,100,35.886
1715670807.297291,2173210.000,27779,2,TH,1,100,35.867
1715670807.429374,2173336.000,27797,1,TH,1,100,35.867
1715670807.562506,2173463.000,27833,1,TH,1,100,35.854
1715670807.695638,2173590.000,27850,1,TH,1,100,35.854
1715670807.828770,2173717.000,27867,1,TH,1,100,35.900
1715670807.962950,2173845.000,27883,1,TH,1,100,35.900
1715670808.097130,2173973.000,27915,1,TH,1,100,35.955
