LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TH
1715670601.905336,1977278.000,61224,1,TH,1,100,35.980
1715670602.038468,1977405.000,61242,1,TH,1,100,35.998
1715670602.169503,1977530.000,61258,1,TH,1,100,35.991
1715670602.302635,1977657.000,61290,1,TH,1,100,35.945
1715670602.436815,1977785.000,61307,1,TH,1,100,35.952
1715670602.569947,1977912.000,61323,1,TH,1,100,36.019
1715670602.704127,1978040.000,61341,1,TH,1,100,36.019
1715670602.838307,1978168.000,61372,1,TH,1,100,36.005
1715670602.971439,1978295.000,61389,1,TH,1,100,36.005
1715670603.103522,1978421.000,61406,1,TH,1,100,36.007
1715670603.235606,1978547.000,61422,1,TH,1,100,36.007
1715670603.366641,1978672.000,61454,1,TH,1,100,36.037
1715670603.500821,1978800.000,61471,1,TH,1,100,36.037
1715670603.633953,1978927.000,61487,1,TH,1,100,36.028
1715670603.768133,1979055.000,61507,1,TH,1,100,36.028
1715670603.901265,1979182.000,61538,1,TH,1,100,36.028
1715670604.034396,1979309.000,61555,1,TH,1,100,36.028
1715670604.167528,1979436.000,61572,1,TH,1,100,35.987
1715670604.298563,1979561.000,61588,1,TH,1,100,35.987
1715670604.430647,1979687.000,61620,1,TH,1,100,35.920
1715670604.565875,1979816.000,61637,1,TH,1,100,35.920
1715670604.699007,1979943.000,61654,1,TH,1,100,35.913
1715670604.832139,1980070.000,61673,1,TH,1,100,35.913
1715670604.967367,1980199.000,61705,1,TH,1,100,36.003
1715670605.098403,1980324.000,61721,1,TH,1,100,36.003
1715670605.232583,1980452.000,61738,1,TH,1,100,36.014
1715670605.365715,1980579.000,61755,1,TH,1,100,36.014
1715670605.496750,1980704.000,61786,1,TH,1,100,36.003
1715670605.629881,1980831.000,61804,1,TH,1,100,36.003
1715670605.764061,1980959.000,61820,1,TH,1,100,35.911
1715670605.897193,1981086.000,61837,1,TH,1,100,35.911
1715670606.031374,1981214.000,61869,1,TH,1,100,36.001
1715670606.165554,1981342.000,61885,1,TH,1,100,36.001
