TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
2362377.000000,3557735.000000,1715671005.597619,1715672258.669686,339,1.97278e+06,3.89253e+06,1.11.1
