LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AY
1715671027.878500,2383631.667,62103,3,AY,1,100,0.106
1715671027.917985,2383669.333,62103,3,AY,1,100,0.108
1715671027.957470,2383707.000,62103,3,AY,1,100,0.109
1715671027.996956,2383744.667,62122,3,AY,1,100,0.105
1715671028.036441,2383782.333,62122,3,AY,1,100,0.105
1715671028.075926,2383820.000,62122,3,AY,1,100,0.105
1715671028.115761,2383858.000,62144,2,AY,1,100,0.104
1715671028.155596,2383896.000,62144,2,AY,1,100,0.105
1715671028.196479,2383935.000,62160,3,AY,1,100,0.104
1715671028.237362,2383974.000,62160,3,AY,1,100,0.108
1715671028.278245,2384013.000,62160,3,AY,1,100,0.103
1715671028.318079,2384051.000,62176,2,AY,1,100,0.107
1715671028.357914,2384089.000,62176,2,AY,1,100,0.106
1715671028.398448,2384127.667,62192,3,AY,1,100,0.107
1715671028.438981,2384166.333,62192,3,AY,1,100,0.104
1715671028.479515,2384205.000,62192,3,AY,1,100,0.102
1715671028.519350,2384243.000,62209,3,AY,1,100,0.105
1715671028.559184,2384281.000,62209,3,AY,1,100,0.105
1715671028.599019,2384319.000,62209,3,AY,1,100,0.104
1715671028.639203,2384357.333,62229,3,AY,1,100,0.108
1715671028.679387,2384395.667,62229,3,AY,1,100,0.106
1715671028.719571,2384434.000,62229,3,AY,1,100,0.102
1715671028.759406,2384472.000,62246,2,AY,1,100,0.107
1715671028.799241,2384510.000,62246,2,AY,1,100,0.108
1715671028.838377,2384547.333,62260,3,AY,1,100,0.107
1715671028.877512,2384584.667,62260,3,AY,1,100,0.106
1715671028.916648,2384622.000,62260,3,AY,1,100,0.103
1715671028.956134,2384659.667,62278,3,AY,1,100,0.109
1715671028.995619,2384697.333,62278,3,AY,1,100,0.102
1715671029.035104,2384735.000,62278,3,AY,1,100,0.104
1715671029.073890,2384772.000,62294,2,AY,1,100,0.105
1715671029.112677,2384809.000,62294,2,AY,1,100,0.105
1715671029.152861,2384847.333,62313,3,AY,1,100,0.103
1715671029.193045,2384885.667,62313,3,AY,1,100,0.105
1715671029.233229,2384924.000,62313,3,AY,1,100,0.104
1715671029.280402,2384969.000,62330,2,AY,1,100,0.106
1715671029.327575,2385014.000,62330,2,AY,1,100,0.107
1715671029.367619,2385052.200,62350,5,AY,1,100,0.105
1715671029.407664,2385090.400,62350,5,AY,1,100,0.105
1715671029.447708,2385128.600,62350,5,AY,1,100,0.103
1715671029.487752,2385166.800,62350,5,AY,1,100,0.106
1715671029.527797,2385205.000,62350,5,AY,1,100,0.106
1715671029.567981,2385243.333,62366,3,AY,1,100,0.103
1715671029.608165,2385281.667,62366,3,AY,1,100,0.104
1715671029.648349,2385320.000,62366,3,AY,1,100,0.103
1715671029.689232,2385359.000,62384,2,AY,1,100,0.107
1715671029.730115,2385398.000,62384,2,AY,1,100,0.105
1715671029.769600,2385435.667,62398,3,AY,1,100,0.107
1715671029.809086,2385473.333,62398,3,AY,1,100,0.108
1715671029.848571,2385511.000,62398,3,AY,1,100,0.105
1715671029.888406,2385549.000,62415,3,AY,1,100,0.109
1715671029.928240,2385587.000,62415,3,AY,1,100,0.107
1715671029.968075,2385625.000,62415,3,AY,1,100,0.106
1715671030.007385,2385662.500,62435,2,AY,1,100,0.104
1715671030.046696,2385700.000,62435,2,AY,1,100,0.107
1715671030.086181,2385737.667,62452,3,AY,1,100,0.107
1715671030.125667,2385775.333,62452,3,AY,1,100,0.105
1715671030.165152,2385813.000,62452,3,AY,1,100,0.105
1715671030.205336,2385851.333,62468,3,AY,1,100,0.110
1715671030.245520,2385889.667,62468,3,AY,1,100,0.105
1715671030.285704,2385928.000,62468,3,AY,1,100,0.109
1715671030.326587,2385967.000,62486,2,AY,1,100,0.110
1715671030.367470,2386006.000,62486,2,AY,1,100,0.112
1715671030.407655,2386044.333,62502,3,AY,1,100,0.109
1715671030.447839,2386082.667,62502,3,AY,1,100,0.103
1715671030.488023,2386121.000,62502,3,AY,1,100,0.104
1715671030.527858,2386159.000,62519,2,AY,1,100,0.106
1715671030.567692,2386197.000,62519,2,AY,1,100,0.105
1715671030.607876,2386235.333,62539,3,AY,1,100,0.105
1715671030.648060,2386273.667,62539,3,AY,1,100,0.109
1715671030.688245,2386312.000,62539,3,AY,1,100,0.105
1715671030.728429,2386350.333,62556,3,AY,1,100,0.105
1715671030.768613,2386388.667,62556,3,AY,1,100,0.109
1715671030.808797,2386427.000,62556,3,AY,1,100,0.104
1715671030.848632,2386465.000,62570,2,AY,1,100,0.105
1715671030.888466,2386503.000,62570,2,AY,1,100,0.106
1715671030.928651,2386541.333,62588,3,AY,1,100,0.106
1715671030.968835,2386579.667,62588,3,AY,1,100,0.106
1715671031.009019,2386618.000,62588,3,AY,1,100,0.104
1715671031.048504,2386655.667,62604,3,AY,1,100,0.107
1715671031.087989,2386693.333,62604,3,AY,1,100,0.108
1715671031.127475,2386731.000,62604,3,AY,1,100,0.104
1715671031.166785,2386768.500,62624,2,AY,1,100,0.105
1715671031.206096,2386806.000,62624,2,AY,1,100,0.104
1715671031.246280,2386844.333,62642,3,AY,1,100,0.103
1715671031.286464,2386882.667,62642,3,AY,1,100,0.105
1715671031.326648,2386921.000,62642,3,AY,1,100,0.105
1715671031.365784,2386958.333,62658,3,AY,1,100,0.104
1715671031.404920,2386995.667,62658,3,AY,1,100,0.104
1715671031.444056,2387033.000,62658,3,AY,1,100,0.105
1715671031.484415,2387071.500,62674,2,AY,1,100,0.105
1715671031.524773,2387110.000,62674,2,AY,1,100,0.106
1715671031.564958,2387148.333,62691,3,AY,1,100,0.105
1715671031.605142,2387186.667,62691,3,AY,1,100,0.104
1715671031.645326,2387225.000,62691,3,AY,1,100,0.103
1715671031.685859,2387263.667,62708,3,AY,1,100,0.104
1715671031.726393,2387302.333,62708,3,AY,1,100,0.105
1715671031.766927,2387341.000,62708,3,AY,1,100,0.107
1715671031.807285,2387379.500,62724,2,AY,1,100,0.101
1715671031.847644,2387418.000,62724,2,AY,1,100,0.106
1715671031.887828,2387456.333,62742,3,AY,1,100,0.104
1715671031.928013,2387494.667,62742,3,AY,1,100,0.105
1715671031.968197,2387533.000,62742,3,AY,1,100,0.106
1715671032.008031,2387571.000,62760,3,AY,1,100,0.105
1715671032.047866,2387609.000,62760,3,AY,1,100,0.106
1715671032.087701,2387647.000,62760,3,AY,1,100,0.107
1715671032.127186,2387684.667,62776,3,AY,1,100,0.102
1715671032.166671,2387722.333,62776,3,AY,1,100,0.109
1715671032.206157,2387760.000,62776,3,AY,1,100,0.104
1715671032.244943,2387797.000,62793,2,AY,1,100,0.107
1715671032.283730,2387834.000,62793,2,AY,1,100,0.104
1715671032.323564,2387872.000,62810,3,AY,1,100,0.106
1715671032.363399,2387910.000,62810,3,AY,1,100,0.106
1715671032.403234,2387948.000,62810,3,AY,1,100,0.105
1715671032.442719,2387985.667,62831,3,AY,1,100,0.106
1715671032.482204,2388023.333,62831,3,AY,1,100,0.108
1715671032.521689,2388061.000,62831,3,AY,1,100,0.106
1715671032.564459,2388101.800,62854,5,AY,1,100,0.107
1715671032.607229,2388142.600,62854,5,AY,1,100,0.108
1715671032.649999,2388183.400,62854,5,AY,1,100,0.105
1715671032.692769,2388224.200,62854,5,AY,1,100,0.106
1715671032.735539,2388265.000,62854,5,AY,1,100,0.105
1715671032.775723,2388303.333,62870,3,AY,1,100,0.107
1715671032.815907,2388341.667,62870,3,AY,1,100,0.108
1715671032.856091,2388380.000,62870,3,AY,1,100,0.104
1715671032.896276,2388418.333,62887,3,AY,1,100,0.106
1715671032.936460,2388456.667,62887,3,AY,1,100,0.107
1715671032.976644,2388495.000,62887,3,AY,1,100,0.106
1715671033.017527,2388534.000,62906,2,AY,1,100,0.105
1715671033.058410,2388573.000,62906,2,AY,1,100,0.108
1715671033.097895,2388610.667,62921,3,AY,1,100,0.106
1715671033.137380,2388648.333,62921,3,AY,1,100,0.106
1715671033.176866,2388686.000,62921,3,AY,1,100,0.101
1715671033.216700,2388724.000,62940,3,AY,1,100,0.106
1715671033.256535,2388762.000,62940,3,AY,1,100,0.106
1715671033.296370,2388800.000,62940,3,AY,1,100,0.104
1715671033.335680,2388837.500,62958,2,AY,1,100,0.104
1715671033.374991,2388875.000,62958,2,AY,1,100,0.104
1715671033.414476,2388912.667,62974,3,AY,1,100,0.101
1715671033.453961,2388950.333,62974,3,AY,1,100,0.106
1715671033.493447,2388988.000,62974,3,AY,1,100,0.106
1715671033.533631,2389026.333,62993,3,AY,1,100,0.102
1715671033.573815,2389064.667,62993,3,AY,1,100,0.105
1715671033.613999,2389103.000,62993,3,AY,1,100,0.104
1715671033.654882,2389142.000,63008,2,AY,1,100,0.106
1715671033.695765,2389181.000,63008,2,AY,1,100,0.104
1715671033.735949,2389219.333,63028,3,AY,1,100,0.104
1715671033.776133,2389257.667,63028,3,AY,1,100,0.103
1715671033.816318,2389296.000,63028,3,AY,1,100,0.105
1715671033.856152,2389334.000,63044,2,AY,1,100,0.102
1715671033.895987,2389372.000,63044,2,AY,1,100,0.103
1715671033.936171,2389410.333,63062,3,AY,1,100,0.110
1715671033.976355,2389448.667,63062,3,AY,1,100,0.106
1715671034.016539,2389487.000,63062,3,AY,1,100,0.106
1715671034.056724,2389525.333,63078,3,AY,1,100,0.105
1715671034.096908,2389563.667,63078,3,AY,1,100,0.106
1715671034.137092,2389602.000,63078,3,AY,1,100,0.104
1715671034.176926,2389640.000,63093,2,AY,1,100,0.110
1715671034.216761,2389678.000,63093,2,AY,1,100,0.107
1715671034.256945,2389716.333,63110,3,AY,1,100,0.107
1715671034.297129,2389754.667,63110,3,AY,1,100,0.106
1715671034.337314,2389793.000,63110,3,AY,1,100,0.104
1715671034.376799,2389830.667,63127,3,AY,1,100,0.105
1715671034.416284,2389868.333,63127,3,AY,1,100,0.105
1715671034.455770,2389906.000,63127,3,AY,1,100,0.104
1715671034.494905,2389943.333,63148,3,AY,1,100,0.107
1715671034.534041,2389980.667,63148,3,AY,1,100,0.106
1715671034.573177,2390018.000,63148,3,AY,1,100,0.105
1715671034.614060,2390057.000,63166,2,AY,1,100,0.108
1715671034.654943,2390096.000,63166,2,AY,1,100,0.105
1715671034.694079,2390133.333,63180,3,AY,1,100,0.106
1715671034.733215,2390170.667,63180,3,AY,1,100,0.102
1715671034.772351,2390208.000,63180,3,AY,1,100,0.104
1715671034.812884,2390246.667,63197,3,AY,1,100,0.106
1715671034.853418,2390285.333,63197,3,AY,1,100,0.103
1715671034.893951,2390324.000,63197,3,AY,1,100,0.108
1715671034.933786,2390362.000,63213,2,AY,1,100,0.104
1715671034.973621,2390400.000,63213,2,AY,1,100,0.106
1715671035.014154,2390438.667,63231,3,AY,1,100,0.108
1715671035.054688,2390477.333,63231,3,AY,1,100,0.103
1715671035.095221,2390516.000,63231,3,AY,1,100,0.106
1715671035.135056,2390554.000,63250,3,AY,1,100,0.106
1715671035.174891,2390592.000,63250,3,AY,1,100,0.102
1715671035.214725,2390630.000,63250,3,AY,1,100,0.108
1715671035.255609,2390669.000,63265,2,AY,1,100,0.102
1715671035.296491,2390708.000,63265,2,AY,1,100,0.101
1715671035.336326,2390746.000,63282,3,AY,1,100,0.104
1715671035.376161,2390784.000,63282,3,AY,1,100,0.103
1715671035.415996,2390822.000,63282,3,AY,1,100,0.105
1715671035.455306,2390859.500,63299,2,AY,1,100,0.106
1715671035.494617,2390897.000,63299,2,AY,1,100,0.106
1715671035.533753,2390934.333,63317,3,AY,1,100,0.104
1715671035.572888,2390971.667,63317,3,AY,1,100,0.108
1715671035.612024,2391009.000,63317,3,AY,1,100,0.104
1715671035.651859,2391047.000,63335,3,AY,1,100,0.104
1715671035.691694,2391085.000,63335,3,AY,1,100,0.107
1715671035.731529,2391123.000,63335,3,AY,1,100,0.103
1715671035.770315,2391160.000,63349,2,AY,1,100,0.101
1715671035.809101,2391197.000,63349,2,AY,1,100,0.108
1715671035.849635,2391235.667,63366,3,AY,1,100,0.106
1715671035.890168,2391274.333,63366,3,AY,1,100,0.103
1715671035.930702,2391313.000,63366,3,AY,1,100,0.105
1715671035.976826,2391357.000,63386,2,AY,1,100,0.105
1715671036.022951,2391401.000,63386,2,AY,1,100,0.104
1715671036.063484,2391439.667,63403,3,AY,1,100,0.106
1715671036.104018,2391478.333,63403,3,AY,1,100,0.106
1715671036.144552,2391517.000,63403,3,AY,1,100,0.105
1715671036.184736,2391555.333,63419,3,AY,1,100,0.105
1715671036.224920,2391593.667,63419,3,AY,1,100,0.106
1715671036.265104,2391632.000,63419,3,AY,1,100,0.101
1715671036.305463,2391670.500,63435,2,AY,1,100,0.106
1715671036.345822,2391709.000,63435,2,AY,1,100,0.105
1715671036.385656,2391747.000,63451,3,AY,1,100,0.107
1715671036.425491,2391785.000,63451,3,AY,1,100,0.107
1715671036.465326,2391823.000,63451,3,AY,1,100,0.109
1715671036.505160,2391861.000,63471,4,AY,1,100,0.107
1715671036.544995,2391899.000,63471,4,AY,1,100,0.107
1715671036.584830,2391937.000,63471,4,AY,1,100,0.106
1715671036.624665,2391975.000,63471,4,AY,1,100,0.105
1715671036.664150,2392012.667,63490,3,AY,1,100,0.109
1715671036.703635,2392050.333,63490,3,AY,1,100,0.109
1715671036.743120,2392088.000,63490,3,AY,1,100,0.108
1715671036.781907,2392125.000,63507,2,AY,1,100,0.107
1715671036.820693,2392162.000,63507,2,AY,1,100,0.103
1715671036.860877,2392200.333,63523,3,AY,1,100,0.107
1715671036.901062,2392238.667,63523,3,AY,1,100,0.107
1715671036.941246,2392277.000,63523,3,AY,1,100,0.105
1715671036.981779,2392315.667,63540,3,AY,1,100,0.108
1715671037.022313,2392354.333,63540,3,AY,1,100,0.105
1715671037.062846,2392393.000,63540,3,AY,1,100,0.104
1715671037.103205,2392431.500,63555,2,AY,1,100,0.109
1715671037.143564,2392470.000,63555,2,AY,1,100,0.110
1715671037.183399,2392508.000,63575,3,AY,1,100,0.105
1715671037.223233,2392546.000,63575,3,AY,1,100,0.106
1715671037.263068,2392584.000,63575,3,AY,1,100,0.105
1715671037.303602,2392622.667,63592,3,AY,1,100,0.109
1715671037.344135,2392661.333,63592,3,AY,1,100,0.107
1715671037.384669,2392700.000,63592,3,AY,1,100,0.106
1715671037.424504,2392738.000,63609,2,AY,1,100,0.108
1715671037.464338,2392776.000,63609,2,AY,1,100,0.108
1715671037.504522,2392814.333,63624,3,AY,1,100,0.106
1715671037.544707,2392852.667,63624,3,AY,1,100,0.108
1715671037.584891,2392891.000,63624,3,AY,1,100,0.103
1715671037.624725,2392929.000,63643,2,AY,1,100,0.104
1715671037.664560,2392967.000,63643,2,AY,1,100,0.109
1715671037.704045,2393004.667,63659,3,AY,1,100,0.107
1715671037.743531,2393042.333,63659,3,AY,1,100,0.104
1715671037.783016,2393080.000,63659,3,AY,1,100,0.104
1715671037.822152,2393117.333,63679,3,AY,1,100,0.104
1715671037.861288,2393154.667,63679,3,AY,1,100,0.107
1715671037.900424,2393192.000,63679,3,AY,1,100,0.106
1715671037.940258,2393230.000,63700,5,AY,1,100,0.106
1715671037.980093,2393268.000,63700,5,AY,1,100,0.105
1715671038.019928,2393306.000,63700,5,AY,1,100,0.107
1715671038.059762,2393344.000,63700,5,AY,1,100,0.104
1715671038.099597,2393382.000,63700,5,AY,1,100,0.107
1715671038.140131,2393420.667,63718,3,AY,1,100,0.105
1715671038.180664,2393459.333,63718,3,AY,1,100,0.105
1715671038.221198,2393498.000,63718,3,AY,1,100,0.104
1715671038.261382,2393536.333,63736,3,AY,1,100,0.108
1715671038.301566,2393574.667,63736,3,AY,1,100,0.107
1715671038.341750,2393613.000,63736,3,AY,1,100,0.106
1715671038.382284,2393651.667,63752,3,AY,1,100,0.108
1715671038.422817,2393690.333,63752,3,AY,1,100,0.105
1715671038.463351,2393729.000,63752,3,AY,1,100,0.107
1715671038.502661,2393766.500,63772,2,AY,1,100,0.107
1715671038.541972,2393804.000,63772,2,AY,1,100,0.105
1715671038.582855,2393843.000,63789,3,AY,1,100,0.105
1715671038.623738,2393882.000,63789,3,AY,1,100,0.109
1715671038.664621,2393921.000,63789,3,AY,1,100,0.106
1715671038.703932,2393958.500,63804,2,AY,1,100,0.110
1715671038.743242,2393996.000,63804,2,AY,1,100,0.107
1715671038.782727,2394033.667,63822,3,AY,1,100,0.106
1715671038.822213,2394071.333,63822,3,AY,1,100,0.105
1715671038.861698,2394109.000,63822,3,AY,1,100,0.107
1715671038.900834,2394146.333,63840,3,AY,1,100,0.105
1715671038.939970,2394183.667,63840,3,AY,1,100,0.107
1715671038.979105,2394221.000,63840,3,AY,1,100,0.107
1715671039.018241,2394258.333,63856,3,AY,1,100,0.106
1715671039.057377,2394295.667,63856,3,AY,1,100,0.108
1715671039.096513,2394333.000,63856,3,AY,1,100,0.105
1715671039.136872,2394371.500,63876,2,AY,1,100,0.107
1715671039.177231,2394410.000,63876,2,AY,1,100,0.108
1715671039.217415,2394448.333,63890,3,AY,1,100,0.106
1715671039.257599,2394486.667,63890,3,AY,1,100,0.106
1715671039.297783,2394525.000,63890,3,AY,1,100,0.104
1715671039.337618,2394563.000,63908,2,AY,1,100,0.106
1715671039.377453,2394601.000,63908,2,AY,1,100,0.107
1715671039.422529,2394644.000,63924,3,AY,1,100,0.109
1715671039.467605,2394687.000,63924,3,AY,1,100,0.108
1715671039.512681,2394730.000,63924,3,AY,1,100,0.104
1715671039.552865,2394768.333,63941,3,AY,1,100,0.105
1715671039.593049,2394806.667,63941,3,AY,1,100,0.109
1715671039.633233,2394845.000,63941,3,AY,1,100,0.110
1715671039.674116,2394884.000,63958,2,AY,1,100,0.107
1715671039.714999,2394923.000,63958,2,AY,1,100,0.107
1715671039.754485,2394960.667,63973,3,AY,1,100,0.106
1715671039.793970,2394998.333,63973,3,AY,1,100,0.106
1715671039.833455,2395036.000,63973,3,AY,1,100,0.105
1715671039.873639,2395074.333,63992,3,AY,1,100,0.106
1715671039.913824,2395112.667,63992,3,AY,1,100,0.109
1715671039.954008,2395151.000,63992,3,AY,1,100,0.105
1715671039.993318,2395188.500,64012,2,AY,1,100,0.105
1715671040.032629,2395226.000,64012,2,AY,1,100,0.106
1715671040.071765,2395263.333,64028,3,AY,1,100,0.107
1715671040.110900,2395300.667,64028,3,AY,1,100,0.109
1715671040.150036,2395338.000,64028,3,AY,1,100,0.104
1715671040.190220,2395376.333,64045,3,AY,1,100,0.108
1715671040.230405,2395414.667,64045,3,AY,1,100,0.107
1715671040.270589,2395453.000,64045,3,AY,1,100,0.107
1715671040.311472,2395492.000,64060,2,AY,1,100,0.107
1715671040.352355,2395531.000,64060,2,AY,1,100,0.105
1715671040.392539,2395569.333,64080,3,AY,1,100,0.110
1715671040.432723,2395607.667,64080,3,AY,1,100,0.106
1715671040.472907,2395646.000,64080,3,AY,1,100,0.103
1715671040.512742,2395684.000,64096,3,AY,1,100,0.108
1715671040.552577,2395722.000,64096,3,AY,1,100,0.105
1715671040.592411,2395760.000,64096,3,AY,1,100,0.106
1715671040.632770,2395798.500,64114,2,AY,1,100,0.107
1715671040.673129,2395837.000,64114,2,AY,1,100,0.109
1715671040.713313,2395875.333,64130,3,AY,1,100,0.107
1715671040.753497,2395913.667,64130,3,AY,1,100,0.106
1715671040.793681,2395952.000,64130,3,AY,1,100,0.107
1715671040.833865,2395990.333,64145,3,AY,1,100,0.108
1715671040.874050,2396028.667,64145,3,AY,1,100,0.105
1715671040.914234,2396067.000,64145,3,AY,1,100,0.107
1715671040.954068,2396105.000,64162,2,AY,1,100,0.108
1715671040.993903,2396143.000,64162,2,AY,1,100,0.108
1715671041.033388,2396180.667,64181,3,AY,1,100,0.109
1715671041.072874,2396218.333,64181,3,AY,1,100,0.107
1715671041.112359,2396256.000,64181,3,AY,1,100,0.108
1715671041.151495,2396293.333,64200,3,AY,1,100,0.109
1715671041.190631,2396330.667,64200,3,AY,1,100,0.109
1715671041.229767,2396368.000,64200,3,AY,1,100,0.107
1715671041.270125,2396406.500,64218,2,AY,1,100,0.107
1715671041.310484,2396445.000,64218,2,AY,1,100,0.105
1715671041.349620,2396482.333,64233,3,AY,1,100,0.106
1715671041.388756,2396519.667,64233,3,AY,1,100,0.107
1715671041.427892,2396557.000,64233,3,AY,1,100,0.107
1715671041.468426,2396595.667,64249,3,AY,1,100,0.105
1715671041.508959,2396634.333,64249,3,AY,1,100,0.108
1715671041.549493,2396673.000,64249,3,AY,1,100,0.104
1715671041.589677,2396711.333,64266,3,AY,1,100,0.106
1715671041.629861,2396749.667,64266,3,AY,1,100,0.105
1715671041.670045,2396788.000,64266,3,AY,1,100,0.107
1715671041.710404,2396826.500,64286,2,AY,1,100,0.111
1715671041.750763,2396865.000,64286,2,AY,1,100,0.106
1715671041.790597,2396903.000,64302,3,AY,1,100,0.107
1715671041.830432,2396941.000,64302,3,AY,1,100,0.107
1715671041.870267,2396979.000,64302,3,AY,1,100,0.107
1715671041.911150,2397018.000,64317,2,AY,1,100,0.105
1715671041.952033,2397057.000,64317,2,AY,1,100,0.108
1715671041.991868,2397095.000,64334,3,AY,1,100,0.106
1715671042.031702,2397133.000,64334,3,AY,1,100,0.106
1715671042.071537,2397171.000,64334,3,AY,1,100,0.106
1715671042.111022,2397208.667,64351,3,AY,1,100,0.107
1715671042.150507,2397246.333,64351,3,AY,1,100,0.107
1715671042.189993,2397284.000,64351,3,AY,1,100,0.105
1715671042.228779,2397321.000,64369,2,AY,1,100,0.106
1715671042.267566,2397358.000,64369,2,AY,1,100,0.107
1715671042.306876,2397395.500,64390,4,AY,1,100,0.107
1715671042.346187,2397433.000,64390,4,AY,1,100,0.106
1715671042.385497,2397470.500,64390,4,AY,1,100,0.104
1715671042.424808,2397508.000,64390,4,AY,1,100,0.106
1715671042.465167,2397546.500,64406,2,AY,1,100,0.106
1715671042.505526,2397585.000,64406,2,AY,1,100,0.108
1715671042.545710,2397623.333,64421,3,AY,1,100,0.107
1715671042.585894,2397661.667,64421,3,AY,1,100,0.106
1715671042.626078,2397700.000,64421,3,AY,1,100,0.107
1715671042.666262,2397738.333,64438,3,AY,1,100,0.106
1715671042.706446,2397776.667,64438,3,AY,1,100,0.104
1715671042.746630,2397815.000,64438,3,AY,1,100,0.107
1715671042.793803,2397860.000,64455,2,AY,1,100,0.106
1715671042.840976,2397905.000,64455,2,AY,1,100,0.108
1715671042.881160,2397943.333,64471,3,AY,1,100,0.103
1715671042.921344,2397981.667,64471,3,AY,1,100,0.104
1715671042.961528,2398020.000,64471,3,AY,1,100,0.106
1715671043.002411,2398059.000,64494,2,AY,1,100,0.104
1715671043.043294,2398098.000,64494,2,AY,1,100,0.109
1715671043.083129,2398136.000,64508,3,AY,1,100,0.106
1715671043.122964,2398174.000,64508,3,AY,1,100,0.106
1715671043.162798,2398212.000,64508,3,AY,1,100,0.105
1715671043.202982,2398250.333,64525,3,AY,1,100,0.108
1715671043.243167,2398288.667,64525,3,AY,1,100,0.106
1715671043.283351,2398327.000,64525,3,AY,1,100,0.103
1715671043.322923,2398364.750,64550,4,AY,1,100,0.103
1715671043.362496,2398402.500,64550,4,AY,1,100,0.105
1715671043.402069,2398440.250,64550,4,AY,1,100,0.105
1715671043.441641,2398478.000,64550,4,AY,1,100,0.107
1715671043.481214,2398515.750,64566,4,AY,1,100,0.105
1715671043.520787,2398553.500,64566,4,AY,1,100,0.106
1715671043.560359,2398591.250,64566,4,AY,1,100,0.105
1715671043.599932,2398629.000,64566,4,AY,1,100,0.104
1715671043.640291,2398667.500,64582,2,AY,1,100,0.105
1715671043.680650,2398706.000,64582,2,AY,1,100,0.107
1715671043.720834,2398744.333,64601,3,AY,1,100,0.099
1715671043.761018,2398782.667,64601,3,AY,1,100,0.107
1715671043.801202,2398821.000,64601,3,AY,1,100,0.105
1715671043.841037,2398859.000,64618,3,AY,1,100,0.104
1715671043.880871,2398897.000,64618,3,AY,1,100,0.106
1715671043.920706,2398935.000,64618,3,AY,1,100,0.104
1715671043.961065,2398973.500,64635,2,AY,1,100,0.105
1715671044.001424,2399012.000,64635,2,AY,1,100,0.104
1715671044.041608,2399050.333,64652,3,AY,1,100,0.104
1715671044.081792,2399088.667,64652,3,AY,1,100,0.106
1715671044.121976,2399127.000,64652,3,AY,1,100,0.104
1715671044.161811,2399165.000,64666,2,AY,1,100,0.105
1715671044.201646,2399203.000,64666,2,AY,1,100,0.104
1715671044.241830,2399241.333,64687,3,AY,1,100,0.105
1715671044.282014,2399279.667,64687,3,AY,1,100,0.107
1715671044.322198,2399318.000,64687,3,AY,1,100,0.106
1715671044.361683,2399355.667,64705,3,AY,1,100,0.106
1715671044.401169,2399393.333,64705,3,AY,1,100,0.107
1715671044.440654,2399431.000,64705,3,AY,1,100,0.107
1715671044.479790,2399468.333,64722,3,AY,1,100,0.106
1715671044.518926,2399505.667,64722,3,AY,1,100,0.106
1715671044.558061,2399543.000,64722,3,AY,1,100,0.107
1715671044.597547,2399580.667,64739,3,AY,1,100,0.105
1715671044.637032,2399618.333,64739,3,AY,1,100,0.106
1715671044.676517,2399656.000,64739,3,AY,1,100,0.106
1715671044.715828,2399693.500,64755,2,AY,1,100,0.103
1715671044.755138,2399731.000,64755,2,AY,1,100,0.109
1715671044.795672,2399769.667,64770,3,AY,1,100,0.103
1715671044.836205,2399808.333,64770,3,AY,1,100,0.107
1715671044.876739,2399847.000,64770,3,AY,1,100,0.108
1715671044.916574,2399885.000,64788,2,AY,1,100,0.105
1715671044.956409,2399923.000,64788,2,AY,1,100,0.107
1715671044.996942,2399961.667,64807,3,AY,1,100,0.105
1715671045.037476,2400000.333,64807,3,AY,1,100,0.104
1715671045.078009,2400039.000,64807,3,AY,1,100,0.107
1715671045.117844,2400077.000,64824,3,AY,1,100,0.105
1715671045.157679,2400115.000,64824,3,AY,1,100,0.106
1715671045.197513,2400153.000,64824,3,AY,1,100,0.105
1715671045.238396,2400192.000,64839,2,AY,1,100,0.107
1715671045.279279,2400231.000,64839,2,AY,1,100,0.104
1715671045.319114,2400269.000,64856,3,AY,1,100,0.107
1715671045.358949,2400307.000,64856,3,AY,1,100,0.106
1715671045.398783,2400345.000,64856,3,AY,1,100,0.107
1715671045.438618,2400383.000,64874,3,AY,1,100,0.107
1715671045.478453,2400421.000,64874,3,AY,1,100,0.106
1715671045.518288,2400459.000,64874,3,AY,1,100,0.104
1715671045.557598,2400496.500,64894,2,AY,1,100,0.105
1715671045.596909,2400534.000,64894,2,AY,1,100,0.105
1715671045.636743,2400572.000,64911,3,AY,1,100,0.105
1715671045.676578,2400610.000,64911,3,AY,1,100,0.107
1715671045.716413,2400648.000,64911,3,AY,1,100,0.104
1715671045.755898,2400685.667,64927,3,AY,1,100,0.104
1715671045.795383,2400723.333,64927,3,AY,1,100,0.105
1715671045.834869,2400761.000,64927,3,AY,1,100,0.107
1715671045.875227,2400799.500,64942,2,AY,1,100,0.106
1715671045.915586,2400838.000,64942,2,AY,1,100,0.103
1715671045.955421,2400876.000,64960,3,AY,1,100,0.106
1715671045.995256,2400914.000,64960,3,AY,1,100,0.107
1715671046.035090,2400952.000,64960,3,AY,1,100,0.102
1715671046.075624,2400990.667,64976,3,AY,1,100,0.104
1715671046.116158,2401029.333,64976,3,AY,1,100,0.104
1715671046.156691,2401068.000,64976,3,AY,1,100,0.105
1715671046.203864,2401113.000,64996,2,AY,1,100,0.105
1715671046.251037,2401158.000,64996,2,AY,1,100,0.106
1715671046.291570,2401196.667,65011,3,AY,1,100,0.106
1715671046.332104,2401235.333,65011,3,AY,1,100,0.106
1715671046.372637,2401274.000,65011,3,AY,1,100,0.104
1715671046.411948,2401311.500,65028,2,AY,1,100,0.105
1715671046.451258,2401349.000,65028,2,AY,1,100,0.105
