LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AY
1715670603.017563,1978339.000,61391,3,AY,1,100,0.119
1715670603.056699,1978376.333,61408,3,AY,1,100,0.121
1715670603.095835,1978413.667,61408,3,AY,1,100,0.108
1715670603.134971,1978451.000,61408,3,AY,1,100,0.096
1715670603.175329,1978489.500,61424,2,AY,1,100,0.091
1715670603.215688,1978528.000,61424,2,AY,1,100,0.094
1715670603.254824,1978565.333,61440,3,AY,1,100,0.089
1715670603.293960,1978602.667,61440,3,AY,1,100,0.093
1715670603.333096,1978640.000,61440,3,AY,1,100,0.108
1715670603.373280,1978678.333,61456,3,AY,1,100,0.098
1715670603.413464,1978716.667,61456,3,AY,1,100,0.102
1715670603.453648,1978755.000,61456,3,AY,1,100,0.085
1715670603.494007,1978793.500,61473,2,AY,1,100,0.090
1715670603.534366,1978832.000,61473,2,AY,1,100,0.089
1715670603.574201,1978870.000,61489,3,AY,1,100,0.095
1715670603.614036,1978908.000,61489,3,AY,1,100,0.093
1715670603.653870,1978946.000,61489,3,AY,1,100,0.098
1715670603.694054,1978984.333,61509,3,AY,1,100,0.099
1715670603.734238,1979022.667,61509,3,AY,1,100,0.101
1715670603.774423,1979061.000,61509,3,AY,1,100,0.096
1715670603.814781,1979099.500,61523,2,AY,1,100,0.098
1715670603.855140,1979138.000,61523,2,AY,1,100,0.100
1715670603.895324,1979176.333,61540,3,AY,1,100,0.105
1715670603.935508,1979214.667,61540,3,AY,1,100,0.110
1715670603.975693,1979253.000,61540,3,AY,1,100,0.124
1715670604.015178,1979290.667,61557,3,AY,1,100,0.129
1715670604.054663,1979328.333,61557,3,AY,1,100,0.105
1715670604.094149,1979366.000,61557,3,AY,1,100,0.131
1715670604.133634,1979403.667,61574,3,AY,1,100,0.127
1715670604.173119,1979441.333,61574,3,AY,1,100,0.157
1715670604.212605,1979479.000,61574,3,AY,1,100,0.149
1715670604.252439,1979517.000,61590,2,AY,1,100,0.103
1715670604.292274,1979555.000,61590,2,AY,1,100,0.083
1715670604.331759,1979592.667,61607,3,AY,1,100,0.097
1715670604.371244,1979630.333,61607,3,AY,1,100,0.117
1715670604.410730,1979668.000,61607,3,AY,1,100,0.087
1715670604.451263,1979706.667,61622,3,AY,1,100,0.104
1715670604.491797,1979745.333,61622,3,AY,1,100,0.118
1715670604.532330,1979784.000,61622,3,AY,1,100,0.100
1715670604.571641,1979821.500,61639,2,AY,1,100,0.170
1715670604.610951,1979859.000,61639,2,AY,1,100,0.165
1715670604.651485,1979897.667,61656,3,AY,1,100,0.079
1715670604.692019,1979936.333,61656,3,AY,1,100,0.121
1715670604.732552,1979975.000,61656,3,AY,1,100,0.125
1715670604.772387,1980013.000,61675,3,AY,1,100,0.055
1715670604.812222,1980051.000,61675,3,AY,1,100,0.064
