LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TL,LC,
1715671126.673122,2477876,12312,4,TX,1,100,2024-05-14_12-48-46-569675,486560.8425392,
1715671127.322008,2478495,12414,4,TX,1,100,2024-05-14_12-48-47-302861,486561.5757254,
1715671127.945736,2479090,12520,4,TX,1,100,2024-05-14_12-48-47-902937,486562.1758012,
1715671128.687919,2479798,12639,4,TX,1,100,2024-05-14_12-48-48-635928,486562.9087922,
1715671129.450020,2480525,12742,4,TX,1,100,2024-05-14_12-48-49-135667,486563.4085313,
1715671129.895540,2480950,12812,4,TX,1,100,2024-05-14_12-48-49-869102,486564.1419663,
1715671130.414439,2481445,12898,4,TX,1,100,2024-05-14_12-48-50-402901,486564.6757651,
1715671131.281368,2482272,13036,4,TX,1,100,2024-05-14_12-48-51-202897,486565.4757607,
1715671131.842199,2482807,13123,4,TX,1,100,2024-05-14_12-48-51-770125,486566.0429892,
1715671132.568659,2483500,13241,4,TX,1,100,2024-05-14_12-48-52-503181,486566.7760453,
1715671133.747976,2484625,13429,4,TX,1,100,2024-05-14_12-48-53-736664,486568.0095280,
1715671134.388476,2485236,13531,4,TX,1,100,2024-05-14_12-48-54-336698,486568.6095623,
1715671135.011155,2485830,13638,4,TX,1,100,2024-05-14_12-48-54-969172,486569.2420363,
1715671135.562551,2486356,13723,4,TX,1,100,2024-05-14_12-48-55-535783,486569.8086473,
1715671136.405370,2487160,13859,4,TX,1,100,2024-05-14_12-48-56-269244,486570.5421084,
1715671136.857180,2487591,13927,4,TX,1,100,2024-05-14_12-48-56-836324,486571.1091877,
1715671137.587832,2488288,14048,4,TX,1,100,2024-05-14_12-48-57-536248,486571.8091121,
1715671138.222043,2488893,14153,4,TX,1,100,2024-05-14_12-48-58-136211,486572.4090748,
1715671138.890846,2489531,14256,4,TX,1,100,2024-05-14_12-48-58-869680,486573.1425443,
1715671139.506188,2490118,14359,4,TX,1,100,2024-05-14_12-48-59-436521,486573.7093856,
1715671140.149833,2490732,14452,4,TX,1,100,2024-05-14_12-49-00-102679,486574.3755431,
1715671140.626801,2491187,14524,4,TX,1,100,2024-05-14_12-49-00-602584,486574.8754485,
1715671141.455992,2491978,14659,4,TX,1,100,2024-05-14_12-49-01-435737,486575.7086010,
1715671141.989568,2492487,14744,4,TX,1,100,2024-05-14_12-49-01-969741,486576.2426053,
1715671142.729654,2493193,14864,4,TX,1,100,2024-05-14_12-49-02-702588,486576.9754526,
1715671143.267423,2493706,14954,4,TX,1,100,2024-05-14_12-49-03-202935,486577.4757988,
1715671144.014848,2494419,15070,4,TX,1,100,2024-05-14_12-49-03-969196,486578.2420598,
1715671144.558906,2494938,15157,4,TX,1,100,2024-05-14_12-49-04-536599,486578.8094631,
1715671145.396483,2495737,15295,4,TX,1,100,2024-05-14_12-49-05-235820,486579.5086841,
1715671145.855631,2496175,15368,4,TX,1,100,2024-05-14_12-49-05-769953,486580.0428116,
1715671146.606201,2496891,15489,4,TX,1,100,2024-05-14_12-49-06-536509,486580.8093730,
1715671147.237266,2497493,15591,4,TX,1,100,2024-05-14_12-49-07-135967,486581.4088307,
1715671147.977353,2498199,15712,4,TX,1,100,2024-05-14_12-49-07-902509,486582.1753730,
1715671148.419728,2498621,15782,4,TX,1,100,2024-05-14_12-49-08-402611,486582.6754756,
1715671149.149332,2499317,15900,4,TX,1,100,2024-05-14_12-49-09-102694,486583.3755579,
1715671149.693391,2499836,15988,4,TX,1,100,2024-05-14_12-49-09-603213,486583.8760768,
1715671150.455492,2500563,16106,4,TX,1,100,2024-05-14_12-49-10-436242,486584.7091064,
1715671151.089702,2501168,16215,4,TX,1,100,2024-05-14_12-49-11-036560,486585.3094240,
1715671151.754313,2501802,16318,4,TX,1,100,2024-05-14_12-49-11-736515,486586.0093788,
1715671152.374896,2502394,16419,4,TX,1,100,2024-05-14_12-49-12-269492,486586.5423559,
1715671153.005961,2502996,16525,4,TX,1,100,2024-05-14_12-49-12-936290,486587.2091540,
1715671154.284865,2504216,16727,4,TX,1,100,2024-05-14_12-49-14-203152,486588.4760159,
1715671154.946331,2504847,16830,4,TX,1,100,2024-05-14_12-49-14-769758,486589.0426219,
1715671155.584734,2505456,16932,4,TX,1,100,2024-05-14_12-49-15-536333,486589.8091971,
1715671156.108875,2505956,17019,4,TX,1,100,2024-05-14_12-49-16-069461,486590.3423255,
1715671156.959032,2506767,17145,4,TX,1,100,2024-05-14_12-49-16-869128,486591.1419917,
1715671157.617353,2507395,17230,4,TX,1,100,2024-05-14_12-49-17-437089,486591.7099527,
1715671158.156170,2507909,17322,4,TX,1,100,2024-05-14_12-49-18-135981,486592.4088450,
1715671158.909884,2508628,17441,4,TX,1,100,2024-05-14_12-49-18-736347,486593.0092115,
1715671159.459184,2509152,17526,4,TX,1,100,2024-05-14_12-49-19-436307,486593.7091713,
1715671159.995904,2509664,17614,4,TX,1,100,2024-05-14_12-49-19-970132,486594.2429966,
1715671160.667853,2510305,17716,4,TX,1,100,2024-05-14_12-49-20-636493,486594.9093569,
1715671161.239166,2510850,17802,4,TX,1,100,2024-05-14_12-49-21-203311,486595.4761753,
1715671161.975060,2511552,17928,4,TX,1,100,2024-05-14_12-49-21-903536,486596.1764001,
1715671163.278075,2512795,18134,4,TX,1,100,2024-05-14_12-49-23-237010,486597.5098745,
1715671163.824230,2513316,18218,4,TX,1,100,2024-05-14_12-49-23-803671,486598.0765354,
1715671164.654469,2514108,18354,4,TX,1,100,2024-05-14_12-49-24-569905,486598.8427685,
1715671165.225782,2514653,18440,4,TX,1,100,2024-05-14_12-49-25-136500,486599.4093646,
1715671165.892490,2515289,18546,4,TX,1,100,2024-05-14_12-49-25-870039,486600.1429034,
1715671166.518314,2515886,18647,4,TX,1,100,2024-05-14_12-49-26-436051,486600.7089149,
1715671167.163007,2516501,18755,4,TX,1,100,2024-05-14_12-49-27-136429,486601.4092932,
1715671167.815038,2517123,18857,4,TX,1,100,2024-05-14_12-49-27-736646,486602.0095101,
1715671168.511098,2517787,18964,4,TX,1,100,2024-05-14_12-49-28-402785,486602.6756489,
1715671169.028949,2518281,19049,4,TX,1,100,2024-05-14_12-49-29-002912,486603.2757758,
1715671169.863381,2519077,19187,4,TX,1,100,2024-05-14_12-49-29-703344,486603.9762081,
1715671170.300515,2519494,19257,4,TX,1,100,2024-05-14_12-49-30-269583,486604.5424474,
1715671170.963029,2520126,19359,4,TX,1,100,2024-05-14_12-49-30-936522,486605.2093859,
1715671171.495556,2520634,19446,4,TX,1,100,2024-05-14_12-49-31-469519,486605.7423829,
1715671172.387644,2521485,19586,4,TX,1,100,2024-05-14_12-49-32-169603,486606.4424670,
1715671172.729384,2521811,19640,4,TX,1,100,2024-05-14_12-49-32-703732,486606.9765962,
1715671173.566961,2522610,19778,4,TX,1,100,2024-05-14_12-49-33-535933,486607.8087972,
1715671174.124647,2523142,19863,4,TX,1,100,2024-05-14_12-49-34-069652,486608.3425164,
1715671174.860541,2523844,19984,4,TX,1,100,2024-05-14_12-49-34-836368,486609.1092317,
1715671175.607966,2524557,20104,4,TX,1,100,2024-05-14_12-49-35-436757,486609.7096215,
1715671176.217017,2525138,20204,4,TX,1,100,2024-05-14_12-49-36-069596,486610.3424603,
1715671176.647861,2525549,20276,4,TX,1,100,2024-05-14_12-49-36-569726,486610.8425905,
1715671177.401576,2526268,20393,4,TX,1,100,2024-05-14_12-49-37-369663,486611.6425273,
1715671178.019014,2526857,20485,4,TX,1,100,2024-05-14_12-49-37-936936,486612.2097999,
1715671178.667900,2527476,20587,4,TX,1,100,2024-05-14_12-49-38-636782,486612.9096458,
1715671179.291628,2528071,20689,4,TX,1,100,2024-05-14_12-49-39-170259,486613.4431236,
1715671180.032763,2528778,20810,4,TX,1,100,2024-05-14_12-49-39-969631,486614.2424947,
1715671180.489814,2529214,20878,4,TX,1,100,2024-05-14_12-49-40-470402,486614.7432658,
1715671181.201597,2529893,20999,4,TX,1,100,2024-05-14_12-49-41-170352,486615.4432166,
1715671181.763476,2530429,21086,4,TX,1,100,2024-05-14_12-49-41-737654,486616.0105179,
1715671182.601054,2531228,21220,4,TX,1,100,2024-05-14_12-49-42-537653,486616.8105170,
1715671183.240506,2531838,21309,4,TX,1,100,2024-05-14_12-49-43-069738,486617.3426016,
1715671183.795047,2532367,21395,4,TX,1,100,2024-05-14_12-49-43-769945,486618.0428091,
1715671184.435547,2532978,21499,4,TX,1,100,2024-05-14_12-49-44-369594,486618.6424582,
1715671185.093868,2533606,21603,4,TX,1,100,2024-05-14_12-49-45-069919,486619.3427836,
1715671185.716547,2534200,21705,4,TX,1,100,2024-05-14_12-49-45-636513,486619.9093770,
1715671186.449296,2534899,21823,4,TX,1,100,2024-05-14_12-49-46-402830,486620.6756944,
1715671186.992306,2535417,21909,4,TX,1,100,2024-05-14_12-49-46-903309,486621.1761735,
1715671187.631758,2536027,22013,4,TX,1,100,2024-05-14_12-49-47-603075,486621.8759396,
1715671188.261775,2536628,22119,4,TX,1,100,2024-05-14_12-49-48-170696,486622.4435602,
1715671189.050083,2537380,22208,4,TX,1,100,2024-05-14_12-49-48-903013,486623.1758776,
1715671190.209483,2538486,22395,4,TX,1,100,2024-05-14_12-49-50-136840,486624.4097045,
1715671190.845790,2539093,22499,4,TX,1,100,2024-05-14_12-49-50-736702,486625.0095663,
1715671191.497822,2539715,22602,4,TX,1,100,2024-05-14_12-49-51-470331,486625.7431952,
1715671192.057604,2540249,22688,4,TX,1,100,2024-05-14_12-49-52-036476,486626.3093397,
1715671192.789305,2540947,22810,4,TX,1,100,2024-05-14_12-49-52-770130,486627.0429939,
1715671193.422467,2541551,22911,4,TX,1,100,2024-05-14_12-49-53-302865,486627.5757292,
1715671194.123768,2542220,23023,4,TX,1,100,2024-05-14_12-49-54-103169,486628.3760330,
1715671194.745399,2542813,23126,4,TX,1,100,2024-05-14_12-49-54-670532,486628.9433959,
1715671195.393237,2543431,23227,4,TX,1,100,2024-05-14_12-49-55-370231,486629.6430955,
1715671195.916329,2543930,23314,4,TX,1,100,2024-05-14_12-49-55-869537,486630.1424014,
1715671196.661658,2544641,23433,4,TX,1,100,2024-05-14_12-49-56-603839,486630.8767029,
1715671197.308448,2545258,23537,4,TX,1,100,2024-05-14_12-49-57-169666,486631.4425305,
1715671198.046438,2545962,23657,4,TX,1,100,2024-05-14_12-49-57-937025,486632.2098890,
1715671198.578965,2546470,23743,4,TX,1,100,2024-05-14_12-49-58-503084,486632.7759483,
1715671199.242528,2547103,23852,4,TX,1,100,2024-05-14_12-49-59-202947,486633.4758111,
1715671199.789731,2547625,23936,4,TX,1,100,2024-05-14_12-49-59-770131,486634.0429950,
1715671200.561266,2548361,24058,4,TX,1,100,2024-05-14_12-50-00-503512,486634.7763760,
1715671201.401988,2549163,24191,4,TX,1,100,2024-05-14_12-50-01-036822,486635.3096858,
1715671202.251096,2549973,24327,4,TX,1,100,2024-05-14_12-50-01-736677,486636.0095410,
1715671202.304559,2550024,24330,4,TX,1,100,2024-05-14_12-50-02-269769,486636.5426336,
1715671203.144233,2550825,24470,4,TX,1,100,2024-05-14_12-50-03-069799,486637.3426629,
1715671203.603380,2551263,24538,4,TX,1,100,2024-05-14_12-50-03-569857,486637.8427208,
1715671204.421040,2552043,24673,4,TX,1,100,2024-05-14_12-50-04-369709,486638.6425728,
1715671204.886477,2552487,24751,4,TX,1,100,2024-05-14_12-50-04-870357,486639.1432214,
1715671205.685268,2553249,24870,4,TX,1,100,2024-05-14_12-50-05-570437,486639.8433011,
1715671206.626625,2554147,25024,4,TX,1,100,2024-05-14_12-50-06-170171,486640.4430356,
1715671206.939013,2554445,25075,4,TX,1,100,2024-05-14_12-50-06-870690,486641.1435539,
1715671207.490409,2554971,25163,4,TX,1,100,2024-05-14_12-50-07-469998,486641.7428617,
1715671208.222110,2555669,25283,4,TX,1,100,2024-05-14_12-50-08-203438,486642.4763016,
1715671208.753589,2556176,25374,4,TX,1,100,2024-05-14_12-50-08-737011,486643.0098756,
1715671209.612132,2556995,25512,4,TX,1,100,2024-05-14_12-50-09-469842,486643.7427058,
1715671210.101679,2557462,25587,4,TX,1,100,2024-05-14_12-50-10-037112,486644.3099763,
1715671210.811366,2558139,25704,4,TX,1,100,2024-05-14_12-50-10-737000,486645.0098638,
1715671211.349134,2558652,25789,4,TX,1,100,2024-05-14_12-50-11-269992,486645.5428560,
1715671212.016890,2559289,25893,4,TX,1,100,2024-05-14_12-50-12-003588,486646.2764522,
1715671212.649004,2559892,25995,4,TX,1,100,2024-05-14_12-50-12-570247,486646.8431110,
1715671213.388043,2560597,26117,4,TX,1,100,2024-05-14_12-50-13-337016,486647.6098804,
1715671213.905894,2561091,26203,4,TX,1,100,2024-05-14_12-50-13-870548,486648.1434120,
1715671215.082066,2562213,26384,4,TX,1,100,2024-05-14_12-50-14-570687,486648.8435511,
1715671215.116659,2562246,26387,4,TX,1,100,2024-05-14_12-50-15-104143,486649.3770071,
1715671215.951092,2563042,26528,4,TX,1,100,2024-05-14_12-50-15-903655,486650.1765190,
1715671216.830600,2563881,26664,4,TX,1,100,2024-05-14_12-50-16-403256,486650.6761206,
1715671217.150326,2564186,26720,4,TX,1,100,2024-05-14_12-50-17-137112,486651.4099762,
1715671217.782440,2564789,26826,4,TX,1,100,2024-05-14_12-50-17-704193,486651.9770570,
1715671218.631548,2565599,26961,4,TX,1,100,2024-05-14_12-50-18-470127,486652.7429907,
1715671219.081261,2566028,27029,4,TX,1,100,2024-05-14_12-50-19-037085,486653.3099448,
1715671219.808769,2566722,27150,4,TX,1,100,2024-05-14_12-50-19-736844,486654.0097085,
1715671220.422014,2567307,27235,4,TX,1,100,2024-05-14_12-50-20-236443,486654.5093067,
1715671221.161052,2568012,27361,4,TX,1,100,2024-05-14_12-50-21-036416,486655.3092804,
1715671221.613910,2568444,27430,4,TX,1,100,2024-05-14_12-50-21-603443,486655.8763073,
1715671222.358190,2569154,27550,4,TX,1,100,2024-05-14_12-50-22-303762,486656.5766258,
1715671222.882331,2569654,27639,4,TX,1,100,2024-05-14_12-50-22-870767,486657.1436307,
1715671223.615080,2570353,27757,4,TX,1,100,2024-05-14_12-50-23-604013,486657.8768764,
1715671224.256629,2570965,27860,4,TX,1,100,2024-05-14_12-50-24-203816,486658.4766801,
1715671225.007198,2571681,27980,4,TX,1,100,2024-05-14_12-50-24-936837,486659.2097013,
1715671225.546015,2572195,28066,4,TX,1,100,2024-05-14_12-50-25-536786,486659.8096501,
1715671226.264088,2572880,28175,4,TX,1,100,2024-05-14_12-50-26-169830,486660.4426942,
1715671226.787181,2573379,28260,4,TX,1,100,2024-05-14_12-50-26-770719,486661.0435829,
1715671227.520978,2574079,28381,4,TX,1,100,2024-05-14_12-50-27-436716,486661.7095797,
1715671228.089147,2574621,28470,4,TX,1,100,2024-05-14_12-50-28-003492,486662.2763561,
1715671228.713923,2575217,28571,4,TX,1,100,2024-05-14_12-50-28-703947,486662.9768110,
1715671229.454010,2575923,28691,4,TX,1,100,2024-05-14_12-50-29-304075,486663.5769396,
1715671230.640665,2577055,28876,4,TX,1,100,2024-05-14_12-50-30-036981,486664.3098449,
1715671230.656389,2577070,28879,4,TX,1,100,2024-05-14_12-50-30-570606,486664.8434702,
1715671231.393331,2577773,29000,4,TX,1,100,2024-05-14_12-50-31-303353,486665.5762175,
1715671231.874493,2578232,29076,4,TX,1,100,2024-05-14_12-50-31-870631,486666.1434952,
1715671232.641835,2578964,29195,4,TX,1,100,2024-05-14_12-50-32-636512,486666.9093766,
1715671233.158638,2579457,29282,4,TX,1,100,2024-05-14_12-50-33-137554,486667.4104181,
1715671233.909208,2580173,29402,4,TX,1,100,2024-05-14_12-50-33-870876,486668.1437399,
1715671235.171339,2581377,29603,4,TX,1,100,2024-05-14_12-50-35-137270,486669.4101346,
1715671235.752087,2581931,29693,4,TX,1,100,2024-05-14_12-50-35-704196,486669.9770597,
1715671236.376863,2582527,29792,4,TX,1,100,2024-05-14_12-50-36-370554,486670.6434182,
1715671237.025749,2583146,29901,4,TX,1,100,2024-05-14_12-50-36-936787,486671.2096512,
1715671237.756402,2583843,30022,4,TX,1,100,2024-05-14_12-50-37-703531,486671.9763952,
1715671238.267963,2584331,30109,4,TX,1,100,2024-05-14_12-50-38-236729,486672.5095927,
1715671239.040547,2585068,30228,4,TX,1,100,2024-05-14_12-50-39-036653,486673.3095175,
1715671239.694675,2585692,30329,4,TX,1,100,2024-05-14_12-50-39-604190,486673.8770545,
1715671240.428472,2586392,30451,4,TX,1,100,2024-05-14_12-50-40-270351,486674.5432156,
1715671240.840447,2586785,30519,4,TX,1,100,2024-05-14_12-50-40-804149,486675.0770134,
1715671241.596258,2587506,30639,4,TX,1,100,2024-05-14_12-50-41-537529,486675.8103928,
1715671242.140316,2588025,30725,4,TX,1,100,2024-05-14_12-50-42-138124,486676.4109886,
1715671242.963218,2588810,30850,4,TX,1,100,2024-05-14_12-50-42-903801,486677.1766652,
1715671243.407689,2589234,30921,4,TX,1,100,2024-05-14_12-50-43-403473,486677.6763372,
1715671244.154066,2589946,31040,4,TX,1,100,2024-05-14_12-50-44-104277,486678.3771408,
1715671244.699172,2590466,31126,4,TX,1,100,2024-05-14_12-50-44-636926,486678.9097906,
1715671245.646819,2591370,31279,4,TX,1,100,2024-05-14_12-50-45-470547,486679.7434108,
1715671245.995897,2591703,31331,4,TX,1,100,2024-05-14_12-50-45-970810,486680.2436744,
1715671246.741225,2592414,31452,4,TX,1,100,2024-05-14_12-50-46-736769,486681.0096332,
1715671247.959329,2593576,31627,4,TX,1,100,2024-05-14_12-50-47-236867,486681.5097307,
1715671247.974005,2593590,31630,4,TX,1,100,2024-05-14_12-50-47-936775,486682.2096390,
1715671249.235088,2594793,31833,4,TX,1,100,2024-05-14_12-50-49-203605,486683.4764690,
1715671250.633496,2596127,32052,4,TX,1,100,2024-05-14_12-50-49-803499,486684.0763629,
1715671250.649220,2596142,32055,4,TX,1,100,2024-05-14_12-50-50-570481,486684.8433452,
1715671251.275044,2596739,32158,4,TX,1,100,2024-05-14_12-50-51-136875,486685.4097392,
1715671251.939655,2597373,32245,4,TX,1,100,2024-05-14_12-50-51-870513,486686.1433772,
1715671252.573866,2597978,32347,4,TX,1,100,2024-05-14_12-50-52-436832,486686.7096961,
1715671253.274118,2598646,32440,4,TX,1,100,2024-05-14_12-50-53-136773,486687.4096375,
1715671253.702865,2599055,32509,4,TX,1,100,2024-05-14_12-50-53-670274,486687.9431386,
1715671254.439807,2599758,32629,4,TX,1,100,2024-05-14_12-50-54-370330,486688.6431944,
1715671255.727097,2600986,32832,4,TX,1,100,2024-05-14_12-50-55-669972,486689.9428365,
1715671256.365501,2601595,32934,4,TX,1,100,2024-05-14_12-50-56-269913,486690.5427776,
1715671257.319437,2602505,33088,4,TX,1,100,2024-05-14_12-50-56-970140,486691.2430042,
1715671257.641260,2602812,33139,4,TX,1,100,2024-05-14_12-50-57-570328,486691.8431923,
1715671258.294339,2603435,33245,4,TX,1,100,2024-05-14_12-50-58-270398,486692.5432619,
1715671258.855170,2603970,33307,4,TX,1,100,2024-05-14_12-50-58-770100,486693.0429646,
1715671259.583726,2604665,33428,4,TX,1,100,2024-05-14_12-50-59-536973,486693.8098370,
1715671260.123591,2605180,33513,4,TX,1,100,2024-05-14_12-51-00-103714,486694.3765784,
1715671260.963265,2605981,33648,4,TX,1,100,2024-05-14_12-51-00-904380,486695.1772442,
1715671261.491599,2606485,33736,4,TX,1,100,2024-05-14_12-51-01-437703,486695.7105671,
1715671262.143630,2607107,33838,4,TX,1,100,2024-05-14_12-51-02-137607,486696.4104711,
1715671262.787275,2607721,33944,4,TX,1,100,2024-05-14_12-51-02-737042,486697.0099065,
1715671263.443500,2608347,34045,4,TX,1,100,2024-05-14_12-51-03-437389,486697.7102535,
1715671264.012717,2608890,34121,4,TX,1,100,2024-05-14_12-51-03-936807,486698.2096716,
1715671264.682569,2609529,34226,4,TX,1,100,2024-05-14_12-51-04-670295,486698.9431587,
1715671265.409028,2610222,34344,4,TX,1,100,2024-05-14_12-51-05-237123,486699.5099870,
1715671265.979294,2610766,34431,4,TX,1,100,2024-05-14_12-51-05-970538,486700.2434019,
1715671266.734056,2611486,34551,4,TX,1,100,2024-05-14_12-51-06-570849,486700.8437133,
1715671267.379798,2612102,34653,4,TX,1,100,2024-05-14_12-51-07-237028,486701.5098921,
1715671268.648219,2613312,34857,4,TX,1,100,2024-05-14_12-51-07-837112,486702.1099759,
1715671268.666040,2613329,34860,4,TX,1,100,2024-05-14_12-51-08-570216,486702.8430805,
1715671269.297106,2613931,34952,4,TX,1,100,2024-05-14_12-51-09-103728,486703.3765920,
1715671269.854791,2614463,35041,4,TX,1,100,2024-05-14_12-51-09-836854,486704.1097179,
1715671270.412477,2614995,35127,4,TX,1,100,2024-05-14_12-51-10-403785,486704.6766495,
1715671271.123213,2615673,35246,4,TX,1,100,2024-05-14_12-51-11-104132,486705.3769964,
1715671271.680898,2616205,35332,4,TX,1,100,2024-05-14_12-51-11-671637,486705.9445010,
1715671272.445096,2616934,35451,4,TX,1,100,2024-05-14_12-51-12-436911,486706.7097756,
1715671272.954561,2617420,35537,4,TX,1,100,2024-05-14_12-51-12-938205,486707.2110695,
1715671273.709324,2618140,35659,4,TX,1,100,2024-05-14_12-51-13-637188,486707.9100523,
1715671274.290072,2618694,35746,4,TX,1,100,2024-05-14_12-51-14-204455,486708.4773186,
1715671275.020724,2619391,35855,4,TX,1,100,2024-05-14_12-51-15-004349,486709.2772136,
1715671276.730472,2621022,36124,4,TX,1,100,2024-05-14_12-51-16-270483,486710.5433475,
1715671276.934887,2621217,36159,4,TX,1,100,2024-05-14_12-51-16-870473,486711.1433367,
1715671277.673926,2621922,36282,4,TX,1,100,2024-05-14_12-51-17-603960,486711.8768244,
1715671278.205405,2622429,36369,4,TX,1,100,2024-05-14_12-51-18-103930,486712.3767946,
1715671278.866870,2623060,36469,4,TX,1,100,2024-05-14_12-51-18-837155,486713.1100194,
1715671279.483260,2623648,36573,4,TX,1,100,2024-05-14_12-51-19-437256,486713.7101192,
1715671280.264230,2624393,36681,4,TX,1,100,2024-05-14_12-51-20-170958,486714.4438223,
1715671280.790468,2624895,36769,4,TX,1,100,2024-05-14_12-51-20-704363,486714.9772230,
1715671281.439354,2625514,36873,4,TX,1,100,2024-05-14_12-51-21-404040,486715.6769041,
1715671282.056792,2626103,36975,4,TX,1,100,2024-05-14_12-51-21-970712,486716.2435762,
1715671282.843003,2626853,37079,4,TX,1,100,2024-05-14_12-51-22-670731,486716.9435947,
1715671284.021272,2627977,37266,4,TX,1,100,2024-05-14_12-51-24-004706,486718.2775698,
1715671284.583151,2628513,37353,4,TX,1,100,2024-05-14_12-51-24-570359,486718.8432232,
1715671285.441694,2629332,37476,4,TX,1,100,2024-05-14_12-51-25-270698,486719.5435621,
1715671285.937531,2629805,37549,4,TX,1,100,2024-05-14_12-51-25-837333,486720.1101976,
1715671286.587466,2630425,37652,4,TX,1,100,2024-05-14_12-51-26-570689,486720.8435527,
1715671287.199662,2631009,37753,4,TX,1,100,2024-05-14_12-51-27-104543,486721.3774070,
1715671287.943943,2631719,37876,4,TX,1,100,2024-05-14_12-51-27-904088,486722.1769523,
1715671288.503725,2632253,37962,4,TX,1,100,2024-05-14_12-51-28-470717,486722.7435815,
1715671289.120115,2632841,38065,4,TX,1,100,2024-05-14_12-51-29-104428,486723.3772919,
1715671289.648449,2633345,38153,4,TX,1,100,2024-05-14_12-51-29-604105,486723.8769690,
1715671290.506992,2634164,38286,4,TX,1,100,2024-05-14_12-51-30-437167,486724.7100313,
1715671291.689454,2635292,38463,4,TX,1,100,2024-05-14_12-51-31-670990,486725.9438542,
1715671292.335195,2635908,38567,4,TX,1,100,2024-05-14_12-51-32-204058,486726.4769224,
1715671293.065848,2636605,38688,4,TX,1,100,2024-05-14_12-51-33-004501,486727.2773647,
1715671293.617244,2637131,38772,4,TX,1,100,2024-05-14_12-51-33-504081,486727.7769456,
1715671294.578518,2638048,38925,4,TX,1,100,2024-05-14_12-51-34-237602,486728.5104659,
1715671295.621559,2639043,39094,4,TX,1,100,2024-05-14_12-51-35-604581,486729.8774446,
1715671296.186583,2639582,39170,4,TX,1,100,2024-05-14_12-51-36-137849,486730.4107127,
1715671296.910945,2640273,39275,4,TX,1,100,2024-05-14_12-51-36-837883,486731.1107474,
1715671297.430893,2640769,39360,4,TX,1,100,2024-05-14_12-51-37-371117,486731.6439815,
1715671298.155256,2641460,39481,4,TX,1,100,2024-05-14_12-51-38-070762,486732.3436261,
1715671298.694073,2641974,39567,4,TX,1,100,2024-05-14_12-51-38-637390,486732.9102543,
1715671299.468753,2642713,39687,4,TX,1,100,2024-05-14_12-51-39-404168,486733.6770323,
1715671299.984508,2643205,39772,4,TX,1,100,2024-05-14_12-51-39-938160,486734.2110246,
1715671300.758140,2643943,39893,4,TX,1,100,2024-05-14_12-51-40-737738,486735.0106021,
1715671301.320019,2644479,39979,4,TX,1,100,2024-05-14_12-51-41-237533,486735.5103974,
1715671302.019223,2645146,40070,4,TX,1,100,2024-05-14_12-51-41-970762,486736.2436257,
1715671302.536026,2645639,40157,4,TX,1,100,2024-05-14_12-51-42-504780,486736.7776440,
1715671303.409245,2646472,40297,4,TX,1,100,2024-05-14_12-51-43-338210,486737.6110739,
1715671303.922903,2646962,40381,4,TX,1,100,2024-05-14_12-51-43-870744,486738.1436085,
1715671304.578079,2647587,40485,4,TX,1,100,2024-05-14_12-51-44-504646,486738.7775048,
1715671305.955521,2648901,40704,4,TX,1,100,2024-05-14_12-51-45-871071,486740.1439353,
1715671306.518448,2649438,40791,4,TX,1,100,2024-05-14_12-51-46-437595,486740.7104595,
1715671307.153707,2650044,40883,4,TX,1,100,2024-05-14_12-51-47-138184,486741.4110485,
1715671307.807835,2650668,40989,4,TX,1,100,2024-05-14_12-51-47-704220,486741.9770845,
1715671308.451480,2651282,41093,4,TX,1,100,2024-05-14_12-51-48-437229,486742.7100933,
1715671309.068918,2651871,41194,4,TX,1,100,2024-05-14_12-51-49-005024,486743.2778885,
1715671309.719901,2652492,41297,4,TX,1,100,2024-05-14_12-51-49-671869,486743.9447336,
1715671310.256621,2653004,41382,4,TX,1,100,2024-05-14_12-51-50-238192,486744.5110562,
1715671311.023964,2653736,41504,4,TX,1,100,2024-05-14_12-51-50-971177,486745.2440409,
1715671311.647691,2654331,41607,4,TX,1,100,2024-05-14_12-51-51-537255,486745.8101195,
1715671312.551310,2655193,41731,4,TX,1,100,2024-05-14_12-51-52-270981,486746.5438453,
1715671312.786125,2655417,41770,4,TX,1,100,2024-05-14_12-51-52-771510,486747.0443740,
1715671313.616364,2656209,41908,4,TX,1,100,2024-05-14_12-51-53-537925,486747.8107893,
1715671314.133168,2656702,41960,4,TX,1,100,2024-05-14_12-51-54-104194,486748.3770585,
1715671314.787295,2657326,42064,4,TX,1,100,2024-05-14_12-51-54-771593,486749.0444576,
1715671315.330305,2657844,42149,4,TX,1,100,2024-05-14_12-51-55-304632,486749.5774961,
1715671316.171027,2658646,42286,4,TX,1,100,2024-05-14_12-51-56-139415,486750.4122795,
1715671316.722424,2659172,42374,4,TX,1,100,2024-05-14_12-51-56-704172,486750.9770364,
1715671317.454124,2659870,42493,4,TX,1,100,2024-05-14_12-51-57-404582,486751.6774460,
1715671318.001328,2660392,42571,4,TX,1,100,2024-05-14_12-51-57-970949,486752.2438135,
1715671318.760283,2661116,42689,4,TX,1,100,2024-05-14_12-51-58-704288,486752.9771523,
1715671319.279183,2661611,42775,4,TX,1,100,2024-05-14_12-51-59-204142,486753.4770053,
1715671319.935407,2662237,42879,4,TX,1,100,2024-05-14_12-51-59-904778,486754.1776423,
