LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,T1
1715670871.820086,2234761.000,37957,1,T1,1,100,36.881
1715670871.955314,2234890.000,37989,1,T1,1,100,36.807
1715670872.088446,2235017.000,38007,1,T1,1,100,36.845
1715670872.222626,2235145.000,38025,1,T1,1,100,36.827
1715670872.354709,2235271.000,38056,1,T1,1,100,36.819
1715670872.485744,2235396.000,38073,1,T1,1,100,36.851
1715670872.618876,2235523.000,38090,1,T1,1,100,36.794
1715670872.752008,2235650.000,38111,1,T1,1,100,36.840
1715670872.885140,2235777.000,38143,1,T1,1,100,36.860
1715670873.020368,2235906.000,38160,1,T1,1,100,36.762
1715670873.154548,2236034.000,38176,1,T1,1,100,36.755
1715670873.288728,2236162.000,38199,1,T1,1,100,36.788
1715670873.419764,2236287.000,38215,1,T1,1,100,36.837
1715670873.551847,2236413.000,38235,1,T1,1,100,36.752
1715670873.683931,2236539.000,38266,1,T1,1,100,36.786
1715670873.814966,2236664.000,38282,1,T1,1,100,36.943
1715670873.949146,2236792.000,38303,1,T1,1,100,36.975
1715670874.085423,2236922.000,38319,1,T1,1,100,36.918
1715670874.217506,2237048.000,38351,1,T1,1,100,36.965
1715670874.351686,2237176.000,38368,1,T1,1,100,36.914
1715670874.483770,2237302.000,38389,1,T1,1,100,36.927
1715670874.614805,2237427.000,38407,1,T1,1,100,36.862
1715670874.746888,2237553.000,38438,1,T1,1,100,36.940
1715670874.881068,2237681.000,38455,1,T1,1,100,36.832
1715670875.012104,2237806.000,38472,1,T1,1,100,36.892
1715670875.147332,2237935.000,38491,1,T1,1,100,36.811
1715670875.282560,2238064.000,38525,1,T1,1,100,36.777
1715670875.415692,2238191.000,38542,1,T1,1,100,36.832
1715670875.549872,2238319.000,38559,1,T1,1,100,36.892
1715670875.681956,2238445.000,38579,1,T1,1,100,36.918
1715670875.812991,2238570.000,38595,1,T1,1,100,36.929
1715670875.947171,2238698.000,38627,1,T1,1,100,36.863
1715670876.080303,2238825.000,38644,1,T1,1,100,36.799
1715670876.213435,2238952.000,38661,1,T1,1,100,36.842
1715670876.348139,2239080.500,38700,2,T1,1,100,36.825
1715670876.482843,2239209.000,38700,2,T1,1,100,36.853
1715670876.617023,2239337.000,38720,1,T1,1,100,36.866
1715670876.748058,2239462.000,38737,1,T1,1,100,36.871
1715670876.880142,2239588.000,38754,1,T1,1,100,36.802
1715670877.012225,2239714.000,38776,1,T1,1,100,36.879
1715670877.143261,2239839.000,38808,1,T1,1,100,36.770
1715670877.277441,2239967.000,38824,1,T1,1,100,36.830
1715670877.413717,2240097.000,38841,1,T1,1,100,36.855
1715670877.545801,2240223.000,38860,1,T1,1,100,36.867
1715670877.679981,2240351.000,38891,1,T1,1,100,36.871
1715670877.812064,2240477.000,38911,1,T1,1,100,36.873
1715670877.943100,2240602.000,38928,1,T1,1,100,36.839
1715670878.075183,2240728.000,38945,1,T1,1,100,36.824
1715670878.209363,2240856.000,38979,1,T1,1,100,36.817
1715670878.341447,2240982.000,38998,1,T1,1,100,36.886
1715670878.476675,2241111.000,39015,1,T1,1,100,36.880
1715670878.611903,2241240.000,39032,1,T1,1,100,36.806
1715670878.745035,2241367.000,39063,1,T1,1,100,36.845
1715670878.879215,2241495.000,39081,1,T1,1,100,36.827
1715670879.011299,2241621.000,39100,1,T1,1,100,36.925
1715670879.142334,2241746.000,39117,1,T1,1,100,36.826
1715670879.276514,2241874.000,39134,1,T1,1,100,36.747
1715670879.409646,2242001.000,39167,1,T1,1,100,36.926
1715670879.542778,2242128.000,39185,1,T1,1,100,36.897
1715670879.678006,2242257.000,39204,1,T1,1,100,36.920
1715670879.812186,2242385.000,39221,1,T1,1,100,36.824
1715670879.946366,2242513.000,39253,1,T1,1,100,36.888
1715670880.077401,2242638.000,39269,1,T1,1,100,36.916
1715670880.210533,2242765.000,39287,1,T1,1,100,36.928
1715670880.342617,2242891.000,39306,1,T1,1,100,36.863
1715670880.473652,2243016.000,39338,1,T1,1,100,36.870
1715670880.607832,2243144.000,39355,1,T1,1,100,36.908
1715670880.744109,2243274.000,39371,1,T1,1,100,36.854
1715670880.876192,2243400.000,39406,1,T1,1,100,36.901
1715670881.010372,2243528.000,39423,1,T1,1,100,36.815
1715670881.141407,2243653.000,39439,1,T1,1,100,36.778
1715670881.272443,2243778.000,39457,1,T1,1,100,36.833
1715670881.404526,2243904.000,39473,1,T1,1,100,36.963
1715670881.538706,2244032.000,39510,1,T1,1,100,36.807
1715670881.670790,2244158.000,39527,1,T1,1,100,36.810
1715670881.806018,2244287.000,39549,1,T1,1,100,36.847
1715670881.941247,2244416.000,39566,1,T1,1,100,36.863
1715670882.074378,2244543.000,39582,1,T1,1,100,36.728
1715670882.207510,2244670.000,39605,1,T1,1,100,36.811
1715670882.339594,2244796.000,39621,1,T1,1,100,36.918
1715670882.470629,2244921.000,39638,1,T1,1,100,36.858
1715670882.605857,2245050.000,39670,1,T1,1,100,36.868
1715670882.738989,2245177.000,39686,1,T1,1,100,36.872
1715670882.872121,2245304.000,39707,1,T1,1,100,36.909
1715670883.007349,2245433.000,39723,1,T1,1,100,36.819
1715670883.141529,2245561.000,39755,1,T1,1,100,36.886
1715670883.275709,2245689.000,39774,1,T1,1,100,36.773
1715670883.406744,2245814.000,39790,1,T1,1,100,36.902
1715670883.539876,2245941.000,39811,1,T1,1,100,36.816
1715670883.673008,2246068.000,39842,1,T1,1,100,36.885
1715670883.805092,2246194.000,39858,1,T1,1,100,36.879
1715670883.939272,2246322.000,39876,1,T1,1,100,36.806
1715670884.075548,2246452.000,39892,1,T1,1,100,36.845
1715670884.207632,2246578.000,39913,1,T1,1,100,36.898
1715670884.341812,2246706.000,39946,1,T1,1,100,36.778
1715670884.472847,2246831.000,39962,1,T1,1,100,36.940
1715670884.602834,2246955.000,39980,1,T1,1,100,36.832
1715670884.734918,2247081.000,39996,1,T1,1,100,36.785
1715670884.869098,2247209.000,40031,1,T1,1,100,36.801
1715670885.001181,2247335.000,40048,1,T1,1,100,36.807
1715670885.136410,2247464.000,40066,1,T1,1,100,36.775
1715670885.271638,2247593.000,40084,1,T1,1,100,36.832
1715670885.404770,2247720.000,40115,1,T1,1,100,36.785
1715670885.537901,2247847.000,40135,1,T1,1,100,36.943
1715670885.669985,2247973.000,40152,1,T1,1,100,36.975
1715670885.801020,2248098.000,40168,1,T1,1,100,36.847
1715670885.936249,2248227.000,40200,1,T1,1,100,36.934
1715670886.069381,2248354.000,40220,1,T1,1,100,36.971
1715670886.202512,2248481.000,40239,1,T1,1,100,36.881
1715670886.337741,2248610.000,40256,1,T1,1,100,36.878
1715670886.470872,2248737.000,40288,1,T1,1,100,36.805
1715670886.605052,2248865.000,40304,1,T1,1,100,36.845
1715670886.736088,2248990.000,40324,1,T1,1,100,36.791
1715670886.868171,2249116.000,40341,1,T1,1,100,36.732
1715670887.002351,2249244.000,40372,1,T1,1,100,36.742
1715670887.134959,2249370.500,40397,2,T1,1,100,36.711
1715670887.267566,2249497.000,40397,2,T1,1,100,36.769
1715670887.403843,2249627.000,40416,1,T1,1,100,36.794
1715670887.535927,2249753.000,40434,1,T1,1,100,36.840
1715670887.670107,2249881.000,40465,1,T1,1,100,36.895
1715670887.801142,2250006.000,40482,1,T1,1,100,36.848
1715670887.932177,2250131.000,40499,1,T1,1,100,36.863
1715670888.064261,2250257.000,40520,1,T1,1,100,36.835
1715670888.198441,2250385.000,40538,1,T1,1,100,36.822
1715670888.330524,2250511.000,40571,1,T1,1,100,36.781
1715670888.465753,2250640.000,40587,1,T1,1,100,36.763
1715670888.600981,2250769.000,40608,1,T1,1,100,36.827
1715670888.734113,2250896.000,40624,1,T1,1,100,36.854
1715670888.866196,2251022.000,40656,1,T1,1,100,36.831
1715670888.998280,2251148.000,40673,1,T1,1,100,36.856
1715670889.129315,2251273.000,40691,1,T1,1,100,36.867
1715670889.264543,2251402.000,40709,1,T1,1,100,36.942
1715670889.397675,2251529.000,40743,1,T1,1,100,36.904
1715670889.530807,2251656.000,40760,1,T1,1,100,36.852
1715670889.666035,2251785.000,40777,1,T1,1,100,36.794
1715670889.799167,2251912.000,40793,1,T1,1,100,36.698
1715670889.933347,2252040.000,40828,1,T1,1,100,36.869
1715670890.064383,2252165.000,40847,1,T1,1,100,36.802
1715670890.196466,2252291.000,40864,1,T1,1,100,36.843
1715670890.330646,2252419.000,40881,1,T1,1,100,36.755
1715670890.461681,2252544.000,40913,1,T1,1,100,36.823
1715670890.595861,2252672.000,40932,1,T1,1,100,36.888
1715670890.732138,2252802.000,40949,1,T1,1,100,36.845
1715670890.864222,2252928.000,40966,1,T1,1,100,36.791
1715670890.998402,2253056.000,40999,1,T1,1,100,36.768
1715670891.129437,2253181.000,41017,1,T1,1,100,36.758
1715670891.260472,2253306.000,41036,1,T1,1,100,36.753
1715670891.392555,2253432.000,41053,1,T1,1,100,36.751
1715670891.526736,2253560.000,41069,1,T1,1,100,36.928
1715670891.658819,2253686.000,41101,1,T1,1,100,36.827
1715670891.794047,2253815.000,41118,1,T1,1,100,36.925
1715670891.929276,2253944.000,41138,1,T1,1,100,36.897
1715670892.062407,2254071.000,41157,1,T1,1,100,36.884
1715670892.194491,2254197.000,41174,1,T1,1,100,36.879
1715670892.326575,2254323.000,41205,1,T1,1,100,36.770
1715670892.457610,2254448.000,41222,1,T1,1,100,36.830
1715670892.592838,2254577.000,41247,1,T1,1,100,36.785
1715670892.725970,2254704.000,41264,1,T1,1,100,36.836
1715670892.859102,2254831.000,41281,1,T1,1,100,36.858
1715670892.994330,2254960.000,41298,1,T1,1,100,36.832
1715670893.127462,2255087.000,41316,1,T1,1,100,36.856
1715670893.261642,2255215.000,41336,1,T1,1,100,36.867
1715670893.392677,2255340.000,41370,1,T1,1,100,36.907
1715670893.524761,2255466.000,41387,1,T1,1,100,36.889
1715670893.658941,2255594.000,41404,1,T1,1,100,36.810
1715670893.789976,2255719.000,41423,1,T1,1,100,36.882
1715670893.924156,2255847.000,41455,1,T1,1,100,36.878
1715670894.060433,2255977.000,41472,1,T1,1,100,36.770
1715670894.192516,2256103.000,41491,1,T1,1,100,36.936
1715670894.326696,2256231.000,41508,1,T1,1,100,36.901
1715670894.457731,2256356.000,41543,1,T1,1,100,36.851
1715670894.588767,2256481.000,41559,1,T1,1,100,36.865
1715670894.720850,2256607.000,41576,1,T1,1,100,36.870
1715670894.855030,2256735.000,41593,1,T1,1,100,36.838
1715670894.987114,2256861.000,41627,1,T1,1,100,36.894
1715670895.122342,2256990.000,41646,1,T1,1,100,36.848
1715670895.257571,2257119.000,41663,1,T1,1,100,36.828
1715670895.390702,2257246.000,41680,1,T1,1,100,36.855
1715670895.521738,2257371.000,41712,1,T1,1,100,36.866
1715670895.653821,2257497.000,41728,1,T1,1,100,36.871
1715670895.784856,2257622.000,41745,1,T1,1,100,36.767
1715670895.920085,2257751.000,41765,1,T1,1,100,36.722
1715670896.053216,2257878.000,41796,1,T1,1,100,36.809
1715670896.186348,2258005.000,41816,1,T1,1,100,36.846
1715670896.321577,2258134.000,41835,1,T1,1,100,36.827
1715670896.454708,2258261.000,41852,1,T1,1,100,36.854
1715670896.587840,2258388.000,41869,1,T1,1,100,36.866
1715670896.718875,2258513.000,41900,1,T1,1,100,36.836
1715670896.850959,2258639.000,41918,1,T1,1,100,36.752
1715670896.985139,2258767.000,41937,1,T1,1,100,36.786
1715670897.117223,2258893.000,41956,1,T1,1,100,36.837
1715670897.251403,2259021.000,41988,1,T1,1,100,36.823
1715670897.387679,2259151.000,42004,1,T1,1,100,36.852
1715670897.519763,2259277.000,42022,1,T1,1,100,36.688
1715670897.653943,2259405.000,42041,1,T1,1,100,36.759
1715670897.784978,2259530.000,42073,1,T1,1,100,36.754
1715670897.917062,2259656.000,42095,2,T1,1,100,36.823
1715670898.049145,2259782.000,42095,2,T1,1,100,36.781
1715670898.183325,2259910.000,42114,1,T1,1,100,36.799
1715670898.315409,2260036.000,42136,1,T1,1,100,36.842
1715670898.450637,2260165.000,42168,1,T1,1,100,36.861
1715670898.585865,2260294.000,42184,1,T1,1,100,36.762
1715670898.718997,2260421.000,42201,1,T1,1,100,36.720
1715670898.850032,2260546.000,42220,1,T1,1,100,36.772
1715670898.982116,2260672.000,42254,1,T1,1,100,36.831
1715670899.113151,2260797.000,42271,1,T1,1,100,36.856
1715670899.248379,2260926.000,42288,1,T1,1,100,36.796
1715670899.381511,2261053.000,42305,1,T1,1,100,36.805
1715670899.514643,2261180.000,42337,1,T1,1,100,36.774
1715670899.649871,2261309.000,42356,1,T1,1,100,36.725
1715670899.783003,2261436.000,42373,1,T1,1,100,36.739
1715670899.915087,2261562.000,42407,1,T1,1,100,36.816
1715670900.046122,2261687.000,42423,1,T1,1,100,36.850
1715670900.178205,2261813.000,42444,1,T1,1,100,36.793
1715670900.312386,2261941.000,42460,1,T1,1,100,36.769
1715670900.445517,2262068.000,42492,1,T1,1,100,36.829
1715670900.579697,2262196.000,42509,1,T1,1,100,36.855
1715670900.715974,2262326.000,42525,1,T1,1,100,36.866
1715670900.848058,2262452.000,42543,1,T1,1,100,36.907
1715670900.982238,2262580.000,42579,1,T1,1,100,36.747
1715670901.113797,2262705.500,42597,2,T1,1,100,36.713
1715670901.245356,2262831.000,42597,2,T1,1,100,36.699
1715670901.378488,2262958.000,42613,1,T1,1,100,36.728
1715670901.512668,2263086.000,42630,1,T1,1,100,36.705
1715670901.644752,2263212.000,42665,1,T1,1,100,36.872
1715670901.779980,2263341.000,42681,1,T1,1,100,36.803
1715670901.915209,2263470.000,42699,1,T1,1,100,36.737
1715670902.048340,2263597.000,42717,1,T1,1,100,36.638
1715670902.179375,2263722.000,42752,1,T1,1,100,36.808
1715670902.311459,2263848.000,42769,1,T1,1,100,36.846
1715670902.442494,2263973.000,42785,1,T1,1,100,36.827
1715670902.577723,2264102.000,42803,1,T1,1,100,36.783
1715670902.710854,2264229.000,42834,1,T1,1,100,36.764
1715670902.843986,2264356.000,42854,1,T1,1,100,36.792
1715670902.979214,2264485.000,42871,1,T1,1,100,36.733
1715670903.112346,2264612.000,42905,1,T1,1,100,36.742
1715670903.243906,2264737.500,42929,2,T1,1,100,36.782
1715670903.375465,2264863.000,42929,2,T1,1,100,36.728
1715670903.507549,2264989.000,42949,1,T1,1,100,36.883
1715670903.641729,2265117.000,42966,1,T1,1,100,36.843
1715670903.774860,2265244.000,42982,1,T1,1,100,36.897
1715670903.909040,2265372.000,43014,1,T1,1,100,36.778
1715670904.045317,2265502.000,43034,1,T1,1,100,36.727
1715670904.177401,2265628.000,43053,1,T1,1,100,36.740
1715670904.311581,2265756.000,43070,1,T1,1,100,36.746
1715670904.442616,2265881.000,43102,1,T1,1,100,36.713
1715670904.574699,2266007.000,43118,1,T1,1,100,36.769
1715670904.707831,2266134.000,43135,1,T1,1,100,36.687
1715670904.842011,2266262.000,43154,1,T1,1,100,36.687
1715670904.974095,2266388.000,43186,1,T1,1,100,36.687
1715670905.109323,2266517.000,43205,1,T1,1,100,36.758
1715670905.244552,2266646.000,43222,1,T1,1,100,36.789
1715670905.377683,2266773.000,43256,1,T1,1,100,36.802
1715670905.508718,2266898.000,43274,1,T1,1,100,36.808
1715670905.640802,2267024.000,43290,1,T1,1,100,36.775
1715670905.771837,2267149.000,43307,1,T1,1,100,36.903
1715670905.907066,2267278.000,43341,1,T1,1,100,36.852
1715670906.040197,2267405.000,43360,1,T1,1,100,36.865
1715670906.173329,2267532.000,43378,1,T1,1,100,36.800
1715670906.308558,2267661.000,43394,1,T1,1,100,36.771
1715670906.441689,2267788.000,43426,1,T1,1,100,36.795
1715670906.573773,2267914.000,43446,1,T1,1,100,36.769
1715670906.704808,2268039.000,43462,1,T1,1,100,36.794
1715670906.836892,2268165.000,43482,1,T1,1,100,36.769
1715670906.971072,2268293.000,43513,1,T1,1,100,36.829
1715670907.104203,2268420.000,43529,1,T1,1,100,36.678
1715670907.238384,2268548.000,43547,1,T1,1,100,36.790
1715670907.374660,2268678.000,43566,1,T1,1,100,36.767
1715670907.506744,2268804.000,43598,1,T1,1,100,36.722
1715670907.640924,2268932.000,43615,1,T1,1,100,36.738
1715670907.771959,2269057.000,43633,1,T1,1,100,36.780
1715670907.904042,2269183.000,43654,1,T1,1,100,36.763
1715670908.037174,2269310.000,43685,1,T1,1,100,36.827
1715670908.171355,2269438.000,43702,1,T1,1,100,36.748
1715670908.303438,2269564.000,43721,1,T1,1,100,36.784
1715670908.438666,2269693.000,43737,1,T1,1,100,36.871
1715670908.572846,2269821.000,43780,2,T1,1,100,36.732
1715670908.707026,2269949.000,43780,2,T1,1,100,36.848
1715670908.838062,2270074.000,43797,1,T1,1,100,36.899
1715670908.970145,2270200.000,43814,1,T1,1,100,36.885
1715670909.101180,2270325.000,43830,1,T1,1,100,36.879
1715670909.236409,2270454.000,43865,1,T1,1,100,36.841
1715670909.369540,2270581.000,43882,1,T1,1,100,36.790
1715670909.502672,2270708.000,43899,1,T1,1,100,36.838
1715670909.637901,2270837.000,43916,1,T1,1,100,36.753
1715670909.771033,2270964.000,43950,1,T1,1,100,36.751
1715670909.903116,2271090.000,43969,1,T1,1,100,36.715
1715670910.034151,2271215.000,43986,1,T1,1,100,36.735
1715670910.166235,2271341.000,44003,1,T1,1,100,36.743
1715670910.300415,2271469.000,44034,1,T1,1,100,36.783
1715670910.433547,2271596.000,44054,1,T1,1,100,36.764
1715670910.567727,2271724.000,44071,1,T1,1,100,36.756
1715670910.704003,2271854.000,44088,1,T1,1,100,36.753
1715670910.835039,2271979.000,44122,1,T1,1,100,36.787
1715670910.969219,2272107.000,44138,1,T1,1,100,36.766
1715670911.100254,2272232.000,44158,1,T1,1,100,36.863
1715670911.232337,2272358.000,44175,1,T1,1,100,36.834
1715670911.365469,2272485.000,44192,1,T1,1,100,36.751
1715670911.499649,2272613.000,44224,1,T1,1,100,36.857
1715670911.631733,2272739.000,44240,1,T1,1,100,36.796
1715670911.766961,2272868.000,44257,1,T1,1,100,36.770
1715670911.902189,2272997.000,44291,1,T1,1,100,36.688
1715670912.035321,2273124.000,44307,1,T1,1,100,36.652
1715670912.166357,2273249.000,44325,1,T1,1,100,36.708
1715670912.298440,2273375.000,44341,1,T1,1,100,36.732
1715670912.429475,2273500.000,44379,1,T1,1,100,36.742
1715670912.564703,2273629.000,44396,1,T1,1,100,36.711
1715670912.697835,2273756.000,44412,1,T1,1,100,36.769
1715670912.830967,2273883.000,44432,1,T1,1,100,36.687
1715670912.966196,2274012.000,44448,1,T1,1,100,36.652
1715670913.099327,2274139.000,44467,1,T1,1,100,36.743
1715670913.231411,2274265.000,44502,1,T1,1,100,36.641
1715670913.362446,2274390.000,44518,1,T1,1,100,36.703
1715670913.494529,2274516.000,44536,1,T1,1,100,36.730
1715670913.628710,2274644.000,44552,1,T1,1,100,36.848
1715670913.761841,2274771.000,44587,1,T1,1,100,36.899
1715670913.896021,2274899.000,44604,1,T1,1,100,36.814
1715670914.032298,2275029.000,44623,1,T1,1,100,36.849
1715670914.164382,2275155.000,44642,1,T1,1,100,36.899
1715670914.298562,2275283.000,44660,1,T1,1,100,36.885
1715670914.429597,2275408.000,44677,1,T1,1,100,36.880
1715670914.561681,2275534.000,44694,1,T1,1,100,36.806
1715670914.694812,2275661.000,44711,1,T1,1,100,36.845
1715670914.828992,2275789.000,44743,1,T1,1,100,36.791
1715670914.961076,2275915.000,44762,1,T1,1,100,36.732
1715670915.096304,2276044.000,44781,1,T1,1,100,36.813
1715670915.231533,2276173.000,44798,1,T1,1,100,36.884
1715670915.364664,2276300.000,44829,1,T1,1,100,36.879
1715670915.495700,2276425.000,44847,1,T1,1,100,36.877
1715670915.627783,2276551.000,44866,1,T1,1,100,36.805
1715670915.758818,2276676.000,44883,1,T1,1,100,36.880
1715670915.894047,2276805.000,44915,1,T1,1,100,36.735
1715670916.027179,2276932.000,44931,1,T1,1,100,36.815
1715670916.160310,2277059.000,44949,1,T1,1,100,36.707
1715670916.295539,2277188.000,44970,1,T1,1,100,36.696
1715670916.428670,2277315.000,45002,1,T1,1,100,36.727
1715670916.560754,2277441.000,45019,1,T1,1,100,36.775
1715670916.691789,2277566.000,45035,1,T1,1,100,36.761
1715670916.823873,2277692.000,45053,1,T1,1,100,36.684
1715670916.958053,2277820.000,45087,1,T1,1,100,36.721
1715670917.091184,2277947.000,45103,1,T1,1,100,36.667
1715670917.225364,2278075.000,45123,1,T1,1,100,36.643
1715670917.360593,2278204.000,45139,1,T1,1,100,36.633
1715670917.492676,2278330.000,45171,1,T1,1,100,36.699
1715670917.626857,2278458.000,45191,1,T1,1,100,36.834
1715670917.757892,2278583.000,45207,1,T1,1,100,36.857
1715670917.889975,2278709.000,45225,1,T1,1,100,36.761
1715670918.023107,2278836.000,45256,1,T1,1,100,36.790
1715670918.157287,2278964.000,45276,1,T1,1,100,36.732
1715670918.289371,2279090.000,45297,1,T1,1,100,36.884
1715670918.424599,2279219.000,45313,1,T1,1,100,36.737
1715670918.559827,2279348.000,45345,1,T1,1,100,36.815
1715670918.692959,2279475.000,45362,1,T1,1,100,36.849
1715670918.823994,2279600.000,45379,1,T1,1,100,36.828
1715670918.957126,2279727.000,45399,1,T1,1,100,36.784
1715670919.088161,2279852.000,45431,1,T1,1,100,36.765
1715670919.223390,2279981.000,45449,1,T1,1,100,36.721
1715670919.356522,2280108.000,45475,2,T1,1,100,36.737
1715670919.489653,2280235.000,45475,2,T1,1,100,36.815
1715670919.624882,2280364.000,45492,1,T1,1,100,36.849
1715670919.758013,2280491.000,45509,1,T1,1,100,36.687
1715670919.889049,2280616.000,45526,1,T1,1,100,36.758
1715670920.020084,2280741.000,45542,1,T1,1,100,36.718
1715670920.152167,2280867.000,45577,1,T1,1,100,36.772
1715670920.286347,2280995.000,45596,1,T1,1,100,36.688
1715670920.419479,2281122.000,45612,1,T1,1,100,36.723
1715670920.553659,2281250.000,45630,1,T1,1,100,36.738
1715670920.688888,2281379.000,45664,1,T1,1,100,36.780
1715670920.820971,2281505.000,45681,1,T1,1,100,36.940
1715670920.955151,2281633.000,45698,1,T1,1,100,36.832
1715670921.086186,2281758.000,45714,1,T1,1,100,36.821
1715670921.218270,2281884.000,45746,1,T1,1,100,36.816
1715670921.352450,2282012.000,45765,1,T1,1,100,36.743
1715670921.486630,2282140.000,45785,1,T1,1,100,36.783
1715670921.618714,2282266.000,45802,1,T1,1,100,36.800
1715670921.753942,2282395.000,45818,1,T1,1,100,36.771
1715670921.889170,2282524.000,45850,1,T1,1,100,36.724
1715670922.022302,2282651.000,45870,1,T1,1,100,36.739
1715670922.153337,2282776.000,45887,1,T1,1,100,36.745
1715670922.286469,2282903.000,45904,1,T1,1,100,36.783
1715670922.417505,2283028.000,45922,1,T1,1,100,36.729
1715670922.552733,2283157.000,45954,1,T1,1,100,36.741
1715670922.685865,2283284.000,45974,1,T1,1,100,36.782
1715670922.818996,2283411.000,45991,1,T1,1,100,36.835
1715670922.954225,2283540.000,46008,1,T1,1,100,36.822
1715670923.087357,2283667.000,46040,1,T1,1,100,36.817
1715670923.218392,2283792.000,46061,1,T1,1,100,36.850
1715670923.349427,2283917.000,46078,1,T1,1,100,36.900
1715670923.481510,2284043.000,46097,1,T1,1,100,36.886
1715670923.615690,2284171.000,46128,1,T1,1,100,36.773
1715670923.748822,2284298.000,46146,1,T1,1,100,36.831
1715670923.883003,2284426.000,46162,1,T1,1,100,36.856
1715670924.018231,2284555.000,46182,1,T1,1,100,36.725
1715670924.150314,2284681.000,46214,1,T1,1,100,36.775
1715670924.284494,2284809.000,46230,1,T1,1,100,36.761
1715670924.415529,2284934.000,46249,1,T1,1,100,36.719
1715670924.547613,2285060.000,46266,1,T1,1,100,36.737
1715670924.681793,2285188.000,46304,2,T1,1,100,36.780
1715670924.815973,2285316.000,46304,2,T1,1,100,36.798
1715670924.948057,2285442.000,46320,1,T1,1,100,36.842
1715670925.083285,2285571.000,46337,1,T1,1,100,36.719
1715670925.218513,2285700.000,46372,1,T1,1,100,36.737
1715670925.351645,2285827.000,46388,1,T1,1,100,36.744
1715670925.482681,2285952.000,46408,1,T1,1,100,36.747
1715670925.615812,2286079.000,46424,1,T1,1,100,36.713
1715670925.746848,2286204.000,46441,1,T1,1,100,36.663
1715670925.882076,2286333.000,46476,1,T1,1,100,36.748
1715670926.015208,2286460.000,46492,1,T1,1,100,36.820
1715670926.148340,2286587.000,46510,1,T1,1,100,36.709
1715670926.283568,2286716.000,46526,1,T1,1,100,36.732
1715670926.416700,2286843.000,46560,1,T1,1,100,36.742
1715670926.547735,2286968.000,46580,1,T1,1,100,36.782
1715670926.678770,2287093.000,46596,1,T1,1,100,36.764
1715670926.810853,2287219.000,46614,1,T1,1,100,36.756
1715670926.945034,2287347.000,46648,1,T1,1,100,36.717
1715670927.079214,2287475.000,46665,1,T1,1,100,36.771
1715670927.213394,2287603.000,46682,1,T1,1,100,36.759
1715670927.348622,2287732.000,46698,1,T1,1,100,36.719
1715670927.480706,2287858.000,46715,1,T1,1,100,36.701
1715670927.613837,2287985.000,46749,1,T1,1,100,36.729
1715670927.744873,2288110.000,46765,1,T1,1,100,36.918
1715670927.876956,2288236.000,46783,1,T1,1,100,36.858
1715670928.011136,2288364.000,46799,1,T1,1,100,36.832
1715670928.145316,2288492.000,46833,1,T1,1,100,36.821
1715670928.277400,2288618.000,46850,1,T1,1,100,36.852
1715670928.412628,2288747.000,46873,1,T1,1,100,36.829
1715670928.547857,2288876.000,46892,1,T1,1,100,36.678
1715670928.680988,2289003.000,46908,1,T1,1,100,36.719
1715670928.812024,2289128.000,46940,1,T1,1,100,36.843
1715670928.946204,2289256.000,46957,1,T1,1,100,36.861
1715670929.077239,2289381.000,46973,1,T1,1,100,36.869
1715670929.212467,2289510.000,46991,1,T1,1,100,36.872
1715670929.345599,2289637.000,47025,1,T1,1,100,36.803
1715670929.478731,2289764.000,47044,1,T1,1,100,36.667
1715670929.613959,2289893.000,47061,1,T1,1,100,36.749
1715670929.747091,2290020.000,47080,1,T1,1,100,36.785
1715670929.878126,2290145.000,47098,1,T1,1,100,36.872
1715670930.009161,2290270.000,47129,1,T1,1,100,36.909
1715670930.142293,2290397.000,47152,2,T1,1,100,36.854
1715670930.275425,2290524.000,47152,2,T1,1,100,36.831
1715670930.408557,2290651.000,47170,1,T1,1,100,36.785
1715670930.542737,2290779.000,47205,1,T1,1,100,36.836
1715670930.677965,2290908.000,47222,1,T1,1,100,36.716
1715670930.810049,2291034.000,47239,1,T1,1,100,36.771
1715670930.943181,2291161.000,47256,1,T1,1,100,36.724
1715670931.074216,2291286.000,47291,1,T1,1,100,36.809
1715670931.206299,2291412.000,47307,1,T1,1,100,36.669
1715670931.340479,2291540.000,47326,1,T1,1,100,36.715
1715670931.474659,2291668.000,47343,1,T1,1,100,36.699
1715670931.606743,2291794.000,47374,1,T1,1,100,36.764
1715670931.741971,2291923.000,47394,1,T1,1,100,36.756
1715670931.877200,2292052.000,47411,1,T1,1,100,36.682
1715670932.010331,2292179.000,47428,1,T1,1,100,36.650
1715670932.141367,2292304.000,47460,1,T1,1,100,36.777
1715670932.273974,2292430.500,47482,2,T1,1,100,36.833
1715670932.406582,2292557.000,47482,2,T1,1,100,36.786
1715670932.541810,2292686.000,47499,1,T1,1,100,36.836
1715670932.674942,2292813.000,47516,1,T1,1,100,36.823
1715670932.808074,2292940.000,47548,1,T1,1,100,36.711
1715670932.943302,2293069.000,47567,1,T1,1,100,36.697
1715670933.076434,2293196.000,47584,1,T1,1,100,36.869
1715670933.207469,2293321.000,47603,1,T1,1,100,36.872
1715670933.338505,2293446.000,47636,1,T1,1,100,36.945
1715670933.470588,2293572.000,47654,1,T1,1,100,36.799
