LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,T1
1715670621.060590,1995551.000,64145,1,T1,1,100,36.994
1715670621.194770,1995679.000,64176,1,T1,1,100,37.033
1715670621.327902,1995806.000,64194,1,T1,1,100,37.085
1715670621.461034,1995933.000,64210,1,T1,1,100,37.001
1715670621.594690,1996060.500,64244,2,T1,1,100,37.036
1715670621.728345,1996188.000,64244,2,T1,1,100,36.980
1715670621.861477,1996315.000,64276,1,T1,1,100,37.027
1715670621.993561,1996441.000,64294,1,T1,1,100,36.941
1715670622.125644,1996567.000,64310,1,T1,1,100,36.939
1715670622.256680,1996692.000,64327,1,T1,1,100,36.938
1715670622.390860,1996820.000,64359,1,T1,1,100,36.973
1715670622.525040,1996948.000,64375,1,T1,1,100,37.059
1715670622.659220,1997076.000,64395,1,T1,1,100,37.097
1715670622.793400,1997204.000,64411,1,T1,1,100,36.971
1715670622.926532,1997331.000,64443,1,T1,1,100,37.023
1715670623.060712,1997459.000,64460,1,T1,1,100,37.010
1715670623.191747,1997584.000,64476,1,T1,1,100,37.075
1715670623.322782,1997709.000,64494,1,T1,1,100,36.962
1715670623.459059,1997839.000,64525,1,T1,1,100,36.983
1715670623.590094,1997964.000,64541,1,T1,1,100,37.028
1715670623.725322,1998093.000,64563,1,T1,1,100,36.906
1715670623.858454,1998220.000,64581,2,T1,1,100,36.959
1715670623.991586,1998347.000,64581,2,T1,1,100,36.947
1715670624.124718,1998474.000,64599,3,T1,1,100,37.083
1715670624.257849,1998601.000,64599,3,T1,1,100,37.001
1715670624.390981,1998728.000,64599,3,T1,1,100,37.000
1715670624.523589,1998854.500,64616,2,T1,1,100,36.965
1715670624.656197,1998981.000,64616,2,T1,1,100,36.985
1715670624.789328,1999108.000,64651,1,T1,1,100,37.029
1715670624.923508,1999236.000,64667,1,T1,1,100,36.942
1715670625.056640,1999363.000,64685,1,T1,1,100,36.975
1715670625.189772,1999490.000,64701,1,T1,1,100,36.989
1715670625.321856,1999616.000,64733,1,T1,1,100,36.889
