LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SF
1715670727.140421,2096745.000,15117,1,SF,1,100,0.0001
1715670727.474823,2097064.000,15166,1,SF,1,100,0.0001
1715670727.872122,2097443.000,15231,1,SF,1,100,0.0001
1715670728.205475,2097761.000,15281,1,SF,1,100,0.0001
1715670728.539877,2098080.000,15334,1,SF,1,100,0.0001
1715670728.807189,2098335.000,15384,1,SF,1,100,0.0001
1715670729.138446,2098651.000,15433,1,SF,1,100,0.0001
1715670729.471800,2098969.000,15483,1,SF,1,100,0.0001
1715670729.807250,2099289.000,15534,1,SF,1,100,0.0001
1715670730.200356,2099664.000,15599,1,SF,1,100,0.0001
1715670730.534758,2099983.000,15649,1,SF,1,100,0.0001
1715670730.869159,2100302.000,15700,1,SF,1,100,0.0001
1715670731.134375,2100555.000,15748,1,SF,1,100,0.0001
1715670731.465632,2100871.000,15799,1,SF,1,100,0.0001
1715670731.802130,2101192.000,15849,1,SF,1,100,0.0001
1715670732.135484,2101510.000,15898,1,SF,1,100,0.0001
1715670732.467789,2101827.000,15948,1,SF,1,100,0.0001
1715670732.869281,2102210.000,16015,1,SF,1,100,0.0001
1715670733.201586,2102527.000,16064,1,SF,1,100,0.0001
1715670733.463657,2102777.000,16114,1,SF,1,100,0.0001
1715670733.798059,2103096.000,16167,1,SF,1,100,0.0001
1715670734.132461,2103415.000,16216,1,SF,1,100,0.0001
1715670734.462670,2103730.000,16266,1,SF,1,100,0.0001
1715670734.793927,2104046.000,16314,1,SF,1,100,0.0001
1715670735.196467,2104430.000,16382,1,SF,1,100,0.0001
1715670735.529820,2104748.000,16432,1,SF,1,100,0.0001
1715670735.862126,2105065.000,16480,1,SF,1,100,0.0001
1715670736.129438,2105320.000,16533,1,SF,1,100,0.0001
1715670736.464888,2105640.000,16581,1,SF,1,100,0.0001
1715670736.791952,2105952.000,16630,1,SF,1,100,0.0001
1715670737.126354,2106271.000,16682,1,SF,1,100,0.0001
1715670737.460756,2106590.000,16731,1,SF,1,100,0.0001
1715670737.854910,2106966.000,16797,1,SF,1,100,0.0001
1715670738.189312,2107285.000,16848,1,SF,1,100,0.0001
1715670738.523713,2107604.000,16899,1,SF,1,100,0.0001
1715670738.789977,2107858.000,16949,1,SF,1,100,0.0000
1715670739.123331,2108176.000,16998,1,SF,1,100,0.0000
1715670739.456684,2108494.000,17048,1,SF,1,100,0.0000
1715670739.792134,2108814.000,17099,1,SF,1,100,0.0000
1715670740.120247,2109127.000,17147,1,SF,1,100,0.0000
1715670740.520690,2109509.000,17214,1,SF,1,100,0.0000
1715670740.856140,2109829.000,17265,1,SF,1,100,0.0000
1715670741.118211,2110079.000,17313,1,SF,1,100,0.0000
1715670741.450516,2110396.000,17366,1,SF,1,100,0.0000
1715670741.787015,2110717.000,17414,1,SF,1,100,0.0000
1715670742.118272,2111033.000,17463,1,SF,1,100,0.0000
1715670742.451625,2111351.000,17513,1,SF,1,100,0.0000
1715670742.853117,2111734.000,17580,1,SF,1,100,0.0000
1715670743.184374,2112050.000,17629,1,SF,1,100,0.0000
