LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SF
1715670953.782097,2312948.000,50843,1,SF,1,100,0.0000
1715670954.115450,2313266.000,50896,1,SF,1,100,0.0000
1715670954.445659,2313581.000,50946,1,SF,1,100,0.0000
1715670954.780061,2313900.000,50997,1,SF,1,100,0.0000
1715670955.180505,2314282.000,51065,1,SF,1,100,0.0000
1715670955.508617,2314595.000,51118,1,SF,1,100,0.0000
1715670955.846164,2314917.000,51169,1,SF,1,100,0.0000
1715670956.112427,2315171.000,51220,1,SF,1,100,0.0000
1715670956.442636,2315486.000,51270,1,SF,1,100,0.0000
1715670956.777038,2315805.000,51324,1,SF,1,100,0.0000
1715670957.111440,2316124.000,51366,1,SF,1,100,0.0000
1715670957.444793,2316442.000,51419,1,SF,1,100,0.0000
1715670957.775002,2316757.000,51470,1,SF,1,100,0.0000
1715670958.109404,2317076.000,51523,1,SF,1,100,0.0000
1715670958.509848,2317458.000,51590,1,SF,1,100,0.0000
1715670958.772966,2317709.000,51629,1,SF,1,100,0.0000
1715670959.175507,2318093.000,51697,1,SF,1,100,0.0000
1715670959.507812,2318410.000,51746,1,SF,1,100,0.0000
1715670959.838021,2318725.000,51798,1,SF,1,100,0.0000
1715670960.106381,2318981.000,51850,1,SF,1,100,0.0000
1715670960.440783,2319300.000,51899,1,SF,1,100,0.0000
1715670960.774137,2319618.000,51949,1,SF,1,100,0.0000
1715670961.104345,2319933.000,51999,1,SF,1,100,0.0000
1715670961.505837,2320316.000,52065,1,SF,1,100,0.0000
1715670961.839191,2320634.000,52121,1,SF,1,100,0.0000
1715670962.167303,2320947.000,52171,1,SF,1,100,0.0000
1715670962.504850,2321269.000,52214,1,SF,1,100,0.0000
1715670962.837155,2321586.000,52263,1,SF,1,100,0.0000
1715670963.166316,2321900.000,52320,1,SF,1,100,0.0000
1715670963.634897,2322347.000,52369,1,SF,1,100,0.0000
1715670963.770126,2322476.000,52389,1,SF,1,100,0.0000
1715670964.102431,2322793.000,52442,1,SF,1,100,0.0000
1715670964.499730,2323172.000,52510,1,SF,1,100,0.0000
1715670964.834132,2323491.000,52558,1,SF,1,100,0.0000
1715670965.168534,2323810.000,52609,1,SF,1,100,0.0000
1715670965.431653,2324061.000,52662,1,SF,1,100,0.0000
1715670965.766055,2324380.000,52699,1,SF,1,100,0.0000
1715670966.166498,2324762.000,52765,1,SF,1,100,0.0000
1715670966.495659,2325076.000,52820,1,SF,1,100,0.0000
1715670966.830060,2325395.000,52868,1,SF,1,100,0.0000
1715670967.165511,2325715.000,52919,1,SF,1,100,0.0000
1715670967.430726,2325968.000,52969,1,SF,1,100,0.0000
1715670967.895115,2326411.000,53012,1,SF,1,100,0.0000
1715670968.163475,2326667.000,53051,1,SF,1,100,0.0000
1715670968.497877,2326986.000,53103,1,SF,1,100,0.0000
1715670968.825989,2327299.000,53152,1,SF,1,100,0.0000
1715670969.095398,2327556.000,53205,1,SF,1,100,0.0000
1715670969.429800,2327875.000,53254,1,SF,1,100,0.0000
1715670969.826050,2328253.000,53307,1,SF,1,100,0.0000
1715670970.159404,2328571.000,53356,1,SF,1,100,0.0000
1715670970.427764,2328827.000,53409,1,SF,1,100,0.0000
1715670970.761117,2329145.000,53460,1,SF,1,100,0.0000
1715670971.090278,2329459.000,53511,1,SF,1,100,0.0000
1715670971.424680,2329778.000,53562,1,SF,1,100,0.0000
1715670971.826172,2330161.000,53632,1,SF,1,100,0.0000
1715670972.089290,2330412.000,53669,1,SF,1,100,0.0000
1715670972.423692,2330731.000,53717,1,SF,1,100,0.0000
1715670972.824136,2331113.000,53787,1,SF,1,100,0.0000
1715670973.221435,2331492.000,53845,1,SF,1,100,0.0000
1715670973.421657,2331683.000,53879,1,SF,1,100,0.0000
1715670973.756059,2332002.000,53929,1,SF,1,100,0.0000
1715670974.154406,2332382.000,53981,1,SF,1,100,0.0000
1715670974.484614,2332697.000,54031,1,SF,1,100,0.0000
1715670974.819016,2333016.000,54083,1,SF,1,100,0.0000
1715670975.086328,2333271.000,54135,1,SF,1,100,0.0000
1715670975.482579,2333649.000,54187,1,SF,1,100,0.0000
1715670975.751987,2333906.000,54237,1,SF,1,100,0.0000
1715670976.086389,2334225.000,54275,1,SF,1,100,0.0000
1715670976.418694,2334542.000,54325,1,SF,1,100,0.0000
1715670976.749952,2334858.000,54377,1,SF,1,100,0.0000
1715670977.084353,2335177.000,54427,1,SF,1,100,0.0000
1715670977.417707,2335495.000,54481,1,SF,1,100,0.0000
1715670977.745819,2335808.000,54529,1,SF,1,100,0.0000
1715670978.214401,2336255.000,54585,1,SF,1,100,0.0000
1715670978.816115,2336829.000,54613,1,SF,1,100,0.0000
1715670978.816115,2336829.000,54614,1,SF,1,100,0.0000
1715670979.150517,2337148.000,54634,1,SF,1,100,0.0000
1715670979.478629,2337461.000,54671,1,SF,1,100,0.0000
1715670979.809886,2337777.000,54724,1,SF,1,100,0.0000
1715670980.074053,2338029.000,54758,1,SF,1,100,0.0000
1715670980.476593,2338413.000,54828,1,SF,1,100,0.0000
1715670980.807850,2338729.000,54877,1,SF,1,100,0.0000
1715670981.072017,2338981.000,54930,1,SF,1,100,0.0000
1715670981.406419,2339300.000,54981,1,SF,1,100,0.0000
1715670981.740821,2339619.000,55029,1,SF,1,100,0.0000
1715670982.074175,2339937.000,55083,1,SF,1,100,0.0000
1715670982.407528,2340255.000,55136,1,SF,1,100,0.0000
1715670982.809021,2340638.000,55202,1,SF,1,100,0.0000
1715670983.140277,2340954.000,55255,1,SF,1,100,0.0000
1715670983.470486,2341269.000,55305,1,SF,1,100,0.0000
1715670983.805937,2341589.000,55361,1,SF,1,100,0.0000
1715670984.204283,2341969.000,55414,1,SF,1,100,0.0000
1715670984.401361,2342157.000,55451,1,SF,1,100,0.0000
1715670984.735762,2342476.000,55502,1,SF,1,100,0.0000
1715670985.070164,2342795.000,55553,1,SF,1,100,0.0000
1715670985.403518,2343113.000,55604,1,SF,1,100,0.0000
1715670985.803962,2343495.000,55671,1,SF,1,100,0.0000
1715670986.137315,2343813.000,55719,1,SF,1,100,0.0000
1715670986.468572,2344129.000,55776,1,SF,1,100,0.0000
1715670986.798781,2344444.000,55826,1,SF,1,100,0.0000
1715670987.135280,2344765.000,55880,1,SF,1,100,0.0000
1715670987.401543,2345019.000,55931,1,SF,1,100,0.0000
1715670987.731752,2345334.000,55981,1,SF,1,100,0.0000
1715670988.065105,2345652.000,56032,1,SF,1,100,0.0000
1715670988.400556,2345972.000,56086,1,SF,1,100,0.0000
1715670988.733909,2346290.000,56139,1,SF,1,100,0.0000
1715670989.065166,2346606.000,56190,1,SF,1,100,0.0000
1715670989.599790,2347116.000,56263,1,SF,1,100,0.0000
1715670989.731874,2347242.000,56280,1,SF,1,100,0.0000
1715670990.062082,2347557.000,56336,1,SF,1,100,0.0000
1715670990.464622,2347941.000,56401,1,SF,1,100,0.0000
1715670990.797976,2348259.000,56452,1,SF,1,100,0.0000
1715670991.129233,2348575.000,56505,1,SF,1,100,0.0000
1715670991.394449,2348828.000,56556,1,SF,1,100,0.0000
1715670991.729899,2349148.000,56607,1,SF,1,100,0.0000
1715670992.063252,2349466.000,56658,1,SF,1,100,0.0000
1715670992.393461,2349781.000,56709,1,SF,1,100,0.0000
1715670992.727863,2350100.000,56762,1,SF,1,100,0.0000
1715670993.127259,2350481.000,56829,1,SF,1,100,0.0000
1715670993.457467,2350796.000,56884,1,SF,1,100,0.0000
1715670993.792917,2351116.000,56933,1,SF,1,100,0.0000
1715670994.127319,2351435.000,56982,1,SF,1,100,0.0000
1715670994.391486,2351687.000,57034,1,SF,1,100,0.0000
1715670994.722744,2352003.000,57086,1,SF,1,100,0.0000
1715670995.058194,2352323.000,57124,1,SF,1,100,0.0000
1715670995.391547,2352641.000,57177,1,SF,1,100,0.0000
1715670995.789894,2353021.000,57244,1,SF,1,100,0.0000
1715670996.123248,2353339.000,57296,1,SF,1,100,0.0000
1715670996.456602,2353657.000,57349,1,SF,1,100,0.0000
1715670996.720768,2353909.000,57369,1,SF,1,100,0.0000
1715670997.055171,2354228.000,57417,1,SF,1,100,0.0000
1715670997.389572,2354547.000,57471,1,SF,1,100,0.0000
1715670997.787920,2354927.000,57541,1,SF,1,100,0.0000
1715670998.119177,2355243.000,57591,1,SF,1,100,0.0000
1715670998.454627,2355563.000,57642,1,SF,1,100,0.0000
1715670998.720890,2355817.000,57677,1,SF,1,100,0.0000
1715670999.119237,2356197.000,57748,1,SF,1,100,0.0000
1715670999.452591,2356515.000,57796,1,SF,1,100,0.0000
1715670999.719903,2356770.000,57847,1,SF,1,100,0.0000
1715671000.051160,2357086.000,57900,1,SF,1,100,0.0000
1715671000.451604,2357468.000,57942,1,SF,1,100,0.0000
1715671000.853096,2357851.000,57991,1,SF,1,100,0.0000
1715671001.050173,2358039.000,58030,1,SF,1,100,0.0000
1715671001.380381,2358354.000,58078,1,SF,1,100,0.0000
1715671001.715832,2358674.000,58130,1,SF,1,100,0.0000
1715671002.051282,2358994.000,58182,1,SF,1,100,0.0000
1715671002.449629,2359374.000,58250,1,SF,1,100,0.0000
1715671002.715892,2359628.000,58284,1,SF,1,100,0.0000
1715671003.051342,2359948.000,58335,1,SF,1,100,0.0000
1715671003.382600,2360264.000,58387,1,SF,1,100,0.0000
1715671003.781995,2360645.000,58455,1,SF,1,100,0.0000
1715671004.116397,2360964.000,58509,1,SF,1,100,0.0000
1715671004.446606,2361279.000,58559,1,SF,1,100,0.0000
1715671004.777863,2361595.000,58608,1,SF,1,100,0.0000
1715671005.046223,2361851.000,58646,1,SF,1,100,0.0000
1715671005.382721,2362172.000,58696,1,SF,1,100,0.0000
1715671005.781068,2362552.000,58751,1,SF,1,100,0.0000
1715671006.114422,2362870.000,58801,1,SF,1,100,0.0000
1715671006.449872,2363190.000,58855,1,SF,1,100,0.0000
1715671006.777984,2363503.000,58906,1,SF,1,100,0.0000
1715671007.044248,2363757.000,58942,1,SF,1,100,0.0000
1715671007.378650,2364076.000,58991,1,SF,1,100,0.0000
1715671007.710955,2364393.000,59042,1,SF,1,100,0.0000
1715671008.041164,2364708.000,59093,1,SF,1,100,0.0000
1715671008.376614,2365028.000,59145,1,SF,1,100,0.0000
1715671008.778106,2365411.000,59213,1,SF,1,100,0.0000
1715671009.109363,2365727.000,59250,1,SF,1,100,0.0000
1715671009.375627,2365981.000,59301,1,SF,1,100,0.0000
1715671009.711077,2366301.000,59354,1,SF,1,100,0.0000
1715671010.041286,2366616.000,59403,1,SF,1,100,0.0000
1715671010.372543,2366932.000,59454,1,SF,1,100,0.0000
1715671010.706945,2367251.000,59510,1,SF,1,100,0.0000
1715671011.238424,2367758.000,59547,1,SF,1,100,0.0000
1715671011.778289,2368273.000,59570,1,SF,1,100,0.0000
1715671011.778289,2368273.000,59571,1,SF,1,100,0.0000
1715671012.045601,2368528.000,59592,1,SF,1,100,0.0000
1715671012.436610,2368901.000,59642,1,SF,1,100,0.0000
1715671012.769963,2369219.000,59696,1,SF,1,100,0.0000
1715671013.105413,2369539.000,59748,1,SF,1,100,0.0000
1715671013.368532,2369790.000,59800,1,SF,1,100,0.0000
1715671013.699789,2370106.000,59850,1,SF,1,100,0.0000
1715671014.034191,2370425.000,59902,1,SF,1,100,0.0000
1715671014.366497,2370742.000,59952,1,SF,1,100,0.0000
1715671014.696705,2371057.000,60006,1,SF,1,100,0.0000
1715671015.098197,2371440.000,60073,1,SF,1,100,0.0000
1715671015.367606,2371697.000,60110,1,SF,1,100,0.0000
1715671015.762808,2372074.000,60175,1,SF,1,100,0.0000
1715671016.096162,2372392.000,60228,1,SF,1,100,0.0000
1715671016.431612,2372712.000,60279,1,SF,1,100,0.0000
1715671016.759724,2373025.000,60321,1,SF,1,100,0.0000
1715671017.093078,2373343.000,60374,1,SF,1,100,0.0000
1715671017.360389,2373598.000,60422,1,SF,1,100,0.0000
1715671017.693743,2373916.000,60473,1,SF,1,100,0.0000
1715671018.023952,2374231.000,60524,1,SF,1,100,0.0000
1715671018.358354,2374550.000,60580,1,SF,1,100,0.0000
1715671018.694852,2374871.000,60630,1,SF,1,100,0.0000
1715671019.022964,2375184.000,60679,1,SF,1,100,0.0000
1715671019.356318,2375502.000,60734,1,SF,1,100,0.0000
1715671019.691768,2375822.000,60786,1,SF,1,100,0.0000
1715671020.023025,2376138.000,60836,1,SF,1,100,0.0000
1715671020.422421,2376519.000,60906,1,SF,1,100,0.0000
1715671020.756823,2376838.000,60955,1,SF,1,100,0.0000
1715671021.023086,2377092.000,61008,1,SF,1,100,0.0000
1715671021.353295,2377407.000,61059,1,SF,1,100,0.0000
1715671021.687697,2377726.000,61111,1,SF,1,100,0.0000
1715671022.089189,2378109.000,61162,1,SF,1,100,0.0000
1715671022.419398,2378424.000,61217,1,SF,1,100,0.0000
1715671022.684613,2378677.000,61266,1,SF,1,100,0.0000
1715671023.020063,2378997.000,61319,1,SF,1,100,0.0000
1715671023.351320,2379313.000,61370,1,SF,1,100,0.0000
1715671023.683625,2379630.000,61423,1,SF,1,100,0.0000
1715671024.085117,2380013.000,61489,1,SF,1,100,0.0000
1715671024.417423,2380330.000,61542,1,SF,1,100,0.0000
1715671024.747632,2380645.000,61592,1,SF,1,100,0.0000
1715671025.015992,2380901.000,61646,1,SF,1,100,0.0000
1715671025.352490,2381222.000,61694,1,SF,1,100,0.0000
1715671025.679554,2381534.000,61748,1,SF,1,100,0.0000
1715671026.011859,2381851.000,61798,1,SF,1,100,0.0000
1715671026.414400,2382235.000,61866,1,SF,1,100,0.0000
1715671026.744608,2382550.000,61918,1,SF,1,100,0.0000
1715671027.079010,2382869.000,61970,1,SF,1,100,0.0000
1715671027.346322,2383124.000,62009,1,SF,1,100,0.0000
1715671027.746766,2383506.000,62063,1,SF,1,100,0.0000
1715671028.075926,2383820.000,62113,1,SF,1,100,0.0000
1715671028.344286,2384076.000,62169,1,SF,1,100,0.0000
1715671028.680785,2384397.000,62220,1,SF,1,100,0.0000
1715671029.007849,2384709.000,62269,1,SF,1,100,0.0000
1715671029.340154,2385026.000,62321,1,SF,1,100,0.0000
1715671029.742694,2385410.000,62375,1,SF,1,100,0.0000
1715671030.007910,2385663.000,62426,1,SF,1,100,0.0000
1715671030.340215,2385980.000,62479,1,SF,1,100,0.0000
1715671030.674617,2386299.000,62530,1,SF,1,100,0.0000
1715671031.009019,2386618.000,62579,1,SF,1,100,0.0000
1715671031.339228,2386933.000,62634,1,SF,1,100,0.0000
1715671031.739671,2387315.000,62699,1,SF,1,100,0.0000
1715671032.074073,2387634.000,62751,1,SF,1,100,0.0000
1715671032.403234,2387948.000,62801,1,SF,1,100,0.0000
1715671032.735539,2388265.000,62845,1,SF,1,100,0.0000
1715671033.070989,2388585.000,62897,1,SF,1,100,0.0000
1715671033.336205,2388838.000,62949,1,SF,1,100,0.0000
1715671033.668510,2389155.000,63001,1,SF,1,100,0.0000
1715671034.002912,2389474.000,63053,1,SF,1,100,0.0000
1715671034.337314,2389793.000,63101,1,SF,1,100,0.0000
1715671034.667522,2390108.000,63157,1,SF,1,100,0.0000
1715671035.067966,2390490.000,63222,1,SF,1,100,0.0000
1715671035.402368,2390809.000,63273,1,SF,1,100,0.0000
1715671035.731529,2391123.000,63326,1,SF,1,100,0.0000
1715671035.996744,2391376.000,63377,1,SF,1,100,0.0000
1715671036.332194,2391696.000,63428,1,SF,1,100,0.0000
1715671036.729493,2392075.000,63481,1,SF,1,100,0.0000
1715671037.062846,2392393.000,63532,1,SF,1,100,0.0000
1715671037.330158,2392648.000,63583,1,SF,1,100,0.0000
1715671037.664560,2392967.000,63635,1,SF,1,100,0.0000
1715671038.059762,2393344.000,63691,1,SF,1,100,0.0000
1715671038.328123,2393600.000,63727,1,SF,1,100,0.0000
1715671038.664621,2393921.000,63780,1,SF,1,100,0.0000
1715671038.991685,2394233.000,63831,1,SF,1,100,0.0000
1715671039.391080,2394614.000,63899,1,SF,1,100,0.0000
1715671039.727579,2394935.000,63949,1,SF,1,100,0.0000
1715671039.993842,2395189.000,64003,1,SF,1,100,0.0000
1715671040.325099,2395505.000,64053,1,SF,1,100,0.0000
1715671040.659501,2395824.000,64105,1,SF,1,100,0.0000
1715671040.993903,2396143.000,64153,1,SF,1,100,0.0000
1715671041.323064,2396457.000,64209,1,SF,1,100,0.0000
1715671041.656417,2396775.000,64257,1,SF,1,100,0.0000
1715671042.057909,2397158.000,64325,1,SF,1,100,0.0000
1715671042.387070,2397472.000,64381,1,SF,1,100,0.0000
1715671042.719375,2397789.000,64429,1,SF,1,100,0.0000
1715671043.055874,2398110.000,64485,1,SF,1,100,0.0000
1715671043.454221,2398490.000,64541,1,SF,1,100,0.0000
1715671043.653394,2398680.000,64575,1,SF,1,100,0.0000
1715671043.987796,2398999.000,64626,1,SF,1,100,0.0000
1715671044.322198,2399318.000,64678,1,SF,1,100,0.0000
1715671044.650310,2399631.000,64730,1,SF,1,100,0.0000
1715671044.983664,2399949.000,64779,1,SF,1,100,0.0000
1715671045.385156,2400332.000,64848,1,SF,1,100,0.0000
1715671045.716413,2400648.000,64902,1,SF,1,100,0.0000
1715671046.048718,2400965.000,64951,1,SF,1,100,0.0000
1715671046.318127,2401222.000,65004,1,SF,1,100,0.0000
1715671046.652529,2401541.000,65055,1,SF,1,100,0.0000
1715671046.981689,2401855.000,65106,1,SF,1,100,0.0000
1715671047.316091,2402174.000,65157,1,SF,1,100,0.0000
1715671047.716535,2402556.000,65227,1,SF,1,100,0.0000
1715671048.044647,2402869.000,65280,1,SF,1,100,0.0000
1715671048.313007,2403125.000,65314,1,SF,1,100,0.0000
1715671048.781589,2403572.000,65386,1,SF,1,100,0.0000
1715671049.046804,2403825.000,65423,1,SF,1,100,0.0000
1715671049.378061,2404141.000,65472,1,SF,1,100,0.0000
1715671049.713511,2404461.000,65527,1,SF,1,100,0.0000
1715671049.980823,2404716.000,40,1,SF,1,100,0.0000
1715671050.308935,2405029.000,92,1,SF,1,100,0.0000
1715671050.643337,2405348.000,144,1,SF,1,100,0.0000
1715671050.977739,2405667.000,195,1,SF,1,100,0.0000
1715671051.307948,2405982.000,246,1,SF,1,100,0.0000
1715671051.708392,2406364.000,316,1,SF,1,100,0.0000
1715671052.042794,2406683.000,364,1,SF,1,100,0.0000
1715671052.376147,2407001.000,418,1,SF,1,100,0.0000
1715671052.639266,2407252.000,466,1,SF,1,100,0.0000
1715671052.974716,2407572.000,521,1,SF,1,100,0.0000
1715671053.309118,2407891.000,572,1,SF,1,100,0.0000
1715671053.636182,2408203.000,624,1,SF,1,100,0.0000
1715671054.104764,2408650.000,700,1,SF,1,100,0.0000
1715671054.371027,2408904.000,734,1,SF,1,100,0.0000
1715671054.635195,2409156.000,771,1,SF,1,100,0.0000
1715671055.035638,2409538.000,838,1,SF,1,100,0.0000
1715671055.370040,2409857.000,890,1,SF,1,100,0.0000
1715671055.703394,2410175.000,940,1,SF,1,100,0.0000
1715671055.965464,2410425.000,994,1,SF,1,100,0.0000
1715671056.300915,2410745.000,1043,1,SF,1,100,0.0000
1715671056.635316,2411064.000,1093,1,SF,1,100,0.0000
1715671056.962380,2411376.000,1144,1,SF,1,100,0.0000
1715671057.296782,2411695.000,1200,1,SF,1,100,0.0000
1715671057.697226,2412077.000,1265,1,SF,1,100,0.0000
1715671058.027435,2412392.000,1318,1,SF,1,100,0.0000
1715671058.294746,2412647.000,1371,1,SF,1,100,0.0000
1715671058.631245,2412968.000,1422,1,SF,1,100,0.0000
1715671058.962502,2413284.000,1471,1,SF,1,100,0.0000
1715671059.290614,2413597.000,1524,1,SF,1,100,0.0000
1715671059.626064,2413917.000,1581,1,SF,1,100,0.0000
1715671059.960466,2414236.000,1633,1,SF,1,100,0.0000
1715671060.288579,2414549.000,1684,1,SF,1,100,0.0000
1715671060.690070,2414932.000,1753,1,SF,1,100,0.0000
1715671061.024472,2415251.000,1802,1,SF,1,100,0.0000
1715671061.354681,2415566.000,1856,1,SF,1,100,0.0000
1715671061.620945,2415820.000,1906,1,SF,1,100,0.0000
1715671061.957443,2416141.000,1941,1,SF,1,100,0.0000
1715671062.288700,2416457.000,1990,1,SF,1,100,0.0000
1715671062.616812,2416770.000,2045,1,SF,1,100,0.0000
1715671063.019353,2417154.000,2112,1,SF,1,100,0.0000
1715671063.351658,2417471.000,2164,1,SF,1,100,0.0000
1715671063.682915,2417787.000,2216,1,SF,1,100,0.0000
1715671063.949179,2418041.000,2268,1,SF,1,100,0.0000
1715671064.283581,2418360.000,2318,1,SF,1,100,0.0000
1715671064.615886,2418677.000,2372,1,SF,1,100,0.0000
1715671064.947143,2418993.000,2428,1,SF,1,100,0.0000
1715671065.283641,2419314.000,2479,1,SF,1,100,0.0000
1715671065.681988,2419694.000,2549,1,SF,1,100,0.0000
1715671066.010101,2420007.000,2597,1,SF,1,100,0.0000
1715671066.345551,2420327.000,2651,1,SF,1,100,0.0000
1715671066.612863,2420582.000,2701,1,SF,1,100,0.0000
1715671066.942023,2420896.000,2751,1,SF,1,100,0.0000
1715671067.275377,2421214.000,2803,1,SF,1,100,0.0000
1715671067.609779,2421533.000,2857,1,SF,1,100,0.0000
1715671067.942084,2421850.000,2907,1,SF,1,100,0.0000
1715671068.272293,2422165.000,2961,1,SF,1,100,0.0000
1715671068.608791,2422486.000,3013,1,SF,1,100,0.0000
1715671069.007138,2422866.000,3081,1,SF,1,100,0.0000
1715671069.336299,2423180.000,3130,1,SF,1,100,0.0000
1715671069.671749,2423500.000,3185,1,SF,1,100,0.0000
1715671069.939061,2423755.000,3234,1,SF,1,100,0.0000
1715671070.336360,2424134.000,3292,1,SF,1,100,0.0000
1715671070.669713,2424452.000,3341,1,SF,1,100,0.0000
1715671070.937025,2424707.000,3396,1,SF,1,100,0.0000
1715671071.269331,2425024.000,3445,1,SF,1,100,0.0000
1715671071.599539,2425339.000,3494,1,SF,1,100,0.0000
1715671071.936038,2425660.000,3546,1,SF,1,100,0.0000
1715671072.267295,2425976.000,3597,1,SF,1,100,0.0000
1715671072.663545,2426354.000,3666,1,SF,1,100,0.0000
1715671072.998996,2426674.000,3720,1,SF,1,100,0.0000
1715671073.332349,2426992.000,3768,1,SF,1,100,0.0000
1715671073.663606,2427308.000,3822,1,SF,1,100,0.0000
1715671073.928822,2427561.000,3870,1,SF,1,100,0.0000
1715671074.263223,2427880.000,3925,1,SF,1,100,0.0000
1715671074.595529,2428197.000,3974,1,SF,1,100,0.0000
1715671074.924689,2428511.000,4026,1,SF,1,100,0.0000
1715671075.261188,2428832.000,4081,1,SF,1,100,0.0000
1715671075.659535,2429212.000,4151,1,SF,1,100,0.0000
1715671075.921605,2429462.000,4185,1,SF,1,100,0.0000
1715671076.257056,2429782.000,4239,1,SF,1,100,0.0000
1715671076.657499,2430164.000,4307,1,SF,1,100,0.0000
1715671076.988756,2430480.000,4357,1,SF,1,100,0.0000
1715671077.321062,2430797.000,4408,1,SF,1,100,0.0000
1715671077.588373,2431052.000,4461,1,SF,1,100,0.0000
1715671077.920679,2431369.000,4513,1,SF,1,100,0.0000
1715671078.250888,2431684.000,4564,1,SF,1,100,0.0000
1715671078.587386,2432005.000,4619,1,SF,1,100,0.0000
1715671078.918643,2432321.000,4667,1,SF,1,100,0.0000
1715671079.247804,2432635.000,4721,1,SF,1,100,0.0000
1715671079.650344,2433019.000,4788,1,SF,1,100,0.0000
1715671079.983697,2433337.000,4840,1,SF,1,100,0.0000
1715671080.314955,2433653.000,4890,1,SF,1,100,0.0000
1715671080.647260,2433970.000,4943,1,SF,1,100,0.0000
1715671080.914572,2434225.000,4999,1,SF,1,100,0.0000
1715671081.246877,2434542.000,5050,1,SF,1,100,0.0000
1715671081.576038,2434856.000,5100,1,SF,1,100,0.0000
1715671081.912536,2435177.000,5154,1,SF,1,100,0.0000
1715671082.243793,2435493.000,5203,1,SF,1,100,0.0000
1715671082.572953,2435807.000,5256,1,SF,1,100,0.0000
1715671082.908404,2436127.000,5312,1,SF,1,100,0.0000
1715671083.241757,2436445.000,5362,1,SF,1,100,0.0000
1715671083.574063,2436762.000,5411,1,SF,1,100,0.0000
1715671083.906368,2437079.000,5466,1,SF,1,100,0.0000
1715671084.240770,2437398.000,5518,1,SF,1,100,0.0000
1715671084.638069,2437777.000,5584,1,SF,1,100,0.0000
1715671084.969326,2438093.000,5638,1,SF,1,100,0.0000
1715671085.303728,2438412.000,5687,1,SF,1,100,0.0000
1715671085.569991,2438666.000,5740,1,SF,1,100,0.0000
1715671085.900200,2438981.000,5791,1,SF,1,100,0.0000
1715671086.235650,2439301.000,5840,1,SF,1,100,0.0000
1715671086.637142,2439684.000,5894,1,SF,1,100,0.0000
1715671086.968399,2440000.000,5949,1,SF,1,100,0.0000
1715671087.300704,2440317.000,5998,1,SF,1,100,0.0000
1715671087.568017,2440572.000,6051,1,SF,1,100,0.0000
1715671087.900322,2440889.000,6100,1,SF,1,100,0.0000
1715671088.229482,2441203.000,6156,1,SF,1,100,0.0000
1715671088.565981,2441524.000,6206,1,SF,1,100,0.0000
1715671088.897238,2441840.000,6257,1,SF,1,100,0.0000
1715671089.227447,2442155.000,6310,1,SF,1,100,0.0000
1715671089.629987,2442539.000,6378,1,SF,1,100,0.0000
1715671089.964389,2442858.000,6428,1,SF,1,100,0.0000
1715671090.229604,2443111.000,6482,1,SF,1,100,0.0000
1715671090.561909,2443428.000,6533,1,SF,1,100,0.0000
1715671090.896311,2443747.000,6583,1,SF,1,100,0.0000
1715671091.228616,2444064.000,6634,1,SF,1,100,0.0000
1715671091.557777,2444378.000,6686,1,SF,1,100,0.0000
1715671091.894275,2444699.000,6743,1,SF,1,100,0.0000
1715671092.225533,2445015.000,6797,1,SF,1,100,0.0000
1715671092.555741,2445330.000,6847,1,SF,1,100,0.0000
1715671092.891191,2445650.000,6899,1,SF,1,100,0.0000
1715671093.225594,2445969.000,6953,1,SF,1,100,0.0000
1715671093.623940,2446349.000,7021,1,SF,1,100,0.0000
1715671094.023336,2446730.000,7073,1,SF,1,100,0.0000
1715671094.223558,2446921.000,7109,1,SF,1,100,0.0000
1715671094.555863,2447238.000,7160,1,SF,1,100,0.0000
1715671094.885024,2447552.000,7210,1,SF,1,100,0.0000
1715671095.221522,2447873.000,7264,1,SF,1,100,0.0000
1715671095.552779,2448189.000,7313,1,SF,1,100,0.0000
1715671095.882988,2448504.000,7366,1,SF,1,100,0.0000
1715671096.285528,2448888.000,7433,1,SF,1,100,0.0000
1715671096.619930,2449207.000,7485,1,SF,1,100,0.0000
1715671096.951187,2449523.000,7535,1,SF,1,100,0.0000
1715671097.283492,2449840.000,7592,1,SF,1,100,0.0000
1715671097.550804,2450095.000,7644,1,SF,1,100,0.0000
1715671097.883110,2450412.000,7696,1,SF,1,100,0.0000
1715671098.212270,2450726.000,7747,1,SF,1,100,0.0000
1715671098.548769,2451047.000,7802,1,SF,1,100,0.0000
1715671098.880026,2451363.000,7850,1,SF,1,100,0.0000
1715671099.277324,2451742.000,7919,1,SF,1,100,0.0000
1715671099.612775,2452062.000,7971,1,SF,1,100,0.0000
1715671099.947176,2452381.000,8022,1,SF,1,100,0.0000
1715671100.211344,2452633.000,8073,1,SF,1,100,0.0000
1715671100.543649,2452950.000,8126,1,SF,1,100,0.0000
1715671100.878051,2453269.000,8178,1,SF,1,100,0.0000
1715671101.210356,2453586.000,8228,1,SF,1,100,0.0000
1715671101.539517,2453900.000,8279,1,SF,1,100,0.0000
1715671101.941009,2454283.000,8348,1,SF,1,100,0.0000
1715671102.274362,2454601.000,8400,1,SF,1,100,0.0000
1715671102.603523,2454915.000,8456,1,SF,1,100,0.0000
1715671102.938973,2455235.000,8511,1,SF,1,100,0.0000
1715671103.205236,2455489.000,8560,1,SF,1,100,0.0000
