LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EA
1715670603.360351,1978666.000,61452,2,EA,1,100,4.359787
1715670603.426393,1978729.000,61452,2,EA,1,100,4.357070
1715670603.493483,1978793.000,61468,2,EA,1,100,4.362507
1715670603.560573,1978857.000,61468,2,EA,1,100,4.359787
1715670603.626615,1978920.000,61484,1,EA,1,100,4.359787
1715670603.694229,1978984.500,61504,2,EA,1,100,4.359787
1715670603.761843,1979049.000,61504,2,EA,1,100,4.357070
1715670603.826837,1979111.000,61520,1,EA,1,100,4.359787
1715670603.894451,1979175.500,61535,2,EA,1,100,4.354339
1715670603.962065,1979240.000,61535,2,EA,1,100,4.357070
1715670604.028107,1979303.000,61552,1,EA,1,100,4.359787
1715670604.094673,1979366.500,61569,2,EA,1,100,4.357070
1715670604.161239,1979430.000,61569,2,EA,1,100,4.348885
1715670604.226756,1979492.500,61585,2,EA,1,100,4.357070
1715670604.292274,1979555.000,61585,2,EA,1,100,4.348885
1715670604.357791,1979617.500,61603,2,EA,1,100,4.357070
1715670604.423309,1979680.000,61603,2,EA,1,100,4.359787
1715670604.491447,1979745.000,61618,1,EA,1,100,4.348885
1715670604.558013,1979808.500,61634,2,EA,1,100,4.370725
1715670604.624579,1979872.000,61634,2,EA,1,100,4.362507
1715670604.692718,1979937.000,61651,1,EA,1,100,4.359787
1715670604.759283,1980000.500,61670,2,EA,1,100,4.354339
1715670604.825849,1980064.000,61670,2,EA,1,100,4.357070
1715670604.893463,1980128.500,61686,2,EA,1,100,4.354339
1715670604.961078,1980193.000,61686,2,EA,1,100,4.351629
1715670605.026071,1980255.000,61703,1,EA,1,100,4.357070
1715670605.092637,1980318.500,61718,2,EA,1,100,4.359787
1715670605.159203,1980382.000,61718,2,EA,1,100,4.354339
1715670605.226293,1980446.000,61735,1,EA,1,100,4.354339
1715670605.292335,1980509.000,61752,2,EA,1,100,4.346201
1715670605.358377,1980572.000,61752,2,EA,1,100,4.340767
1715670605.424418,1980635.000,61769,2,EA,1,100,4.346201
1715670605.490460,1980698.000,61769,2,EA,1,100,4.340767
1715670605.557550,1980762.000,61784,1,EA,1,100,4.340767
1715670605.623592,1980825.000,61801,2,EA,1,100,4.335367
1715670605.689634,1980888.000,61801,2,EA,1,100,4.338075
1715670605.756724,1980952.000,61817,1,EA,1,100,4.340767
