LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EA
1715670753.632075,2122016.500,19257,2,EA,1,100,4.199563
1715670753.699689,2122081.000,19257,2,EA,1,100,4.186956
1715670753.766779,2122145.000,19275,1,EA,1,100,4.191958
1715670753.834394,2122209.500,19291,2,EA,1,100,4.199563
1715670753.902008,2122274.000,19291,2,EA,1,100,4.191958
1715670753.967001,2122336.000,19308,2,EA,1,100,4.189447
1715670754.031995,2122398.000,19308,2,EA,1,100,4.189447
1715670754.099085,2122462.000,19325,1,EA,1,100,4.191958
1715670754.164602,2122524.500,19343,2,EA,1,100,4.184415
1715670754.230120,2122587.000,19343,2,EA,1,100,4.186956
1715670754.295638,2122649.500,19362,2,EA,1,100,4.207160
1715670754.361155,2122712.000,19362,2,EA,1,100,4.197025
1715670754.428245,2122776.000,19380,1,EA,1,100,4.204613
1715670754.495335,2122840.000,19396,2,EA,1,100,4.191958
1715670754.562425,2122904.000,19396,2,EA,1,100,4.202087
1715670754.628467,2122967.000,19413,1,EA,1,100,4.191958
1715670754.695557,2123031.000,19431,2,EA,1,100,4.184415
1715670754.762647,2123095.000,19431,2,EA,1,100,4.191958
1715670754.829737,2123159.000,19447,2,EA,1,100,4.194508
1715670754.896827,2123223.000,19447,2,EA,1,100,4.186956
1715670754.963917,2123287.000,19466,1,EA,1,100,4.194508
1715670755.031007,2123351.000,19484,2,EA,1,100,4.197025
1715670755.098097,2123415.000,19484,2,EA,1,100,4.199563
1715670755.164139,2123478.000,19500,1,EA,1,100,4.189447
1715670755.230181,2123541.000,19515,2,EA,1,100,4.184415
1715670755.296223,2123604.000,19515,2,EA,1,100,4.179397
1715670755.362264,2123667.000,19532,2,EA,1,100,4.189447
1715670755.428306,2123730.000,19532,2,EA,1,100,4.184415
1715670755.495396,2123794.000,19549,1,EA,1,100,4.184415
1715670755.561962,2123857.500,19565,2,EA,1,100,4.186956
1715670755.628528,2123921.000,19565,2,EA,1,100,4.181913
1715670755.696142,2123985.500,19586,2,EA,1,100,4.186956
1715670755.763756,2124050.000,19586,2,EA,1,100,4.184415
1715670755.829798,2124113.000,19604,1,EA,1,100,4.189447
1715670755.896888,2124177.000,19620,2,EA,1,100,4.186956
1715670755.963978,2124241.000,19620,2,EA,1,100,4.202087
1715670756.030544,2124304.500,19636,2,EA,1,100,4.197025
1715670756.097110,2124368.000,19636,2,EA,1,100,4.184415
1715670756.165248,2124433.000,19653,1,EA,1,100,4.184415
1715670756.231290,2124496.000,19672,2,EA,1,100,4.181913
1715670756.297332,2124559.000,19672,2,EA,1,100,4.181913
1715670756.363374,2124622.000,19690,2,EA,1,100,4.191958
1715670756.429415,2124685.000,19690,2,EA,1,100,4.194508
1715670756.494409,2124747.000,19705,1,EA,1,100,4.189447
1715670756.559926,2124809.500,19721,2,EA,1,100,4.189447
1715670756.625444,2124872.000,19721,2,EA,1,100,4.179397
1715670756.691486,2124935.000,19737,1,EA,1,100,4.189447
1715670756.759100,2124999.500,19755,2,EA,1,100,4.194508
1715670756.826714,2125064.000,19755,2,EA,1,100,4.189447
1715670756.892756,2125127.000,19776,1,EA,1,100,4.194508
1715670756.960370,2125191.500,19792,2,EA,1,100,4.189447
1715670757.027984,2125256.000,19792,2,EA,1,100,4.189447
1715670757.094550,2125319.500,19808,2,EA,1,100,4.194508
1715670757.161116,2125383.000,19808,2,EA,1,100,4.184415
1715670757.230303,2125449.000,19825,1,EA,1,100,4.181913
1715670757.295820,2125511.500,19841,2,EA,1,100,4.184415
1715670757.361338,2125574.000,19841,2,EA,1,100,4.191958
1715670757.428428,2125638.000,19859,1,EA,1,100,4.207160
1715670757.493945,2125700.500,19877,2,EA,1,100,4.186956
1715670757.559463,2125763.000,19877,2,EA,1,100,4.191958
1715670757.624981,2125825.500,19893,2,EA,1,100,4.202087
1715670757.690498,2125888.000,19893,2,EA,1,100,4.186956
1715670757.757588,2125952.000,19910,1,EA,1,100,4.197025
1715670757.824678,2126016.000,19927,2,EA,1,100,4.199563
1715670757.891768,2126080.000,19927,2,EA,1,100,4.194508
1715670757.959383,2126144.500,19948,2,EA,1,100,4.194508
1715670758.026997,2126209.000,19948,2,EA,1,100,4.194508
1715670758.091990,2126271.000,19968,1,EA,1,100,4.197025
1715670758.159080,2126335.000,19982,2,EA,1,100,4.194508
1715670758.226170,2126399.000,19982,2,EA,1,100,4.191958
1715670758.293260,2126463.000,20002,1,EA,1,100,4.202087
1715670758.359826,2126526.500,20019,2,EA,1,100,4.204613
1715670758.426392,2126590.000,20019,2,EA,1,100,4.199563
1715670758.492958,2126653.500,20038,2,EA,1,100,4.197025
1715670758.559524,2126717.000,20038,2,EA,1,100,4.194508
1715670758.624517,2126779.000,20054,1,EA,1,100,4.204613
1715670758.690559,2126842.000,20070,2,EA,1,100,4.197025
1715670758.756601,2126905.000,20070,2,EA,1,100,4.189447
1715670758.823691,2126969.000,20086,1,EA,1,100,4.197025
1715670758.890257,2127032.500,20103,2,EA,1,100,4.191958
1715670758.956823,2127096.000,20103,2,EA,1,100,4.186956
1715670759.024437,2127160.500,20122,2,EA,1,100,4.207160
1715670759.092051,2127225.000,20122,2,EA,1,100,4.199563
1715670759.158093,2127288.000,20139,1,EA,1,100,4.186956
1715670759.225183,2127352.000,20156,2,EA,1,100,4.199563
1715670759.292273,2127416.000,20156,2,EA,1,100,4.194508
1715670759.359363,2127480.000,20173,1,EA,1,100,4.202087
1715670759.426453,2127544.000,20190,2,EA,1,100,4.186956
1715670759.493543,2127608.000,20190,2,EA,1,100,4.191958
1715670759.559585,2127671.000,20210,2,EA,1,100,4.197025
1715670759.625627,2127734.000,20210,2,EA,1,100,4.186956
1715670759.690620,2127796.000,20226,1,EA,1,100,4.189447
1715670759.757186,2127859.500,20242,2,EA,1,100,4.194508
1715670759.823752,2127923.000,20242,2,EA,1,100,4.202087
1715670759.889269,2127985.500,20258,2,EA,1,100,4.199563
1715670759.954787,2128048.000,20258,2,EA,1,100,4.184415
1715670760.020829,2128111.000,20275,1,EA,1,100,4.191958
1715670760.088443,2128175.500,20297,2,EA,1,100,4.197025
1715670760.156057,2128240.000,20297,2,EA,1,100,4.191958
1715670760.223147,2128304.000,20314,2,EA,1,100,4.202087
1715670760.290237,2128368.000,20314,2,EA,1,100,4.197025
1715670760.357327,2128432.000,20330,1,EA,1,100,4.207160
1715670760.423893,2128495.500,20346,2,EA,1,100,4.202087
1715670760.490459,2128559.000,20346,2,EA,1,100,4.191958
1715670760.559646,2128625.000,20362,1,EA,1,100,4.197025
1715670760.624639,2128687.000,20379,2,EA,1,100,4.197025
1715670760.689633,2128749.000,20379,2,EA,1,100,4.191958
1715670760.755674,2128812.000,20396,2,EA,1,100,4.189447
1715670760.821716,2128875.000,20396,2,EA,1,100,4.186956
1715670760.886710,2128937.000,20413,1,EA,1,100,4.186956
1715670760.952227,2128999.500,20427,2,EA,1,100,4.186956
1715670761.017745,2129062.000,20427,2,EA,1,100,4.186956
1715670761.084835,2129126.000,20445,1,EA,1,100,4.189447
1715670761.151925,2129190.000,20464,2,EA,1,100,4.189447
1715670761.219015,2129254.000,20464,2,EA,1,100,4.184415
1715670761.286629,2129318.500,20483,2,EA,1,100,4.197025
1715670761.354243,2129383.000,20483,2,EA,1,100,4.184415
1715670761.419237,2129445.000,20500,1,EA,1,100,4.189447
1715670761.486851,2129509.500,20518,2,EA,1,100,4.181913
1715670761.554465,2129574.000,20518,2,EA,1,100,4.179397
1715670761.621555,2129638.000,20534,1,EA,1,100,4.194508
1715670761.688121,2129701.500,20552,2,EA,1,100,4.189447
1715670761.754687,2129765.000,20552,2,EA,1,100,4.184415
1715670761.821253,2129828.500,20568,2,EA,1,100,4.181913
1715670761.887819,2129892.000,20568,2,EA,1,100,4.179397
1715670761.952812,2129954.000,20585,1,EA,1,100,4.186956
1715670762.018854,2130017.000,20603,2,EA,1,100,4.189447
1715670762.084896,2130080.000,20603,2,EA,1,100,4.181913
1715670762.151986,2130144.000,20620,1,EA,1,100,4.197025
1715670762.219076,2130208.000,20636,2,EA,1,100,4.189447
1715670762.286166,2130272.000,20636,2,EA,1,100,4.191958
1715670762.353780,2130336.500,20656,2,EA,1,100,4.184415
1715670762.421394,2130401.000,20656,2,EA,1,100,4.181913
1715670762.487436,2130464.000,20672,1,EA,1,100,4.181913
1715670762.554526,2130528.000,20690,2,EA,1,100,4.184415
1715670762.621616,2130592.000,20690,2,EA,1,100,4.174407
1715670762.688706,2130656.000,20706,1,EA,1,100,4.181913
1715670762.755796,2130720.000,20724,2,EA,1,100,4.184415
1715670762.822886,2130784.000,20724,2,EA,1,100,4.179397
1715670762.888928,2130847.000,20740,2,EA,1,100,4.181913
1715670762.954970,2130910.000,20740,2,EA,1,100,4.179397
1715670763.019963,2130972.000,20756,1,EA,1,100,4.179397
1715670763.086529,2131035.500,20772,2,EA,1,100,4.179397
1715670763.153095,2131099.000,20772,2,EA,1,100,4.179397
1715670763.219137,2131162.000,20789,1,EA,1,100,4.181913
1715670763.284654,2131224.500,20813,2,EA,1,100,4.184415
1715670763.350172,2131287.000,20813,2,EA,1,100,4.181913
1715670763.417786,2131351.500,20835,2,EA,1,100,4.186956
1715670763.485400,2131416.000,20835,2,EA,1,100,4.171899
1715670763.552490,2131480.000,20851,2,EA,1,100,4.184415
1715670763.619580,2131544.000,20851,2,EA,1,100,4.186956
1715670763.686670,2131608.000,20868,1,EA,1,100,4.179397
1715670763.753236,2131671.500,20883,2,EA,1,100,4.176900
1715670763.819802,2131735.000,20883,2,EA,1,100,4.166910
1715670763.888989,2131801.000,20903,1,EA,1,100,4.181913
1715670763.953982,2131863.000,20919,2,EA,1,100,4.169412
1715670764.018976,2131925.000,20919,2,EA,1,100,4.174407
1715670764.085017,2131988.000,20937,2,EA,1,100,4.181913
1715670764.151059,2132051.000,20937,2,EA,1,100,4.171899
1715670764.216053,2132113.000,20952,1,EA,1,100,4.174407
1715670764.281570,2132175.500,20968,2,EA,1,100,4.174407
1715670764.347088,2132238.000,20968,2,EA,1,100,4.171899
1715670764.414178,2132302.000,20985,1,EA,1,100,4.181913
1715670764.481268,2132366.000,21002,2,EA,1,100,4.166910
1715670764.548358,2132430.000,21002,2,EA,1,100,4.166910
1715670764.615972,2132494.500,21023,2,EA,1,100,4.179397
1715670764.683586,2132559.000,21023,2,EA,1,100,4.176900
1715670764.748580,2132621.000,21041,1,EA,1,100,4.176900
1715670764.816194,2132685.500,21055,2,EA,1,100,4.179397
1715670764.883808,2132750.000,21055,2,EA,1,100,4.186956
1715670764.950898,2132814.000,21072,1,EA,1,100,4.179397
1715670765.017464,2132877.500,21089,2,EA,1,100,4.186956
1715670765.084030,2132941.000,21089,2,EA,1,100,4.176900
1715670765.150596,2133004.500,21109,2,EA,1,100,4.171899
1715670765.217162,2133068.000,21109,2,EA,1,100,4.171899
1715670765.282155,2133130.000,21125,1,EA,1,100,4.181913
1715670765.348197,2133193.000,21142,2,EA,1,100,4.186956
1715670765.414239,2133256.000,21142,2,EA,1,100,4.184415
1715670765.481329,2133320.000,21157,2,EA,1,100,4.176900
1715670765.548419,2133384.000,21157,2,EA,1,100,4.179397
1715670765.615509,2133448.000,21174,1,EA,1,100,4.176900
1715670765.683123,2133512.500,21193,2,EA,1,100,4.176900
1715670765.750737,2133577.000,21193,2,EA,1,100,4.171899
1715670765.816779,2133640.000,21210,1,EA,1,100,4.174407
1715670765.883869,2133704.000,21227,2,EA,1,100,4.171899
1715670765.950959,2133768.000,21227,2,EA,1,100,4.179397
1715670766.018049,2133832.000,21244,1,EA,1,100,4.184415
1715670766.085139,2133896.000,21261,2,EA,1,100,4.164428
1715670766.152229,2133960.000,21261,2,EA,1,100,4.176900
1715670766.218271,2134023.000,21278,2,EA,1,100,4.184415
1715670766.284313,2134086.000,21278,2,EA,1,100,4.171899
1715670766.349306,2134148.000,21294,1,EA,1,100,4.184415
1715670766.415872,2134211.500,21313,2,EA,1,100,4.176900
1715670766.482438,2134275.000,21313,2,EA,1,100,4.176900
1715670766.547956,2134337.500,21329,2,EA,1,100,4.176900
1715670766.613473,2134400.000,21329,2,EA,1,100,4.169412
1715670766.679515,2134463.000,21346,1,EA,1,100,4.194508
1715670766.747129,2134527.500,21363,2,EA,1,100,4.181913
1715670766.814743,2134592.000,21363,2,EA,1,100,4.171899
1715670766.881833,2134656.000,21382,2,EA,1,100,4.169412
1715670766.948923,2134720.000,21382,2,EA,1,100,4.164428
1715670767.016013,2134784.000,21398,1,EA,1,100,4.176900
1715670767.082579,2134847.500,21414,2,EA,1,100,4.181913
1715670767.149145,2134911.000,21414,2,EA,1,100,4.186956
1715670767.218332,2134977.000,21433,1,EA,1,100,4.179397
1715670767.283325,2135039.000,21450,2,EA,1,100,4.181913
1715670767.348319,2135101.000,21450,2,EA,1,100,4.181913
1715670767.414361,2135164.000,21467,2,EA,1,100,4.181913
1715670767.480402,2135227.000,21467,2,EA,1,100,4.181913
1715670767.545396,2135289.000,21484,1,EA,1,100,4.174407
1715670767.610913,2135351.500,21498,2,EA,1,100,4.176900
1715670767.676431,2135414.000,21498,2,EA,1,100,4.179397
1715670767.743521,2135478.000,21516,1,EA,1,100,4.171899
1715670767.810611,2135542.000,21535,2,EA,1,100,4.176900
1715670767.877701,2135606.000,21535,2,EA,1,100,4.176900
1715670767.945315,2135670.500,21552,2,EA,1,100,4.186956
1715670768.012929,2135735.000,21552,2,EA,1,100,4.174407
1715670768.077923,2135797.000,21571,1,EA,1,100,4.184415
1715670768.145537,2135861.500,21586,2,EA,1,100,4.184415
1715670768.213151,2135926.000,21586,2,EA,1,100,4.171899
1715670768.280241,2135990.000,21602,1,EA,1,100,4.176900
1715670768.346807,2136053.500,21620,2,EA,1,100,4.184415
1715670768.413373,2136117.000,21620,2,EA,1,100,4.181913
1715670768.479939,2136180.500,21638,2,EA,1,100,4.181913
1715670768.546505,2136244.000,21638,2,EA,1,100,4.179397
1715670768.612022,2136306.500,21658,2,EA,1,100,4.174407
1715670768.677540,2136369.000,21658,2,EA,1,100,4.176900
1715670768.744106,2136432.500,21679,2,EA,1,100,4.176900
1715670768.810672,2136496.000,21679,2,EA,1,100,4.194508
1715670768.877762,2136560.000,21696,1,EA,1,100,4.186956
1715670768.944852,2136624.000,21710,2,EA,1,100,4.189447
1715670769.011942,2136688.000,21710,2,EA,1,100,4.199563
1715670769.079032,2136752.000,21730,2,EA,1,100,4.181913
1715670769.146122,2136816.000,21730,2,EA,1,100,4.179397
1715670769.214260,2136881.000,21749,1,EA,1,100,4.174407
1715670769.280826,2136944.500,21766,2,EA,1,100,4.176900
1715670769.347392,2137008.000,21766,2,EA,1,100,4.181913
1715670769.413434,2137071.000,21783,1,EA,1,100,4.179397
1715670769.480524,2137135.000,21798,2,EA,1,100,4.174407
1715670769.547614,2137199.000,21798,2,EA,1,100,4.179397
1715670769.613132,2137261.500,21814,2,EA,1,100,4.181913
1715670769.678649,2137324.000,21814,2,EA,1,100,4.176900
1715670769.745739,2137388.000,21832,1,EA,1,100,4.176900
1715670769.811781,2137451.000,21851,2,EA,1,100,4.174407
1715670769.877823,2137514.000,21851,2,EA,1,100,4.171899
1715670769.942816,2137576.000,21868,1,EA,1,100,4.191958
1715670770.009382,2137639.500,21883,2,EA,1,100,4.179397
1715670770.075948,2137703.000,21883,2,EA,1,100,4.174407
1715670770.143038,2137767.000,21902,2,EA,1,100,4.174407
1715670770.210128,2137831.000,21902,2,EA,1,100,4.176900
1715670770.278266,2137896.000,21918,1,EA,1,100,4.176900
1715670770.345356,2137960.000,21939,2,EA,1,100,4.181913
1715670770.412446,2138024.000,21939,2,EA,1,100,4.179397
1715670770.478488,2138087.000,21955,1,EA,1,100,4.186956
1715670770.545054,2138150.500,21970,2,EA,1,100,4.181913
1715670770.611620,2138214.000,21970,2,EA,1,100,4.184415
1715670770.677662,2138277.000,21987,2,EA,1,100,4.181913
1715670770.743704,2138340.000,21987,2,EA,1,100,4.184415
1715670770.809745,2138403.000,22004,1,EA,1,100,4.176900
1715670770.875787,2138466.000,22020,2,EA,1,100,4.186956
1715670770.941829,2138529.000,22020,2,EA,1,100,4.181913
1715670771.005774,2138590.000,22037,1,EA,1,100,4.176900
1715670771.073388,2138654.500,22055,2,EA,1,100,4.184415
1715670771.141002,2138719.000,22055,2,EA,1,100,4.176900
1715670771.207044,2138782.000,22072,2,EA,1,100,4.174407
1715670771.273086,2138845.000,22072,2,EA,1,100,4.174407
1715670771.342273,2138911.000,22090,1,EA,1,100,4.179397
1715670771.408839,2138974.500,22108,2,EA,1,100,4.184415
1715670771.475404,2139038.000,22108,2,EA,1,100,4.181913
1715670771.542494,2139102.000,22124,1,EA,1,100,4.191958
1715670771.608536,2139165.000,22139,2,EA,1,100,4.181913
1715670771.674578,2139228.000,22139,2,EA,1,100,4.176900
1715670771.741668,2139292.000,22159,1,EA,1,100,4.176900
1715670771.808234,2139355.500,22176,2,EA,1,100,4.186956
1715670771.874800,2139419.000,22176,2,EA,1,100,4.184415
1715670771.940317,2139481.500,22192,2,EA,1,100,4.197025
1715670772.005835,2139544.000,22192,2,EA,1,100,4.184415
1715670772.071877,2139607.000,22210,1,EA,1,100,4.184415
1715670772.138967,2139671.000,22224,2,EA,1,100,4.176900
1715670772.206057,2139735.000,22224,2,EA,1,100,4.191958
1715670772.273147,2139799.000,22244,2,EA,1,100,4.184415
1715670772.340237,2139863.000,22244,2,EA,1,100,4.186956
1715670772.408375,2139928.000,22263,1,EA,1,100,4.191958
1715670772.475465,2139992.000,22280,2,EA,1,100,4.194508
1715670772.542555,2140056.000,22280,2,EA,1,100,4.186956
1715670772.608597,2140119.000,22296,1,EA,1,100,4.179397
1715670772.675163,2140182.500,22312,2,EA,1,100,4.179397
1715670772.741729,2140246.000,22312,2,EA,1,100,4.179397
1715670772.808819,2140310.000,22331,2,EA,1,100,4.181913
1715670772.875909,2140374.000,22331,2,EA,1,100,4.179397
1715670772.941951,2140437.000,22348,1,EA,1,100,4.189447
1715670773.007992,2140500.000,22365,2,EA,1,100,4.184415
1715670773.074034,2140563.000,22365,2,EA,1,100,4.181913
1715670773.140600,2140626.500,22382,2,EA,1,100,4.186956
1715670773.207166,2140690.000,22382,2,EA,1,100,4.176900
1715670773.272159,2140752.000,22397,1,EA,1,100,4.176900
1715670773.338725,2140815.500,22414,2,EA,1,100,4.186956
1715670773.405291,2140879.000,22414,2,EA,1,100,4.174407
1715670773.473429,2140944.000,22434,1,EA,1,100,4.176900
1715670773.540519,2141008.000,22451,2,EA,1,100,4.194508
1715670773.607610,2141072.000,22451,2,EA,1,100,4.181913
1715670773.674700,2141136.000,22470,1,EA,1,100,4.197025
1715670773.741266,2141199.500,22487,2,EA,1,100,4.197025
1715670773.807831,2141263.000,22487,2,EA,1,100,4.186956
1715670773.874921,2141327.000,22502,2,EA,1,100,4.191958
1715670773.942011,2141391.000,22502,2,EA,1,100,4.189447
1715670774.008053,2141454.000,22519,1,EA,1,100,4.191958
1715670774.073745,2141516.667,22541,3,EA,1,100,4.199563
1715670774.139438,2141579.333,22541,3,EA,1,100,4.186956
1715670774.205130,2141642.000,22541,3,EA,1,100,4.179397
1715670774.270648,2141704.500,22561,2,EA,1,100,4.176900
1715670774.336165,2141767.000,22561,2,EA,1,100,4.202087
1715670774.403780,2141831.500,22578,2,EA,1,100,4.202087
1715670774.471394,2141896.000,22578,2,EA,1,100,4.189447
1715670774.537436,2141959.000,22595,1,EA,1,100,4.197025
1715670774.605050,2142023.500,22613,2,EA,1,100,4.194508
1715670774.672664,2142088.000,22613,2,EA,1,100,4.184415
1715670774.737657,2142150.000,22631,1,EA,1,100,4.184415
1715670774.805272,2142214.500,22645,2,EA,1,100,4.186956
1715670774.872886,2142279.000,22645,2,EA,1,100,4.181913
1715670774.938927,2142342.000,22662,2,EA,1,100,4.186956
1715670775.004969,2142405.000,22662,2,EA,1,100,4.189447
1715670775.072059,2142469.000,22679,1,EA,1,100,4.189447
1715670775.138625,2142532.500,22696,2,EA,1,100,4.181913
1715670775.205191,2142596.000,22696,2,EA,1,100,4.179397
1715670775.270709,2142658.500,22715,2,EA,1,100,4.186956
1715670775.336226,2142721.000,22715,2,EA,1,100,4.186956
1715670775.402268,2142784.000,22733,1,EA,1,100,4.184415
1715670775.469358,2142848.000,22747,2,EA,1,100,4.189447
1715670775.536448,2142912.000,22747,2,EA,1,100,4.184415
1715670775.603538,2142976.000,22764,1,EA,1,100,4.176900
1715670775.671152,2143040.500,22783,2,EA,1,100,4.179397
1715670775.738766,2143105.000,22783,2,EA,1,100,4.176900
1715670775.805856,2143169.000,22803,2,EA,1,100,4.197025
1715670775.872947,2143233.000,22803,2,EA,1,100,4.179397
1715670775.939338,2143296.333,22820,3,EA,1,100,4.186956
1715670776.005729,2143359.667,22820,3,EA,1,100,4.176900
1715670776.072120,2143423.000,22820,3,EA,1,100,4.166910
1715670776.140259,2143488.000,22837,1,EA,1,100,4.181913
1715670776.206300,2143551.000,22856,2,EA,1,100,4.179397
1715670776.272342,2143614.000,22856,2,EA,1,100,4.179397
1715670776.337335,2143676.000,22873,1,EA,1,100,4.184415
1715670776.403901,2143739.500,22889,2,EA,1,100,4.181913
1715670776.470467,2143803.000,22889,2,EA,1,100,4.181913
1715670776.536509,2143866.000,22905,2,EA,1,100,4.176900
1715670776.602551,2143929.000,22905,2,EA,1,100,4.164428
1715670776.668592,2143992.000,22921,1,EA,1,100,4.169412
1715670776.736207,2144056.500,22939,2,EA,1,100,4.184415
1715670776.803821,2144121.000,22939,2,EA,1,100,4.171899
1715670776.869863,2144184.000,22957,1,EA,1,100,4.176900
1715670776.937477,2144248.500,22972,2,EA,1,100,4.186956
1715670777.005091,2144313.000,22972,2,EA,1,100,4.176900
1715670777.071657,2144376.500,22989,2,EA,1,100,4.166910
1715670777.138223,2144440.000,22989,2,EA,1,100,4.169412
1715670777.207409,2144506.000,23006,1,EA,1,100,4.174407
1715670777.272403,2144568.000,23022,2,EA,1,100,4.176900
1715670777.337396,2144630.000,23022,2,EA,1,100,4.176900
1715670777.403438,2144693.000,23040,1,EA,1,100,4.179397
1715670777.469480,2144756.000,23054,2,EA,1,100,4.181913
1715670777.535522,2144819.000,23054,2,EA,1,100,4.179397
1715670777.601039,2144881.500,23074,2,EA,1,100,4.179397
1715670777.666557,2144944.000,23074,2,EA,1,100,4.184415
1715670777.733647,2145008.000,23091,1,EA,1,100,4.179397
1715670777.800737,2145072.000,23110,2,EA,1,100,4.186956
1715670777.867827,2145136.000,23110,2,EA,1,100,4.176900
1715670777.933869,2145199.000,23126,1,EA,1,100,4.176900
1715670778.000959,2145263.000,23146,2,EA,1,100,4.181913
1715670778.068049,2145327.000,23146,2,EA,1,100,4.176900
1715670778.135663,2145391.500,23161,2,EA,1,100,4.184415
1715670778.203277,2145456.000,23161,2,EA,1,100,4.176900
1715670778.270367,2145520.000,23178,1,EA,1,100,4.191958
1715670778.336409,2145583.000,23195,2,EA,1,100,4.194508
1715670778.402451,2145646.000,23195,2,EA,1,100,4.186956
1715670778.467444,2145708.000,23214,1,EA,1,100,4.181913
1715670778.533486,2145771.000,23229,2,EA,1,100,4.174407
1715670778.599528,2145834.000,23229,2,EA,1,100,4.176900
1715670778.665569,2145897.000,23249,2,EA,1,100,4.181913
1715670778.731611,2145960.000,23249,2,EA,1,100,4.174407
1715670778.798701,2146024.000,23265,1,EA,1,100,4.171899
1715670778.865791,2146088.000,23282,2,EA,1,100,4.184415
1715670778.932881,2146152.000,23282,2,EA,1,100,4.186956
1715670779.000495,2146216.500,23301,2,EA,1,100,4.189447
1715670779.068110,2146281.000,23301,2,EA,1,100,4.184415
1715670779.134151,2146344.000,23317,1,EA,1,100,4.176900
1715670779.201241,2146408.000,23332,2,EA,1,100,4.184415
1715670779.268331,2146472.000,23332,2,EA,1,100,4.176900
1715670779.335421,2146536.000,23352,1,EA,1,100,4.174407
1715670779.401813,2146599.333,23374,3,EA,1,100,4.179397
1715670779.468204,2146662.667,23374,3,EA,1,100,4.169412
1715670779.534595,2146726.000,23374,3,EA,1,100,4.186956
1715670779.600637,2146789.000,23391,1,EA,1,100,4.184415
1715670779.666678,2146852.000,23408,2,EA,1,100,4.169412
1715670779.732720,2146915.000,23408,2,EA,1,100,4.181913
1715670779.799286,2146978.500,23425,2,EA,1,100,4.184415
1715670779.865852,2147042.000,23425,2,EA,1,100,4.176900
1715670779.931894,2147105.000,23441,1,EA,1,100,4.169412
1715670779.998460,2147168.500,23460,2,EA,1,100,4.176900
1715670780.065026,2147232.000,23460,2,EA,1,100,4.171899
1715670780.133164,2147297.000,23478,1,EA,1,100,4.171899
1715670780.200254,2147361.000,23495,2,EA,1,100,4.176900
1715670780.267344,2147425.000,23495,2,EA,1,100,4.181913
1715670780.334434,2147489.000,23512,2,EA,1,100,4.171899
1715670780.401524,2147553.000,23512,2,EA,1,100,4.174407
1715670780.467566,2147616.000,23529,1,EA,1,100,4.169412
1715670780.534132,2147679.500,23543,2,EA,1,100,4.176900
1715670780.600698,2147743.000,23543,2,EA,1,100,4.169412
1715670780.666739,2147806.000,23560,1,EA,1,100,4.171899
1715670780.732781,2147869.000,23580,2,EA,1,100,4.171899
1715670780.798823,2147932.000,23580,2,EA,1,100,4.166910
1715670780.865389,2147995.500,23597,2,EA,1,100,4.176900
1715670780.931955,2148059.000,23597,2,EA,1,100,4.171899
1715670780.995900,2148120.000,23613,1,EA,1,100,4.176900
1715670781.063514,2148184.500,23629,2,EA,1,100,4.186956
1715670781.131128,2148249.000,23629,2,EA,1,100,4.171899
1715670781.197170,2148312.000,23647,1,EA,1,100,4.171899
1715670781.264784,2148376.500,23664,2,EA,1,100,4.171899
1715670781.332398,2148441.000,23664,2,EA,1,100,4.174407
1715670781.398964,2148504.500,23684,2,EA,1,100,4.189447
1715670781.465530,2148568.000,23684,2,EA,1,100,4.184415
1715670781.532620,2148632.000,23701,1,EA,1,100,4.176900
1715670781.598662,2148695.000,23716,2,EA,1,100,4.169412
1715670781.664704,2148758.000,23716,2,EA,1,100,4.181913
1715670781.730221,2148820.500,23733,2,EA,1,100,4.174407
1715670781.795739,2148883.000,23733,2,EA,1,100,4.171899
1715670781.862829,2148947.000,23749,1,EA,1,100,4.166910
1715670781.928347,2149009.500,23769,2,EA,1,100,4.161950
1715670781.993864,2149072.000,23769,2,EA,1,100,4.171899
1715670782.059906,2149135.000,23786,1,EA,1,100,4.176900
1715670782.126996,2149199.000,23802,2,EA,1,100,4.176900
1715670782.194086,2149263.000,23802,2,EA,1,100,4.176900
1715670782.261176,2149327.000,23819,2,EA,1,100,4.171899
1715670782.328266,2149391.000,23819,2,EA,1,100,4.171899
1715670782.396404,2149456.000,23837,1,EA,1,100,4.176900
1715670782.463494,2149520.000,23853,2,EA,1,100,4.171899
1715670782.530584,2149584.000,23853,2,EA,1,100,4.169412
1715670782.596626,2149647.000,23873,1,EA,1,100,4.164428
1715670782.662668,2149710.000,23889,2,EA,1,100,4.166910
1715670782.728710,2149773.000,23889,2,EA,1,100,4.174407
1715670782.795276,2149836.500,23905,2,EA,1,100,4.166910
1715670782.861841,2149900.000,23905,2,EA,1,100,4.164428
1715670782.927883,2149963.000,23921,1,EA,1,100,4.166910
1715670782.993925,2150026.000,23939,2,EA,1,100,4.166910
1715670783.059967,2150089.000,23939,2,EA,1,100,4.166910
1715670783.126009,2150152.000,23958,1,EA,1,100,4.171899
1715670783.193099,2150216.000,23974,2,EA,1,100,4.176900
1715670783.260189,2150280.000,23974,2,EA,1,100,4.166910
1715670783.326755,2150343.500,23992,2,EA,1,100,4.169412
1715670783.393320,2150407.000,23992,2,EA,1,100,4.161950
1715670783.461459,2150472.000,24011,1,EA,1,100,4.164428
